"LastModifiedDate","VisitorId","PlannedVisitEndTime","RetailStore_Id","RetailStore_Account_Industry","Visitor_UserType","Name","RetailStore_PrimaryContact_Description","Visitor_FullPhotoUrl","RetailStore_RetailStoreGroup_Name","RetailStore_Account_Parent_Account_Names","CreatedById","RetailStore_Account_AccountSource","Visitor_ParentPath","RetailStore_AccountId","RetailStore_Location_Address_City","RetailStore_Location_Address_PostalCode","StatusRemarks","RetailStore_RetailStoreGroup_Description","RetailStore_Description","Status","ActualVisitEndTime","PlaceId","IsDeleted","ActualVisitStartTime","ActualVisitStartTime_YearMonthDay","RetailStore_RetailLocationGroupId","RetailStore_Location_Address_State","Visitor_Parents","RetailStore_PrimaryContact_Department","Visitor_UniqueUserName","PlannedVisitStartTime","Visitor_Name","RetailStore_Name","RetailStore_Priority","CreatedDate","RetailStore_PrimaryContact_MobilePhone","RetailStore_PrimaryContact_Name","Visitor_Computed_ParentID","Id","RetailStore_Account_Name","InstructionDescription","RetailStore_StoreType","RetailStore_Account_Parent_Account_NamesPath","VisitPriority","Visitor_Role_Name","OwnerId","RetailStore_PrimaryContactId","Visitor_SmallPhotoUrl","RetailStore_Location_Name","RetailStore_RetailStoreGroupName_Custom","Visitor_Username","RetailStore_PrimaryContact_Email","RetailStore_Account_Type","LastProcessedDate","RetailStore_Location_Address_Country","SystemModstamp","RetailStore_Location_Address_Name","Visitor_ManagerId","Visitor_Role_ParentRoleId","RetailStore_DeliveryMethod","RetailStore_Account_Phone","LastModifiedById","RetailStore_PrimaryContact_Phone","ActualVisitDuration","RetailStore_DeliveryFrequency","RetailStore_Account_AnnualRevenue","RetailStore_Location_LocationLevel","PlannedVisitDuration"
"2021-04-21","005B0000007DFGKIA4","2020-01-05","0YQB00000004E0rOAE","Manufacturing","Standard","00000154",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/F","Bay Area","Northern Trail Outfitters","005B0000007GkqyIAC",,,"001B000001LY4pwIAD","Kulpsville","19443",,"Description of Dmart Location Group 1",,"Completed","2020-01-05","0YQB00000004E0rOAE","false","2020-01-05","2019-07-09","0Y2B00000004DVzKAM","PA",,,"Cindy Timmel","2020-01-05","Cindy Timmel","NTO Store - Alameda","Low","2021-04-21",,"Yuki Whobrey",,"0Z5B00000004SFcKAM","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","High",,"005B0000007GkqyIAC","003B000000HndC7IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/T","Dmart Location 4","Bay Area","cindycentral.xvexzdli7eny@cga228dev.demo","yuki_whobrey@aol.com",,"2021-01-26","Montgomery","2021-04-21","A00000011","005B0000007DFG7IAO",,"Van",,"005B0000007GkqyIAC","313-288-7937",50,3,0,1,50
"2021-04-21","005B0000007DFGNIA4","2019-02-21","0YQB00000004E0pOAE","Manufacturing","Standard","00000377",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/F","Midwest","Northern Trail Outfitters","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4pwIAD","Sioux Falls","57105",,"Description of Dmart Location Group 2",,"Completed","2019-02-21","0YQB00000004E0pOAE","false","2019-02-21","2018-08-25","0Y2B00000004DVxKAM","SD","00EB0000000gPdpMAE",,"Valerie Juhas","2019-02-21","Valerie Juhas","Fare Merchants - Gold Coast","High","2021-04-21",,"Mattie Poquette","00EB0000000gPdqMAE","0Z5B00000004SFdKAM","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","Medium","SalesRep","005B0000007GkqyIAC","003B000000HndC4IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/T","Dmart Location 2","Midwest","valerieeast.siu4krkqhrgs@cga228dev.demo","mattie@aol.com",,"2021-01-26","Minnehaha","2021-04-21","A00000009","NA","00EB0000000gPdqMAE","Truck",,"005B0000007GkqyIAC","602-277-4385",83,2,0,1,83
"2021-04-21","005B0000007DFGQIA4","2020-03-17","0YQB00000004E1BOAU","Finance","Standard","00000500",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","South","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rnIAD","Middlesex","8846",,"Description of Dmart Location Group 4",,"Completed","2020-03-17","0YQB00000004E1BOAU","false","2020-03-17","2019-09-19","0Y2B00000004DW0KAM","NJ","00EB0000000gPdpMAE",,"Ely Fortino","2020-03-17","Ely Fortino","Fare Merchants - Austin","Low","2021-04-21",,"Josephine Darakjy","00EB0000000gPdqMAE","0Z5B00000004SFeKAM","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium","SalesRep","005B0000007GkqyIAC","003B000000HndBqIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","Dmart Location 24","South","elywest.dw9ln1exampi@cga228dev.demo","josephine_darakjy@darakjy.org",,"2021-01-26","Middlesex","2021-04-21","A00000025","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","810-292-9388",54,5,0,1,54
"2021-04-21","005B0000007DFGKIA4","2020-04-02","0YQB00000004E0rOAE","Manufacturing","Standard","00000004",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/F","Bay Area","Northern Trail Outfitters","005B0000007GkqyIAC",,,"001B000001LY4pwIAD","Kulpsville","19443",,"Description of Dmart Location Group 1",,"Completed","2020-04-02","0YQB00000004E0rOAE","false","2020-04-02","2019-10-05","0Y2B00000004DVzKAM","PA",,,"Cindy Timmel","2020-04-02","Cindy Timmel","NTO Store - Alameda","Low","2021-04-21",,"Yuki Whobrey",,"0Z5B00000004SFfKAM","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","High",,"005B0000007GkqyIAC","003B000000HndC7IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/T","Dmart Location 4","Bay Area","cindycentral.xvexzdli7eny@cga228dev.demo","yuki_whobrey@aol.com",,"2021-01-26","Montgomery","2021-04-21","A00000011","005B0000007DFG7IAO",,"Van",,"005B0000007GkqyIAC","313-288-7937",31,3,0,1,31
"2021-04-21","005B0000007DFGNIA4","2019-09-20","0YQB00000004E0yOAE","Finance","Standard","00000187",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/F","Midwest","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rnIAD","Taylor","48180",,"Description of Dmart Location Group 2",,"Completed","2019-09-20","0YQB00000004E0yOAE","false","2019-09-20","2019-03-24","0Y2B00000004DVxKAM","MI","00EB0000000gPdpMAE",,"Valerie Juhas","2019-09-20","Valerie Juhas","Alpine Nutrition - Glendale","Low","2021-04-21",,"Mitsue Tollner","00EB0000000gPdqMAE","0Z5B00000004SFgKAM","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndBvIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/T","Dmart Location 12","Midwest","valerieeast.siu4krkqhrgs@cga228dev.demo","mitsue_tollner@yahoo.com",,"2021-01-26","Wayne","2021-04-21","A00000019","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","773-573-6914",25,3,0,1,25
"2021-04-21","005B0000007DFGMIA4","2018-11-14","0YQB00000004E0oOAE","Manufacturing","Standard","00000226",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/F","Northeast","Northern Trail Outfitters","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4pwIAD","New Orleans","70116",,"Description of Dmart Location Group 3",,"Completed","2018-11-14","0YQB00000004E0oOAE","false","2018-11-14","2018-05-18","0Y2B00000004DVwKAM","LA","00EB0000000gPdpMAE",,"Kasey Kippley","2018-11-14","Kasey Kippley","Fare Merchants - Brooklyn","Low","2021-04-21",,"Edward Stamos","00EB0000000gPdqMAE","0Z5B00000004SFhKAM","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndBjIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/T","Dmart Location 1","Northeast","kaseycentral.u5vhcdme3b3i@cga228dev.demo","info@salesforce.com",,"2021-01-26","Orleans","2021-04-21","A00000001","005B0000007DFG7IAO","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","(212) 555-5555",22,5,0,1,22
"2021-04-21","005B0000007DFGKIA4","2020-10-10","0YQB00000004E0wOAE","Construction","Standard","00000284",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/F","Bay Area","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rsIAD","Phoenix","85013",,"Description of Dmart Location Group 1",,"Completed","2020-10-10","0YQB00000004E0wOAE","false","2020-10-10","2020-04-13","0Y2B00000004DVzKAM","AZ",,,"Cindy Timmel","2020-10-10","Cindy Timmel","Rondel Store - Chicago South Loop","Low","2021-04-21",,"Maryann Royster",,"0Z5B00000004SFiKAM","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Medium",,"005B0000007GkqyIAC","003B000000HndCCIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/T","Dmart Location 9","Bay Area","cindycentral.xvexzdli7eny@cga228dev.demo","mroyster@royster.com",,"2021-01-26","Maricopa","2021-04-21","A00000016","005B0000007DFG7IAO",,"Van",,"005B0000007GkqyIAC","518-966-7987",69,5,0,1,69
"2021-04-21","005B0000007DFGNIA4","2019-10-07","0YQB00000004E0uOAE","Food & Beverage","Standard","00000307",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/F","Midwest","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4raIAD","Chagrin Falls","44023",,"Description of Dmart Location Group 2",,"Completed","2019-10-07","0YQB00000004E0uOAE","false","2019-10-07","2019-04-10","0Y2B00000004DVxKAM","OH","00EB0000000gPdpMAE",,"Valerie Juhas","2019-10-07","Valerie Juhas","Rondel Store - Austin East","Medium","2021-04-21",,"Fletcher Flosi","00EB0000000gPdqMAE","0Z5B00000004SFjKAM","Rondel","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndC8IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/T","Dmart Location 7","Midwest","valerieeast.siu4krkqhrgs@cga228dev.demo","fletcher.flosi@yahoo.com",,"2021-01-26","Geauga","2021-04-21","A00000014","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","815-828-2147",28,3,0,1,28
"2021-04-21","005B0000007DFGLIA4","2019-10-18","0YQB0000000PDyeOAG","Transportation","Standard","00000345",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","South","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rpIAD","Ashland","44805",,"Description of Dmart Location Group 4",,"Completed","2019-10-18","0YQB00000004E16OAE","false","2019-10-18","2019-04-21","0Y2B00000004DW0KAM","OH",,,"Vanessa Riden","2019-10-18","Vanessa Riden","NTO Store - Dublin","Low","2021-04-21",,"Gladys Rim",,"0Z5B00000004SFkKAM","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Low",,"005B0000007GkqyIAC","003B000000HndC6IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","Dmart Location 19","South","vanessacentral.3oinruaiuzfj@cga228dev.demo","gladys.rim@rim.org",,"2021-01-26","Ashland","2021-04-21","A00000006","NA",,"Van",,"005B0000007GkqyIAC","414-661-9598",58,3,0,1,58
"2021-04-21","005B0000007DFGQIA4","2020-08-03","0YQB0000000PDybOAG","Construction","Standard","00000240",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","South","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rsIAD","San Jose","95111",,"Description of Dmart Location Group 4",,"Completed","2020-08-03","0YQB00000004E11OAE","false","2020-08-03","2020-02-05","0Y2B00000004DW0KAM","CA","00EB0000000gPdpMAE",,"Ely Fortino","2020-08-03","Ely Fortino","Alpine Nutrition Outlet (Hayward)","Medium","2021-04-21",,"Sage Wieser","00EB0000000gPdqMAE","0Z5B00000004SFlKAM","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Low","SalesRep","005B0000007GkqyIAC","003B000000HndBxIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","Dmart Location 15","South","elywest.dw9ln1exampi@cga228dev.demo","sage_wieser@cox.net",,"2021-01-26","Santa Clara","2021-04-21","A00000022","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","605-414-2147",36,3,0,1,36
"2021-04-21","005B0000007DFGIIA4","2019-10-16","0YQB00000004E0yOAE","Finance","Standard","00000212",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/F","Midwest","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rnIAD","Taylor","48180",,"Description of Dmart Location Group 2",,"Completed","2019-10-16","0YQB00000004E0yOAE","false","2019-10-16","2019-04-19","0Y2B00000004DVxKAM","MI","00EB0000000gPdpMAE",,"Wendy Keener","2019-10-16","Wendy Keener","Alpine Nutrition - Glendale","Low","2021-04-21",,"Mitsue Tollner","00EB0000000gPdpMAE","0Z5B00000004SFmKAM","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium","Sales Manager","005B0000007GkqyIAC","003B000000HndBvIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/T","Dmart Location 12","Midwest","wendywest.y79rl7auqo4w@cga228dev.demo","mitsue_tollner@yahoo.com",,"2021-01-26","Wayne","2021-04-21","A00000019","005B0000007DFGOIA4","00EB0000000gPdpMAE","Van",,"005B0000007GkqyIAC","773-573-6914",46,3,0,1,46
