"LastModifiedDate","VisitorId","PlannedVisitEndTime","RetailStore.RetailStoreGroup.Description","RetailStore.DeliveryMethod","RetailStore.Priority","Name","RetailStore.RetailStoreGroupName_Custom","Visitor.UniqueUserName","CreatedById","Visitor.FullPhotoUrl","RetailStore.AccountId","Visitor.UserType","StatusRemarks","Visitor.Username","Status","ActualVisitEndTime","PlaceId","IsDeleted","ActualVisitStartTime","RetailStore.RetailStoreGroup.Name","RetailStore.Location.Address.City","ActualVisitStartTime_YearMonthDay","RetailStore.Account.Industry","RetailStore.PrimaryContact.Name","PlannedVisitStartTime","RetailStore.Account.Type","Visitor.SmallPhotoUrl","CreatedDate","Id","RetailStore.Id","RetailStore.RetailLocationGroupId","RetailStore.Account.AccountSource","RetailStore.Location.Address.Name","InstructionDescription","RetailStore.Account.Parent_Account_Names","RetailStore.Location.Address.PostalCode","VisitPriority","Visitor.Name","RetailStore.Name","OwnerId","RetailStore.Location.Name","Visitor.Role.ParentRoleId","Visitor.Computed_ParentID","RetailStore.Location.Address.Country","RetailStore.PrimaryContact.MobilePhone","Visitor.ParentPath","RetailStore.PrimaryContact.Phone","RetailStore.StoreType","RetailStore.PrimaryContactId","RetailStore.Account.Name","RetailStore.Location.Address.State","RetailStore.PrimaryContact.Email","RetailStore.PrimaryContact.Department","RetailStore.Account.Phone","RetailStore.Description","SystemModstamp","Visitor.Role.Name","RetailStore.PrimaryContact.Description","Visitor.Parents","Visitor.ManagerId","LastModifiedById","RetailStore.Account.Parent_Account_NamesPath","ActualVisitDuration","RetailStore.DeliveryFrequency","RetailStore.Location.LocationLevel","RetailStore.Account.AnnualRevenue","PlannedVisitDuration"
"2020-10-23T17:32:40.000Z","005B0000007DFGPIA4","2019-05-13T20:13:01.000Z","Description of Dmart Location Group 1","Van","Low","00000599","Bay Area","Bill Malley","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/F","001B000001LahY9IAJ","Standard",,"billeast.cnhkgac2k0xw@cga228dev.demo","Completed","2019-05-13T20:13:01.000Z","0YQB00000004E1AOAU","false","2019-05-13T19:19:10.000Z","Bay Area","Brighton","2019-05-13","Manufacturing","Simona Morasca","2019-05-13T19:19:10.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJbKAM","0YQB00000004E1AOAU","0Y2B00000004DVzKAM",,"A00000002","Please complete the visit and collect all the KPIs","Northern Trail Outfitters","48116","Medium","Bill Malley","NTO Store - Presidio","005B0000007GkqyIAC","Dmart Location 23","00EB0000000gPdqMAE","00EB0000000gPdqMAE","Livingston",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","419-503-2484","Regular","003B000000HndBuIAJ","Northern Trail Outfitters","MI","simona@morasca.com",,,,"2020-10-23T17:32:40.000Z","SalesRep",,"00EB0000000gPdpMAE","NA","005B0000007GkqyIAC","Northern Trail Outfitters",53,5,1,,53
"2020-10-23T17:32:40.000Z","005B0000007DFGJIA4","2018-11-02T14:13:38.000Z","Description of Dmart Location Group 5","Truck","High","00000693","West","Vince Breland","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/F","001B000001LahYHIAZ","Standard",,"vincewest.etys9pocsgvv@cga228dev.demo","Completed","2018-11-02T14:13:38.000Z","0YQB00000004E14OAE","false","2018-11-02T13:51:06.000Z","West","San Jose","2018-11-02","Food & Beverage","Donette Foller","2018-11-02T13:51:06.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJcKAM","0YQB00000004E14OAE","0Y2B00000004DVyKAM",,"A00000008","Please complete the visit and collect all the KPIs","Alpine Nutrition","95111","Low","Vince Breland","Nutrition Stop - Kennesaw","005B0000007GkqyIAC","Dmart Location 17",,,"Santa Clara",,,"513-570-1893","Regular","003B000000HndBtIAJ","Rondel Account","CA","donette.foller@cox.net",,,,"2020-10-23T17:32:40.000Z",,,,"005B0000007DFGOIA4","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",22,2,1,,22
"2020-10-23T17:32:40.000Z","005B0000007DFGLIA4","2019-04-13T05:00:18.000Z","Description of Dmart Location Group 4","Truck","High","00000835","South","Vanessa Riden","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","001B000001LahYGIAZ","Standard",,"vanessacentral.3oinruaiuzfj@cga228dev.demo","Completed","2019-04-13T05:00:18.000Z","0YQB00000004E0xOAE","false","2019-04-13T04:26:41.000Z","South","Mc Minnville","2019-04-13","Construction","Graciela Ruta","2019-04-13T04:26:41.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJdKAM","0YQB00000004E0xOAE","0Y2B00000004DW0KAM",,"A00000017","Please complete the visit and collect all the KPIs","Alpine Nutrition","37110","High","Vanessa Riden","Rondel Store - Evanston","005B0000007GkqyIAC","Dmart Location 10",,,"Warren",,,"440-780-8425","Regular","003B000000HndC2IAJ","Nutrition Stop Account","TN","gruta@cox.net",,,,"2020-10-23T17:32:40.000Z",,,,"NA","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",33,2,1,,33
"2020-10-23T17:32:40.000Z","005B0000007DFGJIA4","2018-10-01T03:05:15.000Z","Description of Dmart Location Group 5","Van","Low","00000863","West","Vince Breland","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/F","001B000001LahYEIAZ","Standard",,"vincewest.etys9pocsgvv@cga228dev.demo","Completed","2018-10-01T03:05:15.000Z","0YQB00000004E0zOAE","false","2018-10-01T02:25:00.000Z","West","Rockford","2018-10-01","Finance","Abel Maclead","2018-10-01T02:25:00.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJeKAM","0YQB00000004E0zOAE","0Y2B00000004DVyKAM",,"A00000020","Please complete the visit and collect all the KPIs","Alpine Nutrition","61109","Medium","Vince Breland","Alpine Nutrition - Noe Valley","005B0000007GkqyIAC","Dmart Location 13",,,"Winnebago",,,"631-335-3414","Regular","003B000000HndC0IAJ","Fare Merchants","IL","amaclead@gmail.com",,,,"2020-10-23T17:32:40.000Z",,,,"005B0000007DFGOIA4","005B0000007GkqyIAC","Alpine Nutrition/Northern Trail Outfitters",40,7,1,,40
"2020-10-23T17:32:40.000Z","005B0000007DFGPIA4","2018-07-19T08:27:09.000Z","Description of Dmart Location Group 1","Van","Low","00000949","Bay Area","Bill Malley","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/F","001B000001LahY9IAJ","Standard",,"billeast.cnhkgac2k0xw@cga228dev.demo","Completed","2018-07-19T08:27:09.000Z","0YQB00000004E1AOAU","false","2018-07-19T07:04:27.000Z","Bay Area","Brighton","2018-07-19","Manufacturing","Simona Morasca","2018-07-19T07:04:27.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJfKAM","0YQB00000004E1AOAU","0Y2B00000004DVzKAM",,"A00000002","Please complete the visit and collect all the KPIs","Northern Trail Outfitters","48116","High","Bill Malley","NTO Store - Presidio","005B0000007GkqyIAC","Dmart Location 23","00EB0000000gPdqMAE","00EB0000000gPdqMAE","Livingston",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","419-503-2484","Regular","003B000000HndBuIAJ","Northern Trail Outfitters","MI","simona@morasca.com",,,,"2020-10-23T17:32:40.000Z","SalesRep",,"00EB0000000gPdpMAE","NA","005B0000007GkqyIAC","Northern Trail Outfitters",82,5,1,,82
"2020-10-23T17:32:40.000Z","005B0000007DFGHIA4","2018-12-24T22:24:15.000Z","Description of Dmart Location Group 3","Van","Low","00000691","Northeast","Chantelle Arceo","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/F","001B000001LahYGIAZ","Standard",,"chantellerep.cmab9m46tabm@cga228dev.demo","Completed","2018-12-24T22:24:15.000Z","0YQB00000004E12OAE","false","2018-12-24T20:55:07.000Z","Northeast","Irving","2018-12-24","Construction","Kris Marrier","2018-12-24T20:55:07.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJgKAM","0YQB00000004E12OAE","0Y2B00000004DVwKAM",,"A00000023","Please complete the visit and collect all the KPIs","Alpine Nutrition","75062","High","Chantelle Arceo","Alpine Nutrition - San Francisco","005B0000007GkqyIAC","Dmart Location 16","00EB0000000gPdpMAE","00EB0000000gPdpMAE","Dallas",,"00EB0000000gPdpMAE","410-655-8723","Regular","003B000000HndByIAJ","Nutrition Stop Account","TX","kris@gmail.com",,,,"2020-10-23T17:32:40.000Z","Sales Manager",,"00EB0000000gPdpMAE","005B0000007DFG7IAO","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",89,5,1,,89
"2020-10-23T17:32:40.000Z","005B0000007DFGKIA4","2019-03-02T10:08:23.000Z","Description of Dmart Location Group 1","Van","Low","00000674","Bay Area","Cindy Timmel","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/F","001B000001LahY9IAJ","Standard",,"cindycentral.xvexzdli7eny@cga228dev.demo","Completed","2019-03-02T10:08:23.000Z","0YQB00000004E1AOAU","false","2019-03-02T09:19:30.000Z","Bay Area","Brighton","2019-03-02","Manufacturing","Simona Morasca","2019-03-02T09:19:30.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJhKAM","0YQB00000004E1AOAU","0Y2B00000004DVzKAM",,"A00000002","Please complete the visit and collect all the KPIs","Northern Trail Outfitters","48116","Medium","Cindy Timmel","NTO Store - Presidio","005B0000007GkqyIAC","Dmart Location 23",,,"Livingston",,,"419-503-2484","Regular","003B000000HndBuIAJ","Northern Trail Outfitters","MI","simona@morasca.com",,,,"2020-10-23T17:32:40.000Z",,,,"005B0000007DFG7IAO","005B0000007GkqyIAC","Northern Trail Outfitters",48,5,1,,48
"2020-10-23T17:32:40.000Z","005B0000007DFGPIA4","2018-11-14T22:15:19.000Z","Description of Dmart Location Group 1","Truck","Medium","00000619","Bay Area","Bill Malley","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/F","001B000001LahYFIAZ","Standard",,"billeast.cnhkgac2k0xw@cga228dev.demo","Completed","2018-11-14T22:15:19.000Z","0YQB00000004E15OAE","false","2018-11-14T21:06:52.000Z","Bay Area","Chicago","2018-11-14","Transportation","Willard Kolmetz","2018-11-14T21:06:52.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJiKAM","0YQB00000004E15OAE","0Y2B00000004DVzKAM",,"A00000007","Please complete the visit and collect all the KPIs","Alpine Nutrition","60632","High","Bill Malley","Nutrition Stop - Elkhorn","005B0000007GkqyIAC","Dmart Location 18","00EB0000000gPdqMAE","00EB0000000gPdqMAE","Cook",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","972-303-9197","Regular","003B000000HndCBIAZ","Alpine Nutrition","IL","willard@hotmail.com",,,,"2020-10-23T17:32:40.000Z","SalesRep",,"00EB0000000gPdpMAE","NA","005B0000007GkqyIAC","Alpine Nutrition/Northern Trail Outfitters",68,10,1,,68
"2020-10-23T17:32:40.000Z","005B0000007DFGNIA4","2019-11-20T23:27:42.000Z","Description of Dmart Location Group 2","Van","Medium","00000707","Midwest","Valerie Juhas","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/F","001B000001LahYHIAZ","Standard",,"valerieeast.siu4krkqhrgs@cga228dev.demo","Completed","2019-11-20T23:27:42.000Z","0YQB00000004E0uOAE","false","2019-11-20T22:16:41.000Z","Midwest","Chagrin Falls","2019-11-20","Food & Beverage","Fletcher Flosi","2019-11-20T22:16:41.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJjKAM","0YQB00000004E0uOAE","0Y2B00000004DVxKAM",,"A00000014","Please complete the visit and collect all the KPIs","Alpine Nutrition","44023","Medium","Valerie Juhas","Rondel Store - Austin East","005B0000007GkqyIAC","Dmart Location 7","00EB0000000gPdqMAE","00EB0000000gPdqMAE","Geauga",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","815-828-2147","Regular","003B000000HndC8IAJ","Rondel Account","OH","fletcher.flosi@yahoo.com",,,,"2020-10-23T17:32:40.000Z","SalesRep",,"00EB0000000gPdpMAE","NA","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",71,3,1,,71
"2020-10-23T17:32:40.000Z","005B0000007DFGQIA4","2019-09-09T01:34:55.000Z","Description of Dmart Location Group 4","Van","Medium","00000940","South","Ely Fortino","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","001B000001LahYGIAZ","Standard",,"elywest.dw9ln1exampi@cga228dev.demo","Completed","2019-09-09T01:34:55.000Z","0YQB00000004E11OAE","false","2019-09-09T00:17:57.000Z","South","San Jose","2019-09-09","Construction","Sage Wieser","2019-09-09T00:17:57.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJkKAM","0YQB00000004E11OAE","0Y2B00000004DW0KAM",,"A00000022","Please complete the visit and collect all the KPIs","Alpine Nutrition","95111","High","Ely Fortino","Alpine Nutrition Outlet (Hayward)","005B0000007GkqyIAC","Dmart Location 15","00EB0000000gPdqMAE","00EB0000000gPdqMAE","Santa Clara",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","605-414-2147","Regular","003B000000HndBxIAJ","Nutrition Stop Account","CA","sage_wieser@cox.net",,,,"2020-10-23T17:32:40.000Z","SalesRep",,"00EB0000000gPdpMAE","NA","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",76,3,1,,76
"2020-10-23T17:32:40.000Z","005B0000007DFGKIA4","2019-11-10T20:44:40.000Z","Description of Dmart Location Group 1","Van","Low","00000584","Bay Area","Cindy Timmel","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/F","001B000001LahYGIAZ","Standard",,"cindycentral.xvexzdli7eny@cga228dev.demo","Completed","2019-11-10T20:44:40.000Z","0YQB00000004E0wOAE","false","2019-11-10T19:59:27.000Z","Bay Area","Phoenix","2019-11-10","Construction","Maryann Royster","2019-11-10T19:59:27.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJlKAM","0YQB00000004E0wOAE","0Y2B00000004DVzKAM",,"A00000016","Please complete the visit and collect all the KPIs","Alpine Nutrition","85013","Medium","Cindy Timmel","Rondel Store - Chicago South Loop","005B0000007GkqyIAC","Dmart Location 9",,,"Maricopa",,,"518-966-7987","Regular","003B000000HndCCIAZ","Nutrition Stop Account","AZ","mroyster@royster.com",,,,"2020-10-23T17:32:40.000Z",,,,"005B0000007DFG7IAO","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",45,5,1,,45
"2020-10-23T17:32:40.000Z","005B0000007DFGOIA4","2019-08-01T11:43:18.000Z","Description of Dmart Location Group 5","Truck","Medium","00000828","West","Ricky Coyier","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FJ/F","001B000001LahYHIAZ","Standard",,"rickyeast.00smg9iqf3tm@cga228dev.demo","Completed","2019-08-01T11:43:18.000Z","0YQB00000004E0qOAE","false","2019-08-01T10:42:06.000Z","West","Baltimore","2019-08-01","Food & Beverage","Cammy Albares","2019-08-01T10:42:06.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FJ/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJmKAM","0YQB00000004E0qOAE","0Y2B00000004DVyKAM",,"A00000010","Please complete the visit and collect all the KPIs","Alpine Nutrition","21224","Low","Ricky Coyier","NTO Store - Berkeley","005B0000007GkqyIAC","Dmart Location 3",,,"Baltimore City",,,"956-537-6195","Regular","003B000000HndC3IAJ","Rondel Account","MD","calbares@gmail.com",,,,"2020-10-23T17:32:40.000Z",,,,"005B0000007DFG7IAO","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",61,10,1,,61
"2020-10-23T17:32:40.000Z","005B0000007DFGIIA4","2019-09-18T08:05:40.000Z","Description of Dmart Location Group 2","Truck","High","00000902","Midwest","Wendy Keener","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/F","001B000001LahY9IAJ","Standard",,"wendywest.y79rl7auqo4w@cga228dev.demo","Completed","2019-09-18T08:05:40.000Z","0YQB00000004E0pOAE","false","2019-09-18T06:38:15.000Z","Midwest","Sioux Falls","2019-09-18","Manufacturing","Mattie Poquette","2019-09-18T06:38:15.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJnKAM","0YQB00000004E0pOAE","0Y2B00000004DVxKAM",,"A00000009","Please complete the visit and collect all the KPIs","Northern Trail Outfitters","57105","Medium","Wendy Keener","Fare Merchants - Gold Coast","005B0000007GkqyIAC","Dmart Location 2","00EB0000000gPdpMAE","00EB0000000gPdpMAE","Minnehaha",,"00EB0000000gPdpMAE","602-277-4385","Regular","003B000000HndC4IAJ","Northern Trail Outfitters","SD","mattie@aol.com",,,,"2020-10-23T17:32:40.000Z","Sales Manager",,"00EB0000000gPdpMAE","005B0000007DFGOIA4","005B0000007GkqyIAC","Northern Trail Outfitters",87,2,1,,87
"2020-10-23T17:32:40.000Z","005B0000007DFGOIA4","2019-04-19T12:22:26.000Z","Description of Dmart Location Group 5","Van","Low","00000858","West","Ricky Coyier","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FJ/F","001B000001LahYHIAZ","Standard",,"rickyeast.00smg9iqf3tm@cga228dev.demo","Completed","2019-04-19T12:22:26.000Z","0YQB00000004E0vOAE","false","2019-04-19T11:43:15.000Z","West","Laredo","2019-04-19","Food & Beverage","Alisha Slusarski","2019-04-19T11:43:15.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FJ/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJoKAM","0YQB00000004E0vOAE","0Y2B00000004DVyKAM",,"A00000015","Please complete the visit and collect all the KPIs","Alpine Nutrition","78045","Low","Ricky Coyier","Rondel Store - Chicago Streeterville","005B0000007GkqyIAC","Dmart Location 8",,,"Webb",,,"732-658-3154","Regular","003B000000HndCDIAZ","Rondel Account","TX","alisha@slusarski.com",,,,"2020-10-23T17:32:40.000Z",,,,"005B0000007DFG7IAO","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",39,5,1,,39
"2020-10-23T17:32:40.000Z","005B0000007DFGLIA4","2019-10-28T07:45:03.000Z","Description of Dmart Location Group 4","Van","Medium","00000815","South","Vanessa Riden","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","001B000001LahYGIAZ","Standard",,"vanessacentral.3oinruaiuzfj@cga228dev.demo","Completed","2019-10-28T07:45:03.000Z","0YQB00000004E11OAE","false","2019-10-28T07:08:33.000Z","South","San Jose","2019-10-28","Construction","Sage Wieser","2019-10-28T07:08:33.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJpKAM","0YQB00000004E11OAE","0Y2B00000004DW0KAM",,"A00000022","Please complete the visit and collect all the KPIs","Alpine Nutrition","95111","Medium","Vanessa Riden","Alpine Nutrition Outlet (Hayward)","005B0000007GkqyIAC","Dmart Location 15",,,"Santa Clara",,,"605-414-2147","Regular","003B000000HndBxIAJ","Nutrition Stop Account","CA","sage_wieser@cox.net",,,,"2020-10-23T17:32:40.000Z",,,,"NA","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",36,3,1,,36
"2020-10-23T17:32:40.000Z","005B0000007DFGJIA4","2019-09-01T10:04:15.000Z","Description of Dmart Location Group 5","Truck","Medium","00000703","West","Vince Breland","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/F","001B000001LahYHIAZ","Standard",,"vincewest.etys9pocsgvv@cga228dev.demo","Completed","2019-09-01T10:04:15.000Z","0YQB00000004E0qOAE","false","2019-09-01T09:21:06.000Z","West","Baltimore","2019-09-01","Food & Beverage","Cammy Albares","2019-09-01T09:21:06.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJqKAM","0YQB00000004E0qOAE","0Y2B00000004DVyKAM",,"A00000010","Please complete the visit and collect all the KPIs","Alpine Nutrition","21224","High","Vince Breland","NTO Store - Berkeley","005B0000007GkqyIAC","Dmart Location 3",,,"Baltimore City",,,"956-537-6195","Regular","003B000000HndC3IAJ","Rondel Account","MD","calbares@gmail.com",,,,"2020-10-23T17:32:40.000Z",,,,"005B0000007DFGOIA4","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",43,10,1,,43
"2020-10-23T17:32:40.000Z","005B0000007DFGLIA4","2020-03-01T04:27:05.000Z","Description of Dmart Location Group 4","Van","Medium","00001065","South","Vanessa Riden","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","001B000001LahYGIAZ","Standard",,"vanessacentral.3oinruaiuzfj@cga228dev.demo","Completed","2020-03-01T04:27:05.000Z","0YQB00000004E11OAE","false","2020-03-01T03:01:11.000Z","South","San Jose","2020-03-01","Construction","Sage Wieser","2020-03-01T03:01:11.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJrKAM","0YQB00000004E11OAE","0Y2B00000004DW0KAM",,"A00000022","Please complete the visit and collect all the KPIs","Alpine Nutrition","95111","Low","Vanessa Riden","Alpine Nutrition Outlet (Hayward)","005B0000007GkqyIAC","Dmart Location 15",,,"Santa Clara",,,"605-414-2147","Regular","003B000000HndBxIAJ","Nutrition Stop Account","CA","sage_wieser@cox.net",,,,"2020-10-23T17:32:40.000Z",,,,"NA","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",85,3,1,,85
"2020-10-23T17:32:40.000Z","005B0000007DFGJIA4","2020-05-02T22:31:45.000Z","Description of Dmart Location Group 5","Van","Low","00000833","West","Vince Breland","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/F","001B000001LahYHIAZ","Standard",,"vincewest.etys9pocsgvv@cga228dev.demo","Completed","2020-05-02T22:31:45.000Z","0YQB00000004E0vOAE","false","2020-05-02T21:58:00.000Z","West","Laredo","2020-05-02","Food & Beverage","Alisha Slusarski","2020-05-02T21:58:00.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJsKAM","0YQB00000004E0vOAE","0Y2B00000004DVyKAM",,"A00000015","Please complete the visit and collect all the KPIs","Alpine Nutrition","78045","Medium","Vince Breland","Rondel Store - Chicago Streeterville","005B0000007GkqyIAC","Dmart Location 8",,,"Webb",,,"732-658-3154","Regular","003B000000HndCDIAZ","Rondel Account","TX","alisha@slusarski.com",,,,"2020-10-23T17:32:40.000Z",,,,"005B0000007DFGOIA4","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",33,5,1,,33
"2020-10-23T17:32:40.000Z","005B0000007DFGIIA4","2019-08-29T03:27:35.000Z","Description of Dmart Location Group 2","Van","High","00000672","Midwest","Wendy Keener","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/F","001B000001LahYEIAZ","Standard",,"wendywest.y79rl7auqo4w@cga228dev.demo","Completed","2019-08-29T03:27:35.000Z","0YQB00000004E18OAE","false","2019-08-29T02:05:25.000Z","Midwest","Anchorage","2019-08-29","Finance","Meaghan Garufi","2019-08-29T02:05:25.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJtKAM","0YQB00000004E18OAE","0Y2B00000004DVxKAM",,"A00000004","Please complete the visit and collect all the KPIs","Alpine Nutrition","99501","Low","Wendy Keener","NTO Store - Ferry Plaza Market","005B0000007GkqyIAC","Dmart Location 21","00EB0000000gPdpMAE","00EB0000000gPdpMAE","Anchorage",,"00EB0000000gPdpMAE","931-313-9635","Regular","003B000000HndC5IAJ","Fare Merchants","AK","meaghan@hotmail.com",,,,"2020-10-23T17:32:40.000Z","Sales Manager",,"00EB0000000gPdpMAE","005B0000007DFGOIA4","005B0000007GkqyIAC","Alpine Nutrition/Northern Trail Outfitters",82,1,1,,82
"2020-10-23T17:32:40.000Z","005B0000007DFGQIA4","2019-04-22T07:12:08.000Z","Description of Dmart Location Group 4","Van","Medium","00001090","South","Ely Fortino","005B0000007GkqyIAC","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","001B000001LahYGIAZ","Standard",,"elywest.dw9ln1exampi@cga228dev.demo","Completed","2019-04-22T07:12:08.000Z","0YQB00000004E11OAE","false","2019-04-22T06:45:27.000Z","South","San Jose","2019-04-22","Construction","Sage Wieser","2019-04-22T06:45:27.000Z",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","2020-10-23T17:32:40.000Z","0Z5B00000004SJuKAM","0YQB00000004E11OAE","0Y2B00000004DW0KAM",,"A00000022","Please complete the visit and collect all the KPIs","Alpine Nutrition","95111","High","Ely Fortino","Alpine Nutrition Outlet (Hayward)","005B0000007GkqyIAC","Dmart Location 15","00EB0000000gPdqMAE","00EB0000000gPdqMAE","Santa Clara",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","605-414-2147","Regular","003B000000HndBxIAJ","Nutrition Stop Account","CA","sage_wieser@cox.net",,,,"2020-10-23T17:32:40.000Z","SalesRep",,"00EB0000000gPdpMAE","NA","005B0000007GkqyIAC","Nutrition Stop Account/Alpine Nutrition/Northern Trail Outfitters",26,3,1,,26
