ACCOUNTID,ACCOUNTINVESTMENTOBJECTIVES,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACCOUNTSERVICEMODEL,ACCOUNTTOTALAUMPRIMARYOWNER,ACCOUNTTOTALFINACCTSPRIMARYOWNER,ACCOUNTTOTALHELDFINACCTSPRIMARYOWNER,BALANCE,CREATEDDATE,FINANCIALACCOUNTTYPE,HELDAWAY,ID,JOINTOWNERID,MANAGED,OWNERCITY,OWNEREMAIL,OWNERID,OWNERNAME,OWNERROLENAME,OWNERSHIP,OWNERSMALLPHOTOURL,OWNERSTATE,RECORDTYPENAME,LastProcessedDate
0011U00000Kcp1LQAR,Aggressive Growth,Millennials,Neil Symonds,Tier 2,0.0,0.0,0.0,5491193.13,2018-11-21,Managed Account,true,FinAcct-0011U00000Kcp1LQAR-4,,false,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,Millennials,Rachel Adams,Tier 2,0.0,0.0,0.0,3498350.0,2018-11-23,Mutual Fund,true,FinAcct-0011U00000Kcp1NQAR-0,,false,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,Millennials,Rachel Adams,Tier 2,0.0,0.0,0.0,3323836.0,2018-11-20,Managed Account,false,FinAcct-0011U00000Kcp1NQAR-1,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,Millennials,Rachel Adams,Tier 2,0.0,0.0,0.0,3301345.0,2018-11-25,Mutual Fund,false,FinAcct-0011U00000Kcp1NQAR-2,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000Kcp1MQAR,Growth,Mass Market,Nigel Adams,Tier 2,0.0,0.0,0.0,300000.0,2018-11-23,Brokerage,false,a081U000001XWT5QAO,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kcp1MQAR,Growth,Mass Market,Nigel Adams,Tier 2,0.0,0.0,0.0,3020033.0,2018-11-24,Fixed Annuity,false,FinAcct-0011U00000Kcp1MQAR-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kcp1MQAR,Growth,Mass Market,Nigel Adams,Tier 2,0.0,0.0,0.0,3262433.0,2018-11-25,Mutual Fund,false,FinAcct-0011U00000Kcp1MQAR-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kcp1MQAR,Growth,Mass Market,Nigel Adams,Tier 2,0.0,0.0,0.0,3411912.0,2018-11-24,Checking,false,FinAcct-0011U00000Kcp1MQAR-3,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Bank Account,2020-05-25
0011U00000Kcp1MQAR,Growth,Mass Market,Nigel Adams,Tier 2,0.0,0.0,0.0,7520242.256000001,2018-11-21,Mutual Fund,true,FinAcct-0011U00000Kcp1MQAR-4,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,Affluent Professionals,"Smith, Kohl and Company",Tier 3,0.0,0.0,0.0,2875770.0,2018-11-23,Brokerage,false,FinAcct-0011U00000Kcp1OQAR-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,Affluent Professionals,"Smith, Kohl and Company",Tier 3,0.0,0.0,0.0,3206283.0,2018-11-25,Savings,false,FinAcct-0011U00000Kcp1OQAR-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Savings Account,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,Affluent Professionals,"Smith, Kohl and Company",Tier 3,0.0,0.0,0.0,3508004.0,2018-11-21,Mutual Fund,false,FinAcct-0011U00000Kcp1OQAR-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,Affluent Professionals,"Smith, Kohl and Company",Tier 3,0.0,0.0,0.0,3220360.0,2018-11-23,Savings,false,FinAcct-0011U00000Kcp1OQAR-3,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Savings Account,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,Affluent Professionals,"Smith, Kohl and Company",Tier 3,0.0,0.0,0.0,6101271.626,2018-11-25,Brokerage,true,FinAcct-0011U00000Kcp1OQAR-4,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kcp1PQAR,Income,Mass Market,Symonds Household,Tier 3,0.0,0.0,0.0,3275790.0,2018-11-20,Fixed Annuity,false,FinAcct-0011U00000Kcp1PQAR-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kcp1PQAR,Income,Mass Market,Symonds Household,Tier 3,0.0,0.0,0.0,3161446.0,2018-11-20,Brokerage,true,FinAcct-0011U00000Kcp1PQAR-1,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kcp1PQAR,Income,Mass Market,Symonds Household,Tier 3,0.0,0.0,0.0,3358213.0,2018-11-20,Mutual Fund,false,FinAcct-0011U00000Kcp1PQAR-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000Kss4jQAB,Balanced Growth,Mass Market,Jinni Boyd,Tier 1,0.0,0.0,0.0,173577.0,2018-11-24,Brokerage,false,FinAcct-0011U00000Kss4jQAB-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kss4jQAB,Balanced Growth,Mass Market,Jinni Boyd,Tier 1,0.0,0.0,0.0,64734.0,2018-11-20,Mutual Fund,false,FinAcct-0011U00000Kss4jQAB-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000Kss4jQAB,Balanced Growth,Mass Market,Jinni Boyd,Tier 1,0.0,0.0,0.0,119432.0,2018-11-21,Mutual Fund,true,FinAcct-0011U00000Kss4jQAB-2,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFXHQA3,Income,Affluent Professionals,Hedley Church,Tier 1,0.0,0.0,0.0,171504.0,2018-11-24,Cash Management Account,true,FinAcct-0011U00000KuFXHQA3-0,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Bank Account,2020-05-25
0011U00000KuFXHQA3,Income,Affluent Professionals,Hedley Church,Tier 1,0.0,0.0,0.0,70004.0,2018-11-22,Mutual Fund,true,FinAcct-0011U00000KuFXHQA3-1,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFXIQA3,Income,Mass Market,Wallace Summers,Tier 3,0.0,0.0,0.0,68647.0,2018-11-20,Savings,false,FinAcct-0011U00000KuFXIQA3-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Savings Account,2020-05-25
0011U00000KuFXIQA3,Income,Mass Market,Wallace Summers,Tier 3,0.0,0.0,0.0,177242.0,2018-11-24,Brokerage,true,FinAcct-0011U00000KuFXIQA3-1,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXJQA3,Growth,Mass Market,Zane Cervantes,Tier 1,0.0,0.0,0.0,277759.0,2018-11-20,Savings,false,FinAcct-0011U00000KuFXJQA3-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Savings Account,2020-05-25
0011U00000KuFXJQA3,Growth,Mass Market,Zane Cervantes,Tier 1,0.0,0.0,0.0,187061.0,2018-11-24,Mutual Fund,false,FinAcct-0011U00000KuFXJQA3-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFXJQA3,Growth,Mass Market,Zane Cervantes,Tier 1,0.0,0.0,0.0,229246.0,2018-11-20,Mutual Fund,false,FinAcct-0011U00000KuFXJQA3-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFXJQA3,Growth,Mass Market,Zane Cervantes,Tier 1,0.0,0.0,0.0,285313.0,2018-11-22,Fixed Annuity,false,FinAcct-0011U00000KuFXJQA3-3,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXJQA3,Growth,Mass Market,Zane Cervantes,Tier 1,0.0,0.0,0.0,423823.89999999997,2018-11-25,Mutual Fund,true,FinAcct-0011U00000KuFXJQA3-4,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFXLQA3,Aggressive Growth,Mass Market,Akeem Head,Tier 3,0.0,0.0,0.0,245486.0,2018-11-23,Mutual Fund,true,FinAcct-0011U00000KuFXLQA3-0,,false,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFXLQA3,Aggressive Growth,Mass Market,Akeem Head,Tier 3,0.0,0.0,0.0,182826.0,2018-11-23,Mutual Fund,false,FinAcct-0011U00000KuFXLQA3-1,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000KuFXMQA3,Growth,Retired,Quinn Cummings,Tier 1,0.0,0.0,0.0,168427.09999999998,2018-11-21,Managed Account,true,FinAcct-0011U00000KuFXMQA3-0,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXMQA3,Growth,Retired,Quinn Cummings,Tier 1,0.0,0.0,0.0,190064.0,2018-11-21,Savings,false,FinAcct-0011U00000KuFXMQA3-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Savings Account,2020-05-25
0011U00000KuFXMQA3,Growth,Retired,Quinn Cummings,Tier 1,0.0,0.0,0.0,64822.0,2018-11-25,Managed Account,false,FinAcct-0011U00000KuFXMQA3-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXMQA3,Growth,Retired,Quinn Cummings,Tier 1,0.0,0.0,0.0,190225.72999999998,2018-11-25,Fixed Annuity,true,FinAcct-0011U00000KuFXMQA3-3,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXOQA3,Balanced Growth,High Net Worth Families,Alfreda Pierce,Tier 3,0.0,0.0,0.0,259229.0,2018-11-24,Fixed Annuity,false,FinAcct-0011U00000KuFXOQA3-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXOQA3,Balanced Growth,High Net Worth Families,Alfreda Pierce,Tier 3,0.0,0.0,0.0,129448.0,2018-11-25,Mutual Fund,false,FinAcct-0011U00000KuFXOQA3-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFXOQA3,Balanced Growth,High Net Worth Families,Alfreda Pierce,Tier 3,0.0,0.0,0.0,287951.4,2018-11-22,Mutual Fund,true,FinAcct-0011U00000KuFXOQA3-2,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXRQA3,Growth,Affluent Professionals,Sloane Holland,Tier 1,0.0,0.0,0.0,309550.0,2018-11-23,Savings,false,FinAcct-0011U00000KuFXRQA3-0,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Savings Account,2020-05-25
0011U00000KuFXRQA3,Growth,Affluent Professionals,Sloane Holland,Tier 1,0.0,0.0,0.0,192129.0,2018-11-22,Checking,false,FinAcct-0011U00000KuFXRQA3-1,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Bank Account,2020-05-25
0011U00000KuFXRQA3,Growth,Affluent Professionals,Sloane Holland,Tier 1,0.0,0.0,0.0,184464.0,2018-11-21,Mutual Fund,false,FinAcct-0011U00000KuFXRQA3-2,,true,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Investment Account,2020-05-25
0011U00000KuFXRQA3,Growth,Affluent Professionals,Sloane Holland,Tier 1,0.0,0.0,0.0,303131.0,2018-11-21,Mutual Fund,true,FinAcct-0011U00000KuFXRQA3-3,,false,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Mutual Fund Investment,2020-05-25
0011U00000KuFXUQA3,Growth,Millennials,Britanni Garcia,Tier 1,0.0,0.0,0.0,165955.0,2018-11-22,Fixed Annuity,false,FinAcct-0011U00000KuFXUQA3-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXUQA3,Growth,Millennials,Britanni Garcia,Tier 1,0.0,0.0,0.0,179358.0,2018-11-25,Brokerage,false,FinAcct-0011U00000KuFXUQA3-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXUQA3,Growth,Millennials,Britanni Garcia,Tier 1,0.0,0.0,0.0,132813.0,2018-11-25,Checking,false,FinAcct-0011U00000KuFXUQA3-2,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Bank Account,2020-05-25
0011U00000KuFXUQA3,Growth,Millennials,Britanni Garcia,Tier 1,0.0,0.0,0.0,303182.9,2018-11-24,Mutual Fund,true,FinAcct-0011U00000KuFXUQA3-3,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Mutual Fund Investment,2020-05-25
0011U00000KuFXYQA3,Growth,Mass Market,Elizabeth Avila,Tier 3,0.0,0.0,0.0,293412.0,2018-11-20,Mutual Fund,false,FinAcct-0011U00000KuFXYQA3-0,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXYQA3,Growth,Mass Market,Elizabeth Avila,Tier 3,0.0,0.0,0.0,128471.0,2018-11-23,Mutual Fund,false,FinAcct-0011U00000KuFXYQA3-1,,true,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXYQA3,Growth,Mass Market,Elizabeth Avila,Tier 3,0.0,0.0,0.0,107568.0,2018-11-22,Mutual Fund,true,FinAcct-0011U00000KuFXYQA3-2,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Investment Account,2020-05-25
0011U00000KuFXYQA3,Growth,Mass Market,Elizabeth Avila,Tier 3,0.0,0.0,0.0,123163.0,2018-11-20,Checking,true,FinAcct-0011U00000KuFXYQA3-3,,false,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Bank Account,2020-05-25
0011U00000KuFXbQAN,Aggressive Growth,Millennials,Kato Vega,Tier 1,0.0,0.0,0.0,59111.0,2018-11-24,Mutual Fund,false,FinAcct-0011U00000KuFXbQAN-0,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Investment Account,2020-05-25
0011U00000KuFXbQAN,Aggressive Growth,Millennials,Kato Vega,Tier 1,0.0,0.0,0.0,105399.0,2018-11-24,Mutual Fund,false,FinAcct-0011U00000KuFXbQAN-1,,true,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFXbQAN,Aggressive Growth,Millennials,Kato Vega,Tier 1,0.0,0.0,0.0,312156.0,2018-11-23,Mutual Fund,true,FinAcct-0011U00000KuFXbQAN-2,,false,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Mutual Fund Investment,2020-05-25
0011U00000KuFXcQAN,Income,Mass Market,Travis Jacobson,Tier 3,0.0,0.0,0.0,468343.1,2018-11-23,Mutual Fund,true,FinAcct-0011U00000KuFXcQAN-0,,false,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Mutual Fund Investment,2020-05-25
0011U00000KuFXcQAN,Income,Mass Market,Travis Jacobson,Tier 3,0.0,0.0,0.0,317841.0,2018-11-21,Mutual Fund,false,FinAcct-0011U00000KuFXcQAN-1,,true,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,Trust,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Investment Account,2020-05-25
0011U00000KuFXcQAN,Income,Mass Market,Travis Jacobson,Tier 3,0.0,0.0,0.0,295979.0,2018-11-21,Fixed Annuity,false,FinAcct-0011U00000KuFXcQAN-2,,true,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,Individual,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Investment Account,2020-05-25
