"SBQQ__Quote__r.SBQQ__SalesRep__r.Role.ParentRole.DeveloperName","SBQQ__Quote__r.SBQQ__Opportunity2__r.LeadSource","SBQQ__Quote__r.SBQQ__Opportunity2__r.RecordTypeId","SBQQ__Quote__r.SBQQ__Opportunity2__r.NextStep","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.AccountSource","SBQQ__Quote__r.SBQQ__BillingState__c","SBQQ__BillingType__c","Name","SBQQ__Quote__r.Id","SBQQ__Quote__r.SBQQ__Opportunity2__r.IsWon","SBQQ__ProductName__c","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.Roles","IsScored","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.ParentRole.Name","SBQQ__Quote__r.SBQQ__Opportunity2__r.IsClosed","SBQQ__Quote__r.SBQQ__Opportunity2__r.CloseDate","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.Industry","SBQQ__Quote__r.SBQQ__SalesRep__r.UniqueUserName","SBQQ__Quote__r.SBQQ__SalesRep__r.Name","SBQQ__Quote__r.SBQQ__SalesRep__r.Username","SBQQ__Quote__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.Name","SBQQ__Quote__r.SBQQ__Opportunity2__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.RecordType.Name","SBQQ__Quote__r.SBQQ__BillingCountry__c","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.Name","SBQQ__Quote__r.Name","SBQQ__Quote__r.SBQQ__BillingName__c","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.ParentRoleId","SBQQ__Quote__r.SBQQ__Opportunity2__r.Competitor__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Type","Id","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.PhotoUrl","SBQQ__Quote__r.SBQQ__Opportunity2__r.Id","SBQQ__Renewal__c","SBQQ__Quote__r.SBQQ__Status__c","SBQQ__Quote__r.SBQQ__Primary__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.StageName","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.BillingState","SBQQ__ProductFamily__c","SBQQ__Quote__r.SBQQ__Type__c","SBQQ__Quote__r.SBQQ__SalesRep__r.UserRoleId","SBQQ__Quote__r.SBQQ__Opportunity2__r.OwnerId","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.RoleNames","SBQQ__BillingFrequency__c","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.RoleNamesPath","SBQQ__Quote__r.SBQQ__Opportunity2__r.ForecastCategoryName","SBQQ__Quote__r.SBQQ__Opportunity2__r.AccountId","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.BillingCountry","SBQQ__Quote__r.SBQQ__Opportunity2__r.Name","SBQQ__Quote__r.SBQQ__SalesRep__r.SmallPhotoUrl","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.DeveloperName","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.RolePath","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.Type","SBQQ__Quote__r.SBQQ__SalesRep__r.Role.Hierarchy_RoleNames","SBQQ__Quote__r.SBQQ__SalesRep__c","SBQQ__Quote__r.SBQQ__BillingFrequency__c","SBQQ__NetTotal__c","Pricing_Score","SBQQ__Quote__r.SBQQ__TotalCustomerDiscountAmount__c","SBQQ__CustomerPrice__c","SBQQ__Discount__c","SBQQ__ListPrice__c","SBQQ__Quote__r.SBQQ__CustomerDiscount__c","SBQQ__RegularTotal__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.NumberOfEmployees","SBQQ__Quote__r.SBQQ__Opportunity2__r.Account.AnnualRevenue","SBQQ__Quote__r.SBQQ__AdditionalDiscountAmount__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Amount","SBQQ__TotalDiscountAmount__c","SBQQ__Quote__r.SBQQ__DaysQuoteOpen__c","SBQQ__AdditionalDiscount__c","SBQQ__CustomerTotal__c","SBQQ__ListTotal__c","SBQQ__NetPrice__c","SBQQ__Quote__r.SBQQ__CustomerAmount__c","SBQQ__RegularPrice__c","SBQQ__Quote__r.SBQQ__ListAmount__c","SBQQ__EffectiveQuantity__c","SBQQ__Quantity__c","SBQQ__UpgradedQuantity__c","SBQQ__Quote__r.SBQQ__RegularAmount__c","SBQQ__Quote__r.SBQQ__SalesRep__r.UserTenure","SBQQ__Quote__r.SBQQ__SubscriptionTerm__c","SBQQ__TotalDiscountRate__c","SBQQ__Quote__r.SBQQ__NetAmount__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.Probability","Recommended_Discount__c","SBQQ__Quote__r.SBQQ__AverageCustomerDiscount__c","SBQQ__Quote__r.SBQQ__MarkupRate__c","SBQQ__Quote__r.SBQQ__Opportunity2__r.OpportunityAge","SBQQ__Quote__r.SBQQ__TargetCustomerAmount__c","SBQQ__OriginalPrice__c"
,,"012B0000000ATFWIA4",,,"IL",,"QL-0002727","a2dB0000000B7U6IAK","true",,,"true",,"true","2018-06-25",,"TJ Boskelly","TJ Boskelly","kelly1536693294191@demo.user","a2dB0000000B7U6IAK","Shelby Company Ltd.","006B0000004P6NOIA0","Simple Opportunity","USA",,"Q-00612","Shelby Company Ltd.",,,,"a2ZB00000009IkuMAE",,"006B0000004P6NOIA0","false","Draft","true","Closed Won","IL",,"Amendment","000000000000000AAA","005B0000004ixyMIAQ",,"Monthly",,"Closed","001B000000nQA0vIAG","USA","Amendment for contract #00001003","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixyMIAQ",,0,0.7,-8701.89,0,0,0.15,0,0,0,0,-3507.79,-43239.11,0,38,0,0,0,0,-43239.11,0,-51941,0,1,0,-46746.9,44,12,100,-43239.11,100,70,16.8,0,-54,0,0.15
,,"012B0000000ATFWIA4",,,"IL","Arrears","QL-0002728","a2dB0000000B7U6IAK","true",,,"true",,"true","2018-06-25",,"TJ Boskelly","TJ Boskelly","kelly1536693294191@demo.user","a2dB0000000B7U6IAK","Shelby Company Ltd.","006B0000004P6NOIA0","Simple Opportunity","USA",,"Q-00612","Shelby Company Ltd.",,,,"a2ZB00000009IkvMAE",,"006B0000004P6NOIA0","false","Draft","true","Closed Won","IL",,"Amendment","000000000000000AAA","005B0000004ixyMIAQ",,"Monthly",,"Closed","001B000000nQA0vIAG","USA","Amendment for contract #00001003","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixyMIAQ",,-43239.11,0.358145,-8701.89,-43239.11,7.5,99,0,-46746.9,0,0,-3507.79,-43239.11,-8701.89,38,-3507.79,-43239.11,-51941,-43239.11,-43239.11,-46746.9,-51941,1,300,0,-46746.9,44,12,16.753,-43239.11,100,6,16.8,0,-54,0,99
,,"012B0000000ATFWIA4",,,"IL",,"QL-0002729","a2dB0000000B7U6IAK","true",,,"true",,"true","2018-06-25",,"TJ Boskelly","TJ Boskelly","kelly1536693294191@demo.user","a2dB0000000B7U6IAK","Shelby Company Ltd.","006B0000004P6NOIA0","Simple Opportunity","USA",,"Q-00612","Shelby Company Ltd.",,,,"a2ZB00000009IkwMAE",,"006B0000004P6NOIA0","false","Draft","true","Closed Won","IL",,"Amendment","000000000000000AAA","005B0000004ixyMIAQ",,,,"Closed","001B000000nQA0vIAG","USA","Amendment for contract #00001003","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixyMIAQ",,0,1,-8701.89,2623.29,0,3000,0,0,0,0,-3507.79,-43239.11,0,38,0,0,0,2623.29,-43239.11,2623.29,-51941,0,1,0,-46746.9,44,12,0,-43239.11,100,0,16.8,0,-54,0,3000
,,"012B0000000ATFWIA4",,,"MA","Advance","QL-0002730","a2dB0000000B7U0IAK","false",,,"true",,"false","2018-03-22",,"Matthew Maiuri","Matthew Maiuri","matt1536693294143@demo.user","a2dB0000000B7U0IAK","Next Gen Hedge Fund","006B0000004P6N5IAK","Simple Opportunity","USA",,"Q-00606","Next Gen Hedge Fund",,,,"a2ZB00000009IkxMAE",,"006B0000004P6N5IAK","false","Draft","true","Prospecting","MA",,"Amendment","000000000000000AAA","005B0000004ixxhIAA",,"Annual",,"Pipeline","001B000000nQA0GIAW","USA","Amendment for contract #00001004","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxhIAA",,0,1,-7128,0,0,0,0,0,0,0,0,-64152,0,38,0,0,0,0,-64152,0,-71280,0,1,0,-64152,44,12,0,-64152,10,0,10,0,69,0,0
,,"012B0000000ATFWIA4",,,"MA","Advance","QL-0002731","a2dB0000000B7U0IAK","false",,,"true",,"false","2018-03-22",,"Matthew Maiuri","Matthew Maiuri","matt1536693294143@demo.user","a2dB0000000B7U0IAK","Next Gen Hedge Fund","006B0000004P6N5IAK","Simple Opportunity","USA",,"Q-00606","Next Gen Hedge Fund",,,,"a2ZB00000009IkyMAE",,"006B0000004P6N5IAK","false","Draft","true","Prospecting","MA",,"Amendment","000000000000000AAA","005B0000004ixxhIAA",,"Monthly",,"Pipeline","001B000000nQA0GIAW","USA","Amendment for contract #00001004","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxhIAA",,0,1,-7128,22800,0,12000,0,0,0,0,0,-64152,0,38,0,0,0,22800,-64152,22800,-71280,0,1,0,-64152,44,12,5,-64152,10,5,10,0,69,0,12000
,,"012B0000000ATFWIA4",,,"MA","Arrears","QL-0002732","a2dB0000000B7U0IAK","false",,,"true",,"false","2018-03-22",,"Matthew Maiuri","Matthew Maiuri","matt1536693294143@demo.user","a2dB0000000B7U0IAK","Next Gen Hedge Fund","006B0000004P6N5IAK","Simple Opportunity","USA",,"Q-00606","Next Gen Hedge Fund",,,,"a2ZB00000009IkzMAE",,"006B0000004P6N5IAK","false","Draft","true","Prospecting","MA",,"Amendment","000000000000000AAA","005B0000004ixxhIAA",,"Monthly",,"Pipeline","001B000000nQA0GIAW","USA","Amendment for contract #00001004","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxhIAA",,0,1,-7128,16000,0,8000,0,0,0,0,0,-64152,0,38,0,0,0,16000,-64152,16000,-71280,0,1,0,-64152,44,12,0,-64152,10,0,10,0,69,0,8000
,,"012B0000000ATFWIA4",,,"MA",,"QL-0002733","a2dB0000000B7U0IAK","false",,,"true",,"false","2018-03-22",,"Matthew Maiuri","Matthew Maiuri","matt1536693294143@demo.user","a2dB0000000B7U0IAK","Next Gen Hedge Fund","006B0000004P6N5IAK","Simple Opportunity","USA",,"Q-00606","Next Gen Hedge Fund",,,,"a2ZB00000009Il0MAE",,"006B0000004P6N5IAK","false","Draft","true","Prospecting","MA",,"Amendment","000000000000000AAA","005B0000004ixxhIAA",,"Monthly",,"Pipeline","001B000000nQA0GIAW","USA","Amendment for contract #00001004","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,,,"005B0000004ixxhIAA",,0,1.6,-7128,0,0,0.15,0,0,0,0,0,-64152,0,38,0,0,0,0,-64152,0,-71280,0,1,0,-64152,44,12,100,-64152,10,160,10,0,69,0,0.15
,,"012B0000000ATFWIA4",,,,"Advance","QL-0002904","a2dB0000000B7VLIA0","false",,,"true",,"false","2018-05-18",,,,,"a2dB0000000B7VLIA0","The North Face Company","006B0000004P6LMIA0","Simple Opportunity",,,"Q-00689",,,,,"a2ZB00000009InlMAE",,"006B0000004P6LMIA0","false","Draft","true","Prospecting",,,"Renewal",,"005B0000004ixxxIAA",,"Annual",,"Pipeline","001B000000nQA0EIAW","United Kingdom","Renewal Opportunity",,,,,,,,0,1,3033356.85,0,0,0,0,0,0,0,0,5300943.6,0,38,0,0,0,0,5300943.6,0,8334300.45,1,1,0,5300943.6,0,12,0,5300943.6,10,0,36.4,0,64,0,0
,,"012B0000000ATFWIA4",,,,"Advance","QL-0002905","a2dB0000000B7VLIA0","false",,,"true",,"false","2018-05-18",,,,,"a2dB0000000B7VLIA0","The North Face Company","006B0000004P6LMIA0","Simple Opportunity",,,"Q-00689",,,,,"a2ZB00000009InmMAE",,"006B0000004P6LMIA0","false","Draft","true","Prospecting",,,"Renewal",,"005B0000004ixxxIAA",,"Monthly",,"Pipeline","001B000000nQA0EIAW","United Kingdom","Renewal Opportunity",,,,,,,,32400,0.6,3033356.85,32400,0,12000,0,32400,0,0,0,5300943.6,3600,38,0,32400,36000,32400,5300943.6,32400,8334300.45,1,1,0,5300943.6,0,12,10,5300943.6,10,6,36.4,0,64,0,12000
,,"012B0000000ATFWIA4",,,,"Arrears","QL-0002906","a2dB0000000B7VLIA0","false",,,"true",,"false","2018-05-18",,,,,"a2dB0000000B7VLIA0","The North Face Company","006B0000004P6LMIA0","Simple Opportunity",,,"Q-00689",,,,,"a2ZB00000009InnMAE",,"006B0000004P6LMIA0","false","Draft","true","Prospecting",,,"Renewal",,"005B0000004ixxxIAA",,"Monthly",,"Pipeline","001B000000nQA0EIAW","United Kingdom","Renewal Opportunity",,,,,,,,24000,1,3033356.85,24000,0,8000,0,24000,0,0,0,5300943.6,0,38,0,24000,24000,24000,5300943.6,24000,8334300.45,1,1,0,5300943.6,0,12,0,5300943.6,10,0,36.4,0,64,0,8000
,,"012B0000000ATFWIA4",,,,,"QL-0002907","a2dB0000000B7VLIA0","false",,,"true",,"false","2018-05-18",,,,,"a2dB0000000B7VLIA0","The North Face Company","006B0000004P6LMIA0","Simple Opportunity",,,"Q-00689",,,,,"a2ZB00000009InoMAE",,"006B0000004P6LMIA0","false","Draft","true","Prospecting",,,"Renewal",,"005B0000004ixxxIAA",,"Monthly",,"Pipeline","001B000000nQA0EIAW","United Kingdom","Renewal Opportunity",,,,,,,,0,0.6,3033356.85,0,0,0.15,0,0,0,0,0,5300943.6,0.45,38,0,0,0.45,0,5300943.6,0,8334300.45,1,1,0,5300943.6,0,12,100,5300943.6,10,60,36.4,0,64,0,0.15
