"LastModifiedDate","ProductFamily","IsLost","ProductName","ForecastCategory","ID_Policy_BROKER_ID","Agent.AGENCY_NAME","CloseDate","Name","AccountAccountSource","Stage","Agent.AGENT_GENDER","Agent.AGENT_NAME","CreatedByID","LeadSource","OwnerID","SfOppId","CreatedDate","AccountIndustry","SfAccId","AccountName","OwnerName","Product_Insurance_PRODUCT_TYPE","OpenClosedWonLost","AccountOwnerId","HasLineItem","AccountBillingState","Agent.REGION","AccountOwnerName","PastDue","Neglected","OpptyName","Product_Insurance_PRODUCT_NAME","StageName","RecordTypeName","LastProcessedDate","AccountType","CustomFilter","Pushed","OpportunityID","Agent.SALES_MANAGER","Closed","Won","LastActivityDate","OpportunityType","AccountAnnualRevenue","StageIsPulled","DaysPastDue","AccountNumberOfEmployees","StageDefaultProbability","OpportunityAge","Time_In_Current_Stage_Duration_Seconds","DaysSinceLastActivity","Amount","PredictedCloseRate","StageIsPushed","StageSortOrder"
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_97","Archer Group","2020-01-10 00:00:00","Roseburg Products  - Services - 18K","Marketing Event","Awareness","Female","Chelsea Brown","0056A000001ogOpQAI","Website","0056A000001ogPLQAY","0063i000003Rz0oAAC","2017-10-31 07:00:00","Manufacturing","0013i000006dQyuAAE","Roseburg Products","Jamie Green","Construction","Open","0056A000001ogPLQAY","true","NV","Midwest","Jamie Green","false","false","Roseburg Products  - Services - 18K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Small Business","true","true","0066A00000684yRQAQ","Jennifer Jackson","false","false","1970-01-15 00:00:00","Services",24000000,2,0,31,30,681,604030,1,18000,58,95,10
"2019-09-10 23:58:22",,"No","Boat Insurance","Pipeline","BROKER_193","ARE Agency","2020-01-18 00:00:00","Allied Technologies - New Business - 35K","Website","Awareness","Female","Dorothy Sheffield","0056A000001ogPGQAY","Social Media","0056A000001ogPEQAY","0063i000003Rz0oAAC","2017-10-14 07:00:00","Technology","0013i000006dQyuAAE","Allied Technologies","Bill West","Marine Insurance","Open","0056A000001ogPEQAY","false","OR","Midwest","Bill West","false","false","Allied Technologies - New Business - 35K","Boat Insurance","Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A00000684yTQAQ","Jennifer Jackson","false","false","1970-01-15 00:00:00","New Business",5600000000,11,0,6500,30,698,604017,1,0,58,102,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_106","Nirel Agency","2020-06-24 00:00:00","Southern Solutions - Add-On Business - 7K","Website","Awareness","Female","Gloria Collier","0056A000001ogOpQAI","Social Media","0056A000001ogPEQAY","0063i000003Rz0oAAC","2018-06-08 07:00:00","Technology","0013i000006dQyuAAE","Southern Solutions","Bill West","Construction","Open","0056A000001ogPEQAY","true","CA","Midwest","Bill West","false","false","Southern Solutions - Add-On Business - 7K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Mid-Market","true","true","0066A00000684ycQAA","James Coleman","false","false","1970-01-15 00:00:00","Add-On Business",1600000,1,0,145,30,461,604030,1,7000,58,96,10
"2019-09-10 23:58:09",,"No","Boat Insurance","Pipeline","BROKER_193","ARE Agency","2020-06-23 00:00:00","Allied Technologies - New Business - 9K","Website","Awareness","Female","Dorothy Sheffield","0056A000001ogOpQAI","Cold Call","0056A000001ogPEQAY","0063i000003Rz0oAAC","2018-05-04 07:00:00","Technology","0013i000006dQyuAAE","Allied Technologies","Bill West","Marine Insurance","Open","0056A000001ogPEQAY","true","OR","Midwest","Bill West","false","false","Allied Technologies - New Business - 9K","Boat Insurance","Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A00000684ydQAA","Jennifer Jackson","false","false","1970-01-15 00:00:00","New Business",5600000000,2,0,6500,30,496,604030,1,9000,58,95,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_425","Zann and Sons","2019-09-17 00:00:00","Newtown Farms - Add-On Business - <1k",,"Awareness","Female","Beatrice Cleek","0056A000001ogOpQAI","Salesforce IoT","0056A000001ogPHQAY","0063i000003Rz0oAAC","2017-11-06 00:49:28","Agriculture","0013i000006dQyuAAE","Newton Farms","Sarah Connor","Construction","Open","0056A000001ogPHQAY","true","CA","South West","Sarah Connor","false","false","Newtown Farms - Add-On Business - <1k","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Mid-Market","true","true","0066A00000684yfQAA","Melissa Neal","false","false","2018-03-09 00:00:00","Add-On Business",0,0,0,22,30,675,604030,1,325,58,15,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_425","Zann and Sons","2019-09-17 00:00:00","Newtown Farms - New Business - <$1k",,"Awareness","Female","Beatrice Cleek","0056A000001ogOpQAI","Salesforce IoT","0056A000001ogPHQAY","0063i000003Rz0oAAC","2017-11-06 01:02:40","Agriculture","0013i000006dQyuAAE","Newton Farms","Sarah Connor","Construction","Open","0056A000001ogPHQAY","true","CA","South West","Sarah Connor","false","false","Newtown Farms - New Business - <$1k","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Mid-Market","true","true","0066A00000684yhQAA","Melissa Neal","false","false","2018-03-09 00:00:00","New Business",0,0,0,22,30,675,604030,1,350,58,15,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_90","Scorsese and Sons","2020-08-09 00:00:00","Datanet, Inc. - Add-On Business - 12K","Marketing Event","Awareness","Female","Julie Jaramillo","0056A000001ogOpQAI","Social Media","0056A000001ogPJQAY","0063i000003Rz0oAAC","2018-06-22 07:00:00","Communications","0013i000006dQyuAAE","Datanet, Inc.","Wendy West","Construction","Open","0056A000001ogPJQAY","true","NY","Midwest","Wendy West","false","false","Datanet, Inc. - Add-On Business - 12K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A00000684z0QAA","James Coleman","false","false","1970-01-15 00:00:00","Add-On Business",210000000,2,0,2400,30,447,604030,1,12000,58,95,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_860","AEV Agency","2019-09-24 00:00:00","Larry Baxter - Add-On Business - 6K","Website","Awareness","Male","Seth Beck","0056A000001ogOpQAI","Data.com","0056A000001ogPJQAY","0063i000003Rz0oAAC","2017-07-13 07:00:00","N/A","0013i000006dQyuAAE","Larry Baxter","Wendy West","Construction","Open","0056A000001ogOpQAI","true","CA","North East","Kevin Akermanis","false","false","Larry Baxter - Add-On Business - 6K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50",,"true","true","0066A00000684z2QAA","Evan Bullock","false","false","1970-01-15 00:00:00","Add-On Business",240000,1,0,0,30,791,604030,1,6499,58,73,10
"2019-09-10 23:58:22",,"No","Construction","Pipeline","BROKER_117","VanderWahl Agency","2019-10-15 00:00:00","Towson Inc. - Add-On Business - 42K","Website","Awareness","Male","Bryan Miller","0056A000001ogOpQAI","Website","0056A000001ogPJQAY","0063i000003Rz0oAAC","2017-07-29 07:00:00","Retail","0013i000006dQyuAAE","Towson Inc.","Wendy West","Construction","Open","0056A000001ogPJQAY","false","CA","Midwest","Wendy West","false","false","Towson Inc. - Add-On Business - 42K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Mid-Market","true","true","0066A00000684z6QAA","Jennifer Jackson","false","false","1970-01-15 00:00:00","Add-On Business",7100000,1,0,175,30,775,604017,1,41650,58,39,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_213","Zavesky Agency","2019-09-11 00:00:00","Goodman Imports - New Business - 110K","Marketing Event","Awareness","Male","Bobby Norris","0056A000001ogOpQAI","Referral","0056A000001ogPIQAY","0063i000003Rz0oAAC","2017-08-10 07:00:00","Retail","0013i000006dQyuAAE","Goodman Imports","Paul Partner","Construction","Open","0056A000001ogPIQAY","true","NJ","Midwest","Paul Partner","true","false","Goodman Imports - New Business - 110K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Small Business","true","true","0066A00000684zCQAQ","Justin Chen","false","false","1970-01-15 00:00:00","New Business",83000000,2,1,40,30,763,604030,1,110000,58,95,10
"2019-09-10 23:58:09",,"No",,"Pipeline","BROKER_267","Undiro","2019-12-09 00:00:00","Gusto Manufacturing - New Business - 18K","Data.com","Awareness","Female","Debbie Alsup","0056A000001ogPLQAY","Website","0056A000001ogPMQAY","0063i000003Rz0oAAC","2017-11-20 08:00:00","Technology","0013i000006dQyuAAE","Gusto Manufacturing","Barry Brown",,"Open","0056A000001ogPMQAY","true","WI","Midwest","Barry Brown","false","false","Gusto Manufacturing - New Business - 18K",,"Awareness","Channel (Partner)","2019-10-07 14:44:50","Mid-Market","true","true","0066A00000684zDQAQ","James Coleman","false","false","1970-01-15 00:00:00","New Business",550000000,3,0,280,30,661,604030,1,18000,58,96,10
"2019-09-10 23:58:09",,"No","Boat Insurance","Pipeline","BROKER_142","Laurence Agency","2020-01-07 00:00:00","UlyssesNet - Add-On Business - 13K","Referral","Awareness","Male","Ricky May","0056A000001ogOpQAI","Website","0056A000001ogPIQAY","0063i000003Rz0oAAC","2017-09-25 07:00:00","Technology","0013i000006dQyuAAE","UlyssesNet","Paul Partner","Marine Insurance","Open","0056A000001ogPIQAY","true","WA","Midwest","Paul Partner","false","false","UlyssesNet - Add-On Business - 13K","Boat Insurance","Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A00000684zSQAQ","James Coleman","false","false","1970-01-15 00:00:00","Add-On Business",480000000,2,0,5910,30,717,604030,1,13000,58,95,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_213","Zavesky Agency","2020-08-08 00:00:00","Goodman Imports - Add-On Business - 16K","Marketing Event","Awareness","Male","Bobby Norris","0056A000001ogOpQAI","Cold Call","0056A000001ogPIQAY","0063i000003Rz0oAAC","2018-05-13 07:00:00","Retail","0013i000006dQyuAAE","Goodman Imports","Paul Partner","Construction","Open","0056A000001ogPIQAY","true","NJ","Midwest","Paul Partner","false","false","Goodman Imports - Add-On Business - 16K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Small Business","true","true","0066A00000684zTQAQ","Justin Chen","false","false","1970-01-15 00:00:00","Add-On Business",83000000,3,0,40,30,487,604030,1,16000,58,95,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_90","Scorsese and Sons","2020-06-08 00:00:00","Datanet, Inc. - Services - 3K","Marketing Event","Awareness","Female","Julie Jaramillo","0056A000001ogOpQAI","Marketing Event","0056A000001ogPJQAY","0063i000003Rz0oAAC","2018-04-05 07:00:00","Communications","0013i000006dQyuAAE","Datanet, Inc.","Wendy West","Construction","Open","0056A000001ogPJQAY","true","NY","Midwest","Wendy West","false","false","Datanet, Inc. - Services - 3K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A00000684zXQAQ","James Coleman","false","false","1970-01-15 00:00:00","Services",210000000,2,0,2400,30,525,604030,1,3000,58,95,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_247","TapInsure","2020-07-09 00:00:00","Upstyle, Inc. - Add-On Business - 12K","Website","Awareness","Female","Marisol Corona","0056A000001ogOpQAI","Marketing Event","0056A000001ogPFQAY","0063i000003Rz0oAAC","2018-03-28 07:00:00","Retail","0013i000006dQyuAAE","Upstyle Inc.","Ricky East","Construction","Open","0056A000001ogPFQAY","true","CA","Midwest","Ricky East","false","false","Upstyle, Inc. - Add-On Business - 12K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Small Business","true","true","0066A00000684zZQAQ","Justin Chen","false","false","1970-01-15 00:00:00","Add-On Business",240000000,2,0,25,30,533,604030,1,12000,58,95,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_247","TapInsure","2020-07-08 00:00:00","Upstyle, Inc. - Services - 14K","Website","Awareness","Female","Marisol Corona","0056A000001ogOpQAI","Marketing Event","0056A000001ogPFQAY","0063i000003Rz0oAAC","2018-05-25 07:00:00","Retail","0013i000006dQyuAAE","Upstyle Inc.","Ricky East","Construction","Open","0056A000001ogPFQAY","true","CA","Midwest","Ricky East","false","false","Upstyle, Inc. - Services - 14K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Small Business","true","true","0066A00000684zbQAA","Justin Chen","false","false","1970-01-15 00:00:00","Services",240000000,3,0,25,30,475,604030,1,14000,58,95,10
"2019-09-10 23:58:22",,"No","Construction","Pipeline","BROKER_161","Vaughn and Apperson","2019-12-19 00:00:00","Plasmosis, Inc. - New Business - 50K","Marketing Event","Awareness","Female","Ethel Mack","0056A000001ogOpQAI","Referral","0056A000001ogPGQAY","0063i000003Rz0oAAC","2017-11-20 08:00:00","Healthcare & Life Sciences","0013i000006dQyuAAE","Plasmosis, Inc.","Kasey Central","Construction","Open","0056A000001ogPGQAY","false","MD","Midwest","Kasey Central","false","false","Plasmosis, Inc. - New Business - 50K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Mid-Market","true","true","0066A00000684zlQAA","Jennifer Jackson","false","false","1970-01-15 00:00:00","New Business",0,2,0,410,30,661,604017,1,50000,58,58,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_222","Levin Insurance Agency","2020-06-24 00:00:00","Harmon Consulting - Services - 17K","Website","Awareness","Female","Miranda Daniel","0056A000001ogOpQAI","Website","0056A000001ogPKQAY","0063i000003Rz0oAAC","2018-04-23 07:00:00","Communications","0013i000006dQyuAAE","Harmon Consulting","Sean Silver","Construction","Open","0056A000001ogPLQAY","true","LA","Midwest","Jamie Green","false","false","Harmon Consulting - Services - 17K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A00000684zmQAA","Justin Chen","false","false","1970-01-15 00:00:00","Services",2400000,1,0,1400,30,507,604030,1,17000.03,58,96,10
"2019-09-10 23:58:09",,"No","Recreational Vehicles","Pipeline","BROKER_222","Levin Insurance Agency","2020-07-09 00:00:00","Harmon Consulting - Services - 16K","Website","Awareness","Female","Miranda Daniel","0056A000001ogOpQAI","Referral","0056A000001ogPKQAY","0063i000003Rz0oAAC","2018-04-13 07:00:00","Communications","0013i000006dQyuAAE","Harmon Consulting","Sean Silver","Construction","Open","0056A000001ogPLQAY","true","LA","Midwest","Jamie Green","false","false","Harmon Consulting - Services - 16K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A00000684znQAA","Justin Chen","false","false","1970-01-15 00:00:00","Services",2400000,2,0,1400,30,517,604030,1,16000,58,95,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_161","Vaughn and Apperson","2020-04-10 00:00:00","Plasmosis, Inc. - New Business - 13K","Marketing Event","Awareness","Female","Ethel Mack","0056A000001ogOpQAI","Website","0056A000001ogPGQAY","0063i000003Rz0oAAC","2018-01-23 08:00:00","Healthcare & Life Sciences","0013i000006dQyuAAE","Plasmosis, Inc.","Kasey Central","Construction","Open","0056A000001ogPGQAY","true","MD","Midwest","Kasey Central","false","false","Plasmosis, Inc. - New Business - 13K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Mid-Market","true","true","0066A00000684zrQAA","Jennifer Jackson","false","false","1970-01-15 00:00:00","New Business",0,2,0,410,30,597,604030,1,13000,58,95,10
"2019-09-10 23:58:09",,"No","Boat Insurance","Pipeline","BROKER_3","Nirel Agency","2019-09-17 00:00:00","Vand Enterprises, Inc. - Services - 35K","Partner","Awareness","Female","Angela Newkirk","0056A000001ogOpQAI","Website","0056A000001ogPDQAY","0063i000003Rz0oAAC","2017-07-10 07:00:00","Manufacturing","0013i000006dQyuAAE","Vand Enterprises, Inc.","Ely East","Marine Insurance","Open","0056A000001ogPDQAY","false","TN","South East","Ely East","false","false","Vand Enterprises, Inc. - Services - 35K","Boat Insurance","Awareness","Simple Opportunity","2019-10-07 14:44:50","Small Business","true","true","0066A00000684zxQAA","Matthew Hanna","false","false","1970-01-15 00:00:00","Services",96000000,5,0,46,30,794,604030,1,35000,58,95,10
"2019-09-10 23:58:09",,"No","Downtime","Pipeline","BROKER_185","ARE Agency","2020-07-24 00:00:00","AJC Corporation - Services - 6K","Referral","Awareness","Male","David Bittner","0056A000001ogOpQAI","Referral","0056A000001ogPDQAY","0063i000003Rz0oAAC","2018-04-22 07:00:00","Technology","0013i000006dQyuAAE","AJC Corporation","Ely East","Mobile Plant & Equipment","Open","0056A000001ogPDQAY","true","CA","Midwest","Ely East","false","false","AJC Corporation - Services - 6K","Downtime","Awareness","Simple Opportunity","2019-10-07 14:44:50","Mid-Market","true","true","0066A0000068502QAA","Jennifer Jackson","false","false","1970-01-15 00:00:00","Services",240000000,2,0,280,30,508,604030,1,6000,58,95,10
"2019-09-10 23:58:22",,"No",,"Pipeline","BROKER_96","Archer Group","2019-10-12 00:00:00","Opportunity Resources Inc - Services - 55K","Website","Awareness","Female","Ethel Sims","0056A000001ogOpQAI","Social Media","0056A000001ogPDQAY","0063i000003Rz0oAAC","2017-08-24 07:00:00","Healthcare & Life Sciences","0013i000006dQyuAAE","Opportunity Resources Inc","Ely East",,"Open","0056A000001ogPDQAY","false","SP","South West","Ely East","false","false","Opportunity Resources Inc - Services - 55K",,"Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A0000068506QAA","Melissa Neal","false","false","1970-01-15 00:00:00","Services",890000000,1,0,710,30,749,604017,1,55250,58,39,10
"2019-09-10 23:58:09",,"No","Construction","Pipeline","BROKER_139","Laurence Agency","2019-10-26 00:00:00","Permadyne - Add-On Business - 187K","Partner","Awareness","Female","Faye Wilson","0056A000001ogOpQAI","Data.com","0056A000001ogPGQAY","0063i000003Rz0oAAC","2017-09-20 07:00:00","Healthcare & Life Sciences","0013i000006dQyuAAE","Permadyne GmbH, LTD","Kasey Central","Construction","Open","0056A000001ogPGQAY","true","N/A","Midwest","Kasey Central","false","false","Permadyne - Add-On Business - 187K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A000006850FQAQ","James Coleman","false","false","1970-01-15 00:00:00","Add-On Business",850000000,2,0,4100,30,722,604030,1,187000,58,95,10
"2019-09-10 23:58:09",,"No","Downtime","Pipeline","BROKER_185","ARE Agency","2019-12-25 00:00:00","AJC Corporation - Services - 11K","Referral","Awareness","Male","David Bittner","0056A000001ogOpQAI","Referral","0056A000001ogPDQAY","0063i000003Rz0oAAC","2017-09-06 07:00:00","Technology","0013i000006dQyuAAE","AJC Corporation","Ely East","Mobile Plant & Equipment","Open","0056A000001ogPDQAY","true","CA","Midwest","Ely East","false","false","AJC Corporation - Services - 11K","Downtime","Awareness","Simple Opportunity","2019-10-07 14:44:50","Mid-Market","true","true","0066A000006850JQAQ","Jennifer Jackson","false","false","1970-01-15 00:00:00","Services",240000000,2,0,280,30,736,604030,1,11000,58,95,10
"2019-09-10 23:58:22",,"No","Construction","Pipeline","BROKER_137","Owen and Sons","2019-11-19 00:00:00","Optos Inc. - Add-On Business - 41K","Referral","Awareness","Female","Lillie Anthony","0056A000001ogOpQAI","Website","0056A000001ogPGQAY","0063i000003Rz0oAAC","2017-10-07 07:00:00","Healthcare & Life Sciences","0013i000006dQyuAAE","Optos Inc.","Kasey Central","Construction","Open","0056A000001ogPGQAY","false","CA","Midwest","Kasey Central","false","false","Optos Inc. - Add-On Business - 41K","Construction","Awareness","Simple Opportunity","2019-10-07 14:44:50","Enterprise","true","true","0066A000006850NQAQ","James Coleman","false","false","2018-02-06 00:00:00","Add-On Business",550000000,4,0,3900,30,705,604017,1,41000,58,96,10
