"SALES_MANAGER","StartDate","AGENT_GENDER","AGENCY_NAME","AGENT_NAME","LastProcessedDate","BROKER_ID","REGION","QuotaAmount"
"Matthew Hanna","2018-01-01 00:00:00","Female","Insurato","Casey Vigil","2019-10-07 14:44:57","BROKER_1800","South East",7000
"Matthew Hanna","2018-01-01 00:00:00","Female","Insurato","Debra Stephenson","2019-10-07 14:44:57","BROKER_1857","South East",3000
"Sandra Parker","2018-01-01 00:00:00","Male","Insurato","Harold Green","2019-10-07 14:44:57","BROKER_1812","South East",6000
"Sandra Parker","2018-01-01 00:00:00","Male","Insurato","Leo Bench","2019-10-07 14:44:57","BROKER_1859","South East",7000
"Jeffrey Miranda","2018-01-01 00:00:00","Male","Insurato","James Finkbeiner","2019-10-07 14:44:57","BROKER_2267","South West",5000
"Melissa Neal","2018-01-01 00:00:00","Female","Insurato","Carolyn Bostick","2019-10-07 14:44:57","BROKER_445","South West",4000
"James Coleman","2018-01-01 00:00:00","Female","InsureFeed","Carolyn Ford","2019-10-07 14:44:57","BROKER_435","Midwest",3000
"James Coleman","2018-01-01 00:00:00","Female","InsureFeed","Lillian Mason","2019-10-07 14:44:57","BROKER_873","Midwest",3000
"Jennifer Jackson","2018-01-01 00:00:00","Female","InsureFeed","Anita Reed","2019-10-07 14:44:57","BROKER_434","Midwest",3000
"Amanda Long","2018-01-01 00:00:00","Male","InsureFeed","Herbert Culp","2019-10-07 14:44:57","BROKER_882","North East",3000
"Monica Campbell","2018-01-01 00:00:00","Male","InsureFeed","Tony Brown","2019-10-07 14:44:57","BROKER_1292","North East",3000
"Chad Russo","2018-01-01 00:00:00","Female","InsureFeed","Alicia Moreno","2019-10-07 14:44:57","BROKER_1295","North West",6000
"Sarah Rivas","2018-01-01 00:00:00","Male","InsureFeed","Bernard Schuster","2019-10-07 14:44:57","BROKER_1305","North West",3000
"Sarah Rivas","2018-01-01 00:00:00","Male","InsureFeed","Hugh Armstrong","2019-10-07 14:44:57","BROKER_871","North West",4000
"Sandra Parker","2018-01-01 00:00:00","Female","InsureFeed","Ernestine Gonzales","2019-10-07 14:44:57","BROKER_1785","South East",7000
"Sandra Parker","2018-01-01 00:00:00","Female","InsureFeed","Mariana Ramos","2019-10-07 14:44:57","BROKER_1779","South East",6000
"Jeffrey Miranda","2018-01-01 00:00:00","Female","InsureFeed","Nancy Hidalgo","2019-10-07 14:44:57","BROKER_1298","South West",7000
"Lisa Lewis","2018-01-01 00:00:00","Male","InsureFeed","Julian Dart","2019-10-07 14:44:57","BROKER_1306","South West",7000
"Melissa Neal","2018-01-01 00:00:00","Female","InsureFeed","Beatrice Cleek","2019-10-07 14:44:57","BROKER_425","South West",6000
"James Coleman","2018-01-01 00:00:00","Male","Levin Insurance Agency","Frank Levin","2019-10-07 14:44:57","BROKER_229","Midwest",4000
"Jennifer Jackson","2018-01-01 00:00:00","Female","Levin Insurance Agency","Kathleen Culp","2019-10-07 14:44:57","BROKER_696","Midwest",7000
"Jennifer Jackson","2018-01-01 00:00:00","Female","Levin Insurance Agency","Betty Miller","2019-10-07 14:44:57","BROKER_690","Midwest",3000
"Chad Russo","2018-01-01 00:00:00","Female","Levin Insurance Agency","Alma Miler","2019-10-07 14:44:57","BROKER_1120","Midwest",3000
"Lisa Lewis","2018-01-01 00:00:00","Female","Levin Insurance Agency","Beatrice Phillips","2019-10-07 14:44:57","BROKER_1118","Midwest",5000
"Matthew Hanna","2018-01-01 00:00:00","Female","Levin Insurance Agency","Alison Love","2019-10-07 14:44:57","BROKER_1582","Midwest",4000
"Matthew Hanna","2018-01-01 00:00:00","Male","Levin Insurance Agency","Clifton Cooper","2019-10-07 14:44:57","BROKER_1579","Midwest",3000
"Matthew Hanna","2018-01-01 00:00:00","Female","Levin Insurance Agency","Ernestine Raleigh","2019-10-07 14:44:57","BROKER_1572","Midwest",4000
"Jeffrey Miranda","2018-01-01 00:00:00","Male","Levin Insurance Agency","Donald Morales","2019-10-07 14:44:57","BROKER_1580","Midwest",4000
"Lisa Lewis","2018-01-01 00:00:00","Female","Levin Insurance Agency","Maria McNeil","2019-10-07 14:44:57","BROKER_1569","Midwest",3000
"Meagan Combs","2018-01-01 00:00:00","Male","Levin Insurance Agency","Jeffrey Smith","2019-10-07 14:44:57","BROKER_2059","Midwest",5000
"Meagan Combs","2018-01-01 00:00:00","Male","Levin Insurance Agency","Troy Ford","2019-10-07 14:44:57","BROKER_2065","Midwest",4000
"James Coleman","2018-01-01 00:00:00","Male","Insurexa","Christopher Seward","2019-10-07 14:44:57","BROKER_178","Midwest",6000
"James Coleman","2018-01-01 00:00:00","Female","Insurexa","Mao Sims","2019-10-07 14:44:57","BROKER_171","Midwest",5000
"Jennifer Jackson","2018-01-01 00:00:00","Female","Insurexa","Angela Markham","2019-10-07 14:44:57","BROKER_174","Midwest",5000
"Monica Campbell","2018-01-01 00:00:00","Male","Insurexa","Henry Coleman","2019-10-07 14:44:57","BROKER_651","North East",3000
"Jeffrey Miranda","2018-01-01 00:00:00","Female","Insurexa","Christine Braxton","2019-10-07 14:44:57","BROKER_2009","North West",6000
"Lisa Lewis","2018-01-01 00:00:00","Female","Insurexa","Amanda Hughes","2019-10-07 14:44:57","BROKER_1085","North West",6000
"Sarah Rivas","2018-01-01 00:00:00","Male","Insurexa","George Rumsey","2019-10-07 14:44:57","BROKER_638","North West",3000
"Matthew Hanna","2018-01-01 00:00:00","Male","Insurexa","Charles Belknap","2019-10-07 14:44:57","BROKER_1512","South East",3000
"Sandra Parker","2018-01-01 00:00:00","Female","Insurexa","Claire Hunter","2019-10-07 14:44:57","BROKER_1521","South East",7000
"Sandra Parker","2018-01-01 00:00:00","Male","Insurexa","Larry Clevenger","2019-10-07 14:44:57","BROKER_1514","South East",4000
"Jeffrey Miranda","2018-01-01 00:00:00","Female","Insurexa","Molly Alexander","2019-10-07 14:44:57","BROKER_2021","South West",7000
"Lisa Lewis","2018-01-01 00:00:00","Female","Insurexa","Frances Warr","2019-10-07 14:44:57","BROKER_1074","South West",6000
"Matthew Hanna","2018-01-01 00:00:00","Female","Insurexa","Annabelle Houser","2019-10-07 14:44:57","BROKER_1084","South West",7000
"James Coleman","2018-01-01 00:00:00","Female","Insurial","Debra Austin","2019-10-07 14:44:57","BROKER_143","Midwest",6000
"James Coleman","2018-01-01 00:00:00","Female","Insurial","Nancy Alcott","2019-10-07 14:44:57","BROKER_154","Midwest",4000
"Amanda Long","2018-01-01 00:00:00","Female","Insurial","Laurie Powers","2019-10-07 14:44:57","BROKER_628","North East",4000
"Sarah Rivas","2018-01-01 00:00:00","Female","Insurial","Gloria Hebert","2019-10-07 14:44:57","BROKER_1060","North West",6000
"Anne Powers","2018-01-01 00:00:00","Female","Insurial","Betty Wood","2019-10-07 14:44:57","BROKER_1484","South East",3000
"Matthew Hanna","2018-01-01 00:00:00","Male","Insurial","Christopher Leclair","2019-10-07 14:44:57","BROKER_1489","South East",4000
"Sandra Parker","2018-01-01 00:00:00","Female","Insurial","Carol Suda","2019-10-07 14:44:57","BROKER_623","South East",5000
"Sandra Parker","2018-01-01 00:00:00","Female","Insurial","Mary Ramos","2019-10-07 14:44:57","BROKER_1488","South East",6000
"Jeffrey Miranda","2018-01-01 00:00:00","Female","Insurial","Jean Sanderson","2019-10-07 14:44:57","BROKER_1487","South West",7000
"James Coleman","2018-01-01 00:00:00","Male","Insurina","Carl McDuffie","2019-10-07 14:44:57","BROKER_486","Midwest",6000
"James Coleman","2018-01-01 00:00:00","Female","Insurina","Leslie Caudle","2019-10-07 14:44:57","BROKER_498","Midwest",5000
"James Coleman","2018-01-01 00:00:00","Female","Insurina","Luella Blackmore","2019-10-07 14:44:57","BROKER_930","Midwest",7000
"Jennifer Jackson","2018-01-01 00:00:00","Female","Insurina","Alice Ramsey","2019-10-07 14:44:57","BROKER_497","Midwest",6000
"Amanda Long","2018-01-01 00:00:00","Female","Insurina","Cheryl Jefferson","2019-10-07 14:44:57","BROKER_926","North East",3000
"Amanda Long","2018-01-01 00:00:00","Female","Insurina","Gloria Allen","2019-10-07 14:44:57","BROKER_938","North East",4000
"Monica Campbell","2018-01-01 00:00:00","Female","Insurina","Michelle Freeman","2019-10-07 14:44:57","BROKER_922","North East",6000
"Jeffrey Miranda","2018-01-01 00:00:00","Male","Insurina","Donnie Strickland","2019-10-07 14:44:57","BROKER_2304","North West",3000
"Lisa Lewis","2018-01-01 00:00:00","Female","Insurina","Betty Thompson","2019-10-07 14:44:57","BROKER_1352","North West",3000
"Anne Powers","2018-01-01 00:00:00","Male","Insurina","Billy Moorman","2019-10-07 14:44:57","BROKER_1841","South East",3000
"Matthew Hanna","2018-01-01 00:00:00","Male","Insurina","Daniel Healy","2019-10-07 14:44:57","BROKER_1834","South East",5000
"Matthew Hanna","2018-01-01 00:00:00","Female","Insurina","Earline Rivera","2019-10-07 14:44:57","BROKER_1840","South East",7000
"Sandra Parker","2018-01-01 00:00:00","Male","Insurina","Jeffrey Parker","2019-10-07 14:44:57","BROKER_1845","South East",5000
"Lisa Lewis","2018-01-01 00:00:00","Male","Insurina","Jose Hamilton","2019-10-07 14:44:57","BROKER_1851","South West",3000
"Meagan Combs","2018-01-01 00:00:00","Male","Insurina","Bryan Harper","2019-10-07 14:44:57","BROKER_2314","South West",6000
"Melissa Neal","2018-01-01 00:00:00","Female","Insurina","Carla Kohler","2019-10-07 14:44:57","BROKER_488","South West",4000
"Melissa Neal","2018-01-01 00:00:00","Female","Insurina","Dorothy Harris","2019-10-07 14:44:57","BROKER_496","South West",6000
"James Coleman","2018-01-01 00:00:00","Female","Insurise","Gloria Collier","2019-10-07 14:44:57","BROKER_106","Midwest",3000
"Jeffrey Miranda","2018-01-01 00:00:00","Female","Insurise","Christina Wyche","2019-10-07 14:44:57","BROKER_1960","North West",5000
"Matthew Hanna","2018-01-01 00:00:00","Female","Insurise","Amy Hoss","2019-10-07 14:44:57","BROKER_1453","South East",6000
"Matthew Hanna","2018-01-01 00:00:00","Female","Insurise","Angela Newkirk","2019-10-07 14:44:57","BROKER_3","South East",3000
"Matthew Hanna","2018-01-01 00:00:00","Female","Insurise","Hattie Gonzalez","2019-10-07 14:44:57","BROKER_1447","South East",6000
"Sandra Parker","2018-01-01 00:00:00","Female","Insurise","Jessica Davis","2019-10-07 14:44:57","BROKER_1455","South East",4000
"James Coleman","2018-01-01 00:00:00","Female","LendDefense","Julie Jaramillo","2019-10-07 14:44:57","BROKER_90","Midwest",5000
"Jennifer Jackson","2018-01-01 00:00:00","Male","LendDefense","Frank Williams","2019-10-07 14:44:57","BROKER_89","Midwest",3000
"Sandra Parker","2018-01-01 00:00:00","Female","LendDefense","Helen Blake","2019-10-07 14:44:57","BROKER_1431","South East",5000
"James Coleman","2018-01-01 00:00:00","Female","Liable","Gwendolyn Cuevas","2019-10-07 14:44:57","BROKER_194","Midwest",6000
"Jennifer Jackson","2018-01-01 00:00:00","Male","Liable","David Bittner","2019-10-07 14:44:57","BROKER_185","Midwest",6000
"Chad Russo","2018-01-01 00:00:00","Male","Liable","George Curry","2019-10-07 14:44:57","BROKER_1133","North West",4000
"Jeffrey Miranda","2018-01-01 00:00:00","Female","Liable","Elaine Garner","2019-10-07 14:44:57","BROKER_2031","North West",3000
"Lisa Lewis","2018-01-01 00:00:00","Female","Liable","Clara Hart","2019-10-07 14:44:57","BROKER_1134","North West",3000
"Meagan Combs","2018-01-01 00:00:00","Male","Liable","Christopher Stokes","2019-10-07 14:44:57","BROKER_2035","North West",6000
"Sarah Rivas","2018-01-01 00:00:00","Male","Liable","Edward Malinowski","2019-10-07 14:44:57","BROKER_703","North West",7000
"Sarah Rivas","2018-01-01 00:00:00","Male","Liable","George Nazario","2019-10-07 14:44:57","BROKER_1091","North West",3000
"Matthew Hanna","2018-01-01 00:00:00","Female","Liable","Bernadette Sullivan","2019-10-07 14:44:57","BROKER_1537","South East",5000
"Sandra Parker","2018-01-01 00:00:00","Female","Liable","Amanda Rice","2019-10-07 14:44:57","BROKER_1539","South East",6000
"James Coleman","2018-01-01 00:00:00","Male","Policy Ninja","Francisco Shepherd","2019-10-07 14:44:57","BROKER_279","Midwest",3000
"Monica Campbell","2018-01-01 00:00:00","Male","Policy Ninja","James McDuffie","2019-10-07 14:44:57","BROKER_2112","North East",3000
"Monica Campbell","2018-01-01 00:00:00","Female","Policy Ninja","Tory Berryhill","2019-10-07 14:44:57","BROKER_739","North East",6000
"Jeffrey Miranda","2018-01-01 00:00:00","Female","Policy Ninja","Dorothy Smith","2019-10-07 14:44:57","BROKER_2113","North West",5000
"Sarah Rivas","2018-01-01 00:00:00","Female","Policy Ninja","Anna Moses","2019-10-07 14:44:57","BROKER_1173","North West",5000
"Matthew Hanna","2018-01-01 00:00:00","Female","Policy Ninja","Glenna Diaz","2019-10-07 14:44:57","BROKER_1640","South East",3000
"Meagan Combs","2018-01-01 00:00:00","Female","Policy Ninja","Carla Fischer","2019-10-07 14:44:57","BROKER_1697","South West",6000
"James Coleman","2018-01-01 00:00:00","Female","PrudentEdge","Julia Dunaway","2019-10-07 14:44:57","BROKER_390","Midwest",3000
"James Coleman","2018-01-01 00:00:00","Female","PrudentEdge","Katherine Johnson","2019-10-07 14:44:57","BROKER_378","Midwest",4000
"James Coleman","2018-01-01 00:00:00","Female","PrudentEdge","Mary Garcia","2019-10-07 14:44:57","BROKER_386","Midwest",6000
"Jennifer Jackson","2018-01-01 00:00:00","Female","PrudentEdge","Alisha Beecham","2019-10-07 14:44:57","BROKER_410","Midwest",4000
"Jeffrey Miranda","2018-01-01 00:00:00","Male","PrudentEdge","Adam Jenkins","2019-10-07 14:44:57","BROKER_2232","North West",6000
"Meagan Combs","2018-01-01 00:00:00","Male","PrudentEdge","Fred Lockman","2019-10-07 14:44:57","BROKER_1803","North West",5000
"Meagan Combs","2018-01-01 00:00:00","Male","PrudentEdge","John Kelly","2019-10-07 14:44:57","BROKER_2215","North West",5000
"Sarah Rivas","2018-01-01 00:00:00","Male","PrudentEdge","Daniel Miller","2019-10-07 14:44:57","BROKER_1320","North West",4000
"Sarah Rivas","2018-01-01 00:00:00","Female","PrudentEdge","Gail Lopez","2019-10-07 14:44:57","BROKER_1282","North West",4000
"Anne Powers","2018-01-01 00:00:00","Female","PrudentEdge","Carol Culbertson","2019-10-07 14:44:57","BROKER_1763","South East",5000
"Anne Powers","2018-01-01 00:00:00","Female","PrudentEdge","Clara Dewees","2019-10-07 14:44:57","BROKER_1739","South East",4000
"Sandra Parker","2018-01-01 00:00:00","Female","PrudentEdge","Elizabeth Johnson","2019-10-07 14:44:57","BROKER_1760","South East",5000
"Sandra Parker","2018-01-01 00:00:00","Female","PrudentEdge","Emily Mercer","2019-10-07 14:44:57","BROKER_842","South East",4000
"Sandra Parker","2018-01-01 00:00:00","Female","PrudentEdge","Joyce Curry","2019-10-07 14:44:57","BROKER_840","South East",5000
"Sandra Parker","2018-01-01 00:00:00","Female","PrudentEdge","Kathryn Delgado","2019-10-07 14:44:57","BROKER_1746","South East",7000
"Jeffrey Miranda","2018-01-01 00:00:00","Male","PrudentEdge","Gregory Lugo","2019-10-07 14:44:57","BROKER_858","South West",6000
"Jeffrey Miranda","2018-01-01 00:00:00","Male","PrudentEdge","Jeffrey Smith","2019-10-07 14:44:57","BROKER_857","South West",4000
"James Coleman","2018-01-01 00:00:00","Female","Securingg","Barbara Haley","2019-10-07 14:44:57","BROKER_522","Midwest",6000
"James Coleman","2018-01-01 00:00:00","Male","Securingg","Bryan Kear","2019-10-07 14:44:57","BROKER_957","Midwest",4000
"James Coleman","2018-01-01 00:00:00","Female","Securingg","Jessica Anderson","2019-10-07 14:44:57","BROKER_525","Midwest",6000
"James Coleman","2018-01-01 00:00:00","Male","Securingg","Jessie Ortiz","2019-10-07 14:44:57","BROKER_529","Midwest",7000
"James Coleman","2018-01-01 00:00:00","Female","Securingg","Norma Brown","2019-10-07 14:44:57","BROKER_560","Midwest",6000
"Jennifer Jackson","2018-01-01 00:00:00","Female","Securingg","Angela Graham","2019-10-07 14:44:57","BROKER_559","Midwest",5000
"Evan Bullock","2018-01-01 00:00:00","Female","Securingg","Angela Powers","2019-10-07 14:44:57","BROKER_953","North East",5000
"Monica Campbell","2018-01-01 00:00:00","Male","Securingg","Don Alexander","2019-10-07 14:44:57","BROKER_955","North East",3000
"Monica Campbell","2018-01-01 00:00:00","Male","Securingg","Harold McNelly","2019-10-07 14:44:57","BROKER_987","North East",6000
"Monica Campbell","2018-01-01 00:00:00","Male","Securingg","Jamal Valle","2019-10-07 14:44:57","BROKER_951","North East",4000
"Chad Russo","2018-01-01 00:00:00","Female","Securingg","Brenda Gosselin","2019-10-07 14:44:57","BROKER_1411","North West",5000
"Jeffrey Miranda","2018-01-01 00:00:00","Female","Securingg","Brianne Copeland","2019-10-07 14:44:57","BROKER_2372","North West",6000
"Meagan Combs","2018-01-01 00:00:00","Female","Securingg","Hattie Maxwell","2019-10-07 14:44:57","BROKER_2332","North West",6000
"Meagan Combs","2018-01-01 00:00:00","Male","Securingg","James Gomez","2019-10-07 14:44:57","BROKER_2341","North West",3000
"Sarah Rivas","2018-01-01 00:00:00","Female","Securingg","Gloria Weller","2019-10-07 14:44:57","BROKER_1377","North West",4000
"Anne Powers","2018-01-01 00:00:00","Male","Securingg","Benjamin Unzueta","2019-10-07 14:44:57","BROKER_1916","South East",3000
"Lisa Lewis","2018-01-01 00:00:00","Female","Securingg","Kelly Dupree","2019-10-07 14:44:57","BROKER_1375","South West",3000
"Lisa Lewis","2018-01-01 00:00:00","Male","Securingg","Louis Fuller","2019-10-07 14:44:57","BROKER_1383","South West",5000
