"Owner_SmallPhotoUrl","Status","Owner","LeadSource","IsConverted","Rating","CreatedDate","LastProcessedDate","Name","Owner_Name","LeadActivities","ConvertedOppAmount"
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Purchased List","FALSE","Cold","2021-01-11","2021-01-28","Obama","Sofia Lopez",15,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing - Contacted","Deepu CSEG","Other","FALSE","Warm","2021-01-20","2021-01-28","Kevyn Load","Tawnia Williams",18,23500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Other","TRUE","Hot","2021-01-13","2021-01-28","Lauryn Kener","Sofia Lopez",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Trade Show","FALSE","Cold","2021-01-06","2021-01-28","Tomas Greenleaf","Justin Chen",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Other","FALSE","Warm","2021-01-25","2021-01-28","Mateo Beig","Thomas Oliver",6,63000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Advertisement","FALSE","Hot","2021-01-16","2021-01-28","Abramo Morrissey","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Qualified","G M","Other","TRUE","Warm","2021-01-13","2021-01-28","Sylvester Verrillo","Thomas Oliver",15,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Employee Referral","FALSE","Warm","2021-01-05","2021-01-28","Nickola Missington","Sofia Lopez",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing","Deepu CSEG","Employee Referral","FALSE","Hot","2021-01-27","2021-01-28","Adrien Filtness","Tawnia Williams",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","FALSE","Cold","2021-01-19","2021-01-28","Rachel Adams (Sample)","Sofia Lopez",22,50000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Qualified","G M","Advertisement","TRUE","Warm","2021-01-10","2021-01-28","Kandy Windrus","Thomas Oliver",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","New","Qianwen Dong","Other","FALSE","Warm","2021-01-01","2021-01-28","Calley Sawdy","Justin Chen",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Purchased List","FALSE","Hot","2021-01-23","2021-01-28","Jaquelyn Boow","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working","G M","Employee Referral","FALSE","Cold","2021-01-15","2021-01-28","Brandea Starton","Thomas Oliver",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working  - Contacted","Deepu CSEG","Other","TRUE","Warm","2021-01-27","2021-01-28","Penn Burford","Tawnia Williams",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing","Qianwen Dong","Employee Referral","FALSE","Hot","2021-01-10","2021-01-28","Ximenes Haymes","Justin Chen",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Advertisement","FALSE","Warm","2021-01-26","2021-01-28","Korry Ardron","Sofia Lopez",5,40000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2021-01-19","2021-01-28","Benedikta Esser","Sofia Lopez",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Qualified","G M","Employee Referral","FALSE","Cold","2021-01-05","2021-01-28","Pennie Osboldstone","Thomas Oliver",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Employee Referral","TRUE","Hot","2021-01-12","2021-01-28","Lisetta Starrs","Justin Chen",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working","G M","Trade Show","FALSE","Warm","2021-01-18","2021-01-28","Byran Vankin","Thomas Oliver",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working  - Contacted","Deepu CSEG","Purchased List","FALSE","Warm","2021-01-25","2021-01-28","Eustace Gibbe","Tawnia Williams",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Advertisement","FALSE","Cold","2021-01-05","2021-01-28","Renae Meiner","Sofia Lopez",10,30000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Employee Referral","TRUE","Hot","2021-01-12","2021-01-28","Heda Grimshaw","Sofia Lopez",0,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2021-01-24","2021-01-28","Boote Tweddle","Sofia Lopez",13,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Other","FALSE","Warm","2021-01-19","2021-01-28","Lesley Dominique","Justin Chen",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Employee Referral","FALSE","Hot","2021-01-09","2021-01-28","Maia Porter","Thomas Oliver",21,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Advertisement","TRUE","Cold","2021-01-26","2021-01-28","Dominique Bibey","Sofia Lopez",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","New","G M","Other","FALSE","Warm","2021-01-17","2021-01-28","Reuven Sprigin","Thomas Oliver",21,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Converted","Deepu CSEG","Other","FALSE","Hot","2021-01-05","2021-01-28","Shandra D'Alessio","Tawnia Williams",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Other","TRUE","Warm","2021-01-07","2021-01-28","Kingsly Blackstone","Sofia Lopez",19,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Employee Referral","FALSE","Warm","2021-01-24","2021-01-28","Martie Spradbery","Sofia Lopez",0,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Purchased List","FALSE","Cold","2021-01-13","2021-01-28","LutherKing","Justin Chen",14,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Other","FALSE","Warm","2021-01-16","2021-01-28","Laurene Bathurst","Thomas Oliver",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Employee Referral","TRUE","Hot","2021-01-12","2021-01-28","Jesse Dincke","Sofia Lopez",14,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Other","FALSE","Warm","2021-01-15","2021-01-28","Christabella Meckiff","Thomas Oliver",12,18500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Trade Show","FALSE","Cold","2021-01-25","2021-01-28","Normand Carvilla","Sofia Lopez",14,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Working  - Contacted","Qianwen Dong","Advertisement","FALSE","Warm","2021-01-07","2021-01-28","Dyna Schooley","Justin Chen",0,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Advertisement","TRUE","Hot","2021-01-23","2021-01-28","Ynes Oganian","Sofia Lopez",13,15500
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","New","G M","Employee Referral","FALSE","Warm","2021-01-04","2021-01-28","Linnea Braybrookes","Thomas Oliver",5,71000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working","Deepu CSEG","Other","FALSE","Hot","2021-01-12","2021-01-28","Kassey Devenny","Tawnia Williams",14,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Other","FALSE","Cold","2021-01-20","2021-01-28","Nikos Dennerley","Justin Chen",9,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working  - Contacted","Deepu CSEG","Employee Referral","FALSE","Warm","2021-01-13","2021-01-28","Aguie Beckingham","Tawnia Williams",14,18000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Purchased List","TRUE","Warm","2021-01-01","2021-01-28","Moyra Milier","Sofia Lopez",25,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","FALSE","Hot","2021-01-23","2021-01-28","Corly Randal","Sofia Lopez",7,76400
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing","G M","Advertisement","FALSE","Cold","2021-01-19","2021-01-28","Viviana Verden","Thomas Oliver",21,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2021-01-12","2021-01-28","Ddene Gail","Sofia Lopez",11,17500
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing","G M","Employee Referral","TRUE","Warm","2021-01-07","2021-01-28","Sasha Slocom","Thomas Oliver",12,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Qualified","Qianwen Dong","Other","FALSE","Hot","2021-01-25","2021-01-28","Kinnie Samter","Justin Chen",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working","Deepu CSEG","Advertisement","FALSE","Warm","2021-01-25","2021-01-28","Alphonso Acey","Tawnia Williams",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Employee Referral","TRUE","Cold","2021-01-10","2021-01-28","Claudia Treagust","Thomas Oliver",13,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Purchased List","FALSE","Warm","2021-01-19","2021-01-28","Ashley Gligorijevic","Sofia Lopez",22,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Qualified","Qianwen Dong","Employee Referral","FALSE","Hot","2021-01-20","2021-01-28","Camile Maylin","Justin Chen",18,79000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Trade Show","FALSE","Warm","2021-01-25","2021-01-28","Theo Chesman","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working  - Contacted","G M","Other","FALSE","Hot","2021-01-18","2021-01-28","Fayina Chattaway","Thomas Oliver",15,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","TRUE","Cold","2021-01-08","2021-01-28","Anett Link","Sofia Lopez",21,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing","Deepu CSEG","Employee Referral","FALSE","Warm","2021-01-07","2021-01-28","Stafani Luquet","Tawnia Williams",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Advertisement","FALSE","Warm","2021-01-23","2021-01-28","Sylvia Drysdall","Sofia Lopez",25,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working  - Contacted","G M","Other","FALSE","Hot","2021-01-03","2021-01-28","Reed Kleine","Thomas Oliver",14,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Other","TRUE","Cold","2021-01-16","2021-01-28","Trumpy","Justin Chen",20,107000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Purchased List","FALSE","Hot","2021-01-11","2021-01-28","Cristina Ead","Sofia Lopez",6,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Advertisement","FALSE","Warm","2021-01-22","2021-01-28","Hope","Thomas Oliver",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Employee Referral","FALSE","Warm","2021-01-08","2021-01-28","Shermie Schimann","Sofia Lopez",9,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","TRUE","Warm","2021-01-07","2021-01-28","Fremont Brunsden","Sofia Lopez",0,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working","Deepu CSEG","Other","FALSE","Hot","2021-01-21","2021-01-28","Enriqueta Mager","Tawnia Williams",14,25000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Working  - Contacted","G M","Employee Referral","FALSE","Cold","2021-01-24","2021-01-28","Le","Thomas Oliver",13,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing","Qianwen Dong","Advertisement","FALSE","Warm","2021-01-04","2021-01-28","Clementina Treslove","Justin Chen",22,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Employee Referral","TRUE","Hot","2021-01-15","2021-01-28","Thorny Hodcroft","Sofia Lopez",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2021-01-25","2021-01-28","Aniston","Sofia Lopez",6,34000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Working","Qianwen Dong","Other","FALSE","Warm","2021-01-14","2021-01-28","Stillmann Doherty","Justin Chen",24,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Trade Show","TRUE","Cold","2021-01-15","2021-01-28","Whitman Ferrillio","Sofia Lopez",8,56200
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Qualified","G M","Employee Referral","FALSE","Hot","2021-01-10","2021-01-28","Boony Emanuelov","Thomas Oliver",0,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working  - Contacted","Deepu CSEG","Other","FALSE","Warm","2021-01-07","2021-01-28","Vincenty Eckhard","Tawnia Williams",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing","G M","Advertisement","FALSE","Cold","2021-01-25","2021-01-28","Darelle Roddick","Thomas Oliver",24,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Other","TRUE","Warm","2021-01-08","2021-01-28","Mariana Keuneke","Justin Chen",13,150000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Employee Referral","FALSE","Hot","2021-01-07","2021-01-28","Shalom Semple","Sofia Lopez",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","FALSE","Warm","2021-01-15","2021-01-28","Adrianne Sprulls","Sofia Lopez",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Other","FALSE","Warm","2021-01-27","2021-01-28","Saidee Ruprecht","Sofia Lopez",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working","Deepu CSEG","Employee Referral","FALSE","Cold","2021-01-09","2021-01-28","Lotti Macvey","Tawnia Williams",5,19800
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing - Contacted","G M","Advertisement","TRUE","Warm","2021-01-15","2021-01-28","Jo Dayley","Thomas Oliver",25,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Purchased List","FALSE","Hot","2021-01-02","2021-01-28","Kelila Ruscoe","Justin Chen",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Purchased List","FALSE","Hot","2021-01-26","2021-01-28","Spacey","Sofia Lopez",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Employee Referral","FALSE","Warm","2021-01-15","2021-01-28","Elsi Faircliffe","Thomas Oliver",9,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","TRUE","Warm","2021-01-23","2021-01-28","Dorine Rowberry","Sofia Lopez",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing","G M","Other","FALSE","Hot","2021-01-12","2021-01-28","Aviva Gornal","Thomas Oliver",0,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Advertisement","FALSE","Cold","2021-01-18","2021-01-28","Channa Tamsett","Justin Chen",23,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working","Deepu CSEG","Trade Show","TRUE","Warm","2021-01-07","2021-01-28","Ezra Guage","Tawnia Williams",11,17500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","FALSE","Warm","2021-01-09","2021-01-28","Toni Wainwright","Sofia Lopez",6,11500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Converted","R CSEG","Other","FALSE","Hot","2021-01-22","2021-01-28","Kerry Grist","Sofia Lopez",25,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Employee Referral","FALSE","Warm","2021-01-17","2021-01-28","Alanna Brede","Sofia Lopez",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing","G M","Employee Referral","FALSE","Cold","2021-01-08","2021-01-28","Marcellus Disman","Thomas Oliver",11,13000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Purchased List","TRUE","Hot","2021-01-27","2021-01-28","Judon Raxworthy","Justin Chen",15,40800
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","New","R CSEG","Other","FALSE","Warm","2021-01-19","2021-01-28","Ali","Sofia Lopez",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Qualified","Deepu CSEG","Advertisement","FALSE","Cold","2021-01-04","2021-01-28","Whit Bodicam","Tawnia Williams",6,47200
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Other","FALSE","Warm","2021-01-14","2021-01-28","Winnie Cradey","Sofia Lopez",15,11500
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Nurturing - Contacted","Qianwen Dong","Employee Referral","TRUE","Hot","2021-01-28","2021-01-28","Edmon Robelet","Justin Chen",10,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Other","FALSE","Warm","2021-01-15","2021-01-28","Hodge Tottle","Thomas Oliver",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing - Contacted","R CSEG","Advertisement","FALSE","Cold","2021-01-07","2021-01-28","Sigismund Fort","Sofia Lopez",9,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Qualified","G M","Employee Referral","FALSE","Warm","2021-01-13","2021-01-28","Picasso","Thomas Oliver",8,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Nurturing","R CSEG","Other","TRUE","Hot","2021-01-26","2021-01-28","Gardie Atthowe","Sofia Lopez",7,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Purchased List","FALSE","Warm","2021-01-16","2021-01-28","Vivienne Daddow","Thomas Oliver",19,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","New","Qianwen Dong","Trade Show","FALSE","Cold","2021-01-02","2021-01-28","Madonna Ralls","Justin Chen",5,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Working  - Contacted","Deepu CSEG","Other","TRUE","Warm","2021-01-11","2021-01-28","Ilse Nezey","Tawnia Williams",20,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working  - Contacted","R CSEG","Employee Referral","FALSE","Hot","2021-01-25","2021-01-28","Bobine Orrobin","Sofia Lopez",23,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Other","FALSE","Warm","2021-01-01","2021-01-28","Gwyneth Hardman","Sofia Lopez",22,0
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Converted","G M","Employee Referral","FALSE","Hot","2021-01-17","2021-01-28","Camile Knolles-Green","Thomas Oliver",11,0
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Working","R CSEG","Advertisement","TRUE","Cold","2021-01-10","2021-01-28","Cortie Andreoletti","Sofia Lopez",15,33000
"https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T","Nurturing","G M","Advertisement","FALSE","Warm","2021-01-06","2021-01-28","Cordie Hattigan","Thomas Oliver",11,27000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T","Nurturing - Contacted","Deepu CSEG","Other","FALSE","Warm","2021-01-20","2021-01-28","Naomi de Quincey","Tawnia Williams",12,20000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T","Converted","Qianwen Dong","Other","FALSE","Hot","2021-01-22","2021-01-28","Perry","Justin Chen",19,32000
"https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T","Qualified","R CSEG","Purchased List","TRUE","Warm","2021-01-27","2021-01-28","Madelon Krystek","Sofia Lopez",9,0
