"AccountId","MemberTier.TierGroup.Program.Name","MembershipEndDate","ReferredById","MemberTier.Name","MemberCurrency.Name","Contact_MailingState","MemberTier.LoyaltyTierGroupId","MemberTier.Id","MemberTier.TierGroup.SelectedTierGroup_Flag","MemberTenure","Program.Name","Contact.MailingState","EnrollmentChannel","IsAReferral","Contact_Account.Id","ProgramId","MemberTier.TierGroup.Program.Status","MemberTier.EffectiveDate","Id","MemberName","MemberTier.TierGroup.Name","MemberTier.TierExpirationDate","Contact_MailingCity","MemberTier.LoyaltyMemberId","ContactId","MemberTier.TierGroup.Program.OwnerId","MemberTier.CreatedDate","EnrollmentDate","Contact_City_State","Contact.Birthdate","Account.BillingCity","isTrainingData","Account.BillingState","MemberTier.TierGroup.Program.Id","AccountContactId","Contact.Name","MemberTier.TierGroup.Id","LeadOrContactName","TransactionJournal.Last_Transaction_Activity_Date","MemberTier.TierGroup.LoyaltyProgramId","MemberType","Contact.MailingCity","MemberTier.LoyaltyTierId","LastActivityDate","Account.Name","InactivityFlag","LeadOrContactId","MemberStatus","Contact_Account.Name","MemberCurrency.Ledger.Current_Accrued_Points","Months_in_Tier","MemberCurrency.Ledger.Previous_Redeemed_Points","MemberCurrency.Ledger.Previous_Accrued_Points","Membership_Duration_days","Current_Transaction_Frequency","Transactions.Transaction_Amount_all","Transactions.Transaction_Amount_Previous_Period","Transactions.DaysBetweenCurrentTransactions","Transactions.Transaction_Amount_Current_Period","Member_Count","DaysSinceLastActivity","Previous_Transaction_Frequency","MemberCurrency.Ledger.Current_Expired_Points","MemberCurrency.PointsBalance","Referred.Member_Count","MemberCurrency.Ledger.Previous_Expired_Points","Engagement_Score","Transactions.Accrual_Transactions_Current_Period","InactivityScore","Transactions.DaysBetweenPreviousTransactions","Transactions.Redemption_Transactions_Previous_Period","Transactions.Redemption_Transactions_Current_Period","Contact_Age","MemberCurrency.Ledger.Current_Redeemed_Points","Transactions.Transactions_all","Transactions.Accrual_Transactions_Previous_Period"
,"Xplore",,,"Quartz","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsSIAW","Yes","4.6-9 months","Xplore",,"CallCenter","false",,"0lpB0000000TN3zIAG","Active","2020-10-19","0lMB0000000TNUBMA4","Cora Allmand","Regular","2021-10-19",,"0lMB0000000TNUBMA4","003B000000HQ1JGIA1","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2020-03-15",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1JGIA1","Cora Allmand","0ltB0000000TN3uIAG","Cora Allmand","2020-08-04T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKtIAM",,,"false","003B000000HQ1JGIA1","Active",,0,2,0,0,267,0,30447,0,0,0,1,125,0,0,27801,1,0,99.93,0,0.07,0,0,0,0,0,32,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsUIAW","Yes","9.NA","Xplore",,"POS","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUCMA4","Ruby Allmon","Regular",,,"0lMB0000000TNUCMA4","003B000000HQ1JFIA1","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-11-25",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1JFIA1","Ruby Allmon","0ltB0000000TN3uIAG","Ruby Allmon","2022-04-21T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1JFIA1","Active",,0,0,0,0,-352,0,29923,0,0,0,1,-499,0,0,40509,1,0,99.94,0,0.06,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsWIAW","Yes","9.NA","Xplore",,"Web","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUDMA4","Eva Allmond","Regular",,,"0lMB0000000TNUDMA4","003B000000HQ1JEIA1","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-10-08",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1JEIA1","Eva Allmond","0ltB0000000TN3uIAG","Eva Allmond","2022-03-05T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1JEIA1","Active",,0,0,0,0,-304,0,33468,0,0,0,1,-452,0,0,39828,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsYIAW","Yes","9.NA","Xplore",,"Email","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUEMA4","Serenity Allnutt","Regular",,,"0lMB0000000TNUEMA4","003B000000HQ1JDIA1","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-12-17",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1JDIA1","Serenity Allnutt","0ltB0000000TN3uIAG","Serenity Allnutt","2022-05-15T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1JDIA1","Active",,0,0,0,0,-374,0,30181,0,0,0,1,-523,0,0,36932,1,0,99.94,0,0.06,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsaIAG","Yes","9.NA","Xplore",,"Social","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUFMA4","Autumn Allocca","Regular",,,"0lMB0000000TNUFMA4","003B000000HQ1JCIA1","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-06-01",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1JCIA1","Autumn Allocca","0ltB0000000TN3uIAG","Autumn Allocca","2021-10-22T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1JCIA1","Active",,0,0,0,0,-175,0,33285,0,0,0,1,-318,0,0,36720,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed","CO","0ltB0000000TN3uIAG","0lyB0000000TNscIAG","Yes","4.6-9 months","Xplore","CO","CallCenter","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUGMA4","Adeline Allocco","Regular",,"Golden","0lMB0000000TNUGMA4","003B000000HQ1JBIA1","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2020-05-29","Golden - CO",,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1JBIA1","Adeline Allocco","0ltB0000000TN3uIAG","Adeline Allocco","2020-10-26T00:00:00.000Z","0lpB0000000TN3zIAG","Individual","Golden","0lgB00000008OKpIAM",,,"false","003B000000HQ1JBIA1","Active",,0,0,0,0,192,0,27165,0,0,0,1,42,0,0,34323,1,0,99.98,0,0.02,0,0,0,0,0,31,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNseIAG","Yes","1.< 1 month","Xplore",,"POS","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUHMA4","Hailey Allon","Regular",,,"0lMB0000000TNUHMA4","003B000000HQ1JAIA1","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2020-11-25",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1JAIA1","Hailey Allon","0ltB0000000TN3uIAG","Hailey Allon","2021-04-21T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1JAIA1","Active",,0,0,0,0,12,0,29852,0,0,0,1,-134,0,0,38617,1,0,99.94,0,0.06,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed","CO","0ltB0000000TN3uIAG","0lyB0000000TNsgIAG","Yes","3.3-6 months","Xplore","CO","Web","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUIMA4","Gianna Allor","Regular",,"Colorado Springs","0lMB0000000TNUIMA4","003B000000HQ1J9IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2020-08-08","Colorado Springs - CO",,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J9IAL","Gianna Allor","0ltB0000000TN3uIAG","Gianna Allor","2020-12-31T00:00:00.000Z","0lpB0000000TN3zIAG","Individual","Colorado Springs","0lgB00000008OKpIAM",,,"false","003B000000HQ1J9IAL","Active",,0,0,0,0,121,0,33493,0,0,0,1,-23,0,0,37975,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsiIAG","Yes","4.6-9 months","Xplore",,"Email","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUJMA4","Valentina Alloway","Regular",,,"0lMB0000000TNUJMA4","003B000000HQ1J8IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2020-06-07",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J8IAL","Valentina Alloway","0ltB0000000TN3uIAG","Valentina Alloway","2020-11-03T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1J8IAL","Active",,0,0,0,0,183,0,30614,0,0,0,1,34,0,0,37342,1,0,99.93,0,0.07,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNskIAG","Yes","9.NA","Xplore",,"Social","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUKMA4","Isla Allphin","Regular",,,"0lMB0000000TNUKMA4","003B000000HQ1J7IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-04-01",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J7IAL","Isla Allphin","0ltB0000000TN3uIAG","Isla Allphin","2021-08-21T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1J7IAL","Active",,0,0,0,0,-114,0,32087,0,0,0,1,-256,0,0,39887,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsmIAG","Yes","9.NA","Xplore",,"CallCenter","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNULMA4","Eliana Allred","Regular",,,"0lMB0000000TNULMA4","003B000000HQ1J6IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-01-27",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J6IAL","Eliana Allred","0ltB0000000TN3uIAG","Eliana Allred","2021-06-25T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1J6IAL","Active",,0,0,0,0,-50,0,28040,0,0,0,1,-199,0,0,36089,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed","AR","0ltB0000000TN3uIAG","0lyB0000000TNsoIAG","Yes","3.3-6 months","Xplore","AR","POS","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUMMA4","Quinn Allridge","Regular",,"Mountain Home","0lMB0000000TNUMMA4","003B000000HQ1J5IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2020-08-14","Mountain Home - AR",,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J5IAL","Quinn Allridge","0ltB0000000TN3uIAG","Quinn Allridge","2021-01-10T00:00:00.000Z","0lpB0000000TN3zIAG","Individual","Mountain Home","0lgB00000008OKpIAM",,,"false","003B000000HQ1J5IAL","Active",,0,0,0,0,115,0,28992,0,0,0,1,-33,0,0,37486,1,0,99.95,0,0.05,0,0,0,0,0,32,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsqIAG","Yes","9.NA","Xplore",,"Web","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUNMA4","Nevaeh Alls","Regular",,,"0lMB0000000TNUNMA4","003B000000HQ1J4IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2020-12-28",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J4IAL","Nevaeh Alls","0ltB0000000TN3uIAG","Nevaeh Alls","2021-05-22T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1J4IAL","Active",,0,0,0,0,-20,0,26178,0,0,0,1,-165,0,0,37864,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNssIAG","Yes","9.NA","Xplore",,"Email","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUOMA4","Ivy Allsbrook","Regular",,,"0lMB0000000TNUOMA4","003B000000HQ1J3IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-02-19",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J3IAL","Ivy Allsbrook","0ltB0000000TN3uIAG","Ivy Allsbrook","2021-07-17T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1J3IAL","Active",,0,0,0,0,-73,0,31152,0,0,0,1,-221,0,0,39408,1,0,99.93,0,0.07,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsuIAG","Yes","9.NA","Xplore",,"Social","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUPMA4","Sadie Allsbrooks","Regular",,,"0lMB0000000TNUPMA4","003B000000HQ1J2IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-05-26",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J2IAL","Sadie Allsbrooks","0ltB0000000TN3uIAG","Sadie Allsbrooks","2021-10-13T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1J2IAL","Active",,0,0,0,0,-169,0,28713,0,0,0,1,-309,0,0,37018,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNswIAG","Yes","9.NA","Xplore",,"CallCenter","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUQMA4","Piper Allscheid","Regular",,,"0lMB0000000TNUQMA4","003B000000HQ1J1IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-04-13",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J1IAL","Piper Allscheid","0ltB0000000TN3uIAG","Piper Allscheid","2021-09-05T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1J1IAL","Active",,0,0,0,0,-126,0,32942,0,0,0,1,-271,0,0,37846,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNsyIAG","Yes","9.NA","Xplore",,"POS","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNURMA4","Emmanuel Aboshihata","Regular",,,"0lMB0000000TNURMA4","003B000000HQ1J0IAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-11-16",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1J0IAL","Emmanuel Aboshihata","0ltB0000000TN3uIAG","Emmanuel Aboshihata","2022-04-15T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1J0IAL","Active",,0,0,0,0,-343,0,31582,0,0,0,1,-493,0,0,39208,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNt0IAG","Yes","9.NA","Xplore",,"Web","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUSMA4","Max Abilay","Regular",,,"0lMB0000000TNUSMA4","003B000000HQ1IzIAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-10-25",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1IzIAL","Max Abilay","0ltB0000000TN3uIAG","Max Abilay","2022-03-24T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1IzIAL","Active",,0,0,0,0,-321,0,28119,0,0,0,1,-471,0,0,39106,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNt2IAG","Yes","9.NA","Xplore",,"Email","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUTMA4","Carlos Abild","Regular",,,"0lMB0000000TNUTMA4","003B000000HQ1IyIAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2021-09-26",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1IyIAL","Carlos Abild","0ltB0000000TN3uIAG","Carlos Abild","2022-02-21T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1IyIAL","Active",,0,0,0,0,-292,0,31766,0,0,0,1,-440,0,0,40145,1,0,99.95,0,0.05,0,0,0,0,0,33,0
,"Xplore",,,"Bronze","Nights Stayed",,"0ltB0000000TN3uIAG","0lyB0000000TNt4IAG","Yes","4.6-9 months","Xplore",,"Social","false",,"0lpB0000000TN3zIAG","Active",,"0lMB0000000TNUUMA4","Kaiden Abilez","Regular",,,"0lMB0000000TNUUMA4","003B000000HQ1IxIAL","005B0000006yDPFIA2","2020-10-14T07:28:48.000Z","2020-03-15",,,,"true",,"0lpB0000000TN3zIAG","003B000000HQ1IxIAL","Kaiden Abilez","0ltB0000000TN3uIAG","Kaiden Abilez","2020-08-10T00:00:00.000Z","0lpB0000000TN3zIAG","Individual",,"0lgB00000008OKpIAM",,,"false","003B000000HQ1IxIAL","Active",,0,0,0,0,267,0,30662,0,0,0,1,119,0,0,28016,1,0,99.94,0,0.06,0,0,0,0,0,33,0
