"Quote","Status","Record_ID","Line_Item_Number","Name","Quote_Name"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhZAAU","00007780","87 Imperial Ct #79","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhaAAE","00007792","94 W Dodge Rd","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhbAAE","00007804","4 58th St #3519","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhcAAE","00007816","5221 Bear Valley Rd","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhdAAE","00007828","9648 S Main","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IheAAE","00007840","7 S San Marcos Rd","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhfAAE","00007852","812 S Haven St","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhgAAE","00007864","3882 W Congress St #799","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhhAAE","00007876","4 E Colonial Dr","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhiAAE","00007888","45 2nd Ave #9759","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhjAAE","00007900","57254 Brickell Ave #372","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhkAAE","00007912","8977 Connecticut Ave Nw #3","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhlAAE","00007924","9 Waydell St","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhmAAE","00007936","43 Huey P Long Ave","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhnAAE","00007948","7563 Cornwall Rd #4462","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhoAAE","00007960","22 Bridle Ln","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhpAAE","00007972","70099 E North Ave","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhqAAE","00007984","3211 E Northeast Loop","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhrAAE","00007996","26 Montgomery St","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhsAAE","00008008","13252 Lighthouse Ave","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhtAAE","00008020","206 Main St #2804","AL +20 Broadband"
"0Q04x0000009hNZCAY","Presented","a5o4x0000001IhuAAE","00008032","96541 W Central Blvd","AL +20 Broadband"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcUAAU",,"4 Bloomfield Ave","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcVAAU",,"429 Tiger Ln","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcWAAU",,"54169 N Main St","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcXAAU",,"92 Main St","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcYAAU",,"72 Mannix Dr","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcZAAU",,"12270 Caton Center Dr","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcaAAE",,"749 W 18th St #45","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcbAAE",,"8 Industry Ln","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IccAAE",,"1 Huntwood Ave","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcdAAE",,"55262 N French Rd","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IceAAE",,"422 E 21st St","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcfAAE",,"501 N 19th Ave","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcgAAE",,"455 N Main Ave","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IchAAE",,"1844 Southern Blvd","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IciAAE",,"2023 Greg St","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcRAAU","00006696","134 Lewis Rd","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcPAAU","00006694","2409 Alabama Rd","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcTAAU","00006698","60480 Old Us Highway 51","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcQAAU","00006695","8927 Vandever Ave","AL VPN"
"0Q04x0000009eUfCAI","Accepted","a5o4x0000001IcSAAU","00006697","9 N College Ave #3","AL VPN"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWYAA2",,"8568 American Park","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWZAA2",,"6277 Kennedy Court","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWaAAM",,"05830 Summit Hill","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWbAAM",,"7 Dakota Park","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWcAAM",,"88 Armistice Place","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWdAAM",,"48822 Farwell Point","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWeAAM",,"0 Melody Trail","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWfAAM",,"08 Warner Lane","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWgAAM",,"84 Mallory Center","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWXAA2","00005233","015 Ridgeway Park","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWVAA2","00005221","060 Anderson Junction","AM Broadband Services"
"0Q04x0000009dh4CAA","Approved","a5o4x0000001IWWAA2","00005227","98 Pennsylvania Park","AM Broadband Services"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IX9AAM","00005431","Candida Corbley","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXAAA2","00005439","Karan Karpin","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXBAA2","00005447","Andra Scheyer","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXCAA2","00005455","Felicidad Poullion","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXDAA2","00005463","Belen Strassner","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXEAA2","00005471","Gracia Melnyk","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXFAA2","00005479","Jolanda Hanafan","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXGAA2","00005487","Barrett Toyama","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXHAA2","00005495","Helga Fredicks","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXIAA2","00005503","Ashlyn Pinilla","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXJAA2","00005511","Fausto Agramonte","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXKAA2","00005519","Ronny Caiafa","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXLAA2","00005527","Marge Limmel","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXMAA2","00005535","Norah Waymire","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXNAA2","00005543","Aliza Baltimore","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXOAA2","00005551","Mozell Pelkowski","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXPAA2","00005559","Viola Bitsuie","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXQAA2","00005567","Franklyn Emard","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXRAA2","00005575","Willodean Konopacki","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXSAA2","00005583","Beckie Silvestrini","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXTAA2","00005591","Rebecka Gesick","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXUAA2","00005599","Frederica Blunk","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXVAA2","00005607","Glen Bartolet","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXWAA2","00005615","Freeman Gochal","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXXAA2","00005623","Vincent Meinerding","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXYAA2","00005631","Rima Bevelacqua","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXZAA2","00005639","Glendora Sarbacher","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXaAAM","00005647","Avery Steier","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXbAAM","00005655","Cristy Lother","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXcAAM","00005663","Nicolette Brossart","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXdAAM","00005671","Tracey Modzelewski","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXeAAM","00005679","Virgina Tegarden","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXfAAM","00005687","Tiera Frankel","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXgAAM","00005695","Alaine Bergesen","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXhAAM","00005703","Earleen Mai","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXiAAM","00005711","Leonida Gobern","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXjAAM","00005719","Ressie Auffrey","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXkAAM","00005727","Justine Mugnolo","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXlAAM","00005735","Eladia Saulter","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXmAAM","00005743","Chaya Malvin","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXnAAM","00005751","Gwenn Suffield","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXoAAM","00005759","Salena Karpel","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXpAAM","00005767","Yoko Fishburne","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXqAAM","00005775","Taryn Moyd","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXrAAM","00005783","Katina Polidori","AV 200 Mobile Subscribers"
"0Q04x0000009doACAQ","Presented","a5o4x0000001IXsAAM","00005791","Rickie Plumer","AV 200 Mobile Subscribers"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYWAA2","00006071","Blair Malet","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYXAA2","00006077","Brock Bolognia","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYYAA2","00006083","Lorrie Nestle","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYZAA2","00006089","Sabra Uyetake","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYaAAM","00006095","Marjory Mastella","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYbAAM","00006101","Karl Klonowski","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYcAAM","00006107","Tonette Wenner","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYdAAM","00006113","Amber Monarrez","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYeAAM","00006119","Shenika Seewald","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYfAAM","00006125","Delmy Ahle","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYgAAM","00006131","Deeanna Juhas","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYhAAM","00006137","Blondell Pugh","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYiAAM","00006143","Jamal Vanausdal","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYjAAM","00006149","Cecily Hollack","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYkAAM","00006155","Carmelina Lindall","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYlAAM","00006161","Maurine Yglesias","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYmAAM","00006167","Tawna Buvens","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYnAAM","00006173","Penney Weight","AV 200 Mobile Subscription"
"0Q04x0000009doyCAA","Accepted","a5o4x0000001IYoAAM","00006179","Elly Morocco","AV 200 Mobile Subscription"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IXtAAM","00005803","a5o4x0000001IXt","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IXuAAM","00005807","a5o4x0000001IXu","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IXvAAM","00005811","a5o4x0000001IXv","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IXwAAM","00005815","a5o4x0000001IXw","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IXxAAM","00005819","a5o4x0000001IXx","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IXyAAM","00005823","a5o4x0000001IXy","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IXzAAM","00005827","a5o4x0000001IXz","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IY0AAM","00005831","a5o4x0000001IY0","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IY1AAM","00005835","a5o4x0000001IY1","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IY2AAM","00005839","a5o4x0000001IY2","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IY3AAM","00005843","a5o4x0000001IY3","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IY4AAM","00005847","a5o4x0000001IY4","AV WAN"
"0Q04x0000009doKCAQ","Accepted","a5o4x0000001IY5AAM","00005851","a5o4x0000001IY5","AV WAN"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001ILvAAM",,"Ilene Eroman","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001ILwAAM",,"Vallie Mondella","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001ILxAAM",,"Kallie Blackwood","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001ILyAAM",,"Johnetta Abdallah","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001ILzAAM","00003401","Bobbye Rhym","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001IM4AAM","00003431","Delisa Crupi","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001IM7AAM","00003455","Devorah Chickering","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001IM6AAM","00003449","Elza Lipke","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001IM3AAM","00003425","Laurel Reitler","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001IM0AAM","00003407","Micaela Rhymes","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001IM2AAM","00003419","Moon Parlato","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001IM1AAM","00003413","Tamar Hoogland","AbV 2000 Mobile subscribers"
"0Q04x0000009bRmCAI","Accepted","a5o4x0000001IM5AAM","00003443","Viva Toelkes","AbV 2000 Mobile subscribers"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001IT5AAM","00004077","42744 Hamann Industrial Pky #82","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001IT6AAM","00004083","1950 5th Ave","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001IT7AAM","00004089","61304 N French Rd","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001IT8AAM",,"87 Imperial Ct #79","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001IT9AAM",,"94 W Dodge Rd","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITAAA2",,"4 58th St #3519","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITBAA2",,"5221 Bear Valley Rd","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITCAA2",,"9648 S Main","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITDAA2",,"7 S San Marcos Rd","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITEAA2",,"812 S Haven St","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITFAA2",,"3882 W Congress St #799","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITGAA2",,"4 E Colonial Dr","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITHAA2",,"45 2nd Ave #9759","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITIAA2",,"57254 Brickell Ave #372","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITJAA2",,"8977 Connecticut Ave Nw #3","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITKAA2",,"9 Waydell St","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITLAA2",,"43 Huey P Long Ave","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITMAA2",,"7563 Cornwall Rd #4462","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITNAA2",,"22 Bridle Ln","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITOAA2",,"70099 E North Ave","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITPAA2",,"3211 E Northeast Loop","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITQAA2",,"26 Montgomery St","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITRAA2",,"13252 Lighthouse Ave","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITSAA2",,"206 Main St #2804","Ar 500 Internet"
"0Q04x0000009dKUCAY","Accepted","a5o4x0000001ITTAA2",,"96541 W Central Blvd","Ar 500 Internet"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkMAAU","00008688","42744 Hamann Industrial Pky #82","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkNAAU","00008694","1950 5th Ave","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkOAAU","00008700","61304 N French Rd","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkPAAU","00008706","87 Imperial Ct #79","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkQAAU","00008712","94 W Dodge Rd","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkRAAU","00008718","4 58th St #3519","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkSAAU","00008724","5221 Bear Valley Rd","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkTAAU","00008730","9648 S Main","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkUAAU","00008736","7 S San Marcos Rd","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkVAAU","00008742","812 S Haven St","Ar Internet with VPN for 12 Locations"
"0Q04x0000009iBFCAY","Presented","a5o4x0000001IkWAAU","00008748","3882 W Congress St #799","Ar Internet with VPN for 12 Locations"
