"UniqueUserName","Account_ID","StageName","Quote_ID","CloseDate","Name","Closed","Won","Account_Name","Last_Processed","Opportunity_ID","Owner_ID","Fiscal_Quarter","Amount"
"Isabel Bozzo","001B000001MSDqEIAX","Proposal/Price Quote","0Q04x0000009YsvCAE","2021-03-24","World Fuel  Mobile Subscribers","FALSE","FALSE","World Fuel Data","2021-06-09","0064x000006M2W2AAK","0054x000003XtsdAAC",1,45000
"Isabel Bozzo","001B000001MSDqEIAX","Closed Won",,"2021-04-19","World Fuel Data +Mobile Subscribers with device","TRUE","TRUE","World Fuel Data","2021-06-09","0064x000006NZgRAAW","0054x000003XtsdAAC",2,135000
"Isabel Bozzo","001B000001MSDqEIAX","Proposal/Price Quote",,"2021-06-01","World Fuel Data +20 Broadband Locations","FALSE","FALSE","World Fuel Data","2021-06-09","0064x000006O0GoAAK","0054x000003XtsdAAC",2,31000
"Isabel Bozzo","001B000001MSDntIAH","Proposal/Price Quote","0Q04x0000009h43CAA","2021-05-05","Frost 300 Subscribers with device","FALSE","FALSE","Frost Inc.","2021-06-09","0064x000006NV1NAAW","0054x000003XtsdAAC",2,38400
"Isabel Bozzo","001B000001MSDntIAH","Proposal/Price Quote",,"2021-07-14","Frost +50 Mobile subscribers","FALSE","FALSE","Frost Inc.","2021-06-09","0064x000006OfF5AAK","0054x000003XtsdAAC",3,43000
"Isabel Bozzo","001B000001MSDoEIAX","Qualification",,"2021-03-31","Bailey Entertainment 15 Internet connections","FALSE","FALSE","Bailey Entertainment","2021-06-09","0064x000006LamOAAS","0054x000003XtsdAAC",1,20000
"Isabel Bozzo","001B000001MSDoEIAX","Proposal/Price Quote","0Q04x0000009Wn9CAE","2021-03-31","Bailey Ent. 15 Mobile plans +iphones","FALSE","FALSE","Bailey Entertainment","2021-06-09","0064x000006LamPAAS","0054x000003XtsdAAC",1,30000
"Isabel Bozzo","001B000001MSDp3IAH","Proposal/Price Quote","0Q04x0000009YdaCAE","2021-04-05","Evercore 100 Subscribers","FALSE","FALSE","Evercore","2021-06-09","0064x000006LxrIAAS","0054x000003XtsdAAC",1,103000
"Isabel Bozzo","001B000001MSDp3IAH","Proposal/Price Quote","0Q04x0000009dphCAA","2021-06-29","Evercore 30 Internet and Firewall","FALSE","FALSE","Evercore","2021-06-09","0064x000006NVbCAAW","0054x000003XtsdAAC",2,11160
"Isabel Bozzo","001B000001MSDp3IAH","Proposal/Price Quote",,"2021-06-05","Evercore + 15 Mobile subscribers","FALSE","FALSE","Evercore","2021-06-09","0064x000006OQtiAAG","0054x000003XtsdAAC",2,33000
"Isabel Bozzo","001B000001MSDnjIAH","Value Proposition",,"2018-03-17","salesforce.com - 2,000 Widgets","FALSE","FALSE","salesforce.com","2021-06-09","0064x000004qDZpAAM","0054x000003XtsdAAC",3,20000
"Isabel Bozzo","001B000001MSDnjIAH","Negotiation/Review",,"2018-01-17","salesforce.com - 1,000 Widgets","FALSE","FALSE","salesforce.com","2021-06-09","0064x000004qDZrAAM","0054x000003XtsdAAC",1,10000
"Isabel Bozzo","001B000001MSDoAIAX","Value Proposition",,"2021-05-05","Ledner Constructuion WAN","FALSE","FALSE","Ledner Construction","2021-06-09","0064x000006NRacAAG","0054x000003XtsdAAC",2,20000
"Isabel Bozzo","001B000001MSDoAIAX","Proposal/Price Quote","0Q04x0000009WnECAU","2021-04-01","Ledner Construction 17 Mobile subscribers","FALSE","FALSE","Ledner Construction","2021-06-09","0064x000006LbZSAA0","0054x000003XtsdAAC",1,14195
"Isabel Bozzo","001B000001MSDoAIAX","Proposal/Price Quote","0Q04x0000009enXCAQ","2021-05-22","Ledner Construction + 18 Subscribers","FALSE","FALSE","Ledner Construction","2021-06-09","0064x000006NeIdAAK","0054x000003XtsdAAC",2,17000
"Isabel Bozzo","001B000001MSDoBIAX","Closed Won","0Q04x0000009YIcCAM","2021-03-07","Stamon 25 Internet","TRUE","TRUE","Stamon Equipment","2021-06-09","0064x000006LuJEAA0","0054x000003XtsdAAC",1,750
"Isabel Bozzo","001B000001MSDoBIAX","Proposal/Price Quote","0Q04x0000009d8dCAA","2021-05-05","Stamon Equipment 30 Mobile Subscribers","FALSE","FALSE","Stamon Equipment","2021-06-09","0064x000006NQA3AAO","0054x000003XtsdAAC",2,40650
"Isabel Bozzo","001B000001MSDoBIAX","Proposal/Price Quote",,"2021-04-25","testing if always Opp with quotes is 100% or w/o quotes created","FALSE","FALSE","Stamon Equipment","2021-06-09","0064x000006NfIwAAK","0054x000003XtsdAAC",2,130000
"Isabel Bozzo","001B000001MSDoBIAX","Proposal/Price Quote","0Q04x0000009i5HCAQ","2021-07-15","Stamon Equipmet WAN and 14 Locations briadband","FALSE","FALSE","Stamon Equipment","2021-06-09","0064x000006OeVvAAK","0054x000003XtsdAAC",3,32000
"Isabel Bozzo","001B000001MSDoCIAX","Proposal/Price Quote","0Q04x0000009doeCAA","2021-05-05","Renner Realty WAN","FALSE","FALSE","Renner Realty","2021-06-09","0064x000006NUzvAAG","0054x000003XtsdAAC",2,12000
"Isabel Bozzo","001B000001MSDoCIAX","Proposal/Price Quote","0Q04x0000009dpNCAQ","2021-06-02","Renner Realty Top Up Packages","FALSE","FALSE","Renner Realty","2021-06-09","0064x000006NVaxAAG","0054x000003XtsdAAC",2,0
"Isabel Bozzo","001B000001MSDoCIAX","Proposal/Price Quote","0Q04x0000009eULCAY","2021-05-05","Renner Realty +12 Subscribers Mobile and device","FALSE","FALSE","Renner Realty","2021-06-09","0064x000006Na44AAC","0054x000003XtsdAAC",2,12000
"Isabel Bozzo","001B000001MSDoCIAX","Proposal/Price Quote",,"2021-06-02","Renner Realty +29 Subscribers","FALSE","FALSE","Renner Realty","2021-06-09","0064x000006O0G0AAK","0054x000003XtsdAAC",2,92771
"Isabel Bozzo","001B000001MSDoCIAX","Proposal/Price Quote","0Q04x0000009doQCAQ","2021-05-05","Renner Realty 300 Subscribers","FALSE","FALSE","Renner Realty","2021-06-09","0064x000006NUzbAAG","0054x000003XtsdAAC",2,12000
"Isabel Bozzo","001B000001MSDoFIAX","Needs Analysis",,"2021-03-26","Dooley Books Mobile plan and iphone for employees (32)","FALSE","FALSE","Dooley Books","2021-06-09","0064x000006LamiAAC","0054x000003XtsdAAC",1,40000
"Isabel Bozzo","001B000001MSDoFIAX","Proposal/Price Quote","0Q04x0000009WmuCAE","2021-04-05","Dooley Books 10 location bookstores VPN","FALSE","FALSE","Dooley Books","2021-06-09","0064x000006LamTAAS","0054x000003XtsdAAC",1,2000
"Isabel Bozzo","001B000001MSDoFIAX","Proposal/Price Quote","0Q04x0000009dpcCAA","2021-05-05","Dooley Books Plus 10 Internet","FALSE","FALSE","Dooley Books","2021-06-09","0064x000006NVb2AAG","0054x000003XtsdAAC",2,800
"Isabel Bozzo","001B000001MSDoFIAX","Proposal/Price Quote",,"2021-05-04","Dooley Books +20 Mobile Subscribers","FALSE","FALSE","Dooley Books","2021-06-09","0064x000006NgobAAC","0054x000003XtsdAAC",2,8000
"Isabel Bozzo","001B000001MSDoFIAX","Proposal/Price Quote","0Q04x0000009h3tCAA","2021-06-05","Dooley Books +14 Mobile Subscribers","FALSE","FALSE","Dooley Books","2021-06-09","0064x000006ONF5AAO","0054x000003XtsdAAC",2,0
"Isabel Bozzo","001B000001MSDpEIAX","Perception Analysis",,"2021-05-05","Fastenal Business Internet","FALSE","FALSE","Fastenal","2021-06-09","0064x000006LtEWAA0","0054x000003XtsdAAC",2,31000
"Isabel Bozzo","001B000001MSDnkIAH","Id. Decision Makers",,"2018-02-15","Global Media - 400 Widgets","FALSE","FALSE","Global Media","2021-06-09","0064x000004qDZsAAM","0054x000003XtsdAAC",3,40000
"Isabel Bozzo","001B000001MSDnkIAH","Closed Won",,"2017-12-15","salesforce.com - 5000 Widgets","TRUE","TRUE","Global Media","2021-06-09","0064x000004qDZtAAM","0054x000003XtsdAAC",2,500000
"Isabel Bozzo","001B000001MSDnkIAH","Closed Won",,"2017-12-15","salesforce.com - 500 Widgets","TRUE","TRUE","Global Media","2021-06-09","0064x000004qDZuAAM","0054x000003XtsdAAC",2,50000
"Isabel Bozzo","001B000001MSDnkIAH","Value Proposition",,"2021-07-05","Global Media +24 Mobile Subscribers","FALSE","FALSE","Global Media","2021-06-09","0064x000006NeIJAA0","0054x000003XtsdAAC",2,6300
"Isabel Bozzo","001B000001MSDniIAH","Closed Won","0Q04x0000009QoKCAU","2018-05-18","Acme - 200 Widgets","TRUE","TRUE","Acme","2021-06-09","0064x000004qDZvAAM","0054x000003XtsdAAC",2,80000
"Isabel Bozzo","001B000001MSDniIAH","Closed Won",,"2018-03-15","Acme - 600 Widgets","TRUE","TRUE","Acme","2021-06-09","0064x000004qDZoAAM","0054x000003XtsdAAC",1,70000
"Isabel Bozzo","001B000001MSDp8IAH","Perception Analysis",,"2021-07-06","Humana VPN","FALSE","FALSE","Humana","2021-06-09","0064x000006NRaXAAW","0054x000003XtsdAAC",3,4800
"Isabel Bozzo","001B000001MSDp8IAH","Closed Won","0Q04x0000009dKyCAI","2021-04-13","Humana 1300 Mobile subscribers","TRUE","TRUE","Humana","2021-06-09","0064x000006NETLAA4","0054x000003XtsdAAC",2,30000
"Isabel Bozzo","001B000001MSDp8IAH","Proposal/Price Quote",,"2021-05-03","Humana 200 Internet Locations","FALSE","FALSE","Humana","2021-06-09","0064x000006NETQAA4","0054x000003XtsdAAC",2,30000
"Isabel Bozzo","001B000001MSDp8IAH","Proposal/Price Quote","0Q04x0000009enNCAQ","2021-06-29","Humana + 13 Broadband Internet","FALSE","FALSE","Humana","2021-06-09","0064x000006NeIEAA0","0054x000003XtsdAAC",2,13000
"Isabel Bozzo","001B000001MSDpAIAX","Value Proposition",,"2021-04-28","Aramak 400  Mobile Subscribers","FALSE","FALSE","Aramark","2021-06-09","0064x000006NQCQAA4","0054x000003XtsdAAC",2,306800
"Isabel Bozzo","001B000001MSDpAIAX","Proposal/Price Quote","0Q04x0000009bURCAY","2021-05-26","Aramark Internet with VPN","FALSE","FALSE","Aramark","2021-06-09","0064x000006NERUAA4","0054x000003XtsdAAC",2,2900
"Isabel Bozzo","001B000001MSDpAIAX","Closed Won","0Q04x0000009dKUCAY","2021-04-17","Aramak 500 Internet","TRUE","TRUE","Aramark","2021-06-09","0064x000006NRaDAAW","0054x000003XtsdAAC",2,0
"Isabel Bozzo","001B000001MSDpBIAX","Proposal/Price Quote","0Q04x0000009bUCCAY","2021-04-14","Boston Scientific Broadband 20 Locations","FALSE","FALSE","Boston Scientific","2021-06-09","0064x000006NER5AAO","0054x000003XtsdAAC",2,8520
"Isabel Bozzo","001B000001MSDpBIAX","Proposal/Price Quote","0Q04x0000009eaiCAA","2021-06-08","Boston Scientific + 20 Mobile subscribers","FALSE","FALSE","Boston Scientific","2021-06-09","0064x000006NbspAAC","0054x000003XtsdAAC",2,13000
"Isabel Bozzo","001B000001MSDpBIAX","Proposal/Price Quote",,"2021-06-10","Boston Scientific +300 Mobile Subscribers","FALSE","FALSE","Boston Scientific","2021-06-09","0064x000006NeI9AAK","0054x000003XtsdAAC",2,120000
"Isabel Bozzo","001B000001MSDp5IAH","Proposal/Price Quote","0Q04x0000009dprCAA","2021-05-03","Simon Property Group 30 Subscribers","FALSE","FALSE","Simon Property Group","2021-06-09","0064x000006NEOGAA4","0054x000003XtsdAAC",2,36000
"Isabel Bozzo","001B000001MSDp5IAH","Proposal/Price Quote","0Q04x0000009bTJCAY","2021-05-03","Simon Property Group 30 Internet Locations + VPN","FALSE","FALSE","Simon Property Group","2021-06-09","0064x000006NEOQAA4","0054x000003XtsdAAC",2,9000
"Isabel Bozzo","001B000001MSDp5IAH","Value Proposition",,"2021-05-22","Simon Property WAN","FALSE","FALSE","Simon Property Group","2021-06-09","0064x000006NeIFAA0","0054x000003XtsdAAC",2,12000
"Isabel Bozzo","001B000001MSDp5IAH","Proposal/Price Quote",,"2021-06-05","Simon Property +20 Mobile phones and subscription","FALSE","FALSE","Simon Property Group","2021-06-09","0064x000006OMmTAAW","0054x000003XtsdAAC",2,21000
"Isabel Bozzo","001B000001MSDp5IAH","Proposal/Price Quote","0Q04x0000009h3ACAQ","2021-06-02","Simon Property Group +10 Broadband Locations","FALSE","FALSE","Simon Property Group","2021-06-09","0064x000006OMmdAAG","0054x000003XtsdAAC",2,14000
"Isabel Bozzo","001B000001MSDp6IAH","Proposal/Price Quote",,"2021-04-27","Arrow Electronics + & Mobile subscribers with device","FALSE","FALSE","Arrow Electronics","2021-06-09","0064x000006NbtYAAS","0054x000003XtsdAAC",2,14000
"Isabel Bozzo","001B000001MSDp6IAH","Proposal/Price Quote","0Q04x0000009i3zCAA","2021-05-04","Arrow Electronics Mobile subscribers plus hand set","FALSE","FALSE","Arrow Electronics","2021-06-09","0064x000006Ltj6AAC","0054x000003XtsdAAC",2,90000
"Isabel Bozzo","001B000001MSDp6IAH","Proposal/Price Quote","0Q04x0000009h14CAA","2021-05-04","Arrow Electronics Internet","FALSE","FALSE","Arrow Electronics","2021-06-09","0064x000006NQDYAA4","0054x000003XtsdAAC",2,19250
"Isabel Bozzo","001B000001MSDp9IAH","Proposal/Price Quote","0Q04x0000009doKCAQ","2021-04-28","AbbVie WAN","FALSE","FALSE","AbbVie","2021-06-09","0064x000006NUz7AAG","0054x000003XtsdAAC",2,27000
"Isabel Bozzo","001B000001MSDp9IAH","Proposal/Price Quote","0Q04x0000009doyCAA","2021-05-11","AbbVie 200 Mobile Plans and Subscriptions","FALSE","FALSE","AbbVie","2021-06-09","0064x000006NV1hAAG","0054x000003XtsdAAC",2,89000
"Isabel Bozzo","001B000001MSDp9IAH","Proposal/Price Quote",,"2021-06-01","AbbVie 500 Internet","FALSE","FALSE","AbbVie","2021-06-09","0064x000006NRa3AAG","0054x000003XtsdAAC",2,48000
"Isabel Bozzo","001B000001MSDp9IAH","Closed Won","0Q04x0000009bRmCAI","2021-04-24","AbbVie 2000 Mobile Subscribers","TRUE","TRUE","AbbVie","2021-06-09","0064x000006LkyAAAS","0054x000003XtsdAAC",2,273500
