"User.Role.RoleNamesPath","User.Role.ForecastManager.UniqueUserName","User.SmallPhotoUrl","User.UserRoleId","User.Role.ParentRole.ForecastManager.UniqueUserName","User.Role.ParentRole.DeveloperName","Name","Industry","User.Role.DeveloperName","User.IsActive","OwnerId","User.Role.ForecastManager.Name","User.Username","User.Role.Name","AccountSource","User.Role.ForecastManager.ForecastEnabled","User.Role.ParentRole.Name","User.Name","User.Role.RoleNames","User.UniqueUserName","User.Role.ParentRoleId","Type","BillingCountry","User.Role.ParentRole.ForecastManager.Name","User.Role.Roles","CreatedDate","LastActivityDate","User.ForecastEnabled","Id","BillingState","User.Role.RolePath","NumberOfEmployees","AnnualRevenue"
"Amartya Sen","Mary Eng","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9lMAA",,,"Kelley Inc [198]","Education","VP_of_Sales","true","005B0000006YzVLIA0","Mary Eng","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","Public Relations","true",,"Amartya Sen","Amartya Sen","Amartya Sen",,"Partner","Turkey",,"00EB0000000lg9lMAA","2020-02-24T19:15:06.000Z","2019-11-10","true","001B000001AkPB1IAN",,"00EB0000000lg9lMAA",21758,4053259000
"Jahnavi Reddy",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lgAUMAY",,,"Blair Inc [774]","Communications","CEO","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","CEO","Web",,,"Jahnavi Reddy","Jahnavi Reddy","Jahnavi Reddy",,"Customer","USA",,"00EB0000000lgAUMAY","2020-02-24T19:15:06.000Z",,"true","001B000001AkPB2IAN","NE","00EB0000000lgAUMAY",15164,7826531000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Foster Inc [823]","Transportation",,"true","005B0000006YzVMIA0",,"servicereadonly.kcqpibq2xhoq.bt1fzawzsbig.vw3labdbm9v.wyqmsbdjj4pp@gs0.org",,"Partner",,,"Service ReadOnly",,"Service ReadOnly",,"Customer","Korea",,,"2020-02-24T19:15:06.000Z","2018-09-13","false","001B000001AkPB3IAN",,,649,7893569000
"Jahnavi Reddy",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lgAUMAY",,,"Christensen Inc [115]","Telecommunications","CEO","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","CEO","Advertisement",,,"Jahnavi Reddy","Jahnavi Reddy","Jahnavi Reddy",,"Partner","United Kingdom",,"00EB0000000lgAUMAY","2020-02-24T19:15:06.000Z","2019-12-08","true","001B000001AkPB4IAN",,"00EB0000000lgAUMAY",280,1870440000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Freeman Inc [340]","Engineering",,"true","005B0000006YzVIIA0",,"ijones.25hyejet59mn.slfdefj22if5.yo4kslworkbt.b8rr2w6.4rzwey6tbacq@gs0.org",,"Web",,,"Indiana Jones",,"Indiana Jones",,"Customer","USA",,,"2020-02-24T19:15:06.000Z","2020-02-07","false","001B000001AkPB5IAN","UT",,30593,3497397000
"Jahnavi Reddy",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lgAUMAY",,,"Watts Inc [555]","Energy","CEO","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","CEO","Employee Referral",,,"Jahnavi Reddy","Jahnavi Reddy","Jahnavi Reddy",,"Partner","Canada",,"00EB0000000lgAUMAY","2020-02-24T19:15:06.000Z",,"true","001B000001AkPB6IAN","CO","00EB0000000lgAUMAY",48054,9050174000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Herrera Inc [786]","Biotechnology",,"true","005B0000006YzVIIA0",,"ijones.25hyejet59mn.slfdefj22if5.yo4kslworkbt.b8rr2w6.4rzwey6tbacq@gs0.org",,"Partner",,,"Indiana Jones",,"Indiana Jones",,"Partner","Russian",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPB7IAN",,,46868,5048976000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Schmidt Inc [455]","Banking",,"true","005B0000006YzVIIA0",,"ijones.25hyejet59mn.slfdefj22if5.yo4kslworkbt.b8rr2w6.4rzwey6tbacq@gs0.org",,"Public Relations",,,"Indiana Jones",,"Indiana Jones",,"Partner","USA",,,"2020-02-24T19:15:06.000Z","2019-07-08","false","001B000001AkPB8IAN","NM",,45099,8650811000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"McDaniel Inc [254]","Finance",,"true","005B0000006YzVRIA0",,"nchomsky.ufae6wwckk9s.vwbqccc0njkk.gw9rklbrvcsd.a0n4lwzltroi@gs0.org",,"Advertisement",,,"Naom Chomsky",,"Naom Chomsky",,"Partner","Taiwan",,,"2020-02-24T19:15:06.000Z","2020-02-21","false","001B000001AkPB9IAN",,,4855,6534370000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Francis Inc [877]","Insurance",,"true","005B0000006YzVIIA0",,"ijones.25hyejet59mn.slfdefj22if5.yo4kslworkbt.b8rr2w6.4rzwey6tbacq@gs0.org",,"Advertisement",,,"Indiana Jones",,"Indiana Jones",,"Customer","India",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPBAIA3",,,28506,6968760000
"Amartya Sen","Mary Eng","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9lMAA",,,"Zimmerman Inc [125]","Energy","VP_of_Sales","true","005B0000006YzVLIA0","Mary Eng","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","Word of mouth","true",,"Amartya Sen","Amartya Sen","Amartya Sen",,"Partner","Mexico",,"00EB0000000lg9lMAA","2020-02-24T19:15:06.000Z","2019-10-31","true","001B000001AkPBBIA3",,"00EB0000000lg9lMAA",47284,3066727000
"Jahnavi Reddy",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lgAUMAY",,,"Turner Inc [818]","Apparel","CEO","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","CEO","Partner",,,"Jahnavi Reddy","Jahnavi Reddy","Jahnavi Reddy",,"Customer","Turkey",,"00EB0000000lgAUMAY","2020-02-24T19:15:06.000Z",,"true","001B000001AkPBCIA3",,"00EB0000000lgAUMAY",17840,8322378000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Fitzgerald Inc [766]","Technology",,"true","005B0000006YzVAIA0",,"blitz.2144_read.htdb1b7coft3.ggxdlaouym9r.s7kynipqfh0r.e8pitiqhyegn@gs0.org",,"Partner",,,"Blitz Platform Integration User",,"Blitz Platform Integration User",,"Partner","Canada",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPBDIA3","AR",,12943,6662007000
"Amartya Sen","Mary Eng","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9lMAA",,,"Morgan Inc [676]","Banking","VP_of_Sales","true","005B0000006YzVLIA0","Mary Eng","asen.hzrt3sjezvqv.ctxeq0yeuh1t.v2wwcuhdzhia.ciczvotmc.lwq3igz2jkjv@gs0.org","VP of Sales","Partner","true",,"Amartya Sen","Amartya Sen","Amartya Sen",,"Customer","Denmark",,"00EB0000000lg9lMAA","2020-02-24T19:15:06.000Z",,"true","001B000001AkPBEIA3",,"00EB0000000lg9lMAA",29270,7380169000
"Emily Dickinson",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Armstrong Inc [840]","Finance",,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,"Web",,,"Emily Dickinson","Emily Dickinson","Emily Dickinson",,"Partner","USA",,,"2020-02-24T19:15:06.000Z","2020-02-07","true","001B000001AkPBFIA3","LA",,38863,5066908000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Tran Inc [404]","Retail",,"true","005B0000006YzVIIA0",,"ijones.25hyejet59mn.slfdefj22if5.yo4kslworkbt.b8rr2w6.4rzwey6tbacq@gs0.org",,"Web",,,"Indiana Jones",,"Indiana Jones",,"Customer","Australia",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPBGIA3",,,27562,2834909000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Hall Inc [648]","Insurance",,"true","005B0000006YzVNIA0",,"rfeynman.bxkuveepwpyw.pv96eyfqhxhu.kvsnm4du5b3x.qd02pzl5mbot@gs0.org",,"Partner",,,"Richard Feynman",,"Richard Feynman",,"Partner","Japan",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPBHIA3",,,2799,6484844000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Vargas Inc [855]","Technology",,"true","005B0000006YzVHIA0",,"saleswaveadmin.7fssykb4hhok.iqnvuwgtgpgf.69r7qxg2lr9d.o3cwvvusx1sj@gs0.org",,"Employee Referral",,,"Wave Admin",,"Wave Admin",,"Customer","Mexico",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPBIIA3",,,29011,6183148000
"Jahnavi Reddy",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lgAUMAY",,,"Parsons Inc [728]","Biotechnology","CEO","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","CEO","Advertisement",,,"Jahnavi Reddy","Jahnavi Reddy","Jahnavi Reddy",,"Partner","Canada",,"00EB0000000lgAUMAY","2020-02-24T19:15:06.000Z",,"true","001B000001AkPBJIA3","WA","00EB0000000lgAUMAY",24195,7255184000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Peterson Inc [3]","Consulting",,"true","005B0000006YzVNIA0",,"rfeynman.bxkuveepwpyw.pv96eyfqhxhu.kvsnm4du5b3x.qd02pzl5mbot@gs0.org",,"Trade Show",,,"Richard Feynman",,"Richard Feynman",,"Customer","Normway",,,"2020-02-24T19:15:06.000Z","2019-12-13","false","001B000001AkPBKIA3",,,7840,1302167000
"Mary Eng","Mary Eng","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9lMAA",,,"Harris Inc [203]","Energy","VP_of_Sales","true","005B0000006YzVQIA0","Mary Eng","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","Partner","true",,"Mary Eng","Mary Eng","Mary Eng",,"Customer","Spain",,"00EB0000000lg9lMAA","2020-02-24T19:15:06.000Z","2019-06-13","true","001B000001AkPBLIA3",,"00EB0000000lg9lMAA",48579,7199363000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Montgomery Inc [83]","Technology",,"true","005B0000006YzVAIA0",,"blitz.2144_read.htdb1b7coft3.ggxdlaouym9r.s7kynipqfh0r.e8pitiqhyegn@gs0.org",,"Web",,,"Blitz Platform Integration User",,"Blitz Platform Integration User",,"Partner","Canada",,,"2020-02-24T19:15:06.000Z","2019-10-15","false","001B000001AkPBMIA3","IL",,14487,3089324000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Grant Inc [207]","Telecommunications",,"true","005B0000006YzVGIA0",,"jon.snow.nuwfs5zizr7w.f6laotu4mdhw@gs0.org",,"Employee Referral",,,"Jon Snow",,"Jon Snow",,"Customer","Canada",,,"2020-02-24T19:15:06.000Z","2018-11-26","false","001B000001AkPBNIA3","ND",,29399,587257000
"Jahnavi Reddy",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lgAUMAY",,,"Gutierrez Inc [614]","Telecommunications","CEO","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","CEO","Trade Show",,,"Jahnavi Reddy","Jahnavi Reddy","Jahnavi Reddy",,"Customer","Thailand",,"00EB0000000lgAUMAY","2020-02-24T19:15:06.000Z",,"true","001B000001AkPBOIA3",,"00EB0000000lgAUMAY",43294,9959748000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lgAZMAY",,"CEO","Parks Inc [371]","Consulting","CS_Director","true","005B0000006YzVJIA0",,"aeinstein.3hn12r9kihmm.4xeiza6uttg0.ccgwtu7doy5k.aupuyc22vv1v@gs0.org","CS Director","Word of mouth",,"CEO","Cindy Miller",,"Cindy Miller","00EB0000000lgAUMAY","Customer","Italy",,"00EB0000000lgAUMAY","2020-02-24T19:15:06.000Z",,"false","001B000001AkPBPIA3",,"00EB0000000lgAZMAY/00EB0000000lgAUMAY",13590,6928318000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Christensen Inc [308]","Telecommunications",,"true","005B0000006YzV7IAK",,"servicewaveadmin.2v3twssrkgth.tumpggnw6j9x.u6nrtszcdu.5qcubuwaugst@gs0.org",,"Employee Referral",,,"Service admin",,"Service admin",,"Customer","Denmark",,,"2020-02-24T19:15:06.000Z","2019-06-09","false","001B000001AkPBQIA3",,,15052,4527171000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Valdez Inc [640]","Retail",,"true","005B0000006YzVAIA0",,"blitz.2144_read.htdb1b7coft3.ggxdlaouym9r.s7kynipqfh0r.e8pitiqhyegn@gs0.org",,"Public Relations",,,"Blitz Platform Integration User",,"Blitz Platform Integration User",,"Customer","USA",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPBRIA3","NJ",,26246,3678893000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lgAZMAY",,"CEO","Phelps Inc [385]","Technology","CS_Director","true","005B0000006YzVJIA0",,"aeinstein.3hn12r9kihmm.4xeiza6uttg0.ccgwtu7doy5k.aupuyc22vv1v@gs0.org","CS Director","Trade Show",,"CEO","Cindy Miller",,"Cindy Miller","00EB0000000lgAUMAY","Partner","USA",,"00EB0000000lgAUMAY","2020-02-24T19:15:06.000Z","2019-02-18","false","001B000001AkPBSIA3","GA","00EB0000000lgAZMAY/00EB0000000lgAUMAY",16639,2199651000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"McLaughlin Inc [626]","Media",,"true","005B0000006YzV7IAK",,"servicewaveadmin.2v3twssrkgth.tumpggnw6j9x.u6nrtszcdu.5qcubuwaugst@gs0.org",,"Word of mouth",,,"Service admin",,"Service admin",,"Customer","Canada",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPBTIA3","SD",,9439,199770000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Scott Inc [200]","Finance",,"true","005B0000006YzVRIA0",,"nchomsky.ufae6wwckk9s.vwbqccc0njkk.gw9rklbrvcsd.a0n4lwzltroi@gs0.org",,"Partner",,,"Naom Chomsky",,"Naom Chomsky",,"Customer","USA",,,"2020-02-24T19:15:06.000Z","2019-12-24","false","001B000001AkPBUIA3","WA",,25077,2408407000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Ray Inc [591]","Biotechnology",,"true","005B0000006YzV7IAK",,"servicewaveadmin.2v3twssrkgth.tumpggnw6j9x.u6nrtszcdu.5qcubuwaugst@gs0.org",,"Trade Show",,,"Service admin",,"Service admin",,"Customer","Switzerland",,,"2020-02-24T19:15:06.000Z","2019-11-23","false","001B000001AkPBVIA3",,,14115,5181262000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Owens Inc [42]","Energy",,"true","005B0000006YzVAIA0",,"blitz.2144_read.htdb1b7coft3.ggxdlaouym9r.s7kynipqfh0r.e8pitiqhyegn@gs0.org",,"Seminar - Internal",,,"Blitz Platform Integration User",,"Blitz Platform Integration User",,"Partner","Thailand",,,"2020-02-24T19:15:06.000Z","2019-12-28","false","001B000001AkPBWIA3",,,29132,2132949000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Sutton Inc [859]","Agriculture",,"true","005B0000006YzV7IAK",,"servicewaveadmin.2v3twssrkgth.tumpggnw6j9x.u6nrtszcdu.5qcubuwaugst@gs0.org",,"Web",,,"Service admin",,"Service admin",,"Customer","Canada",,,"2020-02-24T19:15:06.000Z","2020-04-10","false","001B000001AkPBXIA3","LA",,17490,9871291000
"Emily Dickinson",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Matthews Inc [159]","Electronics",,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,"Employee Referral",,,"Emily Dickinson","Emily Dickinson","Emily Dickinson",,"Customer","USA",,,"2020-02-24T19:15:06.000Z","2019-08-11","true","001B000001AkPBYIA3","NC",,29074,8305324000
"Jahnavi Reddy",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lgAUMAY",,,"Reyes Inc [485]","Technology","CEO","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","CEO","Partner",,,"Jahnavi Reddy","Jahnavi Reddy","Jahnavi Reddy",,"Customer","USA",,"00EB0000000lgAUMAY","2020-02-24T19:15:06.000Z",,"true","001B000001AkPBZIA3","SC","00EB0000000lgAUMAY",38190,7112984000
"Mary Eng","Mary Eng","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9lMAA",,,"Stewart Inc [638]","Manufacturing","VP_of_Sales","true","005B0000006YzVQIA0","Mary Eng","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","Partner","true",,"Mary Eng","Mary Eng","Mary Eng",,"Customer","USA",,"00EB0000000lg9lMAA","2020-02-24T19:15:06.000Z","2020-02-10","true","001B000001AkPBaIAN","VT","00EB0000000lg9lMAA",831,9134308000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Carpenter Inc [365]","Insurance",,"true","005B0000006YzVRIA0",,"nchomsky.ufae6wwckk9s.vwbqccc0njkk.gw9rklbrvcsd.a0n4lwzltroi@gs0.org",,"Word of mouth",,,"Naom Chomsky",,"Naom Chomsky",,"Customer","Singapore",,,"2020-02-24T19:15:06.000Z","2019-04-05","false","001B000001AkPBbIAN",,,12564,9444722000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Cox Inc [973]","Energy",,"true","005B0000006YzVAIA0",,"blitz.2144_read.htdb1b7coft3.ggxdlaouym9r.s7kynipqfh0r.e8pitiqhyegn@gs0.org",,"Employee Referral",,,"Blitz Platform Integration User",,"Blitz Platform Integration User",,"Customer","Canada",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPBcIAN","OH",,44628,6092190000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Vaughn Inc [360]","Technology",,"true","005B0000006YzVIIA0",,"ijones.25hyejet59mn.slfdefj22if5.yo4kslworkbt.b8rr2w6.4rzwey6tbacq@gs0.org",,"Advertisement",,,"Indiana Jones",,"Indiana Jones",,"Customer","Canada",,,"2020-02-24T19:15:06.000Z",,"false","001B000001AkPBdIAN","IL",,21862,9841572000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Cooper Inc [448]","Consulting",,"true","005B0000006YzVHIA0",,"saleswaveadmin.7fssykb4hhok.iqnvuwgtgpgf.69r7qxg2lr9d.o3cwvvusx1sj@gs0.org",,"Advertisement",,,"Wave Admin",,"Wave Admin",,"Customer","Sweden",,,"2020-02-24T19:15:06.000Z","2019-11-06","false","001B000001AkPBeIAN",,,23791,3084771000
,,"https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T",,,,"Silva Inc [238]","Healthcare",,"true","005B0000006YzV7IAK",,"servicewaveadmin.2v3twssrkgth.tumpggnw6j9x.u6nrtszcdu.5qcubuwaugst@gs0.org",,"Partner",,,"Service admin",,"Service admin",,"Customer","Canada",,,"2020-02-24T19:15:06.000Z","2020-03-13","false","001B000001AkPBfIAN","TX",,41199,5425707000
