"SnapshotTextDate","User.Role.RoleNamesPath","IsAmount","User.Role.ForecastManager.UniqueUserName","User.SmallPhotoUrl","User.UserRoleId","HasAdjustment","User.Role.ParentRole.ForecastManager.UniqueUserName","ForecastingType.MasterLabel","SnapshotDate","User.Role.ParentRole.DeveloperName","User.Role.DeveloperName","ForecastingType.IsAmount","OwnerId","User.Role.ForecastManager.Name","User.Username","User.Role.Name","User.Role.ForecastManager.ForecastEnabled","User.Role.ParentRole.Name","Period.IsForecastPeriod","ForecastingType.DeveloperName","User.Name","User.Role.RoleNames","User.LastName","Period.Type","CustomSnapshotFilter","Period.EndDate","PeriodId","User.UniqueUserName","ForecastingType.IsActive","User.Role.ParentRoleId","ForecastingTypeId","Period.StartDate","User.Role.ParentRole.ForecastManager.Name","User.Role.Roles","HasOwnerAdjustment","User.ForecastEnabled","Id","ForecastingType.IsQuantity","ForecastCategoryName","User.Role.RolePath","AmountWithoutOwnerAdjustment","AmountWithoutManagerAdjustment","AmountWithoutAdjustments","ForecastAmount"
"2020-09-17","Jahnavi Reddy/Dean Pierce/Arya Stark","true",,"https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","2020-09-17","RVP_Central","Central_Sales","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","Central Sales",,"RVP Central","true","OpportunityRevenue","Jahnavi Reddy","Arya Stark","Reddy","Month","true","2019-10-31","026B0000000kC3HIAU","Jahnavi Reddy","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-10-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEEOKA2","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",555731,555731,555731,555731
"2020-09-17","Jahnavi Reddy/Dean Pierce/Arya Stark","true",,"https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","2020-09-17","RVP_Central","Central_Sales","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","Central Sales",,"RVP Central","true","OpportunityRevenue","Jahnavi Reddy","Arya Stark","Reddy","Month","true","2020-04-30","026B0000000kC3SIAU","Jahnavi Reddy","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-04-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEDGKA2","false","Pipeline","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",2049361,2049361,2049361,2049361
"2020-09-17","Jahnavi Reddy/Dean Pierce/Arya Stark","true",,"https://c.gus.content.force.com/profilephoto/005/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","2020-09-17","RVP_Central","Central_Sales","true","005B0000006bm5AIAQ",,"jreddy@gs0.org","Central Sales",,"RVP Central","true","OpportunityRevenue","Jahnavi Reddy","Arya Stark","Reddy","Month","true","2019-09-30","026B0000000kC3GIAU","Jahnavi Reddy","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-09-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEBAKA2","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",1213349,1213349,1213349,1213349
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"false","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2018-11-30","026B0000000kC4OIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2018-11-01",,,"false","true","0G3B0000006lEBOKA2","false","Closed",,4661252,4661252,4661252,4661252
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"false","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2018-09-30","026B0000000kC4MIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2018-09-01",,,"false","true","0G3B0000006lEEXKA2","false","Closed",,458305,458305,458305,458305
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2019-01-31","026B0000000kC38IAE","Emily Dickinson","true",,"0DbB0000001948lKAA","2019-01-01",,,"false","true","0G3B0000006lEBJKA2","false","Closed",,17456609,17456609,17456609,17456609
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-08-31","026B0000000kC3WIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-08-01",,,"false","true","0G3B0000006lEEIKA2","false","Best Case",,107025,107025,107025,107025
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-08-31","026B0000000kC3WIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-08-01",,,"false","true","0G3B0000006lEEFKA2","false","Commit",,202064,202064,202064,202064
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-08-31","026B0000000kC3WIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-08-01",,,"false","true","0G3B0000006lEB8KAM","false","Pipeline",,3992340,3992340,3992340,3992340
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2019-02-28","026B0000000kC39IAE","Emily Dickinson","true",,"0DbB0000001948lKAA","2019-02-01",,,"false","true","0G3B0000006lEAOKA2","false","Closed",,16484474,16484474,16484474,16484474
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2019-10-31","026B0000000kC3HIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2019-10-01",,,"false","true","0G3B0000006lEEEKA2","false","Closed",,15690771,15690771,15690771,15690771
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-06-30","026B0000000kC3UIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-06-01",,,"false","true","0G3B0000006lEAtKAM","false","Pipeline",,9959327,9959327,9959327,9959327
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-01-31","026B0000000kC3PIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-01-01",,,"false","true","0G3B0000006lEEUKA2","false","Closed",,14403964,14403964,14403964,14403964
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2019-04-30","026B0000000kC3BIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2019-04-01",,,"false","true","0G3B0000006lEEdKAM","false","Closed",,16092372,16092372,16092372,16092372
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"false","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2018-12-31","026B0000000kC4PIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2018-12-01",,,"false","true","0G3B0000006lEAuKAM","false","Closed",,15282129,15282129,15282129,15282129
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2019-06-30","026B0000000kC3DIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2019-06-01",,,"false","true","0G3B0000006lEA4KAM","false","Closed",,13618961,13618961,13618961,13618961
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-09-30","026B0000000kC3XIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-09-01",,,"false","true","0G3B0000006lEDwKAM","false","Best Case",,294450,294450,294450,294450
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-09-30","026B0000000kC3XIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-09-01",,,"false","true","0G3B0000006lEDuKAM","false","Pipeline",,8996068,8996068,8996068,8996068
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-11-30","026B0000000kC3ZIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-11-01",,,"false","true","0G3B0000006lEETKA2","false","Pipeline",,489151,489151,489151,489151
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-10-31","026B0000000kC3YIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-10-01",,,"false","true","0G3B0000006lEDvKAM","false","Pipeline",,3936709,3936709,3936709,3936709
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"false","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2018-08-31","026B0000000kC4LIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2018-08-01",,,"false","true","0G3B0000006lEAQKA2","false","Closed",,2798209,2798209,2798209,2798209
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2019-12-31","026B0000000kC3JIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2019-12-01",,,"false","true","0G3B0000006lEEJKA2","false","Closed",,9335006,9335006,9335006,9335006
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2019-03-31","026B0000000kC3AIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2019-03-01",,,"false","true","0G3B0000006lEAPKA2","false","Closed",,27276633,27276633,27276633,27276633
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-02-29","026B0000000kC3QIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-02-01",,,"false","true","0G3B0000006lEATKA2","false","Closed",,13473110,13473110,13473110,13473110
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-12-31","026B0000000kC3aIAE","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-12-01",,,"false","true","0G3B0000006lEBNKA2","false","Commit",,172409,172409,172409,172409
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-07-31","026B0000000kC3VIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-07-01",,,"false","true","0G3B0000006lEEYKA2","false","Commit",,184716,184716,184716,184716
"2020-09-17","Emily Dickinson","true",,"https://c.gus.content.force.com/profilephoto/005/T",,"false",,"Opportunity Revenue","2020-09-17",,,"true","005B0000006YzVPIA0",,"edickinson.2ou2hzestkvu.iakevcirz6it.esteqqdjq5iq.fl1kscwpqdhh@gs0.org",,,,"true","OpportunityRevenue","Emily Dickinson","Emily Dickinson","Dickinson","Month","true","2020-07-31","026B0000000kC3VIAU","Emily Dickinson","true",,"0DbB0000001948lKAA","2020-07-01",,,"false","true","0G3B0000006lEEHKA2","false","Best Case",,672627,672627,672627,672627
