"Order_ID","Sub_Category","Category","Ship_Date","Customer_Name","Product_ID","Product_Name","City","Order_Date","Segment","Ship_Mode","Customer_ID","State","Country","Region","Row_ID","Discount","Quantity","Sales","Postal_Code","Profit"
"CA-2015-135545","Furnishings","Furniture","11/30/15","Kunst Miller","FUR-FU-10000397","Luxo Economy Swing Arm Lamp","Los Angeles","11/24/15","Consumer","Standard Class","KM-16720","California","United States","West",66,0,4,79.76,90004,22.3328
"CA-2014-139451","Art","Office Supplies","10/16/14","Duane Noonan","OFF-AR-10002053","Premium Writing Pencils, Soft, #2 by Central Association for the Blind","San Francisco","10/12/14","Consumer","Standard Class","DN-13690","California","United States","West",82,0,5,14.9,94122,4.172
"CA-2014-139451","Storage","Office Supplies","10/16/14","Duane Noonan","OFF-ST-10002370","Sortfiler Multipurpose Personal File Organizer, Black","San Francisco","10/12/14","Consumer","Standard Class","DN-13690","California","United States","West",83,0,1,21.39,94122,6.2031
"US-2017-119662","Storage","Office Supplies","11/16/17","Christopher Schild","OFF-ST-10003656","Safco Industrial Wire Shelving","Chicago","11/13/17","Home Office","First Class","CS-12400","Illinois","United States","Central",85,0.2,3,230.376,60623,-48.9549
"US-2015-156867","Accessories","Technology","11/17/15","Lena Cacioppo","TEC-AC-10001552","Logitech K350 2.4Ghz Wireless Keyboard","Aurora","11/13/15","Consumer","Standard Class","LC-16870","Colorado","United States","West",104,0.2,6,238.896,80013,-26.8758
"US-2015-156867","Furnishings","Furniture","11/17/15","Lena Cacioppo","FUR-FU-10004006","Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","Aurora","11/13/15","Consumer","Standard Class","LC-16870","Colorado","United States","West",105,0.2,3,102.36,80013,-3.8385
"US-2015-156867","Binders","Office Supplies","11/17/15","Lena Cacioppo","OFF-BI-10002794","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","Aurora","11/13/15","Consumer","Standard Class","LC-16870","Colorado","United States","West",106,0.7,3,36.882,80013,-25.8174
"CA-2017-119004","Accessories","Technology","11/28/17","Janet Martin","TEC-AC-10003499","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","Charlotte","11/23/17","Consumer","Standard Class","JM-15250","North Carolina","United States","South",107,0.2,8,74.112,28205,17.6016
"CA-2017-119004","Phones","Technology","11/28/17","Janet Martin","TEC-PH-10002844","Speck Products Candyshell Flip Case","Charlotte","11/23/17","Consumer","Standard Class","JM-15250","North Carolina","United States","South",108,0.2,1,27.992,28205,2.0994
"CA-2017-119004","Art","Office Supplies","11/28/17","Janet Martin","OFF-AR-10000390","Newell Chalk Holder","Charlotte","11/23/17","Consumer","Standard Class","JM-15250","North Carolina","United States","South",109,0.2,1,3.304,28205,1.0738
"CA-2015-129476","Accessories","Technology","10/20/15","Pete Armstrong","TEC-AC-10000844","Logitech�Gaming G510s - Keyboard","Orland Park","10/15/15","Home Office","Standard Class","PA-19060","Illinois","United States","Central",110,0.2,5,339.96,60462,67.992
"CA-2017-146780","Furnishings","Furniture","12/30/17","Cynthia Voltz","FUR-FU-10001934","Magnifier Swing Arm Lamp","New York City","12/25/17","Corporate","Standard Class","CV-12805","New York","United States","East",111,0,2,41.96,10035,10.9096
"US-2014-152030","Chairs","Furniture","12/28/14","Alan Dominguez","FUR-CH-10004063","Global Deluxe High-Back Manager's Chair","Houston","12/26/14","Home Office","Second Class","AD-10180","Texas","United States","Central",125,0.3,3,600.558,77041,-8.5794
"CA-2016-145583","Paper","Office Supplies","10/19/16","Lena Creighton","OFF-PA-10001804","Xerox 195","Roseville","10/13/16","Consumer","Standard Class","LC-16885","California","United States","West",134,0,3,20.04,95661,9.6192
"CA-2016-145583","Paper","Office Supplies","10/19/16","Lena Creighton","OFF-PA-10001736","Xerox 1880","Roseville","10/13/16","Consumer","Standard Class","LC-16885","California","United States","West",135,0,1,35.44,95661,16.6568
"CA-2016-145583","Art","Office Supplies","10/19/16","Lena Creighton","OFF-AR-10001149","Sanford Colorific Colored Pencils, 12/Box","Roseville","10/13/16","Consumer","Standard Class","LC-16885","California","United States","West",136,0,4,11.52,95661,3.456
"CA-2016-145583","Fasteners","Office Supplies","10/19/16","Lena Creighton","OFF-FA-10002988","Ideal Clamps","Roseville","10/13/16","Consumer","Standard Class","LC-16885","California","United States","West",137,0,2,4.02,95661,1.9698
"CA-2016-145583","Binders","Office Supplies","10/19/16","Lena Creighton","OFF-BI-10004781","GBC Wire Binding Strips","Roseville","10/13/16","Consumer","Standard Class","LC-16885","California","United States","West",138,0.2,3,76.176,95661,26.6616
"CA-2016-145583","Supplies","Office Supplies","10/19/16","Lena Creighton","OFF-SU-10001218","Fiskars Softgrip Scissors","Roseville","10/13/16","Consumer","Standard Class","LC-16885","California","United States","West",139,0,6,65.88,95661,18.4464
"CA-2016-145583","Furnishings","Furniture","10/19/16","Lena Creighton","FUR-FU-10001706","Longer-Life Soft White Bulbs","Roseville","10/13/16","Consumer","Standard Class","LC-16885","California","United States","West",140,0,14,43.12,95661,20.6976
"CA-2017-155376","Appliances","Office Supplies","12/27/17","Sandra Glassco","OFF-AP-10001058","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Independence","12/22/17","Consumer","Standard Class","SG-20080","Missouri","United States","Central",145,0,3,839.43,64055,218.2518
"CA-2014-110072","Furnishings","Furniture","10/28/14","Maureen Gastineau","FUR-FU-10000521","Seth Thomas 14"" Putty-Colored Wall Clock","Newark","10/22/14","Home Office","Standard Class","MG-17680","Ohio","United States","East",147,0.2,4,93.888,43055,12.9096
"CA-2016-114104","Labels","Office Supplies","11/24/16","Nora Paige","OFF-LA-10002475","Avery 519","Edmond","11/20/16","Consumer","Standard Class","NP-18670","Oklahoma","United States","Central",159,0,2,14.62,73034,6.8714
"CA-2016-114104","Phones","Technology","11/24/16","Nora Paige","TEC-PH-10004536","Avaya 5420 Digital phone","Edmond","11/20/16","Consumer","Standard Class","NP-18670","Oklahoma","United States","Central",160,0,7,944.93,73034,236.2325
"CA-2015-119697","Accessories","Technology","12/31/15","Eric Murdock","TEC-AC-10003657","Lenovo 17-Key USB Numeric Keypad","Philadelphia","12/28/15","Consumer","Second Class","EM-13960","Pennsylvania","United States","East",162,0.2,2,54.384,19134,1.3596
"CA-2016-154508","Envelopes","Office Supplies","11/20/16","Ruben Dartt","OFF-EN-10001990","Staple envelope","Carlsbad","11/16/16","Consumer","Standard Class","RD-19900","New Mexico","United States","West",163,0,5,28.4,88220,13.348
"US-2015-101511","Chairs","Furniture","11/23/15","Joel Eaton","FUR-CH-10004698","Padded Folding Chairs, Black, 4/Carton","Newark","11/21/15","Consumer","Second Class","JE-15745","Ohio","United States","East",178,0.3,7,396.802,43055,-11.3372
"US-2015-101511","Supplies","Office Supplies","11/23/15","Joel Eaton","OFF-SU-10002189","Acme Rosewood Handle Letter Opener","Newark","11/21/15","Consumer","Second Class","JE-15745","Ohio","United States","East",179,0.2,5,15.88,43055,-3.7715
"CA-2015-137225","Art","Office Supplies","12/19/15","Jim Kriz","OFF-AR-10001940","Sanford Colorific Eraseable Coloring Pencils, 12 Count","New York City","12/15/15","Home Office","Standard Class","JK-15640","New York","United States","East",180,0,1,3.28,10009,1.4104
"CA-2014-158274","Phones","Technology","11/24/14","Robert Marley","TEC-PH-10003273","AT&T TR1909W","Monroe","11/19/14","Home Office","Second Class","RM-19675","Louisiana","United States","South",183,0,4,503.96,71203,131.0296
"CA-2014-158274","Phones","Technology","11/24/14","Robert Marley","TEC-PH-10004896","Nokia Lumia 521 (T-Mobile)","Monroe","11/19/14","Home Office","Second Class","RM-19675","Louisiana","United States","South",184,0,5,149.95,71203,41.986
"CA-2014-158274","Accessories","Technology","11/24/14","Robert Marley","TEC-AC-10002345","HP Standard 104 key PS/2 Keyboard","Monroe","11/19/14","Home Office","Second Class","RM-19675","Louisiana","United States","South",185,0,2,29,71203,7.25
"CA-2015-102281","Bookcases","Furniture","10/14/15","Mark Packer","FUR-BO-10002613","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","New York City","10/12/15","Home Office","First Class","MP-17470","New York","United States","East",190,0.2,4,899.136,10035,112.392
"CA-2015-102281","Phones","Technology","10/14/15","Mark Packer","TEC-PH-10001552","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","New York City","10/12/15","Home Office","First Class","MP-17470","New York","United States","East",191,0,6,71.76,10035,20.0928
"CA-2015-102281","Paper","Office Supplies","10/14/15","Mark Packer","OFF-PA-10000061","Xerox 205","New York City","10/12/15","Home Office","First Class","MP-17470","New York","United States","East",192,0,8,51.84,10035,24.8832
"CA-2015-102281","Bookcases","Furniture","10/14/15","Mark Packer","FUR-BO-10002545","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","New York City","10/12/15","Home Office","First Class","MP-17470","New York","United States","East",193,0.2,3,626.352,10035,46.9764
"CA-2015-102281","Art","Office Supplies","10/14/15","Mark Packer","OFF-AR-10003514","4009 Highlighters by Sanford","New York City","10/12/15","Home Office","First Class","MP-17470","New York","United States","East",194,0,5,19.9,10035,6.567
"US-2017-116701","Appliances","Office Supplies","12/21/17","Logan Currie","OFF-AP-10003217","Eureka Sanitaire  Commercial Upright","Dallas","12/17/17","Consumer","Second Class","LC-17140","Texas","United States","Central",204,0.8,2,66.284,75220,-178.9668
"CA-2015-169397","Fasteners","Office Supplies","12/27/15","Joni Blumstein","OFF-FA-10000585","OIC Bulk Pack Metal Binder Clips","Dublin","12/24/15","Consumer","First Class","JB-15925","Ohio","United States","East",220,0.2,2,5.584,43017,1.8148
"CA-2015-169397","Paper","Office Supplies","12/27/15","Joni Blumstein","OFF-PA-10004000","While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle","Dublin","12/24/15","Consumer","First Class","JB-15925","Ohio","United States","East",221,0.2,6,22.704,43017,8.2302
"CA-2015-169397","Binders","Office Supplies","12/27/15","Joni Blumstein","OFF-BI-10002852","Ibico Standard Transparent Covers","Dublin","12/24/15","Consumer","First Class","JB-15925","Ohio","United States","East",222,0.7,4,19.776,43017,-13.8432
"CA-2015-169397","Furnishings","Furniture","12/27/15","Joni Blumstein","FUR-FU-10000087","Executive Impressions 14"" Two-Color Numerals Wall Clock","Dublin","12/24/15","Consumer","First Class","JB-15925","Ohio","United States","East",223,0.2,4,72.704,43017,19.0848
"CA-2015-169397","Machines","Technology","12/27/15","Joni Blumstein","TEC-MA-10001148","Swingline SM12-08 MicroCut Jam Free Shredder","Dublin","12/24/15","Consumer","First Class","JB-15925","Ohio","United States","East",224,0.7,4,479.988,43017,-383.9904
"CA-2015-169397","Art","Office Supplies","12/27/15","Joni Blumstein","OFF-AR-10001958","Stanley Bostitch Contemporary Electric Pencil Sharpeners","Dublin","12/24/15","Consumer","First Class","JB-15925","Ohio","United States","East",225,0.2,2,27.168,43017,2.7168
"CA-2017-160514","Paper","Office Supplies","11/16/17","David Bremer","OFF-PA-10002479","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Santa Clara","11/12/17","Corporate","Standard Class","DB-13120","California","United States","West",237,0,2,10.56,95051,4.752
"CA-2016-154739","Chairs","Furniture","12/15/16","Logan Haushalter","FUR-CH-10002965","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","San Francisco","12/10/16","Consumer","Second Class","LH-17155","California","United States","West",250,0.2,2,321.568,94109,28.1372
"CA-2016-146941","Storage","Office Supplies","12/13/16","Delfina Latchford","OFF-ST-10001228","Fellowes Personal Hanging Folder Files, Navy","New York City","12/10/16","Consumer","First Class","DL-13315","New York","United States","East",253,0,6,80.58,10024,22.5624
"CA-2016-146941","Envelopes","Office Supplies","12/13/16","Delfina Latchford","OFF-EN-10003296","Tyvek Side-Opening Peel & Seel Expanding Envelopes","New York City","12/10/16","Consumer","First Class","DL-13315","New York","United States","East",254,0,4,361.92,10024,162.864
"CA-2015-155040","Accessories","Technology","11/15/15","Alan Hwang","TEC-AC-10004469","Microsoft Sculpt Comfort Mouse","Brentwood","11/10/15","Consumer","Standard Class","AH-10210","California","United States","West",266,0,2,79.9,94513,35.156
"CA-2017-132976","Paper","Office Supplies","10/17/17","Andrew Gjertsen","OFF-PA-10000673","Post-it �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad","Philadelphia","10/13/17","Corporate","Standard Class","AG-10495","Pennsylvania","United States","East",277,0.2,2,11.648,19140,4.0768
"CA-2017-132976","Paper","Office Supplies","10/17/17","Andrew Gjertsen","OFF-PA-10004470","Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages","Philadelphia","10/13/17","Corporate","Standard Class","AG-10495","Pennsylvania","United States","East",278,0.2,4,18.176,19140,5.9072
"CA-2017-132976","Storage","Office Supplies","10/17/17","Andrew Gjertsen","OFF-ST-10000876","Eldon Simplefile Box Office","Philadelphia","10/13/17","Corporate","Standard Class","AG-10495","Pennsylvania","United States","East",279,0.2,6,59.712,19140,5.9712
"CA-2017-132976","Labels","Office Supplies","10/17/17","Andrew Gjertsen","OFF-LA-10002043","Avery 489","Philadelphia","10/13/17","Corporate","Standard Class","AG-10495","Pennsylvania","United States","East",280,0.2,3,24.84,19140,8.694
"CA-2016-112697","Binders","Office Supplies","12/20/16","Alan Haines","OFF-BI-10000778","GBC VeloBinder Electric Binding Machine","Tamarac","12/18/16","Corporate","Second Class","AH-10195","Florida","United States","South",287,0.7,7,254.058,33319,-169.372
"CA-2016-112697","Appliances","Office Supplies","12/20/16","Alan Haines","OFF-AP-10002684","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","Tamarac","12/18/16","Corporate","Second Class","AH-10195","Florida","United States","South",288,0.2,2,194.528,33319,24.316
"CA-2016-112697","Supplies","Office Supplies","12/20/16","Alan Haines","OFF-SU-10000646","Premier Automatic Letter Opener","Tamarac","12/18/16","Corporate","Second Class","AH-10195","Florida","United States","South",289,0.2,5,961.48,33319,-204.3145
"CA-2016-110772","Fasteners","Office Supplies","11/24/16","Nick Zandusky","OFF-FA-10002983","Advantus SlideClip Paper Clips","Columbus","11/20/16","Home Office","Second Class","NZ-18565","Ohio","United States","East",290,0.2,7,19.096,43229,6.6836
"CA-2016-110772","Labels","Office Supplies","11/24/16","Nick Zandusky","OFF-LA-10004689","Avery 512","Columbus","11/20/16","Home Office","Second Class","NZ-18565","Ohio","United States","East",291,0.2,8,18.496,43229,6.2424
"CA-2016-110772","Accessories","Technology","11/24/16","Nick Zandusky","TEC-AC-10002001","Logitech Wireless Gaming Headset G930","Columbus","11/20/16","Home Office","Second Class","NZ-18565","Ohio","United States","East",292,0.2,2,255.984,43229,54.3966
"CA-2016-110772","Bookcases","Furniture","11/24/16","Nick Zandusky","FUR-BO-10004709","Bush Westfield Collection Bookcases, Medium Cherry Finish","Columbus","11/20/16","Home Office","Second Class","NZ-18565","Ohio","United States","East",293,0.5,3,86.97,43229,-48.7032
"CA-2014-111451","Furnishings","Furniture","12/28/14","Kelly Lampkin","FUR-FU-10004091","Howard Miller 13"" Diameter Goldtone Round Wall Clock","Colorado Springs","12/26/14","Corporate","First Class","KL-16555","Colorado","United States","West",294,0.2,8,300.416,80906,78.8592
"CA-2014-111451","Chairs","Furniture","12/28/14","Kelly Lampkin","FUR-CH-10001891","Global Deluxe Office Fabric Chairs","Colorado Springs","12/26/14","Corporate","First Class","KL-16555","Colorado","United States","West",295,0.2,3,230.352,80906,20.1558
"CA-2014-111451","Furnishings","Furniture","12/28/14","Kelly Lampkin","FUR-FU-10002918","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","Colorado Springs","12/26/14","Corporate","First Class","KL-16555","Colorado","United States","West",296,0.2,3,218.352,80906,-24.5646
"CA-2014-111451","Binders","Office Supplies","12/28/14","Kelly Lampkin","OFF-BI-10004593","Ibico Laser Imprintable Binding System Covers","Colorado Springs","12/26/14","Corporate","First Class","KL-16555","Colorado","United States","West",297,0.7,5,78.6,80906,-62.88
"CA-2014-111451","Fasteners","Office Supplies","12/28/14","Kelly Lampkin","OFF-FA-10004854","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","Colorado Springs","12/26/14","Corporate","First Class","KL-16555","Colorado","United States","West",298,0.2,3,27.552,80906,9.2988
"US-2017-152380","Tables","Furniture","11/23/17","Jonathan Howell","FUR-TA-10002533","BPI Conference Tables","Chicago","11/19/17","Consumer","Standard Class","JH-15910","Illinois","United States","Central",304,0.5,3,219.075,60623,-131.445
"CA-2014-164259","Art","Office Supplies","12/30/14","Sung Pak","OFF-AR-10003373","Boston School Pro Electric Pencil Sharpener, 1670","Philadelphia","12/28/14","Corporate","First Class","SP-20860","Pennsylvania","United States","East",317,0.2,4,99.136,19143,8.6744
"US-2015-120712","Storage","Office Supplies","12/24/15","Chad Sievert","OFF-ST-10000107","Fellowes Super Stor/Drawer","Austin","12/20/15","Consumer","Standard Class","CS-12130","Texas","United States","Central",345,0.2,4,88.8,78745,-2.22
"CA-2016-155516","Binders","Office Supplies","10/21/16","Michael Kennedy","OFF-BI-10002412","Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders","Manchester","10/21/16","Corporate","Same Day","MK-17905","Connecticut","United States","East",367,0,4,23.2,6040,10.44
"CA-2016-155516","Supplies","Office Supplies","10/21/16","Michael Kennedy","OFF-SU-10001225","Staple remover","Manchester","10/21/16","Corporate","Same Day","MK-17905","Connecticut","United States","East",368,0,2,7.36,6040,0.1472
"CA-2016-155516","Storage","Office Supplies","10/21/16","Michael Kennedy","OFF-ST-10002406","Pizazz Global Quick File","Manchester","10/21/16","Corporate","Same Day","MK-17905","Connecticut","United States","East",369,0,7,104.79,6040,29.3412
"CA-2016-155516","Bookcases","Furniture","10/21/16","Michael Kennedy","FUR-BO-10002545","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","Manchester","10/21/16","Corporate","Same Day","MK-17905","Connecticut","United States","East",370,0,4,1043.92,6040,271.4192
"CA-2016-134775","Paper","Office Supplies","10/29/16","Alejandro Savely","OFF-PA-10004734","Southworth Structures Collection","San Francisco","10/28/16","Corporate","First Class","AS-10285","California","United States","West",382,0,7,50.96,94109,25.48
"CA-2016-134775","Binders","Office Supplies","10/29/16","Alejandro Savely","OFF-BI-10002225","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","San Francisco","10/28/16","Corporate","First Class","AS-10285","California","United States","West",383,0.2,3,49.536,94109,17.3376
"CA-2014-115973","Art","Office Supplies","11/26/14","Nathan Gelder","OFF-AR-10004757","Crayola Colored Pencils","Cincinnati","11/24/14","Consumer","First Class","NG-18430","Ohio","United States","East",389,0.2,1,2.624,45231,0.4264
"CA-2017-101798","Binders","Office Supplies","12/15/17","Mike Vittorini","OFF-BI-10000050","Angle-D Binders with Locking Rings, Label Holders","New York City","12/11/17","Consumer","Standard Class","MV-18190","New York","United States","East",390,0.2,4,23.36,10009,7.884
"CA-2017-101798","Accessories","Technology","12/15/17","Mike Vittorini","TEC-AC-10001998","Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","New York City","12/11/17","Consumer","Standard Class","MV-18190","New York","United States","East",391,0,2,39.98,10009,13.5932
"CA-2017-165603","Storage","Office Supplies","10/19/17","Saphhira Shifley","OFF-ST-10000798","2300 Heavy-Duty Transfer File Systems by Perma","Warwick","10/17/17","Corporate","Second Class","SS-20140","Rhode Island","United States","East",396,0,2,49.96,2886,9.4924
"CA-2017-165603","Paper","Office Supplies","10/19/17","Saphhira Shifley","OFF-PA-10002552","Xerox 1958","Warwick","10/17/17","Corporate","Second Class","SS-20140","Rhode Island","United States","East",397,0,2,12.96,2886,6.2208
"CA-2014-113166","Paper","Office Supplies","12/26/14","Luke Foster","OFF-PA-10001947","Xerox 1974","Miami","12/24/14","Consumer","First Class","LF-17185","Florida","United States","South",403,0.2,2,9.568,33180,3.4684
"CA-2017-117933","Appliances","Office Supplies","12/29/17","Roy Franz�sisch","OFF-AP-10004249","Staple holder","New York City","12/24/17","Consumer","Standard Class","RF-19840","New York","United States","East",405,0,3,35.91,10024,9.6957
"CA-2017-125388","Furnishings","Furniture","10/23/17","Michael Paige","FUR-FU-10004712","Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black","Lawrence","10/19/17","Corporate","Standard Class","MP-17965","Massachusetts","United States","East",423,0,4,56.56,1841,14.7056
"CA-2017-125388","Storage","Office Supplies","10/23/17","Michael Paige","OFF-ST-10000918","Crate-A-Files","Lawrence","10/19/17","Corporate","Standard Class","MP-17965","Massachusetts","United States","East",424,0,3,32.7,1841,8.502
"CA-2017-149160","Furnishings","Furniture","11/26/17","Janet Molinari","FUR-FU-10003347","Coloredge Poster Frame","Canton","11/23/17","Corporate","Second Class","JM-15265","Michigan","United States","Central",426,0,2,28.4,48187,11.076
"CA-2017-149160","Binders","Office Supplies","11/26/17","Janet Molinari","OFF-BI-10001543","GBC VeloBinder Manual Binding System","Canton","11/23/17","Corporate","Second Class","JM-15265","Michigan","United States","Central",427,0,8,287.92,48187,138.2016
"US-2014-150574","Binders","Office Supplies","12/25/14","Mike Kennedy","OFF-BI-10000773","Insertable Tab Post Binder Dividers","Jacksonville","12/19/14","Consumer","Standard Class","MK-18160","Florida","United States","South",435,0.7,2,4.812,32216,-3.6892
"US-2014-150574","Accessories","Technology","12/25/14","Mike Kennedy","TEC-AC-10002600","Belkin QODE FastFit Bluetooth Keyboard","Jacksonville","12/19/14","Consumer","Standard Class","MK-18160","Florida","United States","South",436,0.2,5,247.8,32216,-18.585
"CA-2017-147277","Tables","Furniture","10/24/17","Ed Braxton","FUR-TA-10001539","Chromcraft Rectangular Conference Tables","Akron","10/20/17","Corporate","Standard Class","EB-13705","Ohio","United States","East",454,0.4,2,284.364,44312,-75.8304
"CA-2017-147277","Storage","Office Supplies","10/24/17","Ed Braxton","OFF-ST-10000142","Deluxe Rollaway Locking File with Drawer","Akron","10/20/17","Corporate","Standard Class","EB-13705","Ohio","United States","East",455,0.2,2,665.408,44312,66.5408
"CA-2016-100153","Accessories","Technology","12/17/16","Ken Heidel","TEC-AC-10001772","Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive","Norman","12/13/16","Corporate","Standard Class","KH-16630","Oklahoma","United States","Central",456,0,4,63.88,73071,24.9132
"CA-2015-109638","Appliances","Office Supplies","12/22/15","Joseph Holt","OFF-AP-10002472","3M Office Air Cleaner","Seattle","12/15/15","Consumer","Standard Class","JH-15985","Washington","United States","West",460,0,4,103.92,98115,36.372
"CA-2015-109638","Accessories","Technology","12/22/15","Joseph Holt","TEC-AC-10004571","Logitech G700s Rechargeable Gaming Mouse","Seattle","12/15/15","Consumer","Standard Class","JH-15985","Washington","United States","West",461,0,9,899.91,98115,377.9622
"CA-2015-109638","Binders","Office Supplies","12/22/15","Joseph Holt","OFF-BI-10001098","Acco D-Ring Binder w/DublLock","Seattle","12/15/15","Consumer","Standard Class","JH-15985","Washington","United States","West",462,0.2,3,51.312,98115,18.6006
"US-2016-100419","Binders","Office Supplies","12/20/16","Craig Carreira","OFF-BI-10002194","Cardinal Hold-It CD Pocket","Chicago","12/16/16","Consumer","Second Class","CC-12670","Illinois","United States","Central",470,0.8,3,4.788,60610,-7.9002
