"User.Role.RoleNamesPath","User.SmallPhotoUrl","User.UserManagerNames","User.UserRoleId","User.Role.ParentRole.ForecastManager.UniqueUserName","User.Role.ParentRole.DeveloperName","Type.IsQuantity","StartDate","User.Role.DeveloperName","User.Username","User.Role.Name","User.Role.ParentRole.Name","Type.IsAmount","User.Name","User.Role.RoleNames","User.FullPhotoUrl","User.Id","Type.DeveloperName","User.UniqueUserName","User.UserManager.UniqueUserName","User.Role.ParentRoleId","ForecastingTypeId","QuotaOwnerId","User.Role.Roles","User.Role.Hierarchy_RoleNames","Id","Type.IsActive","User.UserManager.Name","User.Role.RolePath","QuotaAmount"
"Beth Crawford/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","Beth Crawford","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-01-01","WestSales","bcrawfor1547565044099@demo.user","West Sales","RVP West","true","Beth Crawford","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F","005B0000003CnfKIAS","OpportunityRevenue","Beth Crawford",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfKIAS",,"Admin","0J9B00000000bcdKAA","true",,,300000
"Beth Crawford/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","Beth Crawford","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-02-01","WestSales","bcrawfor1547565044099@demo.user","West Sales","RVP West","true","Beth Crawford","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F","005B0000003CnfKIAS","OpportunityRevenue","Beth Crawford",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfKIAS",,"Admin","0J9B00000000bceKAA","true",,,750000
"Beth Crawford/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","Beth Crawford","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-03-01","WestSales","bcrawfor1547565044099@demo.user","West Sales","RVP West","true","Beth Crawford","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F","005B0000003CnfKIAS","OpportunityRevenue","Beth Crawford",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfKIAS",,"Admin","0J9B00000000bcfKAA","true",,,500000
"Beth Crawford/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","Beth Crawford","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-04-01","WestSales","bcrawfor1547565044099@demo.user","West Sales","RVP West","true","Beth Crawford","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F","005B0000003CnfKIAS","OpportunityRevenue","Beth Crawford",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfKIAS",,"Admin","0J9B00000000bcgKAA","true",,,300000
"Beth Crawford/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","Beth Crawford","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-05-01","WestSales","bcrawfor1547565044099@demo.user","West Sales","RVP West","true","Beth Crawford","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F","005B0000003CnfKIAS","OpportunityRevenue","Beth Crawford",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfKIAS",,"Admin","0J9B00000000bchKAA","true",,,750000
"Courtney Brown/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/T","Courtney Brown","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-01-01","WestSales","cbrown1547565044007@demo.user","West Sales","RVP West","true","Courtney Brown","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/F","005B0000003CnfVIAS","OpportunityRevenue","Courtney Brown",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfVIAS",,"Admin","0J9B00000000bciKAA","true",,,300000
"Courtney Brown/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/T","Courtney Brown","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-02-01","WestSales","cbrown1547565044007@demo.user","West Sales","RVP West","true","Courtney Brown","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/F","005B0000003CnfVIAS","OpportunityRevenue","Courtney Brown",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfVIAS",,"Admin","0J9B00000000bcjKAA","true",,,750000
"Courtney Brown/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/T","Courtney Brown","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-03-01","WestSales","cbrown1547565044007@demo.user","West Sales","RVP West","true","Courtney Brown","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/F","005B0000003CnfVIAS","OpportunityRevenue","Courtney Brown",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfVIAS",,"Admin","0J9B00000000bckKAA","true",,,500000
"Courtney Brown/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/T","Courtney Brown","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-04-01","WestSales","cbrown1547565044007@demo.user","West Sales","RVP West","true","Courtney Brown","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/F","005B0000003CnfVIAS","OpportunityRevenue","Courtney Brown",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfVIAS",,"Admin","0J9B00000000bclKAA","true",,,300000
"Courtney Brown/Tyler Parker/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/T","Courtney Brown","00EB0000000azEFMAY","Tyler Parker","RVPWest","false","2016-05-01","WestSales","cbrown1547565044007@demo.user","West Sales","RVP West","true","Courtney Brown","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/F","005B0000003CnfVIAS","OpportunityRevenue","Courtney Brown",,"00EB0000000azEIMAY","0DbB0000000DMwuKAG","005B0000003CnfVIAS",,"Admin","0J9B00000000bcmKAA","true",,,750000
"Dennis Huffman/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/T","Dennis Huffman","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-01-01","EastSales","dhuffman1547565044026@demo.user","East Sales","RVP East","true","Dennis Huffman","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/F","005B0000003CnfIIAS","OpportunityRevenue","Dennis Huffman",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfIIAS",,"Admin","0J9B00000000bcnKAA","true",,,300000
"Dennis Huffman/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/T","Dennis Huffman","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-02-01","EastSales","dhuffman1547565044026@demo.user","East Sales","RVP East","true","Dennis Huffman","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/F","005B0000003CnfIIAS","OpportunityRevenue","Dennis Huffman",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfIIAS",,"Admin","0J9B00000000bcoKAA","true",,,750000
"Dennis Huffman/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/T","Dennis Huffman","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-03-01","EastSales","dhuffman1547565044026@demo.user","East Sales","RVP East","true","Dennis Huffman","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/F","005B0000003CnfIIAS","OpportunityRevenue","Dennis Huffman",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfIIAS",,"Admin","0J9B00000000bcpKAA","true",,,500000
"Dennis Huffman/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/T","Dennis Huffman","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-04-01","EastSales","dhuffman1547565044026@demo.user","East Sales","RVP East","true","Dennis Huffman","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/F","005B0000003CnfIIAS","OpportunityRevenue","Dennis Huffman",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfIIAS",,"Admin","0J9B00000000bcqKAA","true",,,300000
"Dennis Huffman/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/T","Dennis Huffman","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-05-01","EastSales","dhuffman1547565044026@demo.user","East Sales","RVP East","true","Dennis Huffman","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/F","005B0000003CnfIIAS","OpportunityRevenue","Dennis Huffman",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfIIAS",,"Admin","0J9B00000000bcrKAA","true",,,750000
"Wayne Blackwell/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/T","Wayne Blackwell","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-01-01","EastSales","wblackwe1547565044135@demo.user","East Sales","RVP East","true","Wayne Blackwell","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/F","005B0000003CnfUIAS","OpportunityRevenue","Wayne Blackwell",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfUIAS",,"Admin","0J9B00000000bcsKAA","true",,,300000
"Wayne Blackwell/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/T","Wayne Blackwell","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-02-01","EastSales","wblackwe1547565044135@demo.user","East Sales","RVP East","true","Wayne Blackwell","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/F","005B0000003CnfUIAS","OpportunityRevenue","Wayne Blackwell",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfUIAS",,"Admin","0J9B00000000bctKAA","true",,,750000
"Wayne Blackwell/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/T","Wayne Blackwell","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-03-01","EastSales","wblackwe1547565044135@demo.user","East Sales","RVP East","true","Wayne Blackwell","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/F","005B0000003CnfUIAS","OpportunityRevenue","Wayne Blackwell",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfUIAS",,"Admin","0J9B00000000bcuKAA","true",,,500000
"Wayne Blackwell/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/T","Wayne Blackwell","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-04-01","EastSales","wblackwe1547565044135@demo.user","East Sales","RVP East","true","Wayne Blackwell","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/F","005B0000003CnfUIAS","OpportunityRevenue","Wayne Blackwell",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfUIAS",,"Admin","0J9B00000000bcvKAA","true",,,300000
"Wayne Blackwell/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/T","Wayne Blackwell","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-05-01","EastSales","wblackwe1547565044135@demo.user","East Sales","RVP East","true","Wayne Blackwell","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/F","005B0000003CnfUIAS","OpportunityRevenue","Wayne Blackwell",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfUIAS",,"Admin","0J9B00000000bcwKAA","true",,,750000
"John Peck/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/T","John Peck","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-01-01","EastSales","jpeck1547565044062@demo.user","East Sales","RVP East","true","John Peck","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/F","005B0000003CnffIAC","OpportunityRevenue","John Peck",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnffIAC",,"Admin","0J9B00000000bcxKAA","true",,,300000
"John Peck/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/T","John Peck","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-02-01","EastSales","jpeck1547565044062@demo.user","East Sales","RVP East","true","John Peck","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/F","005B0000003CnffIAC","OpportunityRevenue","John Peck",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnffIAC",,"Admin","0J9B00000000bcyKAA","true",,,750000
"John Peck/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/T","John Peck","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-03-01","EastSales","jpeck1547565044062@demo.user","East Sales","RVP East","true","John Peck","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/F","005B0000003CnffIAC","OpportunityRevenue","John Peck",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnffIAC",,"Admin","0J9B00000000bczKAA","true",,,500000
"John Peck/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/T","John Peck","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-04-01","EastSales","jpeck1547565044062@demo.user","East Sales","RVP East","true","John Peck","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/F","005B0000003CnffIAC","OpportunityRevenue","John Peck",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnffIAC",,"Admin","0J9B00000000bd0KAA","true",,,300000
"John Peck/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/T","John Peck","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-05-01","EastSales","jpeck1547565044062@demo.user","East Sales","RVP East","true","John Peck","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3K/F","005B0000003CnffIAC","OpportunityRevenue","John Peck",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnffIAC",,"Admin","0J9B00000000bd1KAA","true",,,750000
"Noah Kelly/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/T","Noah Kelly","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-01-01","EastSales","nkelly1547565044044@demo.user","East Sales","RVP East","true","Noah Kelly","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/F","005B0000003CnfJIAS","OpportunityRevenue","Noah Kelly",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfJIAS",,"Admin","0J9B00000000bd2KAA","true",,,300000
"Noah Kelly/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/T","Noah Kelly","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-02-01","EastSales","nkelly1547565044044@demo.user","East Sales","RVP East","true","Noah Kelly","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/F","005B0000003CnfJIAS","OpportunityRevenue","Noah Kelly",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfJIAS",,"Admin","0J9B00000000bd3KAA","true",,,750000
"Noah Kelly/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/T","Noah Kelly","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-03-01","EastSales","nkelly1547565044044@demo.user","East Sales","RVP East","true","Noah Kelly","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/F","005B0000003CnfJIAS","OpportunityRevenue","Noah Kelly",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfJIAS",,"Admin","0J9B00000000bd4KAA","true",,,500000
"Noah Kelly/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/T","Noah Kelly","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-04-01","EastSales","nkelly1547565044044@demo.user","East Sales","RVP East","true","Noah Kelly","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/F","005B0000003CnfJIAS","OpportunityRevenue","Noah Kelly",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfJIAS",,"Admin","0J9B00000000bd5KAA","true",,,300000
"Noah Kelly/Andrew Malone/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/T","Noah Kelly","00EB0000000azEDMAY","Andrew Malone","RVPEast","false","2016-05-01","EastSales","nkelly1547565044044@demo.user","East Sales","RVP East","true","Noah Kelly","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs35/F","005B0000003CnfJIAS","OpportunityRevenue","Noah Kelly",,"00EB0000000azEHMAY","0DbB0000000DMwuKAG","005B0000003CnfJIAS",,"Admin","0J9B00000000bd6KAA","true",,,750000
"Amy Shaw/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T","Amy Shaw","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2016-01-01","CentralSales","ashaw1547565044117@demo.user","Central Sales","RVP Central","true","Amy Shaw","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","005B0000003CnfgIAC","OpportunityRevenue","Amy Shaw",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B0000003CnfgIAC",,"Admin","0J9B00000000bd7KAA","true",,,300000
"Amy Shaw/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T","Amy Shaw","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2016-02-01","CentralSales","ashaw1547565044117@demo.user","Central Sales","RVP Central","true","Amy Shaw","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","005B0000003CnfgIAC","OpportunityRevenue","Amy Shaw",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B0000003CnfgIAC",,"Admin","0J9B00000000bd8KAA","true",,,750000
"Amy Shaw/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T","Amy Shaw","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2016-03-01","CentralSales","ashaw1547565044117@demo.user","Central Sales","RVP Central","true","Amy Shaw","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","005B0000003CnfgIAC","OpportunityRevenue","Amy Shaw",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B0000003CnfgIAC",,"Admin","0J9B00000000bd9KAA","true",,,500000
"Amy Shaw/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T","Amy Shaw","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2016-04-01","CentralSales","ashaw1547565044117@demo.user","Central Sales","RVP Central","true","Amy Shaw","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","005B0000003CnfgIAC","OpportunityRevenue","Amy Shaw",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B0000003CnfgIAC",,"Admin","0J9B00000000bdAKAQ","true",,,300000
"Amy Shaw/Andrew Barton/Elliot Shapiro/Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T","Amy Shaw","00EB0000000azECMAY","Andrew Barton","RVPCentral","false","2016-05-01","CentralSales","ashaw1547565044117@demo.user","Central Sales","RVP Central","true","Amy Shaw","Admin","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","005B0000003CnfgIAC","OpportunityRevenue","Amy Shaw",,"00EB0000000azELMAY","0DbB0000000DMwuKAG","005B0000003CnfgIAC",,"Admin","0J9B00000000bdBKAQ","true",,,750000
