"LastModifiedDate","Predicted_Close_Date__c","Account.Owner.Role.RolePath","EDD_Prescription__c","Account.Owner.UniqueUserName","Product.Opportunity.EDD_CreatedDate__c","DemoShow__c","CloseDate","Owner.Role.ParentRole.Name","Account.Parent.UltimateParentId","EDD_CreatedDate__c","Owner.Username","Product.Opportunity.EDD_Leading_Causes__c","Owner.Role.RolePath","Product.Product.Name","Account.OwnerId","Id","Product.Opportunity.Discount_Approved__c","Owner.Role.RoleNames","OpportunityScoreId","Owner.UniqueUserName","Product.Opportunity.EDD_Prescription__c","Owner.FullPhotoUrl","IsClosed","Account.Industry","OwnerId","Account.Parent.ParentAccount.ShippingState","Owner.UserManagerNames","RecordTypeId","Account.Parent.ParentAccount.OwnerId","Neglected","Owner.Name","Stage.StageName","StageName","Account.BillingState","Account.Parent.ParentAccount.Name","Account.Owner.Name","CustomFilter","Type","Pushed","Account.Parent.AccountParents","IsPastDue","Product.Product.Family","LastActivityDate","Owner.UserManager.Name","Account.Type","AccountId","HasOpportunityLineItem","IsLost","ForecastCategory","EDD_Leading_Causes__c","Name","Product.Opportunity.Predicted_Close_Date__c","Owner.Role.Hierarchy_RoleNames","CreatedById","Product.Opportunity.Competitor_EDD_c__c","Owner.Role.Name","Account.Owner.Role.Roles","Owner.Role.DeveloperName","Product.Opportunity.DemoShow__c","Owner.Role.RoleNamesPath","Account.Owner.UserManager.UniqueUserName","LeadSource","CreatedDate","ForecastCategoryName","Account.ShippingState","Owner.UserManager.UniqueUserName","Account.Owner.UserManagerNames","Account.Owner.Role.Name","OpenClosedWonLost","Account.Owner.UserManager.Name","RecordType.Name","Owner.SmallPhotoUrl","Owner.Role.ParentRoleId","IsWon","Owner.UserRoleId","OpptyScore.Insights","Account.AccountSource","Account.Owner.Role.ParentRoleId","Account.Parent.ParentAccount.BillingState","Discount_Approved__c","Owner.Role.ParentRole.ForecastManager.UniqueUserName","Owner.Role.Roles","Owner.Role.ParentRole.DeveloperName","Competitor_EDD_c__c","Account.Name","Product.Opportunity.Close_Date_Difference__c","DaysPastDue","Stage.SortOrder","Stage.DefaultProbability","Stage.IsPulled","EDD_Outcome__c","Account.NumberOfEmployees","DaysSinceLastActivity","Amount","Opportunity_Score_Dummy__c","Stage.IsPushed","Close_Date_Difference__c","Account.AnnualRevenue","OpportunityAge","EDD_Age__c","Product.Opportunity.EDD_Age__c","OpptyScore.Score","OpportunityScore","Time_In_Current_Stage.Duration_Seconds","Product.Opportunity.EDD_Outcome__c","LastProcessedDate"
"2018-10-31T07:00:00.000Z","2018-10-17",,"-5.950 if you change Executive Meeting to true
-4.784 if you change Interactive Demo to true","Wayne Blackwell",,TRUE,"2018-11-29","RVP East","001B000000bwMbrIAE",,"wblackwe1547565044135@demo.user",,,,"005B0000003CnfUIAS","006B0000003n2tMIAQ",,"Admin",,"Wayne Blackwell",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/F",TRUE,"Electronics","005B0000003CnfUIAS",,"Wayne Blackwell","012B0000000LBREIA4","005B0000003CnfUIAS",FALSE,"Wayne Blackwell","Closed Lost","Closed Lost","WV","Interland","Wayne Blackwell",TRUE,"New Business",TRUE,"001B000000bwMbrIAE",FALSE,,"2018-10-31",,"SMB","001B000000bwMbrIAE",FALSE,"Yes","Omitted","+10.477 because Lead Source is Reseller and Region is Northeast
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 47821 to 61498 and Product Name is Exterior Accessories
-6.202 because of other factors
from th","Cooper Lighting 212",,"Admin","005B00000034KssIAE",,"East Sales",,"EastSales",,"Wayne Blackwell/Andrew Malone/Elliot Shapiro/Admin",,"Reseller","2018-07-20T08:00:00.000Z","Omitted",,,"Wayne Blackwell","East Sales","Lost",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/T","00EB0000000azEHMAY",FALSE,"00EB0000000azEDMAY",,"Data.com","00EB0000000azEHMAY","WV",,"Andrew Malone",,"RVPEast",,"Interland",0,0,6,0,0,88,5521,621,50000,74,37,-43,13255000,131,0,0,0,74,81565858,0,2020-07-31
"2020-06-07T08:00:00.000Z","2020-08-11",,"-6.088 if you change Executive Meeting to true
-3.941 if you change Interactive Demo to true","Noah Kelly",,TRUE,"2020-07-16","RVP East","001B000000SS4yRIAT",,"dhuffman1547565044026@demo.user",,,,"005B0000003CnfJIAS","006B0000003n2tNIAQ",,"Admin",,"Dennis Huffman",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/F",FALSE,"Healthcare & Life Sciences","005B0000003CnfIIAS",,"Dennis Huffman","012B0000000LBREIA4","005B0000003CnfJIAS",FALSE,"Dennis Huffman","Closed Lost","Negotiation","CT","E-Z Legal Software","Noah Kelly",TRUE,"Add-On Business",TRUE,"001B000000SS4yRIAT",FALSE,,"2020-06-07",,"Mid-Market","001B000000SS4yRIAT",FALSE,"No","BestCase","+14.534 because Lead Source is Fields Sales and Region is Southeast
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+6.449 because Amount is 132177 to 219160 and Product Name is RV Shelters
-2.967 because of other factors
from","E-Z Legal Software 228",,"Admin","005B00000034KssIAE",,"East Sales",,"EastSales",,"Dennis Huffman/Andrew Malone/Elliot Shapiro/Admin",,"Fields Sales","2020-05-23T08:00:00.000Z","Best Case",,,"Noah Kelly","East Sales","Open",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs30/T","00EB0000000azEHMAY",FALSE,"00EB0000000azEDMAY",,"Data.com","00EB0000000azEHMAY","CT",,"Andrew Malone",,"RVPEast",,"E-Z Legal Software",0,0,2,90,2,80,29,36,150000,98,39,27,213469000,51,0,0,0,98,4308521,0,2020-07-31
"2019-03-02T07:00:00.000Z","2019-05-16",,"-1.315 if you change Interactive Demo to true
-0.893 if you change Executive Meeting to false","Kristen Hughes",,TRUE,"2019-07-04","RVP Central","001B000000SS4xqIAD",,"awilliam1547565044035@demo.user",,,,"005B0000003CnfSIAS","006B0000003n2tVIAQ",,"Admin",,"Alyssa Williams",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/F",TRUE,"Healthcare & Life Sciences","005B0000003CnfXIAS",,"Alyssa Williams","012B0000000LBREIA4","005B0000003CnfSIAS",FALSE,"Alyssa Williams","Closed Won","Closed Won","WA","BondRewards","Kristen Hughes",TRUE,"Existing Business",TRUE,"001B000000SS4xqIAD",FALSE,,"2019-03-02",,"SMB","001B000000SS4xqIAD",FALSE,"No","Closed","+14.534 because Lead Source is Fields Sales and Region is Midwest
-11.891 because Competitor is Fredericks and Product Name is Motorcycle Parts
+6.449 because Amount is 10534 to 19997 and Product Name is Motorcycle Parts
+14.435 because of other factors
f","Adaptive Decisions 65",,"Admin","005B00000034KssIAE",,"Central Sales",,"CentralSales",,"Alyssa Williams/Andrew Barton/Elliot Shapiro/Admin",,"Fields Sales","2019-02-12T07:00:00.000Z","Closed",,,"Kristen Hughes","West Sales","Closed Won",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/T","00EB0000000azELMAY",TRUE,"00EB0000000azECMAY",,"Partner","00EB0000000azEIMAY","WA",,"Andrew Barton",,"RVPCentral",,"BondRewards",0,0,5,100,0,93,83732,499,15000,98,37,-48,15968000,141,0,0,0,98,81565858,0,2020-07-31
"2019-07-10T08:00:00.000Z","2019-08-24",,"-2.178 if you change Executive Meeting to true","Kristen Hughes",,TRUE,"2019-08-24","RVP West","001B000000SS4xsIAD",,"bcrawfor1547565044099@demo.user",,,,"005B0000003CnfSIAS","006B0000003n2tXIAQ",,"Admin",,"Beth Crawford",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F",TRUE,"Machinery","005B0000003CnfKIAS",,"Beth Crawford","012B0000000LBRPIA4","005B0000003CnfSIAS",FALSE,"Beth Crawford","Closed Lost","Closed Lost","WA","E Ink Corporation","Kristen Hughes",TRUE,"Existing Business",TRUE,"001B000000SS4xsIAD",FALSE,,"2019-07-10",,"SMB","001B000000SS4xsIAD",FALSE,"Yes","Omitted","+14.534 because Lead Source is Reseller and Region is Pacific
+9.077 because Amount is 19998 to 29998 and Region is Pacific
+7.841 because Product Name is Exterior Accessories and Region is Pacific
-0.776 because of other factors
from the baseline, +70.12","Animation Technologies 81",,"Admin","005B00000034KssIAE",,"West Sales",,"WestSales",,"Beth Crawford/Tyler Parker/Elliot Shapiro/Admin",,"Reseller","2019-05-15T08:00:00.000Z","Omitted",,,"Kristen Hughes","West Sales","Lost",,"Channel (Partner)","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","00EB0000000azEIMAY",FALSE,"00EB0000000azEFMAY",,"Inbound Call","00EB0000000azEIMAY","WA",,"Tyler Parker",,"RVPWest",,"E Ink Corporation",0,0,6,0,0,100,42400,369,25000,77,37,0,23923000,100,0,0,0,77,81565858,0,2020-07-31
"2018-11-05T07:00:00.000Z","2018-09-21",,"-4.892 if you change Executive Meeting to true
-3.594 if you change Interactive Demo to true","Kristen Hughes",,TRUE,"2018-12-12","RVP West","001B000000SS4CNIA1",,"khughes1547565044017@demo.user",,,,"005B0000003CnfSIAS","006B0000003n2teIAA",,"Admin",,"Kristen Hughes",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3t/F",TRUE,"Agriculture","005B0000003CnfSIAS",,"Kristen Hughes","012B0000000LBREIA4","005B0000003CnfSIAS",FALSE,"Kristen Hughes","Closed Lost","Closed Lost","HI","SAGEM Morpho","Kristen Hughes",TRUE,"Existing Business",TRUE,"001B000000SS4CNIA1",FALSE,,"2018-11-05",,"Mid-Market","001B000000SS4CNIA1",FALSE,"Yes","Omitted","+14.534 because Lead Source is Fields Sales and Region is Pacific
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+7.326 because Amount is 61499 to 100000 and Lead Source is Fields Sales
+2.381 because of other factors
from th","SAGEM Morpho 6",,"Admin","005B00000034KssIAE",,"West Sales",,"WestSales",,"Kristen Hughes/Tyler Parker/Elliot Shapiro/Admin",,"Fields Sales","2018-06-27T08:00:00.000Z","Omitted",,,"Kristen Hughes","West Sales","Lost",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3t/T","00EB0000000azEIMAY",FALSE,"00EB0000000azEFMAY",,"Website","00EB0000000azEIMAY","HI",,"Tyler Parker",,"RVPWest",,"SAGEM Morpho",0,0,6,0,0,86,856,616,100000,73,37,-81,92287000,167,0,0,0,73,81565858,0,2020-07-31
"2020-04-22T07:00:00.000Z","2020-04-30",,"No changes recommended","Rachel Reilly",,TRUE,"2020-07-20","RVP Central","001B000000lwNupIAE",,"ashaw1547565044117@demo.user",,,,"005B0000003CnfYIAS","006B0000003n2tjIAA",,"Admin",,"Amy Shaw",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F",FALSE,"Chemicals","005B0000003CnfgIAC",,"Amy Shaw","012B0000000LBREIA4","005B0000003CnfYIAS",TRUE,"Amy Shaw","Closed Lost","Negotiation","WI","Alliant Energy Resources","Rachel Reilly",TRUE,"New Business",TRUE,"001B000000lwNupIAE",FALSE,,"2020-04-22",,"Mid-Market","001B000000lwNupIAE",FALSE,"No","BestCase","+14.534 because Lead Source is Reseller and Region is Midwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 0 to 4998 and Product Name is Exterior Accessories
-9.078 because of other factors
from the basel","Alliant Energy Resources 47",,"Admin","005B00000034KssIAE",,"Central Sales",,"CentralSales",,"Amy Shaw/Andrew Barton/Elliot Shapiro/Admin",,"Reseller","2020-01-31T07:00:00.000Z","Best Case",,,"Rachel Reilly","Central Sales","Open",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T","00EB0000000azELMAY",FALSE,"00EB0000000azECMAY",,"Referral","00EB0000000azELMAY","WI",,"Andrew Barton",,"RVPCentral",,"Alliant Energy Resources",0,0,2,90,0,90,866,82,3500,73,38,-81,184063000,164,0,0,0,73,61512093,0,2020-07-31
"2019-05-06T08:00:00.000Z","2019-04-13",,"No changes recommended","Kristen Hughes",,TRUE,"2019-07-15","RVP Central","001B000000SS4CVIA1",,"aharriso1547565044108@demo.user",,,,"005B0000003CnfSIAS","006B0000003n2tlIAA",,"Admin",,"Alicia Harrison",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs43/F",TRUE,"Consulting","005B0000003CnfZIAS",,"Alicia Harrison","012B0000000LBREIA4","005B0000003CnfSIAS",FALSE,"Alicia Harrison","Closed Won","Closed Won","OR","Ernharth Group","Kristen Hughes",TRUE,"Existing Business",TRUE,"001B000000SS4CVIA1",FALSE,,"2019-05-06",,"SMB","001B000000SS4CVIA1",FALSE,"No","Closed","+14.534 because Lead Source is Reseller and Region is Midwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 10534 to 19997 and Product Name is Motorcycle Parts
-12.861 because of other factors
from the bas","Midfirst Bank 101",,"Admin","005B00000034KssIAE",,"Central Sales",,"CentralSales",,"Alicia Harrison/Andrew Barton/Elliot Shapiro/Admin",,"Reseller","2019-01-17T07:00:00.000Z","Closed",,,"Kristen Hughes","West Sales","Closed Won",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs43/T","00EB0000000azELMAY",TRUE,"00EB0000000azECMAY",,"Cold Call","00EB0000000azEIMAY","OR",,"Andrew Barton",,"RVPCentral",,"Ernharth Group",0,0,5,100,0,86,96293,434,14000,95,37,-92,33196000,178,0,0,0,95,81565842,0,2020-07-31
"2020-02-09T07:00:00.000Z","2020-04-18",,"-4.105 if you change Interactive Demo to true","Beth Crawford",,TRUE,"2020-07-17","RVP West","001B000000WJEEBIA5",,"bcrawfor1547565044099@demo.user",,,,"005B0000003CnfKIAS","006B0000003n2tmIAA",,"Admin",,"Beth Crawford",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F",FALSE,"Transportation","005B0000003CnfKIAS",,"Beth Crawford","012B0000000LBREIA4","005B0000003CnfKIAS",TRUE,"Beth Crawford","Closed Lost","Negotiation","AZ","United Way Worldwide","Beth Crawford",TRUE,"New Business",TRUE,"001B000000WJEEBIA5",FALSE,,"2020-02-09",,"Mid-Market","001B000000WJEEBIA5",FALSE,"No","Pipeline","+14.534 because Lead Source is Fields Sales and Region is Northwest
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+7.326 because Amount is 61499 to 100000 and Lead Source is Fields Sales
-0.258 because of other factors
from ","United Way Worldwide 127",,"Admin","005B00000034KssIAE",,"West Sales",,"WestSales",,"Beth Crawford/Tyler Parker/Elliot Shapiro/Admin",,"Fields Sales","2020-01-25T08:00:00.000Z","Pipeline",,,"Beth Crawford","West Sales","Open",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","00EB0000000azEIMAY",FALSE,"00EB0000000azEFMAY",,"Partner","00EB0000000azEIMAY","AZ",,"Tyler Parker",,"RVPWest",,"United Way Worldwide",0,0,2,90,0,83,322,155,100000,88,38,-90,179203000,170,0,0,0,88,61512093,0,2020-07-31
"2020-03-06T07:00:00.000Z","2020-03-09",,"-1.853 if you change Executive Meeting to true","Sheri Nunez",,TRUE,"2020-04-19","RVP West","001B000000bwMbwIAE",,"cbrown1547565044007@demo.user",,,,"005B0000003CnfTIAS","006B0000003n2tpIAA",,"Admin",,"Courtney Brown",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/F",TRUE,"Shipping","005B0000003CnfVIAS",,"Courtney Brown","012B0000000LBRPIA4","005B0000003CnfTIAS",FALSE,"Courtney Brown","Closed Lost","Closed Lost","KS","Arizona Parking Solutions","Sheri Nunez",TRUE,"Add-On Business",TRUE,"001B000000bwMbwIAE",FALSE,,"2020-03-06",,"Mid-Market","001B000000bwMbwIAE",FALSE,"Yes","Omitted","+16.959 because Competitor is Moparts and Region is Pacific
+14.534 because Lead Source is Reseller and Region is Pacific
+6.449 because Amount is 0 to 4998 and Product Name is Batteries
-1.605 because of other factors
from the baseline, +70.126","Vision Group 194",,"Admin","005B00000034KssIAE",,"West Sales",,"WestSales",,"Courtney Brown/Tyler Parker/Elliot Shapiro/Admin",,"Reseller","2019-11-24T07:00:00.000Z","Omitted",,,"Sheri Nunez","Central Sales","Lost",,"Channel (Partner)","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/T","00EB0000000azEIMAY",FALSE,"00EB0000000azEFMAY",,"Referral","00EB0000000azELMAY","KS",,"Tyler Parker",,"RVPWest",,"Arizona Parking Solutions",0,0,6,0,0,106,169,129,1000,89,37,-40,467400000,146,0,0,0,89,81565842,0,2020-07-31
"2019-09-12T07:00:00.000Z","2019-11-25",,"-5.138 if you change Interactive Demo to true","Alyssa Williams",,TRUE,"2020-01-01","RVP Central","001B000000SS4CbIAL",,"ashaw1547565044117@demo.user",,,,"005B0000003CnfXIAS","006B0000003n2trIAA",,"Admin",,"Amy Shaw",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F",TRUE,"Other","005B0000003CnfgIAC",,"Amy Shaw","012B0000000LBRPIA4","005B0000003CnfXIAS",FALSE,"Amy Shaw","Closed Lost","Closed Lost","MI","Specialty Media","Alyssa Williams",TRUE,"Existing Business",TRUE,"001B000000SS4CbIAL",FALSE,,"2019-09-12",,"Mid-Market","001B000000SS4CbIAL",FALSE,"Yes","Omitted","+14.534 because Lead Source is Reseller and Region is Midwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 19998 to 29998 and Product Name is Replacement Parts
-6.191 because of other factors
from the bas","Myinfopro 209",,"Admin","005B00000034KssIAE",,"Central Sales",,"CentralSales",,"Amy Shaw/Andrew Barton/Elliot Shapiro/Admin",,"Reseller","2019-08-24T07:00:00.000Z","Omitted",,,"Alyssa Williams","Central Sales","Lost",,"Channel (Partner)","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T","00EB0000000azELMAY",FALSE,"00EB0000000azECMAY",,"Cold Call","00EB0000000azELMAY","MI",,"Andrew Barton",,"RVPCentral",,"Specialty Media",0,0,6,0,0,92,239,305,20000,92,37,-37,380032000,129,0,0,0,92,81565842,0,2020-07-31
"2019-05-04T08:00:00.000Z","2019-03-30",,"-3.053 if you change Interactive Demo to true","Alyssa Williams",,TRUE,"2019-06-03","RVP Central","001B000000SS4CbIAL",,"snunez1547565044126@demo.user",,,,"005B0000003CnfXIAS","006B0000003n2tsIAA",,"Admin",,"Sheri Nunez",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/F",TRUE,"Other","005B0000003CnfTIAS",,"Sheri Nunez","012B0000000LBREIA4","005B0000003CnfXIAS",FALSE,"Sheri Nunez","Closed Lost","Closed Lost","MI","Specialty Media","Alyssa Williams",TRUE,"Existing Business",TRUE,"001B000000SS4CbIAL",FALSE,,"2019-05-04",,"Mid-Market","001B000000SS4CbIAL",FALSE,"Yes","Omitted","+14.534 because Lead Source is Reseller and Region is Midwest
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is Car Care
-4.375 because of other factors
from the baseli","Myinfopro 219",,"Admin","005B00000034KssIAE",,"Central Sales",,"CentralSales",,"Sheri Nunez/Andrew Barton/Elliot Shapiro/Admin",,"Reseller","2019-01-12T07:00:00.000Z","Omitted",,,"Alyssa Williams","Central Sales","Lost",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/T","00EB0000000azELMAY",FALSE,"00EB0000000azECMAY",,"Cold Call","00EB0000000azELMAY","MI",,"Andrew Barton",,"RVPCentral",,"Specialty Media",0,0,6,0,0,77,239,436,30000,86,37,-64,380032000,141,0,0,0,86,81565842,0,2020-07-31
"2018-12-01T07:00:00.000Z","2018-11-24",,"-7.591 if you change Executive Meeting to false
-2.131 if you change Interactive Demo to true","Ann Jones",,TRUE,"2019-01-01","RVP West","001B000000bwMbzIAE",,"ajones1547565044090@demo.user",,,,"005B0000003CnfWIAS","006B0000003n2twIAA",,"Admin",,"Ann Jones",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3p/F",TRUE,"Telecommunications","005B0000003CnfWIAS",,"Ann Jones","012B0000000LBREIA4","005B0000003CnfWIAS",FALSE,"Ann Jones","Closed Won","Closed Won","OR","Metafile Information Systems","Ann Jones",TRUE,"New Business",TRUE,"001B000000bwMbzIAE",FALSE,,"2018-12-01",,"Mid-Market","001B000000bwMbzIAE",FALSE,"No","Closed","-16.654 because Lead Source is Reseller and Competitor is Fredericks
+14.534 because Lead Source is Reseller and Region is Pacific
+6.449 because Amount is 4999 to 10533 and Product Name is Car Care
+0.234 because of other factors
from the baseline, +70.1","Metafile Information Systems 169",,"Admin","005B00000034KssIAE",,"West Sales",,"WestSales",,"Ann Jones/Tyler Parker/Elliot Shapiro/Admin",,"Reseller","2018-09-11T07:00:00.000Z","Closed",,,"Ann Jones","West Sales","Closed Won",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3p/T","00EB0000000azEIMAY",TRUE,"00EB0000000azEFMAY",,"Website","00EB0000000azEIMAY","OR",,"Tyler Parker",,"RVPWest",,"Metafile Information Systems",0,0,5,100,0,74,976,590,5000,80,37,-37,221818000,111,0,0,0,80,81565842,0,2020-07-31
"2019-01-15T07:00:00.000Z","2018-12-09",,"No changes recommended","Beth Crawford",,TRUE,"2019-03-08","RVP Central","001B000000SS4CtIAL",,"snunez1547565044126@demo.user",,,,"005B0000003CnfKIAS","006B0000003n2u0IAA",,"Admin",,"Sheri Nunez",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/F",TRUE,"Electronics","005B0000003CnfTIAS",,"Sheri Nunez","012B0000000LBREIA4","005B0000003CnfKIAS",FALSE,"Sheri Nunez","Closed Lost","Closed Lost","AK","Renesas Electronics America","Beth Crawford",TRUE,"Existing Business",TRUE,"001B000000SS4CtIAL",FALSE,,"2019-01-15",,"Mid-Market","001B000000SS4CtIAL",FALSE,"Yes","Omitted","+14.534 because Lead Source is Fields Sales and Region is Mid-Atlantic
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+6.449 because Amount is 4999 to 10533 and Product Name is Performance
-4.886 because of other factors
from","Phoenix Software International 3",,"Admin","005B00000034KssIAE",,"Central Sales",,"CentralSales",,"Sheri Nunez/Andrew Barton/Elliot Shapiro/Admin",,"Fields Sales","2018-09-22T07:00:00.000Z","Omitted",,,"Beth Crawford","West Sales","Lost",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/T","00EB0000000azELMAY",FALSE,"00EB0000000azECMAY",,"Referral","00EB0000000azEIMAY","AK",,"Andrew Barton",,"RVPCentral",,"Renesas Electronics America",0,0,6,0,0,78,102,545,5000,77,37,-88,380281000,166,0,0,0,77,81565842,0,2020-07-31
"2020-02-12T07:00:00.000Z","2020-03-19",,"-3.225 if you change Executive Meeting to true
-2.836 if you change Interactive Demo to true","Ann Jones",,TRUE,"2020-04-05","RVP West","001B000000WJEF6IAP",,"bcrawfor1547565044099@demo.user",,,,"005B0000003CnfWIAS","006B0000003n2w1IAA",,"Admin",,"Beth Crawford",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F",TRUE,"Shipping","005B0000003CnfKIAS",,"Beth Crawford","012B0000000LBREIA4","005B0000003CnfWIAS",FALSE,"Beth Crawford","Closed Lost","Closed Lost","OR","ColdCypress","Ann Jones",TRUE,"New Business",TRUE,"001B000000WJEF6IAP",FALSE,,"2020-02-12",,"Mid-Market","001B000000WJEF6IAP",FALSE,"Yes","Omitted","+14.534 because Lead Source is Telesales and Region is Pacific
-7.946 because Lead Source is Telesales and Competitor is Challenger Inc.
+7.358 because Lead Source is Telesales
+6.637 because of other factors
from the baseline, +70.126","ColdCypress 227",,"Admin","005B00000034KssIAE",,"West Sales",,"WestSales",,"Beth Crawford/Tyler Parker/Elliot Shapiro/Admin",,"Telesales","2019-12-19T08:00:00.000Z","Omitted",,,"Ann Jones","West Sales","Lost",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","00EB0000000azEIMAY",FALSE,"00EB0000000azEFMAY",,"Data.com","00EB0000000azEIMAY","OR",,"Tyler Parker",,"RVPWest",,"ColdCypress",0,0,6,0,1,90,17639,152,46504,97,38,-17,488153000,107,0,0,0,97,81565842,0,2020-07-31
"2019-04-06T07:00:00.000Z","2019-05-31",,"-8.843 if you change Executive Meeting to true
-4.724 if you change Interactive Demo to true","Allison Allen",,TRUE,"2019-05-31","RVP East","001B000000WJEEyIAP",,"aallen1547565044053@demo.user",,,,"005B0000003CnfGIAS","006B0000003n2vpIAA",,"Admin",,"Allison Allen",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2v/F",TRUE,"Retail","005B0000003CnfGIAS",,"Allison Allen","012B0000000LBREIA4","005B0000003CnfGIAS",FALSE,"Allison Allen","Closed Lost","Closed Lost","MD","Ellucian Company","Allison Allen",TRUE,"New Business",TRUE,"001B000000WJEEyIAP",FALSE,,"2019-04-06",,"Mid-Market","001B000000WJEEyIAP",FALSE,"Yes","Omitted","+14.534 because Lead Source is Reseller and Region is Southeast
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 47821 to 61498 and Product Name is Replacement Parts
-1.183 because of other factors
from the b","Ellucian Company 53",,"Admin","005B00000034KssIAE",,"East Sales",,"EastSales",,"Allison Allen/Andrew Malone/Elliot Shapiro/Admin",,"Reseller","2019-02-22T07:00:00.000Z","Omitted",,,"Allison Allen","East Sales","Lost",,"Simple","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2v/T","00EB0000000azEHMAY",FALSE,"00EB0000000azEDMAY",,"Data.com","00EB0000000azEHMAY","MD",,"Andrew Malone",,"RVPEast",,"Ellucian Company",0,0,6,0,3,97,19012,464,50000,96,39,0,427236000,97,0,0,0,96,36925813,0,2020-07-31
"2019-12-16T07:00:00.000Z","2019-12-08",,"-0.969 if you change Interactive Demo to true","Beth Crawford",,TRUE,"2020-01-09","RVP West","001B000000WJEEeIAP",,"bcrawfor1547565044099@demo.user",,,,"005B0000003CnfKIAS","006B0000003n2w9IAA",,"Admin",,"Beth Crawford",,"https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F",TRUE,"Electronics","005B0000003CnfKIAS",,"Beth Crawford","012B0000000LBRPIA4","005B0000003CnfKIAS",FALSE,"Beth Crawford","Closed Lost","Closed Lost","OR","Lucent Technologies","Beth Crawford",TRUE,"New Business",TRUE,"001B000000WJEEeIAP",FALSE,,"2019-12-16",,"Mid-Market","001B000000WJEEeIAP",FALSE,"Yes","Omitted","+16.959 because Competitor is Moparts and Region is Pacific
+14.534 because Lead Source is Fields Sales and Region is Pacific
+10.515 because Lead Source is Fields Sales and Competitor is Moparts
+2.117 because of other factors
from the baseline, +70.126","Lucent Technologies 143",,"Admin","005B00000034KssIAE",,"West Sales",,"WestSales",,"Beth Crawford/Tyler Parker/Elliot Shapiro/Admin",,"Fields Sales","2019-08-16T07:00:00.000Z","Omitted",,,"Beth Crawford","West Sales","Lost",,"Channel (Partner)","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","00EB0000000azEIMAY",FALSE,"00EB0000000azEFMAY",,"Community","00EB0000000azEIMAY","OR",,"Tyler Parker",,"RVPWest",,"Lucent Technologies",0,0,6,0,0,114,25016,210,300000,87,37,-31,459538000,145,0,0,0,87,81565842,0,2020-07-31
