"AccountId","HasOpportunityLineItem","EDD_Prescription__c","Account_Type","Owner_Role_RolePath","ForecastCategory","DemoShow__c","EDD_Leading_Causes__c","Account_BillingState","CloseDate","Name","Region__c","Owner_Role_RoleNames","Competitor__c","Product2Name__c","Owner_Username","Owner_Role_DeveloperName","Owner_Name","AccountBookings__c","Owner_Role_RoleNamesPath","LeadSource","Owner_Role_Roles","Owner_Role_Name","Id","Interactive_Demo__c","AccountAnnualRevenue__c","ForecastCategoryName","Owner_SmallPhotoUrl","Stage_StageName","RecordType_Name","IsClosed","Owner_UniqueUserName","AccountNumberOfEmployees__c","IsWon","Product2Family__c","RecordTypeId","Account_Name","Exec_Meeting__c","EDD_PRESCRIPTION_C","Product_Product_Family","StageName","SalesStageCount__c","Causes_Driver","Product_Product_Name","Type","Account_Industry","Account_AccountSource","Account_AnnualRevenue","TimeToClose__c","Causes_Amt","Amount","Account_NumberOfEmployees","EDD_OUTCOME_C"
"001B000000SS3ckIAD",True,"- 3.158 if you change Interactive_Demo__c to true<br>- 0.211 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvJMAS/00EB0000000azEIMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"- 17.69 because Region__c is Pacific and LeadSource is Reseller<br>+ 8.217 because Region__c is Pacific<br>+ 5.222 because LeadSource is Reseller and Amount is 0 to 5000<br>+ 20.55 because of other factors<br>from the baseline, + 70.87","MT","11/26/16","3 D New Media 13","Pacific","CEO","Challenger Inc.","Replacement Parts","wgray1496774369695@demo.user","WestSales","William Gray","0","WestSales/West_Manager/RVPWest/VPSales/CEO","Reseller","00EB0000000EnvJMAS","West Sales","006B0000003Wb4DIAS",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"William Gray","0 - 250",False,"Car Accessories","012B0000000LBREIA4","3 D New Media",False,"-3.27
if you change Exec_Meeting__c to true
-2.795
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",3,"other factors","Replacement Parts","New Business / Add-on","Transportation","Website",6261000,0,18.43,1550,35,88.67366
"001B000000SS3clIAD",True,"- 3.652 if you change Interactive_Demo__c to true<br>- 3.639 if you change Exec_Meeting__c to true","Corporate","00EB0000000EnvJMAS/00EB0000000azEIMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"- 12.96 because Region__c is Pacific and LeadSource is Fields Sales<br>+ 9.158 because LeadSource is Fields Sales<br>+ 8.217 because Region__c is Pacific<br>+ 33.3 because of other factors<br>from the baseline, + 70.87","WA","11/11/15","Eec 26","Pacific","CEO","Challenger Inc.","Exterior Accessories","wgray1496774369695@demo.user","WestSales","William Gray","0","WestSales/West_Manager/RVPWest/VPSales/CEO","Fields Sales","00EB0000000EnvJMAS","West Sales","006B0000003Wb4EIAS",False,"Corporate","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Advanced",True,"William Gray","0 - 250",False,"Car Accessories","012B00000008lxPIAQ","Eec",False,"-6.698
if you change Exec_Meeting__c to true
-3.288
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",3,"from the baseline","Exterior Accessories","New Business","Telecommunications","Inbound Call",3310000,0,70.88,77507,167,98.75965
"001B000000SS4IdIAL",True,"- 6.462 if you change Exec_Meeting__c to true<br>- 5.878 if you change Interactive_Demo__c to true","Enterprise","00EB0000000EnvJMAS/00EB0000000azEIMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","BestCase",False,"+ 6.44 because CloseDate is 2017<br>- 3.031 because Product2Family__c is Other and Type is New Business<br>- 1.704 because Product2Family__c is Other and Amount is 110001 to 200000<br>+ 2.95 because of other factors<br>from the baseline, + 70.87","MT","7/25/17","OTR Media 237","Northwest","CEO","Challenger Inc.","Motorcycle Parts","wgray1496774369695@demo.user","WestSales","William Gray","0","WestSales/West_Manager/RVPWest/VPSales/CEO","Reseller","00EB0000000EnvJMAS","West Sales","006B0000003Wbv7IAC",False,"Enterprise","Best Case","https://c.gus.content.force.com/profilephoto/005/T","Needs Analysis","Simple",False,"William Gray","25000+",False,"Performance & Non-auto","012B0000000LBREIA4","OTR Media",False,"-5.026
if you change Exec_Meeting__c to true
-0.306
if you change Interactive_Demo__c to true","Performance & Non-auto","Needs Analysis",2,"LeadSource is Reseller and SalesStageCount is 0 to 2","Motorcycle Parts","New Business","Agriculture","Data.com",1460492000,0,9.943,180722,50358,91.876205
"001B000000SS4IeIAL",True,"- 6.847 if you change Exec_Meeting__c to true<br>- 4.469 if you change Interactive_Demo__c to true","Enterprise","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 3.247 because LeadSource is Fields Sales and Amount is 31033 to 50000<br>+ 1.498 because Type is Existing Business and Amount is 31033 to 50000<br>+ 7.629 because of other factors<br>from the baseline, + 70.","MN","3/7/16","Xoriant Corporation 22","Midwest","CEO","Challenger Inc.","Towing Equioment","klewis1496774369803@demo.user","CentralSales","Kathryn Lewis","0","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Fields Sales","00EB0000000Env9MAC","Central Sales","006B0000003Wbv8IAC",False,"Enterprise","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Advanced",True,"Kathryn Lewis","25000+",False,"Car Accessories","012B00000008lxPIAQ","Xoriant Corporation",False,"-6.383
if you change Exec_Meeting__c to true
-1.131
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",2,"LeadSource is Fields Sales","Towing Equioment","Existing Business","Other","Partner",1066114000,0,9.158,50000,31237,75.69113
"001B000000SS4IeIAL",True,"- 6.847 if you change Exec_Meeting__c to true<br>- 4.469 if you change Interactive_Demo__c to true","Enterprise","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 3.247 because LeadSource is Fields Sales and Amount is 31033 to 50000<br>+ 1.498 because Type is Existing Business and Amount is 31033 to 50000<br>+ 7.629 because of other factors<br>from the baseline, + 70.","MN","3/7/16","Xoriant Corporation 22","Midwest","CEO","Challenger Inc.","Towing Equioment","klewis1496774369803@demo.user","CentralSales","Kathryn Lewis","0","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Fields Sales","00EB0000000Env9MAC","Central Sales","006B0000003Wbv8IAC",False,"Enterprise","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Advanced",True,"Kathryn Lewis","25000+",False,"Car Accessories","012B00000008lxPIAQ","Xoriant Corporation",False,"-6.383
if you change Exec_Meeting__c to true
-1.131
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",2,"from the baseline","Towing Equioment","Existing Business","Other","Partner",1066114000,0,70.88,50000,31237,75.69113
"001B000000SS4IeIAL",True,"- 7.296 if you change Exec_Meeting__c to true<br>- 6.294 if you change Interactive_Demo__c to true","Enterprise","00EB0000000EnvJMAS/00EB0000000azEIMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 6.382 because LeadSource is Fields Sales and Amount is 50001 to 90000<br>+ 1.44 because Interactive_Demo__c is false<br>+ 11.55 because of other factors<br>from the baseline, + 70.87","MN","4/22/16","Xoriant Corporation 27","Northwest","CEO","Moparts","Exterior Accessories","acoleman1496774369885@demo.user","WestSales","Ashley Coleman","0","WestSales/West_Manager/RVPWest/VPSales/CEO","Fields Sales","00EB0000000EnvJMAS","West Sales","006B0000003Wbv9IAC",False,"Enterprise","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Ashley Coleman","25000+",False,"Car Accessories","012B0000000LBREIA4","Xoriant Corporation",False,"-5.406
if you change Exec_Meeting__c to true
-3.327
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",3,"LeadSource is Fields Sales","Exterior Accessories","Add-On Business","Other","Partner",1066114000,0,9.158,60240,31237,124.855484
"001B000000SS4IgIAL",True,"- 8.075 if you change Interactive_Demo__c to true<br>- 6.876 if you change Exec_Meeting__c to true","Enterprise","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>- 3.699 because Product2Family__c is Other and Amount is 90001 to 110000<br>- 3.699 because Product2Name__c is Other and Amount is 90001 to 110000<br>+ 2.982 because of other factors<br>from the baseline, + 70","OH","8/10/16","3M / Electronic Solutions Division 73","Midwest","CEO","Challenger Inc.","RV Shelters","edunlap1496774369966@demo.user","CentralSales","Elizabeth Dunlap","0","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Fields Sales","00EB0000000Env9MAC","Central Sales","006B0000003WbvBIAS",False,"Enterprise","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Elizabeth Dunlap","25000+",False,"Performance & Non-auto","012B0000000LBREIA4","3M / Electronic Solutions Division",False,"-7.28
if you change Interactive_Demo__c to true
-6.862
if you change Exec_Meeting__c to true","Performance & Non-auto","Closed Lost",3,"other factors","RV Shelters","New Business","Education","Community",1573760000,0,1.74,100000,117424,83.18944
"001B000000SS4IkIAL",True,"- 7.296 if you change Exec_Meeting__c to true<br>- 6.294 if you change Interactive_Demo__c to true","Enterprise","00EB0000000EnvJMAS/00EB0000000azEIMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","BestCase",False,"+ 9.158 because LeadSource is Fields Sales<br>+ 6.44 because CloseDate is 2017<br>+ 6.382 because LeadSource is Fields Sales and Amount is 50001 to 90000<br>+ 15.57 because of other factors<br>from the baseline, + 70.87","WA","10/21/17","LiveCapital 136","Pacific","CEO","Challenger Inc.","RV Shelters","jstephen1496774369858@demo.user","WestSales","John Stephens","0","WestSales/West_Manager/RVPWest/VPSales/CEO","Fields Sales","00EB0000000EnvJMAS","West Sales","006B0000003WbvGIAS",False,"Enterprise","Best Case","https://c.gus.content.force.com/profilephoto/005/T","Qualification","Advanced",False,"John Stephens","25000+",False,"Performance & Non-auto","012B00000008lxPIAQ","LiveCapital",False,"-7.282
if you change Exec_Meeting__c to true
-4.338
if you change Interactive_Demo__c to true","Performance & Non-auto","Qualification",1,"Region is Pacific","RV Shelters","New Business / Add-on","Hospitality","Cold Call",1576300000,0,8.213,75000,85382,100.04287
"001B000000SS4IlIAL",True,"- 8.34 if you change Exec_Meeting__c to true<br>- 7.586 if you change Interactive_Demo__c to true","Enterprise","00EB0000000EnvJMAS/00EB0000000azEIMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>- 3.031 because Product2Family__c is Other and Type is New Business<br>- 1.892 because LeadSource is Fields Sales and Amount is 200001 to 850000<br>+ 2.43 because of other factors<br>from the baseline, + 70.87","UT","11/29/15","Republican Party of Indiana 148","Northwest","CEO","Challenger Inc.","Exterior Accessories","jbell1496774369722@demo.user","WestSales","John Bell","0","WestSales/West_Manager/RVPWest/VPSales/CEO","Fields Sales","00EB0000000EnvJMAS","West Sales","006B0000003WbvHIAS",False,"Enterprise","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"John Bell","25000+",False,"Car Accessories","012B0000000LBREIA4","Republican Party of Indiana",False,"-7.742
if you change Exec_Meeting__c to true
-3.456
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",3,"Competitor is Challenger Inc. and SalesStageCount is 3","Exterior Accessories","New Business","Media","Inbound Call",1923102000,0,-4.422,232558,90884,80.340225
"001B000000SS4IlIAL",True,"- 8.34 if you change Exec_Meeting__c to true<br>- 7.586 if you change Interactive_Demo__c to true","Enterprise","00EB0000000EnvJMAS/00EB0000000azEIMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 9.158 because LeadSource is Fields Sales<br>- 3.031 because Product2Family__c is Other and Type is New Business<br>- 1.892 because LeadSource is Fields Sales and Amount is 200001 to 850000<br>+ 2.43 because of other factors<br>from the baseline, + 70.87","UT","11/29/15","Republican Party of Indiana 148","Northwest","CEO","Challenger Inc.","Exterior Accessories","jbell1496774369722@demo.user","WestSales","John Bell","0","WestSales/West_Manager/RVPWest/VPSales/CEO","Fields Sales","00EB0000000EnvJMAS","West Sales","006B0000003WbvHIAS",False,"Enterprise","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"John Bell","25000+",False,"Car Accessories","012B0000000LBREIA4","Republican Party of Indiana",False,"-7.742
if you change Exec_Meeting__c to true
-3.456
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",3,"other factors","Exterior Accessories","New Business","Media","Inbound Call",1923102000,0,-1.61,232558,90884,80.340225
"001B000000SS4ImIAL",True,"- 7.296 if you change Exec_Meeting__c to true<br>- 6.294 if you change Interactive_Demo__c to true","Enterprise","00EB0000000Env9MAC/00EB0000000azELMAY/00EB0000000azEKMAY/00EB0000000azEQMAY","Omitted",False,"+ 6.44 because CloseDate is 2017<br>- 5.348 because LeadSource is Reseller and Amount is 50001 to 90000<br>- 3.031 because Product2Family__c is Other and Type is New Business<br>+ 8.889 because of other factors<br>from the baseline, + 70.87","NE","5/19/17","Northern Trust Flexshares ETF 172","Midwest","CEO","Moparts","Interior Accessories","klewis1496774369803@demo.user","CentralSales","Kathryn Lewis","0","CentralSales/Central_Manager/RVPCentral/VPSales/CEO","Reseller","00EB0000000Env9MAC","Central Sales","006B0000003WbvIIAS",False,"Enterprise","Omitted","https://c.gus.content.force.com/profilephoto/005/T","Closed Lost","Simple",True,"Kathryn Lewis","25000+",False,"Car Accessories","012B0000000LBREIA4","Northern Trust Flexshares ETF",False,"-4.684
if you change Exec_Meeting__c to true
-3.169
if you change Interactive_Demo__c to true","Car Accessories","Closed Lost",3,"CloseDate is 2017","Interior Accessories","New Business","Energy","Inbound Call",1445474000,0,6.44,61000,62648,79.078896
