"LastModifiedDate","ccrz__Storefront__c","ccrz__ShipStructure__c","ccrz__PaymentMethod__c","Name","ccrz__EffectiveAccountID__c","ccrz__AdjustmentReason__c","ccrz__OrderName__c","ccrz__EncryptedId__c","IsDeleted","LastViewedDate","ccrz__ExtCarrier__c","ccrz__PONumber__c","ccrz__CCEmailAddress__c","ccrz__RequestDate__c","ccrz__SplitProcessed__c","ccrz__ShipMethod__c","CreatedDate","ccrz__BuyerLastName__c","Id","ccrz__ShipComplete__c","ccrz__BuyerPhone__c","ccrz__BuyerFirstName__c","LastReferencedDate","Account.ccrz__E_AccountGroup__c","ccrz__OrderStatus__c","ccrz__SkipTax__c","ccrz__IsAnonymous__c","ccrz__CurrencyISOCode__c","ccrz__Contact__c","ccrz__OrderDate__c","ccrz__BuyerCompanyName__c","ccrz__Note__c","ccrz__ContractId__c","ccrz__ExtShipTrackNo__c","ccrz__Account__c","ccrz__OrderId__c","SystemModstamp","ccrz__BuyerMobilePhone__c","ccrz__TaxExemptFlag__c","ccrz__VerifyExemptionFlag__c","ccrz__Name__c","LastActivityDate","Account.Name","ccrz__BuyerEmail__c","ccrz__TaxAmount__c","ccrz__TaxSubTotalAmount__c","ccrz__TotalSurcharge__c","ccrz__TotalDiscount__c","ccrz__AdjustmentAmount__c","ccrz__TotalAmount__c","ccrz__OrderNumber__c","ccrz__ShipAmount__c","ccrz__ShipDiscountAmount__c","ccrz__SubtotalAmount__c"
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000360",,,"O-0000000360","3ad531cb-35ac-40f9-b6d7-b2afadeefb02","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Brasfield","a7y3A0000008RVnQAM","false","(415)555-1212","Mai",,"a7H3A00001p0Ma6UAE","Shipped","false","false","USD","0033A00002XjFJcQAN","2019-06-08",,,,,"0013A00001gycIXQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO Store - Noe Valley","brasfieldmai@nto.com",0,8406.15,0,0,0,8483.4,1000360,77.25,0,8406.15
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000361",,,"O-0000000361","b5688873-dd71-4c36-bfea-fa5ff8538a04","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Cloud","a7y3A0000008RVoQAM","false","510-555-1212","Carl",,"a7H3A00001p0Ma5UAE","Shipped","false","false","USD","0033A00002XjFIlQAN","2019-06-08",,,,,"0013A00001gycHoQAI",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"Nutrition Stop - Hillsdale","pocusers@cloudcraze.com",0,5036.37,0,0,0,5094.37,1000361,58,0,5036.37
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000602",,,"O-0000000602","b79c8a72-38fc-4364-9a16-93d9d9920588","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RVpQAM","false","1(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2019-06-25",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","obuyer@example.com",0,17.58,0,0,0,48.33,1000602,30.75,0,17.58
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000603",,,"O-0000000603","54bcb64e-d21c-4a7c-aed4-5e643635f6fe","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RVqQAM","false","1(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2019-06-25",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","obuyer@example.com",0,207.8,0,0,0,249.8,1000603,42,0,207.8
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000604",,,"O-0000000604","a56ca0a3-ddac-4ad7-8e16-fbfbcb43b9bf","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RVrQAM","false","1(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2019-06-27",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","obuyer@example.com",0,26.39,0,0,0,57.14,1000604,30.75,0,26.39
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000282",,,"O-0000000282","3f523593-ffe3-493d-9332-4da2576d5a23","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RVsQAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-06-12",,,,,"0013A00001gycIOQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO Store - Presidio","khuebner@example.com",0,232.86,0,0,0,232.86,1000282,0,0,232.86
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000283",,,"O-0000000283","1f929f7a-dec0-4625-9ba3-5ebaf09b5e74","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RVtQAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-06-12",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","khuebner@example.com",0,1707.66,0,0,0,1707.66,1000283,0,0,1707.66
"2020-04-14T14:25:48.000Z","NTOFranchise","LLI",,"O-0000000284",,,"O-0000000284","97015cc9-192d-454f-b0bc-fdbcba2548d6","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RVuQAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-07-31",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","khuebner@example.com",0,9840,0,0,0,9840,1000284,0,0,9840
"2020-04-14T14:25:48.000Z","NTOFranchise","LLI",,"O-0000000285",,,"O-0000000285","5d89f7ba-6bc7-47d5-af31-eb949b6e31c4","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RVvQAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-08-02",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","khuebner@example.com",0,45236,0,0,0,45236,1000285,0,0,45236
"2020-04-14T14:25:48.000Z","NTOFranchise","LLI",,"O-0000000286",,,"O-0000000286","b769dc85-b2c7-4a92-8435-4f722f0d8b5b","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RVwQAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-08-02",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","khuebner@example.com",0,6840,0,0,0,6840,1000286,0,0,6840
"2020-04-14T14:25:48.000Z","AlpinePartner",,,"O-0000000000",,,"O-0000000000","e1cd6507-834e-426b-b6bf-2d9a6695c20e","false",,,,,,"false",,"2020-04-14T14:25:48.000Z",,"a7y3A0000008RVxQAM","false",,,,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJOQA3","2017-12-10",,,,,"0013A00001gycIvQAI",,"2020-04-14T14:25:48.000Z",,"false","false","clone-New Cart",,"Alpine Nutrition",,0,30,0,0,0,30,1000000,0,0,30
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000001",,,"O-0000000001","a5e98584-b073-4eda-8a53-b2d0c12984d2","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RVyQAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Cancelled","false","false","USD","0033A00002XjFJPQA3","2018-01-09",,,,,"0013A00001gycIOQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO Store - Presidio","olivia@nto.com",0,1390,0,0,0,1390,1000001,0,0,1390
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000002",,,"O-0000000002","175bb226-f2c7-4533-8cd4-e465f9b8e6af","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Cloud","a7y3A0000008RVzQAM","false","(345) 656-4565","Chris",,"a7H3A00001p0Ma4UAE","Order Submitted","false","false","USD","0033A00002XjFJOQA3","2018-01-09",,,,,"0013A00001gycHmQAI",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"Sure Store - Benton","evan.harris@example.com",0,104.25,0,0,0,104.25,1000002,0,0,104.25
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000003",,,"O-0000000003","9589a671-6e54-41fa-9aac-c42959260f73","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Cloud","a7y3A0000008RW0QAM","false","(345) 656-4565","Chris",,"a7H3A00001p0Ma4UAE","Order Submitted","false","false","USD","0033A00002XjFJOQA3","2018-01-09",,,,,"0013A00001gycHmQAI",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"Sure Store - Benton","evan.harris@example.com",0,125.26,0,0,0,125.26,1000003,0,0,125.26
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000004",,,"O-0000000004","a9935a2f-69f5-40d3-bb6d-e5dd44a28727","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Cloud","a7y3A0000008RW1QAM","false","(345) 656-4565","Chris",,"a7H3A00001p0Ma4UAE","Order Submitted","false","false","USD","0033A00002XjFJOQA3","2018-01-09",,,,,"0013A00001gycHmQAI",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"Sure Store - Benton","evan.harris@example.com",0,417,0,0,0,417,1000004,0,0,417
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000006",,,"O-0000000006","a6621298-e14c-4336-8c73-464e2a9186d5","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RW2QAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Completed","false","false","USD","0033A00002XjFJPQA3","2018-01-12",,,,,"0013A00001gycIOQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO Store - Presidio","olivia@nto.com",0,1390,0,0,0,1390,1000006,0,0,1390
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000007",,,"O-0000000007","25d09cba-980f-45c8-a9a1-33b68e0c382f","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RW3QAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-01-13",,,,,"0013A00001gycIOQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO Store - Presidio","olivia@nto.com",0,547.99,0,0,0,547.99,1000007,0,0,547.99
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000296",,,"O-0000000296","5bc4fa85-5672-4153-9bef-22a942afd8c4","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RW4QAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Cancelled","false","false","USD","0033A00002XjFJPQA3","2018-08-24",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","khuebner@example.com",0,14370,0,0,0,14370,1000296,0,0,14370
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000297",,,"O-0000000297","60e6469e-d984-4dd1-83d2-dcb6eaf6587b","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RW5QAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Completed","false","false","USD","0033A00002XjFJPQA3","2018-08-24",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","khuebner@example.com",0,63600,0,0,0,63600,1000297,0,0,63600
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000318",,,"O-0000000318","1bfd5c59-4495-48da-9375-0c623aaff75f","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RW6QAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Completed","false","false","USD","0033A00002XjFJPQA3","2018-08-31",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","NTO - Walnut Creek",,"NTO San Francisco","obuyer@example.com",0,347.9,0,0,0,347.9,1000318,0,0,347.9
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000320",,,"O-0000000320","798d0c3f-cde0-4438-8a16-38d52afc305d","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RW7QAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Shipped","false","false","USD","0033A00002XjFJPQA3","2018-09-10",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","clone-NTO - Walnut Creek",,"NTO San Francisco","obuyer@example.com",0,3451.82,0,0,0,3451.82,1000320,0,0,3451.82
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000321",,,"O-0000000321","d9d01ca2-f97e-4bf4-b6bd-9f3c9db7b933","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RW8QAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-09-14",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","clone-NTO - Walnut Creek",,"NTO San Francisco","obuyer@example.com",0,347.9,0,0,0,347.9,1000321,0,0,347.9
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000322",,,"O-0000000322","134839c1-e367-4964-8071-66430081b069","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RW9QAM","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Cancel Submitted","false","false","USD","0033A00002XjFJPQA3","2018-10-08",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","obuyer@example.com",0,1234,0,0,0,1234,1000322,0,0,1234
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000323",,,"O-0000000323","dc4514e8-ac59-4b27-9a15-9fd4bb38a3a5","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RWAQA2","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Shipped","false","false","USD","0033A00002XjFJPQA3","2018-10-10",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","obuyer@example.com",0,3150,0,0,0,3150,1000323,0,0,3150
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000324",,,"O-0000000324","b72ff7fd-db84-4982-ba86-b27af0e4e4e3","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RWBQA2","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-10-12",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","obuyer@example.com",0,38170,0,0,0,38170,1000324,0,0,38170
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000325",,,"O-0000000325","74bd9434-a9e6-4c7d-8956-c0a12997cb54","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RWCQA2","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-10-12",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","obuyer@example.com",0,5285,0,0,0,5285,1000325,0,0,5285
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000326",,,"O-0000000326","e26cccec-3789-49c8-ac89-5f8ceae765b7","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RWDQA2","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2018-11-21",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","obuyer@example.com",0,5112,0,0,0,5112,1000326,0,0,5112
"2020-04-14T14:25:48.000Z","AlpinePartner","LLI",,"O-0000000327",,,"O-0000000327","388a9635-c1f1-47dc-beb3-0909bc092f2d","false",,,,,,"false",,"2020-04-14T14:25:48.000Z","Buyer","a7y3A0000008RWEQA2","false","(415)555-1212","Olivia",,"a7H3A00001p0Ma6UAE","Order Submitted","false","false","USD","0033A00002XjFJPQA3","2019-03-29",,,,,"0013A00001gycIMQAY",,"2020-04-14T14:25:48.000Z",,"false","false","New Cart",,"NTO San Francisco","obuyer@example.com",0,2538.7,0,0,0,2538.7,1000327,0,0,2538.7
