"LastModifiedDate","OwnerName","hasOpportunity","ID_Policy_BROKER_ID","Agent.AGENCY_NAME","Agent.AGENT_NAME","Industry","CustomFilter","OpportunityId","Agent.SALES_MANAGER","CreatedDate","ShippingState","Agent.AGENT_GENDER","BillingState","AccountName","Agent.REGION","Employees","AnnualRevenue"
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_1880",,,"Education","true","0063s00000DYwkRAAT",,"2019-01-30 05:00:00",,,"NV","Exsell",,26,9415000
"2019-08-29 20:55:30","Anne Powers","true","BROKER_2167","Brohm and Brohm","Barbara Swanson","Hospitality","true","0063s00000DYwkSAAT","Meagan Combs","2018-01-24 05:00:00",,"Female","IL","HostCircle","North West",235,9920000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_1218",,,"Media","true","0063s00000DYwkUAAT",,"2018-09-06 04:00:00",,,"OH","Exacta Corporation",,113,4162000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_1271",,,"Other","true","0063s00000DYwkVAAT",,"2017-12-16 05:00:00",,,"IL","Semprio",,204,9307000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_1535",,,"Agriculture","true","0063s00000DYwkWAAT",,"2018-03-20 04:00:00",,,"HI","Warrior Solutions",,9,4283000
"2019-08-29 20:55:30","Amanda Long","true","BROKER_554",,,"Chemicals","true","0063s00000DYwkXAAT",,"2019-05-24 04:00:00",,,"WI","AdExchange.com",,103,3620000
"2019-08-29 20:55:30","Jennifer Jackson","true","BROKER_278",,,"Government","true","0063s00000DYwkYAAT",,"2018-01-04 05:00:00",,,"HI","B2B-ERP",,242,8799000
"2019-08-29 20:55:30","Sarah Rivas","true","BROKER_776",,,"Financial Services","true","0063s00000DYwkZAAT",,"2017-12-10 05:00:00",,,"WA","Hablador",,18,2151000
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_2242",,,"Construction","true","0063s00000DYwkaAAD",,"2018-09-24 04:00:00",,,"WA","Enwisen",,129,8712000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_898",,,"Machinery","true","0063s00000DYwkbAAD",,"2018-08-03 04:00:00",,,"CA","Hoffmann Optimization",,205,5473000
"2019-08-29 20:55:30","Monica Campbell","true","BROKER_1864",,,"Agriculture","true","0063s00000DYwkdAAD",,"2018-07-13 04:00:00",,,"MT","Occidental Chemical Corp.",,32,6973000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_1110",,,"Other","true","0063s00000DYwkeAAD",,"2019-06-02 04:00:00",,,"WA","Third Wave Technologies",,21,2680000
"2019-08-29 20:55:30","Mary Tyler","true","BROKER_112",,,"Retail","true","0063s00000DYwkfAAD",,"2019-02-22 05:00:00",,,"KS","Koch Industries",,201,3790000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_290",,,"Energy","true","0063s00000DYwkgAAD",,"2018-06-19 04:00:00",,,"NV","Black & White Software",,123,3958000
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_464",,,"Recreation","true","0063s00000DYwkiAAD",,"2019-04-26 04:00:00",,,"CO","Lightbulb Press",,139,2122000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_651","Morris Agency","Henry Coleman","Consulting","true","0063s00000DYwkjAAD","Monica Campbell","2017-11-12 05:00:00",,"Male","CO","Thrivent Financial for Lutherans","North East",41,3798000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_382",,,"Retail","true","0063s00000DYwkkAAD",,"2018-01-02 05:00:00",,,"CA","Vicarious Visions",,43,7482000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_249",,,"Environmental","true","0063s00000DYwklAAD",,"2018-10-15 04:00:00",,,"ND","Strategic America",,16,7970000
"2019-08-29 20:55:30","Amanda Long","true","BROKER_331",,,"Education","true","0063s00000DYwkmAAD",,"2018-12-26 05:00:00",,,"MI","Tri-Coastal Design Group",,186,5299000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_2283",,,"Insurance","true","0063s00000DYwknAAD",,"2018-01-28 05:00:00",,,"AK","Rex Wyon Inc",,84,2566000
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_1655","Sean Banks Agency","Benjamin Fredrickson","Recreation","true","0063s00000DYwkqAAD","Matthew Hanna","2018-03-01 05:00:00",,"Male","WA","Kinzan","South West",120,2798000
"2019-08-29 20:55:30","Mary Tyler","true","BROKER_1852",,,"Government","true","0063s00000DYwkrAAD",,"2018-03-18 04:00:00",,,"WI","Samson Investment Company",,149,7568000
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_1505",,,"Chemicals","true","0063s00000DYwksAAD",,"2017-09-05 04:00:00",,,"OR","King Systems",,140,5282000
"2019-08-29 20:55:30","Sarah Rivas","true","BROKER_1240",,,"Entertainment","true","0063s00000DYwktAAD",,"2017-10-11 04:00:00",,,"HI","Dotlogix Inc",,83,8540000
"2019-08-29 20:55:30","Meagan Combs","true","BROKER_1201",,,"Consulting","true","0063s00000DYwkuAAD",,"2018-03-16 04:00:00",,,"SD","AUTOSPORT  USA",,68,5155000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_1496",,,"Utilities","true","0063s00000DYwkvAAD",,"2017-10-14 04:00:00",,,"HI","John Zink Company",,153,6566000
"2019-08-29 20:55:30","Monica Campbell","true","BROKER_1765",,,"Consulting","true","0063s00000DYwkwAAD",,"2019-01-12 05:00:00",,,"OR","InterOPS",,108,7148000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_959","Bob Jones Agency","Tiffany Bartz","Shipping","true","0063s00000DYwkxAAD","Monica Campbell","2018-08-27 04:00:00",,"Female","OR","USHistoryQuarterly","North East",38,4214000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_1261",,,"Education","true","0063s00000DYwkyAAD",,"2018-05-13 04:00:00",,,"ID","Executive Greetings",,77,4409000
"2019-08-29 20:55:30","Amanda Long","true","BROKER_141",,,"Education","true","0063s00000DYwkzAAD",,"2018-06-19 04:00:00",,,"MN","Day  s Molding & Machinery",,188,8373000
"2019-08-29 20:55:30","Amanda Long","true","BROKER_1854",,,"Technology","true","0063s00000DYwl1AAD",,"2018-07-11 04:00:00",,,"SD","Vacation Break Management",,153,5445000
"2019-08-29 20:55:30","Monica Campbell","true","BROKER_1744",,,"Hospitality","true","0063s00000DYwl2AAD",,"2017-11-05 04:00:00",,,"HI","Lightning Rod Software",,179,9050000
"2019-08-29 20:55:30","Meagan Combs","true","BROKER_1843",,,"Media","true","0063s00000DYwl3AAD",,"2018-01-22 05:00:00",,,"MO","Sam Leman Chevy, Olds, Pontiac, Buick",,36,3555000
"2019-08-29 20:55:30","Mary Tyler","true","BROKER_1025",,,"Engineering","true","0063s00000DYwl4AAD",,"2018-05-24 04:00:00",,,"SD","Hubbert Systems Consulting,orporated",,38,6224000
"2019-08-29 20:55:30","Anne Powers","true","BROKER_1199",,,"Banking","true","0063s00000DYwl5AAD",,"2017-11-28 05:00:00",,,"ND","Cheyne Walther & Company",,61,6625000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_1279",,,"Education","true","0063s00000DYwl6AAD",,"2018-09-28 04:00:00",,,"CA","Unigen Corporation",,89,9058000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_239",,,"Apparel","true","0063s00000DYwl8AAD",,"2018-12-20 05:00:00",,,"NV","Great Lakes Customs Brokerage",,177,7702000
"2019-08-29 20:55:30","Sarah Rivas","true","BROKER_871","Zann and Sons","Hugh Armstrong","Entertainment","true","0063s00000DYwlAAAT","Sarah Rivas","2017-10-15 04:00:00",,"Male","CO","Farmers Group","North West",85,8966000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_1864",,,"Recreation","true","0063s00000DYwlDAAT",,"2018-06-08 04:00:00",,,"WA","Cmore Results Inc",,223,4525000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_1084","Morris Agency","Annabelle Houser","Banking","true","0063s00000DYwlFAAT","Matthew Hanna","2018-03-30 04:00:00",,"Female","MI","A Open Booking Agency","South West",110,3801000
"2019-08-29 20:55:30","Jennifer Jackson","true","BROKER_1230",,,"Government","true","0063s00000DYwlGAAT",,"2018-05-12 04:00:00",,,"WY","CellTrax",,203,3792000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_886","Insurato","Verena Delgado","Machinery","true","0063s00000DYwlHAAT","James Coleman","2017-10-26 04:00:00",,"Female","MN","Pueblo Foods Harvest Sharing","Midwest",65,7779000
"2019-08-29 20:55:30","Monica Campbell","true","BROKER_1383","Ball Group","Louis Fuller","Chemicals","true","0063s00000DYwlIAAT","Lisa Lewis","2018-10-21 04:00:00",,"Male","AK","PointBase","South West",105,6532000
"2019-08-29 20:55:30","Amanda Long","true","BROKER_93",,,"Environmental","true","0063s00000DYwlJAAT",,"2017-12-21 05:00:00",,,"SD","EDP Consulting Inc",,79,8831000
"2019-08-29 20:55:30","Anne Powers","true","BROKER_2176",,,"Chemicals","true","0063s00000DYwlKAAT",,"2018-02-04 05:00:00",,,"MN","Morgan Construction Company",,149,2116000
"2019-08-29 20:55:30","Jennifer Jackson","true","BROKER_1975",,,"Manufacturing","true","0063s00000DYwlMAAT",,"2018-02-05 05:00:00",,,"MT","Onevoice Communications",,19,9847000
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_1054",,,"Energy","true","0063s00000DYwlNAAT",,"2018-06-10 04:00:00",,,"HI","SeminarSource.com",,195,5005000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_1732",,,"Telecommunications","true","0063s00000DYwlOAAT",,"2019-02-14 05:00:00",,,"MI","Net Unlimited Cabling Sols",,121,8769000
"2019-08-29 20:55:30","Monica Campbell","true","BROKER_358","Atkins Agency","Eleanor Stover","Environmental","true","0063s00000DYwlPAAT","James Coleman","2017-11-10 05:00:00",,"Female","HI","Aerospan.com","Midwest",217,5643000
"2019-08-29 20:55:30","Mary Tyler","true","BROKER_415",,,"Shipping","true","0063s00000DYwlRAAT",,"2019-04-06 04:00:00",,,"IA","World Internet Resources",,81,4579000
"2019-08-29 20:55:30","Sarah Rivas","true","BROKER_2334",,,"Banking","true","0063s00000DYwlSAAT",,"2018-04-30 04:00:00",,,"CA","Gtl",,88,4995000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_471",,,"Technology","true","0063s00000DYwlTAAT",,"2018-10-17 04:00:00",,,"AZ","MRI Software",,234,7861000
"2019-08-29 20:55:30","Monica Campbell","true","BROKER_426","Zann and Sons","Dana Burnett","Technology","true","0063s00000DYwlVAAT","Jennifer Jackson","2017-09-27 04:00:00",,"Male","CA","Advantage Mobilty Outfitters","Midwest",27,4614000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_1902","Bob Jones Agency","Jack Galvin","Technology","true","0063s00000DYwldAAD","Sandra Parker","2018-05-24 04:00:00",,"Male","CA","Espiria","South East",147,7179000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_845",,,"Retail","true","0063s00000DYwlfAAD",,"2019-06-08 04:00:00",,,"AZ","Castle Holding Corp.",,10,8111000
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_985",,,"Not For Profit","true","0063s00000DYwlgAAD",,"2019-06-26 04:00:00",,,"CA","Clear Channel",,190,7278000
"2019-08-29 20:55:30","Sarah Rivas","true","BROKER_682",,,"Construction","true","0063s00000DYwlhAAD",,"2018-10-23 04:00:00",,,"UT","Packaging Department Inc",,190,6048000
"2019-08-29 20:55:30","Anne Powers","true","BROKER_101",,,"Education","true","0063s00000DYwliAAD",,"2018-03-11 05:00:00",,,"ND","Republic First National Corp.",,131,8957000
"2019-08-29 20:55:30","Amanda Long","true","BROKER_1256",,,"Insurance","true","0063s00000DYwljAAD",,"2017-10-19 04:00:00",,,"MI","Development Systems Corp",,75,3015000
"2019-08-29 20:55:30","Sarah Rivas","true","BROKER_291",,,"Electronics","true","0063s00000DYwlkAAD",,"2017-12-25 05:00:00",,,"OR","Computer Extension Professionals",,47,7464000
"2019-08-29 20:55:30","Sarah Rivas","true","BROKER_1274",,,"Utilities","true","0063s00000DYwllAAD",,"2017-12-06 05:00:00",,,"AK","bottom line financial group",,59,9624000
"2019-08-29 20:55:30","Mary Tyler","true","BROKER_2002",,,"Banking","true","0063s00000DYwlmAAD",,"2018-06-16 04:00:00",,,"KS","24-7 Financial.com",,151,3041000
"2019-08-29 20:55:30","Mary Tyler","true","BROKER_1680","Hart and Hart","Hazel Perrault","Healthcare & Life Sciences","true","0063s00000DYwloAAD","Sandra Parker","2018-06-20 04:00:00",,"Female","IA","IDEC Corporation","South East",43,9412000
"2019-08-29 20:55:30","Mary Tyler","true","BROKER_1100",,,"Manufacturing","true","0063s00000DYwlqAAD",,"2017-08-29 04:00:00",,,"MO","Versalign",,33,7581000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_1952",,,"Machinery","true","0063s00000DYwlrAAD",,"2017-12-26 05:00:00",,,"SD","Nooter Corporation",,100,8467000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_1377","Ball Group","Gloria Weller","Construction","true","0063s00000DYwlsAAD","Sarah Rivas","2018-12-02 05:00:00",,"Female","MT","Sonoma Creek Property Services","North West",22,6372000
"2019-08-29 20:55:30","Mary Tyler","true","BROKER_576",,,"Food & Beverage","true","0063s00000DYwluAAD",,"2017-08-29 04:00:00",,,"NE","Colle & McVoy",,232,6699000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_1172",,,"Other","true","0063s00000DYwlvAAD",,"2018-03-13 04:00:00",,,"CA","ATL Technology",,95,9159000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_1619",,,"Government","true","0063s00000DYwlwAAD",,"2017-10-10 04:00:00",,,"HI","Micromenders",,13,2470000
"2019-08-29 20:55:30","Meagan Combs","true","BROKER_1586",,,"Financial Services","true","0063s00000DYwlyAAD",,"2019-07-31 04:00:00",,,"IN","Diamondtip",,83,5985000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_1874",,,"Telecommunications","true","0063s00000DYwm0AAD",,"2017-09-06 04:00:00",,,"MN","mStoner",,231,2423000
"2019-08-29 20:55:30","Amanda Long","true","BROKER_284",,,"Insurance","true","0063s00000DYwm9AAD",,"2018-02-01 05:00:00",,,"KS","State Street Corp",,101,2601000
"2019-08-29 20:55:30","Sarah Rivas","true","BROKER_1475","Burns Agency","Barbara Vaughn","Hospitality","true","0063s00000DYwmCAAT","Anne Powers","2019-07-28 04:00:00",,"Female","MT","New Moon Systems","South East",55,8098000
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_880",,,"Telecommunications","true","0063s00000DYwmDAAT",,"2019-06-13 04:00:00",,,"OR","Susquehanna Radio",,57,2138000
"2019-08-29 20:55:30","Anne Powers","true","BROKER_1729",,,"Engineering","true","0063s00000DYwmEAAT",,"2018-06-21 04:00:00",,,"IA","Skyline Connections",,63,6055000
"2019-08-29 20:55:30","Mary Tyler","true","BROKER_26",,,"Financial Services","true","0063s00000DYwmFAAT",,"2019-01-01 05:00:00",,,"ND","Immequire",,232,7610000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_2306",,,"Environmental","true","0063s00000DYwmGAAT",,"2017-11-25 05:00:00",,,"WY","Phifer Wire Products",,158,4395000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_121",,,"Energy","true","0063s00000DYwmHAAT",,"2019-04-13 04:00:00",,,"ND","Georgia U S Data Services Inc",,205,2299000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_1710",,,"Agriculture","true","0063s00000DYwmIAAT",,"2017-12-16 05:00:00",,,"AK","Blue Steel Networks,",,101,2329000
"2019-08-29 20:55:30","Monica Campbell","true","BROKER_1414",,,"Machinery","true","0063s00000DYwmJAAT",,"2019-04-30 04:00:00",,,"CA","IntelliCorp",,212,2913000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_690","Levin Insurance Agency","Betty Miller","Media","true","0063s00000DYwmKAAT","Justin Chen","2017-09-10 04:00:00",,"Female","WA","Barra","Midwest",177,4676000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_1678","Hart and Hart","Betty Bartz","Energy","true","0063s00000DYwmMAAT","Matthew Hanna","2017-12-18 05:00:00",,"Female","WA","Independent Technology Group","South East",167,5963000
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_350",,,"Apparel","true","0063s00000DYwmOAAT",,"2018-10-05 04:00:00",,,"WA","obongo",,29,7492000
"2019-08-29 20:55:30","Sandra Parker","true","BROKER_2243",,,"Media","true","0063s00000DYwmPAAT",,"2018-02-18 05:00:00",,,"HI","Strategic Management Group",,138,4294000
"2019-08-29 20:55:30","Melissa Neal","true","BROKER_711",,,"Utilities","true","0063s00000DYwmRAAT",,"2017-12-06 05:00:00",,,"OR","Storage Networks Corporation",,13,5701000
"2019-08-29 20:55:30","Monica Campbell","true","BROKER_949",,,"Education","true","0063s00000DYwmSAAT",,"2019-03-07 05:00:00",,,"OR","Unisoft Corp.",,53,5412000
"2019-08-29 20:55:30","Heather Willis","true","BROKER_2068",,,"Engineering","true","0063s00000DYwmTAAT",,"2018-08-09 04:00:00",,,"AK","Vannix Communications",,210,9467000
"2019-08-29 20:55:30","Lisa Lewis","true","BROKER_1451",,,"Transportation","true","0063s00000DYwmUAAT",,"2018-02-13 05:00:00",,,"ND","Prizmalite Industries",,84,8147000
"2019-08-29 20:55:37","Sarah Rivas","true","BROKER_2282","Manning and Manning","Doris Izquierdo","Banking","true","0063s00000DYwmbAAD","Matthew Hanna","2017-09-07 04:00:00",,"Female","AZ","Sunroom Creations","South East",67,9937000
"2019-08-29 20:55:37","Jennifer Jackson","true","BROKER_594",,,"Electronics","true","0063s00000DYwmeAAD",,"2018-04-24 04:00:00",,,"UT","Dominion Marine Media",,25,9486000
