"LastModifiedDate","Case.RecordType.Name","Case.Type","CloseDateTime","AssignedDateTime","Case.IsClosed","Case.Reason","Name","RequestDateTime","UserId.Name","DeclineReason","Case.ClosedDate","ServiceChannelId.DeveloperName","Status","AcceptDateTime","Case.Account.Name","IsDeleted","Case.Status","Group.Name","Case.Product_Family_KB__c","ServiceChannelId","CreatedDate","Id","Case.Role.Name","Case.CreatedDate","PushTimeoutDateTime","Case.Type_of_Support__c","Case.Origin","Case.CurrentDate","CancelDateTime","WorkItemId","Case.CSAT__c","Case.Priority","OriginalQueueId","DeclineDateTime","SystemModstamp","Case.Account.Id","Case.CaseNumber","UserId","ServiceChannelId.MasterLabel","Case.CSAT","ActiveTime","CSAT","Case.Time_Open__c","Case.ED_Outcome__c","CapacityWeight","SpeedToAnswer","AgentCapacityWhenDeclined","CapacityPercentage","PushTimeout","HandleTime"
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-10T15:44:17.000Z","2020-02-10T15:33:37.000Z","false","Item Damaged","985","2020-01-26T19:35:25.000Z","Susan Pena","Vitae non laboriosam expedita odit itaque architecto numquam.","2020-03-26T19:35:25.000Z","sfdc_liveagent","Canceled","2020-02-10T15:35:18.000Z","MERS","false","New","Tier1Queue","Headphones","0N9B000000032lDKAQ","2020-02-10T15:32:33.000Z","a4AB00000004F4VMAU","Central CSR","2020-01-26T19:35:25.000Z","2020-02-10T15:34:03.000Z","Silver","Chat","2020-07-13T07:18:39.584Z","2020-02-10T15:41:28.000Z","500B0000003371bIAA","73.215228427","Medium","00GB0000002IX8pMAG","2020-02-10T15:37:19.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QoIAL","00015595","005B0000003JLI3IAO","Live Agent",73,539,73,60,51.6,4,1281593,1405,37,90,539
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-28T19:02:04.000Z","2020-02-28T18:56:10.000Z","true","Unknown Failure","1208","2020-02-28T18:55:40.000Z","William Edwards","Occaecati quibusdam magnam pariatur reprehenderit nostrum.","2020-02-28T18:55:40.000Z","Leads","DeclinedOnPushTimeout","2020-02-28T18:58:33.000Z","Refrigiwear","false","Closed","Knowledge_Translations","Headphones","0N9B000000032lFKAQ","2020-02-28T18:55:40.000Z","a4AB00000004F86MAE","East CSR","2020-02-28T18:55:40.000Z","2020-02-28T18:56:21.000Z","Platinum","Chat","2020-07-13T07:18:39.584Z","2020-02-28T19:05:47.000Z","500B00000045wX8IAI","75.12994924","Medium","00GB0000002IXB4MAO","2020-02-28T19:04:44.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SSIA1","00018455","005B0000003JLI6IAO","Leads",75,211,75,0,51.6,5,173,596,57,41,211
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-08T22:33:06.000Z","2020-02-08T22:16:18.000Z","true","Hardware Question","1209","2020-02-08T22:14:28.000Z","William Edwards","Dolorem minus vero debitis ut.","2020-02-08T22:14:28.000Z","Leads","Assigned","2020-02-08T22:23:06.000Z","JointMaster","false","Closed","GeneralQueue","Home Audio","0N9B000000032lFKAQ","2020-02-08T22:14:28.000Z","a4AB00000004F87MAE","East CSR","2020-02-08T22:14:28.000Z","2020-02-08T22:14:31.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-02-08T22:19:04.000Z","500B00000045wX9IAI","77.532994922","Low","00GB0000002IX8tMAG","2020-02-08T22:18:34.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6STIA1","00018456","005B0000003JLI6IAO","Leads",78,600,78,0,51.6,2,518,812,49,3,600
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-08T22:31:03.000Z","2020-02-08T22:15:33.000Z","true","Hardware Question","1210","2020-02-08T22:14:28.000Z","William Edwards","Culpa ducimus ipsam illum dignissimos odio quam.","2020-02-08T22:14:28.000Z","LiveMessage","Canceled","2020-02-08T22:25:21.000Z","JointMaster","false","Closed","Tier3Queue","Home Audio","0N9B000000032lCKAQ","2020-02-08T22:14:28.000Z","a4AB00000004F88MAE","East CSR","2020-02-08T22:14:28.000Z","2020-02-08T22:15:56.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-02-08T22:19:20.000Z","500B00000045wX9IAI","77.532994922","Low","00GB0000002IX9CMAW","2020-02-08T22:23:15.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6STIA1","00018456","005B0000003JLI6IAO","LiveMessage",78,342,78,0,51.6,3,653,394,62,88,342
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-17T00:22:39.000Z","2020-02-17T00:16:46.000Z","true","Unknown Failure","1211","2020-02-17T00:15:15.000Z","Jennifer Barton","Laboriosam at ut accusamus totam dolorum officia.","2020-02-17T00:15:15.000Z","LiveMessage","Canceled","2020-02-17T00:21:46.000Z","WebAssign","false","Closed","GeneralQueue","Tablets","0N9B000000032lCKAQ","2020-02-17T00:15:15.000Z","a4AB00000004F89MAE","West CSR","2020-02-17T00:15:15.000Z","2020-02-17T00:16:50.000Z","Platinum","Chat","2020-07-13T07:18:39.584Z","2020-02-17T00:21:44.000Z","500B0000002uCSxIAM","76.15736040300001","Medium","00GB0000002IX8tMAG","2020-02-17T00:21:15.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SUIA1","00002305","005B0000003JLICIA4","LiveMessage",76,53,76,0,51.6,2,391,1309,39,95,53
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-17T00:41:48.000Z","2020-02-17T00:17:05.000Z","true","Unknown Failure","1212","2020-02-17T00:15:15.000Z","Jennifer Barton","Tempora fugit quibusdam maiores qui porro.","2020-02-17T00:15:15.000Z","sfdc_liveagent","Canceled","2020-02-17T00:18:19.000Z","WebAssign","false","Closed","TargetCampaign","Tablets","0N9B000000032lDKAQ","2020-02-17T00:15:15.000Z","a4AB00000004F8AMAU","West CSR","2020-02-17T00:15:15.000Z","2020-02-17T00:15:45.000Z","Platinum","Chat","2020-07-13T07:18:39.584Z","2020-02-17T00:19:32.000Z","500B0000002uCSxIAM","76.15736040300001","Medium","00GB0000002IX9YMAW","2020-02-17T00:25:59.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SUIA1","00002305","005B0000003JLICIA4","Live Agent",76,1409,76,0,51.6,3,184,134,86,30,1409
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-17T00:37:10.000Z","2020-02-17T00:15:16.000Z","true","Unknown Failure","1213","2020-02-17T00:15:15.000Z","Jennifer Barton","Porro autem voluptate esse eligendi.","2020-02-17T00:15:15.000Z","Cases","DeclinedOnPushTimeout","2020-02-17T00:20:34.000Z","WebAssign","false","Closed","Tier1Queue","Tablets","0N9B000000032lBKAQ","2020-02-17T00:15:15.000Z","a4AB00000004F8BMAU","West CSR","2020-02-17T00:15:15.000Z","2020-02-17T00:15:59.000Z","Platinum","Chat","2020-07-13T07:18:39.584Z","2020-02-17T00:17:30.000Z","500B0000002uCSxIAM","76.15736040300001","Medium","00GB0000002IX8pMAG","2020-02-17T00:21:45.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SUIA1","00002305","005B0000003JLICIA4","Cases",76,996,76,0,51.6,3,319,1419,86,44,996
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-17T00:41:00.000Z","2020-02-17T00:15:58.000Z","true","Unknown Failure","1214","2020-02-17T00:15:15.000Z","Jennifer Barton","Velit sed non laboriosam.","2020-02-17T00:15:15.000Z","Cases","Declined","2020-02-17T00:24:06.000Z","WebAssign","false","Closed","Knowledge_Translations","Tablets","0N9B000000032lBKAQ","2020-02-17T00:15:15.000Z","a4AB00000004F8CMAU","West CSR","2020-02-17T00:15:15.000Z","2020-02-17T00:15:50.000Z","Platinum","Chat","2020-07-13T07:18:39.584Z","2020-02-17T00:25:37.000Z","500B0000002uCSxIAM","76.15736040300001","Medium","00GB0000002IXB4MAO","2020-02-17T00:21:54.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SUIA1","00002305","005B0000003JLICIA4","Cases",76,1014,76,0,51.6,4,531,88,29,35,1014
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-13T08:45:35.000Z","2020-02-13T08:27:39.000Z","false","Unknown Failure","1215","2020-02-09T18:13:52.000Z","Vincent Parrish","Eius maiores aperiam doloremque corrupti natus fugit.","2020-05-03T18:13:52.000Z","Cases","Declined","2020-02-13T08:29:25.000Z","Computer Services, Inc","false","On Hold","Tier2Queue","TVs","0N9B000000032lBKAQ","2020-02-13T08:27:01.000Z","a4AB00000004F8DMAU","East CSR","2020-02-09T18:13:52.000Z","2020-02-13T08:27:22.000Z","Silver","Chat","2020-07-13T07:18:39.584Z","2020-02-13T08:30:33.000Z","500B0000002uCSyIAM","75.725888325","High","00GB0000002IX9AMAW","2020-02-13T08:37:35.000Z","2020-07-01T08:21:54.000Z","001B000000ZU97cIAD","00002306","005B0000003JLIJIA4","Cases",76,970,76,84,51.6,1,310533,1650,26,21,970
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-01-28T19:27:55.000Z","2020-01-28T19:10:13.000Z","true","Unknown Failure","1216","2020-01-28T19:08:36.000Z","Marissa White","Ipsam error reprehenderit asperiores alias deleniti aut.","2020-01-28T19:08:36.000Z","sfdc_liveagent","Declined","2020-01-28T19:19:35.000Z","CT CONTINENTAL","false","Closed","Knowledge_Translations","Video Games","0N9B000000032lDKAQ","2020-01-28T19:08:36.000Z","a4AB00000004F8EMAU","East CSR","2020-01-28T19:08:36.000Z","2020-01-28T19:08:50.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-01-28T19:17:11.000Z","500B00000045wXAIAY","82.091370559","High","00GB0000002IXB4MAO","2020-01-28T19:18:00.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SWIA1","00018457","005B0000003JLIIIA4","Live Agent",82,500,82,0,82.1,2,659,1563,62,14,500
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-01-28T19:27:45.000Z","2020-01-28T19:10:18.000Z","true","Unknown Failure","1217","2020-01-28T19:08:36.000Z","Marissa White","Reiciendis necessitatibus rerum amet tenetur doloribus ratione accusamus.","2020-01-28T19:08:36.000Z","sfdc_liveagent","Opened","2020-01-28T19:14:03.000Z","CT CONTINENTAL","false","Closed","GeneralQueue","Video Games","0N9B000000032lDKAQ","2020-01-28T19:08:36.000Z","a4AB00000004F8FMAU","East CSR","2020-01-28T19:08:36.000Z","2020-01-28T19:10:09.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-01-28T19:15:17.000Z","500B00000045wXAIAY","82.091370559","High","00GB0000002IX8tMAG","2020-01-28T19:17:22.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SWIA1","00018457","005B0000003JLIIIA4","Live Agent",82,822,82,0,82.1,1,327,34,56,93,822
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-01-28T19:41:57.000Z","2020-01-28T19:10:04.000Z","true","Unknown Failure","1218","2020-01-28T19:08:36.000Z","Marissa White","Iure quia error voluptatibus asperiores deserunt quia labore.","2020-01-28T19:08:36.000Z","Cases","Unavailable","2020-01-28T19:13:16.000Z","CT CONTINENTAL","false","Closed","GeneralQueue","Video Games","0N9B000000032lBKAQ","2020-01-28T19:08:36.000Z","a4AB00000004F8GMAU","East CSR","2020-01-28T19:08:36.000Z","2020-01-28T19:10:10.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-01-28T19:16:11.000Z","500B00000045wXAIAY","82.091370559","High","00GB0000002IX8tMAG","2020-01-28T19:13:17.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SWIA1","00018457","005B0000003JLIIIA4","Cases",82,1721,82,0,82.1,3,280,1718,90,94,1721
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-01-28T19:12:26.000Z","2020-01-28T19:10:16.000Z","true","Unknown Failure","1219","2020-01-28T19:08:36.000Z","Marissa White","Temporibus animi deleniti eligendi ipsum sapiente.","2020-01-28T19:08:36.000Z","Leads","DeclinedOnPushTimeout","2020-01-28T19:10:55.000Z","CT CONTINENTAL","false","Closed","Social_Queue","Video Games","0N9B000000032lFKAQ","2020-01-28T19:08:36.000Z","a4AB00000004F8HMAU","East CSR","2020-01-28T19:08:36.000Z","2020-01-28T19:09:50.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-01-28T19:11:05.000Z","500B00000045wXAIAY","82.091370559","High","00GB0000002IXAAMA4","2020-01-28T19:19:17.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SWIA1","00018457","005B0000003JLIIIA4","Leads",82,91,82,0,82.1,2,139,914,89,74,91
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-07T18:51:00.000Z","2020-02-07T18:18:42.000Z","true","Unknown Failure","1220","2020-02-07T18:16:44.000Z","Katie Cole","Possimus qui hic vel exercitationem consectetur.","2020-02-07T18:16:44.000Z","Cases","Declined","2020-02-07T18:23:14.000Z","Net Toaster Network Inc","false","Closed","InternationalQueue","Video Games","0N9B000000032lBKAQ","2020-02-07T18:16:44.000Z","a4AB00000004F8IMAU","Central CSR","2020-02-07T18:16:44.000Z","2020-02-07T18:18:09.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-02-07T18:20:19.000Z","500B0000002uCSzIAM","76.0","Medium","00GB0000002IX9DMAW","2020-02-07T18:22:03.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SXIA1","00002307","005B0000003JLIBIA4","Cases",76,1666,76,0,66,4,390,989,60,85,1666
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-07T04:06:57.000Z","2020-02-07T03:51:29.000Z","false","General Question","1221","2020-01-20T22:27:40.000Z","Susan Pena","Cum dicta illo minima libero.","2020-04-01T22:27:40.000Z","Leads","Opened","2020-02-07T03:59:16.000Z","Net Toaster Network Inc","false","Working","Knowledge_Translations","Cameras","0N9B000000032lFKAQ","2020-02-07T03:50:18.000Z","a4AB00000004F8JMAU","Central CSR","2020-01-20T22:27:40.000Z","2020-02-07T03:50:38.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-02-07T03:56:30.000Z","500B0000002uCT2IAM","78.416243657","High","00GB0000002IXB4MAO","2020-02-07T03:54:44.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6SXIA1","00002310","005B0000003JLI3IAO","Leads",78,461,78,72,51.6,1,1488696,1566,2,20,461
