"LastModifiedDate","User_ParentPath","LoyaltyProgramMember_MemberName","LoyaltyProgramMember_EnrollmentDate","PartnerId","LoyaltyProgramMember_IsReferral","ProductId","Industry","LoyaltyProgramMember_Account_Name","LoyaltyProgramMember_MemberState","JournalSubTypeId","CreatedById","Product_or_ProductCategory_Flag","User_UniqueUserName","JournalReason","Status","IsDeleted","ActivityDate","LoyaltyProgramMember_Contact_Birthdate","LoyaltyProgramMember_MemberCountry","LoyaltyProgramMember_Referrer_Contact_Birthdate","JournalSubType_Name","Channel","LoyaltyProgramPartner_PartnerCategory","LoyaltyProgramMember_LeadOrContactName","Product_Name","Establishment","LoyaltyProgramMember_LeadOrContactId","Product_or_ProductCategory","Brand","LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyProgramMember_MembershipNumber","RelatedJournalId","LoyaltyProgramMember_LastActivityDate","LoyaltyProgramMember_MemberType","LoyaltyProgramPartner_PartnerIndustry","CreatedDate","LoyaltyProgramMember_Referrer_MembershipNumber","PaymentMethod","QuantityUnitOfMeasureId","Id","LoyaltyProgramPartner_Partner_Type","LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_MemberId","LoyaltyProgramMember_ProgramId","JournalTypeId","JournalType_Name1","Product_ProductCode","User_SmallPhotoUrl","UsageType","LoyaltyProgramMember_MemberStatus","LoyaltyProgramMember_MembershipEndDate","User_ManagerId","MemberId","User_Role_ParentRoleId","LoyaltyProgramMember_MemberTenureBucket","User_Computed_ParentID","LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramPartner_PartnerType","LoyaltyProgramMember_EnrollmentChannel","Product_or_ProductCategory_ID","LoyaltyProgramPartner_Partner_Name","JournalDate","JournalType_Name","LoyaltyProgramMember_Referrer_Contact_Name","LastProcessedDate","Quantity","LoyaltyProgramMember_MemberCity","LoyaltyProgramMember_Referrer_Contact_MobilePhone","ProductCategory_Name","Product_Family","User_Role_Name","ProductCategoryId","TransactionLocation","LoyaltyProgramMember_AccountContact_Id","LastModifiedById","TransactionAmount"
"2021-05-18T12:13:38.000Z",,"Perf187 Trail187","2021-05-16",,"No",,,,"CA",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-22",,"USA",,,,,"Perf187 Trail187",,"ST032","003B000000IXhuVIAT",,,"NTO Insider","IndivAiK_156",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDPMA4",,"Perf187 Trail187","003B000000IXhuVIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEgMAO",,"3.3-6 months",,,,"Email",,,"2020-07-15T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"San Francisco",,,,,,,,"005B0000006txQYIAY",258
"2021-05-18T12:13:38.000Z",,"Perf188 Trail188","2020-11-19",,"No",,,,"NJ",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-19",,"USA",,,,,"Perf188 Trail188",,"ST032","003B000000IXhuWIAT",,,"NTO Insider","IndivAiK_157",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDQMA4",,"Perf188 Trail188","003B000000IXhuWIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEhMAO",,"5.9-12 months",,,,"Web",,,"2020-07-12T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New Jersey",,,,,,,,"005B0000006txQYIAY",998
"2021-05-18T12:13:38.000Z",,"Perf189 Trail189","2020-02-25",,"No",,,,"CA",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-10",,"USA",,,,,"Perf189 Trail189",,"ST032","003B000000IXhuXIAT",,,"NTO Insider","IndivAiK_158",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDRMA4",,"Perf189 Trail189","003B000000IXhuXIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEiMAO",,"6.1-2 years",,,,"POS",,,"2020-07-03T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"San Francisco",,,,,,,,"005B0000006txQYIAY",1086
"2021-05-18T12:13:38.000Z",,"Perf190 Trail190","2020-11-05",,"No",,,,"Ontario",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-11",,"Canada",,,,,"Perf190 Trail190",,"ST032","003B000000IXhuYIAT",,,"NTO Insider","IndivAiK_159",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDSMA4",,"Perf190 Trail190","003B000000IXhuYIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEjMAO",,"5.9-12 months",,,,"CallCenter",,,"2020-07-04T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"Toronto",,,,,,,,"005B0000006txQYIAY",1444
"2021-05-18T12:13:38.000Z",,"Perf191 Trail191","2021-06-18",,"No",,,,"Ontario",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-15",,"Canada",,,,,"Perf191 Trail191",,"ST032","003B000000IXhuZIAT",,,"NTO Insider","IndivAiK_160",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDTMA4",,"Perf191 Trail191","003B000000IXhuZIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEkMAO",,"3.3-6 months",,,,"Social",,,"2020-07-08T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"Toronto",,,,,,,,"005B0000006txQYIAY",204
"2021-05-18T12:13:38.000Z",,"Perf192 Trail192","2020-05-29",,"No",,,,"Ontario",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-21",,"Canada",,,,,"Perf192 Trail192",,"ST032","003B000000IXhuaIAD",,,"NTO Insider","IndivAiK_161",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDUMA4",,"Perf192 Trail192","003B000000IXhuaIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIElMAO",,"6.1-2 years",,,,"Email",,,"2020-07-14T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"Toronto",,,,,,,,"005B0000006txQYIAY",1112
"2021-05-18T12:13:38.000Z",,"Perf193 Trail193","2020-07-26",,"No",,,,"NY",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-13",,"USA",,,,,"Perf193 Trail193",,"ST032","003B000000IXhubIAD",,,"NTO Insider","IndivAiK_162",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDVMA4",,"Perf193 Trail193","003B000000IXhubIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEmMAO",,"6.1-2 years",,,,"Web",,,"2020-07-06T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New York City",,,,,,,,"005B0000006txQYIAY",745
"2021-05-18T12:13:38.000Z",,"Perf194 Trail194","2020-08-13",,"No",,,,"NY",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-12",,"USA",,,,,"Perf194 Trail194",,"ST032","003B000000IXhucIAD",,,"NTO Insider","IndivAiK_163",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDWMA4",,"Perf194 Trail194","003B000000IXhucIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEnMAO",,"6.1-2 years",,,,"POS",,,"2020-07-05T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New York",,,,,,,,"005B0000006txQYIAY",668
"2021-05-18T12:13:45.000Z",,"Perf195 Trail195","2020-10-22",,"No",,,,"NY",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-09",,"USA",,,,,"Perf195 Trail195",,"ST032","003B000000IXhudIAD",,,"NTO Insider","IndivAiK_164",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDXMA4",,"Perf195 Trail195","003B000000IXhudIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEoMAO",,"6.1-2 years",,,,"CallCenter",,,"2020-08-02T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New York",,,,,,,,"005B0000006txQYIAY",850
"2021-05-18T12:13:45.000Z",,"Perf72 Trail72","2020-11-23",,"No",,,,"CA",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-10",,"USA",,,,,"Perf72 Trail72",,"ST032","003B000000IXhufIAD",,,"NTO Insider","IndivAiK_165",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDYMA4",,"Perf72 Trail72","003B000000IXhufIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEpMAO",,"5.9-12 months",,,,"Social",,,"2020-08-03T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"San Francisco",,,,,,,,"005B0000006txQYIAY",262
"2021-05-18T12:13:45.000Z",,"Perf73 Trail73","2020-06-13",,"No",,,,"Ontario",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-11",,"Canada",,,,,"Perf73 Trail73",,"ST032","003B000000IXhugIAD",,,"NTO Insider","IndivAiK_166",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDZMA4",,"Perf73 Trail73","003B000000IXhugIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEqMAO",,"6.1-2 years",,,,"Email",,,"2020-08-04T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"Toronto",,,,,,,,"005B0000006txQYIAY",245
"2021-05-18T12:13:45.000Z",,"Perf74 Trail74","2020-02-06",,"No",,,,"Ontario",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-18",,"Canada",,,,,"Perf74 Trail74",,"ST032","003B000000IXhuhIAD",,,"NTO Insider","IndivAiK_167",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDaMAO",,"Perf74 Trail74","003B000000IXhuhIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIErMAO",,"6.1-2 years",,,,"Web",,,"2020-08-11T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"Toronto",,,,,,,,"005B0000006txQYIAY",252
"2021-05-18T12:13:45.000Z",,"Perf75 Trail75","2021-04-10",,"No",,,,"Ontario",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-07",,"Canada",,,,,"Perf75 Trail75",,"ST032","003B000000IXhuiIAD",,,"NTO Insider","IndivAiK_145",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDbMAO",,"Perf75 Trail75","003B000000IXhuiIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEsMAO",,"4.6-9 months",,,,"POS",,,"2020-07-31T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"Toronto",,,,,,,,"005B0000006txQYIAY",1530
"2021-05-18T12:13:45.000Z",,"Perf76 Trail76","2020-04-21",,"No",,,,"NY",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-20",,"USA",,,,,"Perf76 Trail76",,"ST032","003B000000IXhujIAD",,,"NTO Insider","IndivAiK_050",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDcMAO",,"Perf76 Trail76","003B000000IXhujIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEtMAO",,"6.1-2 years",,,,"Social",,,"2020-08-13T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New York City",,,,,,,,"005B0000006txQYIAY",1308
"2021-05-18T12:13:45.000Z",,"Perf77 Trail77","2021-08-02",,"No",,,,"NY",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-07",,"USA",,,,,"Perf77 Trail77",,"ST032","003B000000IXhukIAD",,,"NTO Insider","IndivAiK_051",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDdMAO",,"Perf77 Trail77","003B000000IXhukIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEuMAO",,"3.3-6 months",,,,"Email",,,"2020-07-31T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New York",,,,,,,,"005B0000006txQYIAY",218
"2021-05-18T12:13:45.000Z",,"Perf78 Trail78","2021-12-29",,"No",,,,"NY",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-12",,"USA",,,,,"Perf78 Trail78",,"ST032","003B000000IXhulIAD",,,"NTO Insider","IndivAiK_052",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDeMAO",,"Perf78 Trail78","003B000000IXhulIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEvMAO",,"9.NA",,,,"Web",,,"2020-08-05T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New York",,,,,,,,"005B0000006txQYIAY",980
"2021-05-18T12:13:45.000Z",,"Perf79 Trail79","2021-04-01",,"No",,,,"CA",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-21",,"USA",,,,,"Perf79 Trail79",,"ST032","003B000000IXhumIAD",,,"NTO Insider","IndivAiK_053",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDfMAO",,"Perf79 Trail79","003B000000IXhumIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEwMAO",,"4.6-9 months",,,,"POS",,,"2020-08-14T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"San Francisco",,,,,,,,"005B0000006txQYIAY",643
"2021-05-18T12:13:45.000Z",,"Perf80 Trail80","2020-04-29",,"No",,,,"NJ",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-08",,"USA",,,,,"Perf80 Trail80",,"ST032","003B000000IXhunIAD",,,"NTO Insider","IndivAiK_047",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDgMAO",,"Perf80 Trail80","003B000000IXhunIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIExMAO",,"6.1-2 years",,,,"Web",,,"2020-08-01T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New Jersey",,,,,,,,"005B0000006txQYIAY",1064
"2021-05-18T12:13:45.000Z",,"Perf81 Trail81","2021-04-04",,"No",,,,"CA",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-08-21",,"USA",,,,,"Perf81 Trail81",,"ST032","003B000000IXhuoIAD",,,"NTO Insider","IndivAiK_048",,,"Individual",,"2021-05-18T12:13:45.000Z",,,,"0lVB0000000VSDhMAO",,"Perf81 Trail81","003B000000IXhuoIAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEyMAO",,"4.6-9 months",,,,"POS",,,"2020-08-14T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"San Francisco",,,,,,,,"005B0000006txQYIAY",259
