"BalanceBeforeReset","ExpirablePoints","Id","LastExpirationProcessRunDate","LastResetDate","LoyaltyMemberId","LoyaltyProgramCurrency.CostperUnit","LoyaltyProgramCurrency.CurrencyType","LoyaltyProgramCurrency.Id","LoyaltyProgramCurrency.IsPrimary","LoyaltyProgramCurrency.NQP_Currency","LoyaltyProgramCurrency.QP_Currency","LoyaltyProgramCurrencyId","LoyaltyProgramMember.Account.Name","LoyaltyProgramMember.AccountContact.Id","LoyaltyProgramMember.Contact.Birthdate","LoyaltyProgramMember.Contact.MobilePhone","LoyaltyProgramMember.Contact.Name","LoyaltyProgramMember.EnrollmentChannel","LoyaltyProgramMember.EnrollmentDate","LoyaltyProgramMember.IsReferral","LoyaltyProgramMember.LastActivityDate","LoyaltyProgramMember.LeadOrContactId","LoyaltyProgramMember.LeadOrContactName","LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyProgramMember.MemberName","LoyaltyProgramMember.MemberStatus","LoyaltyProgramMember.MemberType","LoyaltyProgramMember.MembershipEndDate","LoyaltyProgramMember.MembershipNumber","LoyaltyProgramMember.ProgramId","LoyaltyProgramMember.Referrer.Account.Name","LoyaltyProgramMember.Referrer.Contact.Birthdate","LoyaltyProgramMember.Referrer.Contact.MobilePhone","LoyaltyProgramMember.Referrer.Contact.Name","MemberTier.LoyaltyTier.LoyaltyTierGroup.Name","MemberTier.LoyaltyTier.Name","Name","NextResetDate","PointsBalance","PointsBalance_Amount","TotalPointsAccrued","TotalPointsExpired","TotalPointsRedeemed","LastProcessedDate"
,,"0lzB0000000H64gIAC",,,"0lMB0000000GwEHMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_ib","POS",2020-06-03,"No",,"003B000000JOoiqIAD","Cnt-RTE-_UIDaiajbieh_b_ib","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_ib","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_bj","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64hIAC",,,"0lMB0000000GwEIMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_ia","POS",2020-08-12,"No",,"003B000000JOoipIAD","Cnt-RTE-_UIDaiajbieh_b_ia","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_ia","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_ca","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64iIAC",,,"0lMB0000000GwEJMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_hj","POS",2020-10-08,"No",,"003B000000JOoioIAD","Cnt-RTE-_UIDaiajbieh_b_hj","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_hj","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_cb","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64jIAC",,,"0lMB0000000GwEKMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_hi","POS",2020-10-31,"No",,"003B000000JOoinIAD","Cnt-RTE-_UIDaiajbieh_b_hi","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_hi","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_cc","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64kIAC",,,"0lMB0000000GwELMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_hh","POS",2020-12-17,"No",,"003B000000JOoimIAD","Cnt-RTE-_UIDaiajbieh_b_hh","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_hh","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_cd","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64lIAC",,,"0lMB0000000GwEMMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_hg","POS",2021-01-27,"No",,"003B000000JOoilIAD","Cnt-RTE-_UIDaiajbieh_b_hg","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_hg","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_ce","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64mIAC",,,"0lMB0000000GwENMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_hf","POS",2020-07-27,"No",,"003B000000JOoikIAD","Cnt-RTE-_UIDaiajbieh_b_hf","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_hf","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_cf","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64nIAC",,,"0lMB0000000GwEOMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_ba","POS",2020-08-21,"No",,"003B000000JOohhIAD","Cnt-RTE-_UIDaiajbieh_b_ba","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_ba","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_cg","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64oIAC",,,"0lMB0000000GwEPMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_hd","POS",2020-12-01,"No",,"003B000000JOoiiIAD","Cnt-RTE-_UIDaiajbieh_b_hd","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_hd","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_ch","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64pIAC",,,"0lMB0000000GwEQMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_hc","POS",2020-07-20,"No",,"003B000000JOoihIAD","Cnt-RTE-_UIDaiajbieh_b_hc","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_hc","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_ci","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64qIAC",,,"0lMB0000000GwERMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_hb","POS",2020-08-21,"No",,"003B000000JOoigIAD","Cnt-RTE-_UIDaiajbieh_b_hb","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_hb","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_cj","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,18,0.18,20,,1,2021-11-01
,,"0lzB0000000H64rIAC",,,"0lMB0000000GwESMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_ha","POS",2020-07-10,"No",,"003B000000JOoifIAD","Cnt-RTE-_UIDaiajbieh_b_ha","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_ha","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_da","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,1000,10,1010,,10,2021-11-01
,,"0lzB0000000H64sIAC",,,"0lMB0000000GwETMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_gj","POS",2020-08-13,"No",,"003B000000JOoieIAD","Cnt-RTE-_UIDaiajbieh_b_gj","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_gj","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_db","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64tIAC",,,"0lMB0000000GwEUMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_gi","POS",2020-07-21,"No",,"003B000000JOoidIAD","Cnt-RTE-_UIDaiajbieh_b_gi","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_gi","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_dc","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,,,,,,2021-11-01
,,"0lzB0000000H64uIAC",,,"0lMB0000000GwEVMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_gh","POS",2020-09-18,"No",,"003B000000JOoicIAD","Cnt-RTE-_UIDaiajbieh_b_gh","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_gh","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_dd","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,204,2.04,544,,339,2021-11-01
,,"0lzB0000000H64vIAC",,,"0lMB0000000GwEWMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_gg","POS",2020-11-28,"No",,"003B000000JOoibIAD","Cnt-RTE-_UIDaiajbieh_b_gg","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_gg","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_de","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,191,1.91,205,,14,2021-11-01
,,"0lzB0000000H64wIAC",,,"0lMB0000000GwEXMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_gf","POS",2021-04-04,"No",,"003B000000JOoiaIAD","Cnt-RTE-_UIDaiajbieh_b_gf","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_gf","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_df","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,499,4.99,522,,23,2021-11-01
,,"0lzB0000000H64xIAC",,,"0lMB0000000GwEYMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_ge","POS",2020-07-02,"No",,"003B000000JOoiZIAT","Cnt-RTE-_UIDaiajbieh_b_ge","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_ge","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_dg","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,453,4.53,471,,18,2021-11-01
,,"0lzB0000000H64yIAC",,,"0lMB0000000GwEZMA0",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_gd","POS",2021-03-05,"No",,"003B000000JOoiYIAT","Cnt-RTE-_UIDaiajbieh_b_gd","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_gd","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_dh","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,121,1.21,352,,231,2021-11-01
,,"0lzB0000000H64zIAC",,,"0lMB0000000GwEaMAK",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_gc","POS",2021-02-22,"No",,"003B000000JOoiXIAT","Cnt-RTE-_UIDaiajbieh_b_gc","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_gc","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_di","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,109,1.09,353,,244,2021-11-01
,,"0lzB0000000H650IAC",,,"0lMB0000000GwEbMAK",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_gb","POS",2021-01-21,"No",,"003B000000JOoiWIAT","Cnt-RTE-_UIDaiajbieh_b_gb","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_gb","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_dj","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,354,3.54,364,,10,2021-11-01
,,"0lzB0000000H651IAC",,,"0lMB0000000GwEcMAK",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_ga","POS",2020-10-29,"No",,"003B000000JOoiVIAT","Cnt-RTE-_UIDaiajbieh_b_ga","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_ga","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_ea","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,196,1.96,319,,123,2021-11-01
,,"0lzB0000000H652IAC",,,"0lMB0000000GwEdMAK",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_fj","POS",2021-02-19,"No",,"003B000000JOoiUIAT","Cnt-RTE-_UIDaiajbieh_b_fj","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_fj","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_eb","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,234,2.34,348,,114,2021-11-01
,,"0lzB0000000H653IAC",,,"0lMB0000000GwEeMAK",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_fi","POS",2020-06-26,"No",,"003B000000JOoiTIAT","Cnt-RTE-_UIDaiajbieh_b_fi","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_fi","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_ec","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,435,4.35,558,,123,2021-11-01
,,"0lzB0000000H654IAC",,,"0lMB0000000GwEfMAK",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Cnt-RTE-_UIDaiajbieh_b_fh","POS",2020-07-29,"No",,"003B000000JOoiSIAT","Cnt-RTE-_UIDaiajbieh_b_fh","NTO Insider","Cnt-RTE-_UIDaiajbieh_b_fh","Active","Group",,"GRPNTO_WC_EDc_UIDaiajbieh_b_ed","0lpB0000000PBdwIAG",,,,,"Status Tier Group","Silver","Points",,221,2.21,354,,133,2021-11-01
