"Origin","LastModifiedDate","AccountId","Description","LastReferencedDate","ContactId","IsClosed","Reason","ContactPhone","CreatedById","OwnerId","CaseNumber","IsClosedOnCreate","ContactFax","MasterRecordId","ContactMobile","ParentId","Status","IsDeleted","Comments","Priority","LastViewedDate","Subject","Type","IsEscalated","CreatedDate","ContactEmail","ClosedDate","Id","LastModifiedById"
"Phone","2019-11-19T01:17:53.000Z","001B0000011lJtcIAE",,,"003B000000FZQBQIA5","true",,"001-0749-22","005B0000005odYPIAY","005B0000006SpxiIAC","00001209","false",,,"001-049-22",,"Closed","false",,"Medium",,"Service Issues","Problem","false","2019-11-06T03:14:15.000Z","anoop.thomas@salesforce.com","2019-11-19T01:17:53.000Z","500B0000005KNPaIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKNIA5","true",,"228-6389-22","005B0000005odYPIAY","005B0000006SpxjIAC","00001210","false",,,,,"Closed","false",,"Medium",,"Analytics Data_205","Problem","false","2019-11-06T03:14:15.000Z","j.ryan@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPbIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKOIA5","true",,"091-1404-16","005B0000005odYPIAY","005B0000006SpxkIAC","00001211","false",,,,,"Closed","false",,"Medium",,"Analytics Data_206","Problem","false","2019-11-06T03:14:15.000Z","l.davis@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPcIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKPIA5","true",,"935-7959-84","005B0000005odYPIAY","005B0000006SpxlIAC","00001212","false",,,,,"Closed","false",,"Medium",,"Analytics Data_207","Problem","false","2019-11-06T03:14:15.000Z","r.brooks@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPdIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKQIA5","true",,"819-6851-63","005B0000005odYPIAY","005B0000006SpxmIAC","00001213","false",,,,,"Closed","false",,"Medium",,"Analytics Data_208","Problem","false","2019-11-06T03:14:15.000Z","a.armstrong@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPeIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKRIA5","true",,"323-8744-18","005B0000005odYPIAY","005B0000006SpxnIAC","00001214","false",,,,,"Closed","false",,"Medium",,"Analytics Data_209","Problem","false","2019-11-06T03:14:15.000Z","j.armstrong@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPfIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKSIA5","true",,"147-7008-81","005B0000005odYPIAY","005B0000006SpxoIAC","00001215","false",,,,,"Closed","false",,"Medium",,"Analytics Data_210","Problem","false","2019-11-06T03:14:15.000Z","d.wells@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPgIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKTIA5","true",,"299-9731-28","005B0000005odYPIAY","005B0000006SpxfIAC","00001216","false",,,,,"Closed","false",,"Medium",,"Analytics Data_211","Problem","false","2019-11-06T03:14:15.000Z","a.carroll@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPhIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKUIA5","true",,"069-5529-47","005B0000005odYPIAY","005B0000006SpxgIAC","00001217","false",,,,,"Closed","false",,"Medium",,"Analytics Data_212","Problem","false","2019-11-06T03:14:15.000Z","c.roberts@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPiIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKVIA5","true",,"065-0257-24","005B0000005odYPIAY","005B0000006SpxhIAC","00001218","false",,,,,"Closed","false",,"Medium",,"Analytics Data_213","Problem","false","2019-11-06T03:14:15.000Z","j.hamilton@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPjIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKWIA5","true",,"023-4054-24","005B0000005odYPIAY","005B0000006SpxiIAC","00001219","false",,,,,"Closed","false",,"Medium",,"Analytics Data_214","Problem","false","2019-11-06T03:14:15.000Z","a.richards@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPkIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKXIA5","true",,"901-6338-88","005B0000005odYPIAY","005B0000006SpxjIAC","00001220","false",,,,,"Closed","false",,"Medium",,"Analytics Data_215","Problem","false","2019-11-06T03:14:15.000Z","s.brooks@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPlIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKYIA5","true",,"126-7258-02","005B0000005odYPIAY","005B0000006SpxkIAC","00001221","false",,,,,"Closed","false",,"Medium",,"Analytics Data_216","Problem","false","2019-11-06T03:14:15.000Z","n.chapman@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPmIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKZIA5","true",,"137-4813-50","005B0000005odYPIAY","005B0000006SpxlIAC","00001222","false",,,,,"Closed","false",,"Medium",,"Analytics Data_217","Problem","false","2019-11-06T03:14:15.000Z","s.lloyd@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPnIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKaIAP","true",,"769-8053-38","005B0000005odYPIAY","005B0000006SpxmIAC","00001223","false",,,,,"Closed","false",,"Medium",,"Analytics Data_218","Problem","false","2019-11-06T03:14:15.000Z","a.williams@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPoIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKbIAP","true",,"952-9527-08","005B0000005odYPIAY","005B0000006SpxnIAC","00001224","false",,,,,"Closed","false",,"Medium",,"Analytics Data_219","Problem","false","2019-11-06T03:14:15.000Z","l.higgins@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPpIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKcIAP","true",,"767-2520-05","005B0000005odYPIAY","005B0000006SpxoIAC","00001225","false",,,,,"Closed","false",,"Medium",,"Analytics Data_220","Problem","false","2019-11-06T03:14:15.000Z","p.roberts@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPqIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKdIAP","true",,"057-3219-60","005B0000005odYPIAY","005B0000006SpxfIAC","00001226","false",,,,,"Closed","false",,"Medium",,"Analytics Data_221","Problem","false","2019-11-06T03:14:15.000Z","f.cameron@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPrIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKeIAP","true",,"534-3877-63","005B0000005odYPIAY","005B0000006SpxgIAC","00001227","false",,,,,"Closed","false",,"Medium",,"Analytics Data_222","Problem","false","2019-11-06T03:14:15.000Z","a.morris@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPsIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKfIAP","true",,"784-4116-03","005B0000005odYPIAY","005B0000006SpxhIAC","00001228","false",,,,,"Closed","false",,"Medium",,"Analytics Data_223","Problem","false","2019-11-06T03:14:15.000Z","m.owens@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPtIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKgIAP","true",,"030-3129-67","005B0000005odYPIAY","005B0000006SpxiIAC","00001229","false",,,,,"Closed","false",,"Medium",,"Analytics Data_224","Problem","false","2019-11-06T03:14:15.000Z","k.carter@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPuIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKhIAP","true",,"915-4394-39","005B0000005odYPIAY","005B0000006SpxjIAC","00001230","false",,,,,"Closed","false",,"Medium",,"Analytics Data_225","Problem","false","2019-11-06T03:14:15.000Z","a.brown@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPvIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:47.000Z",,,,"003B000000FZQKiIAP","true",,"941-7331-06","005B0000005odYPIAY","005B0000006SpxkIAC","00001231","false",,,,,"Closed","false",,"Medium",,"Analytics Data_226","Problem","false","2019-11-06T03:14:15.000Z","a.higgins@randatmail.com","2019-11-06T03:51:47.000Z","500B0000005KNPwIAO","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQCrIAP","false",,"706-0156-53","005B0000005odYPIAY","005B0000006SpxlIAC","00001854","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_47","Problem","false","2019-11-06T04:13:47.000Z","d.perry@randatmail.com",,"500B0000005KNbZIAW","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQCqIAP","false",,"538-4465-15","005B0000005odYPIAY","005B0000006SpxmIAC","00001855","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_48","Problem","false","2019-11-06T04:13:47.000Z","r.campbell@randatmail.com",,"500B0000005KNbaIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQCpIAP","false",,"359-6365-95","005B0000005odYPIAY","005B0000006SpxnIAC","00001856","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_49","Problem","false","2019-11-06T04:13:47.000Z","a.riley@randatmail.com",,"500B0000005KNbbIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQCoIAP","false",,"411-3364-69","005B0000005odYPIAY","005B0000006SpxoIAC","00001857","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_50","Problem","false","2019-11-06T04:13:47.000Z","a.miller@randatmail.com",,"500B0000005KNbcIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQCnIAP","false",,"320-3684-83","005B0000005odYPIAY","005B0000006SpxfIAC","00001858","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_51","Problem","false","2019-11-06T04:13:47.000Z","b.johnson@randatmail.com",,"500B0000005KNbdIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQCmIAP","false",,"634-1473-69","005B0000005odYPIAY","005B0000006SpxgIAC","00001859","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_52","Problem","false","2019-11-06T04:13:47.000Z","m.murray@randatmail.com",,"500B0000005KNbeIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQClIAP","false",,"525-3811-91","005B0000005odYPIAY","005B0000006SpxhIAC","00001860","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_53","Problem","false","2019-11-06T04:13:47.000Z","c.crawford@randatmail.com",,"500B0000005KNbfIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQCkIAP","false",,"938-9057-75","005B0000005odYPIAY","005B0000006SpxiIAC","00001861","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_54","Problem","false","2019-11-06T04:13:47.000Z","p.casey@randatmail.com",,"500B0000005KNbgIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQCjIAP","false",,"779-2665-32","005B0000005odYPIAY","005B0000006SpxjIAC","00001862","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_55","Problem","false","2019-11-06T04:13:47.000Z","l.hamilton@randatmail.com",,"500B0000005KNbhIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQCiIAP","false",,"948-0194-73","005B0000005odYPIAY","005B0000006SpxkIAC","00001863","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_56","Problem","false","2019-11-06T04:13:47.000Z","w.gibson@randatmail.com",,"500B0000005KNbiIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQEAIA5","false",,"498-4143-29","005B0000005odYPIAY","005B0000006SpxlIAC","00001864","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_57","Problem","false","2019-11-06T04:13:47.000Z","a.clark@randatmail.com",,"500B0000005KNbjIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE9IAP","false",,"898-4794-76","005B0000005odYPIAY","005B0000006SpxmIAC","00001865","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_58","Problem","false","2019-11-06T04:13:47.000Z","m.stewart@randatmail.com",,"500B0000005KNbkIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE8IAP","false",,"508-6498-56","005B0000005odYPIAY","005B0000006SpxnIAC","00001866","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_59","Problem","false","2019-11-06T04:13:47.000Z","t.payne@randatmail.com",,"500B0000005KNblIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE7IAP","false",,"275-4328-33","005B0000005odYPIAY","005B0000006SpxoIAC","00001867","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_60","Problem","false","2019-11-06T04:13:47.000Z","p.carroll@randatmail.com",,"500B0000005KNbmIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE6IAP","false",,"118-6322-19","005B0000005odYPIAY","005B0000006SpxfIAC","00001868","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_61","Problem","false","2019-11-06T04:13:47.000Z","s.warren@randatmail.com",,"500B0000005KNbnIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE5IAP","false",,"471-6654-66","005B0000005odYPIAY","005B0000006SpxgIAC","00001869","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_62","Problem","false","2019-11-06T04:13:47.000Z","s.stewart@randatmail.com",,"500B0000005KNboIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE4IAP","false",,"597-3518-38","005B0000005odYPIAY","005B0000006SpxhIAC","00001870","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_63","Problem","false","2019-11-06T04:13:47.000Z","m.ferguson@randatmail.com",,"500B0000005KNbpIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE3IAP","false",,"069-7808-84","005B0000005odYPIAY","005B0000006SpxiIAC","00001871","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_64","Problem","false","2019-11-06T04:13:47.000Z","a.armstrong@randatmail.com",,"500B0000005KNbqIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE2IAP","false",,"448-8212-44","005B0000005odYPIAY","005B0000006SpxjIAC","00001872","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_65","Problem","false","2019-11-06T04:13:47.000Z","d.stevens@randatmail.com",,"500B0000005KNbrIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE1IAP","false",,"535-5282-23","005B0000005odYPIAY","005B0000006SpxkIAC","00001873","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_66","Problem","false","2019-11-06T04:13:47.000Z","b.martin@randatmail.com",,"500B0000005KNbsIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQE0IAP","false",,"934-5340-09","005B0000005odYPIAY","005B0000006SpxlIAC","00001874","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_67","Problem","false","2019-11-06T04:13:47.000Z","l.perkins@randatmail.com",,"500B0000005KNbtIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQDzIAP","false",,"829-2007-59","005B0000005odYPIAY","005B0000006SpxmIAC","00001875","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_68","Problem","false","2019-11-06T04:13:47.000Z","e.foster@randatmail.com",,"500B0000005KNbuIAG","005B0000005odYPIAY"
"Phone","2019-11-06T04:13:47.000Z",,,,"003B000000FZQChIAP","false",,"569-3801-78","005B0000005odYPIAY","005B0000006SpxnIAC","00001876","false",,,,,"Open","false",,"Medium",,"Analytics Data Open_69","Problem","false","2019-11-06T04:13:47.000Z","t.anderson@randatmail.com",,"500B0000005KNbvIAG","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQCGIA5","true",,"099-4442-87","005B0000005odYPIAY","005B0000006SpxhIAC","00001508","false",,,,,"Closed","false",,"Medium",,"Analytics Data_503","Problem","false","2019-11-06T03:14:20.000Z","m.parker@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUPIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQCFIA5","true",,"876-7843-21","005B0000005odYPIAY","005B0000006SpxiIAC","00001509","false",,,,,"Closed","false",,"Medium",,"Analytics Data_504","Problem","false","2019-11-06T03:14:20.000Z","c.hall@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUQIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQCEIA5","true",,"830-1442-29","005B0000005odYPIAY","005B0000006SpxjIAC","00001510","false",,,,,"Closed","false",,"Medium",,"Analytics Data_505","Problem","false","2019-11-06T03:14:20.000Z","p.adams@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNURIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQCDIA5","true",,"371-2311-70","005B0000005odYPIAY","005B0000006SpxkIAC","00001511","false",,,,,"Closed","false",,"Medium",,"Analytics Data_506","Problem","false","2019-11-06T03:14:20.000Z","c.ryan@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUSIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQCCIA5","true",,"071-6882-87","005B0000005odYPIAY","005B0000006SpxlIAC","00001512","false",,,,,"Closed","false",,"Medium",,"Analytics Data_507","Problem","false","2019-11-06T03:14:20.000Z","a.barnes@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUTIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQCBIA5","true",,"592-8663-37","005B0000005odYPIAY","005B0000006SpxmIAC","00001513","false",,,,,"Closed","false",,"Medium",,"Analytics Data_508","Problem","false","2019-11-06T03:14:20.000Z","v.jones@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUUIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQCAIA5","true",,"293-3196-92","005B0000005odYPIAY","005B0000006SpxnIAC","00001514","false",,,,,"Closed","false",,"Medium",,"Analytics Data_509","Problem","false","2019-11-06T03:14:20.000Z","r.campbell@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUVIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQBtIAP","true",,"334-1592-37","005B0000005odYPIAY","005B0000006SpxoIAC","00001515","false",,,,,"Closed","false",,"Medium",,"Analytics Data_510","Problem","false","2019-11-06T03:14:20.000Z","v.holmes@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUWIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQC9IAP","true",,"127-6145-62","005B0000005odYPIAY","005B0000006SpxfIAC","00001516","false",,,,,"Closed","false",,"Medium",,"Analytics Data_511","Problem","false","2019-11-06T03:14:20.000Z","r.watson@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUXIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQC8IAP","true",,"709-8487-77","005B0000005odYPIAY","005B0000006SpxgIAC","00001517","false",,,,,"Closed","false",,"Medium",,"Analytics Data_512","Problem","false","2019-11-06T03:14:20.000Z","b.roberts@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUYIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQC7IAP","true",,"010-0194-96","005B0000005odYPIAY","005B0000006SpxhIAC","00001518","false",,,,,"Closed","false",,"Medium",,"Analytics Data_513","Problem","false","2019-11-06T03:14:20.000Z","a.harper@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUZIA4","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQC6IAP","true",,"659-6572-99","005B0000005odYPIAY","005B0000006SpxiIAC","00001519","false",,,,,"Closed","false",,"Medium",,"Analytics Data_514","Problem","false","2019-11-06T03:14:20.000Z","b.spencer@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUaIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQC5IAP","true",,"640-9216-22","005B0000005odYPIAY","005B0000006SpxjIAC","00001520","false",,,,,"Closed","false",,"Medium",,"Analytics Data_515","Problem","false","2019-11-06T03:14:20.000Z","e.hunt@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUbIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQC4IAP","true",,"913-5923-04","005B0000005odYPIAY","005B0000006SpxkIAC","00001521","false",,,,,"Closed","false",,"Medium",,"Analytics Data_516","Problem","false","2019-11-06T03:14:20.000Z","k.murphy@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUcIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQC3IAP","true",,"542-8294-45","005B0000005odYPIAY","005B0000006SpxlIAC","00001522","false",,,,,"Closed","false",,"Medium",,"Analytics Data_517","Problem","false","2019-11-06T03:14:20.000Z","m.mason@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUdIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQC2IAP","true",,"821-4951-30","005B0000005odYPIAY","005B0000006SpxmIAC","00001523","false",,,,,"Closed","false",,"Medium",,"Analytics Data_518","Problem","false","2019-11-06T03:14:20.000Z","m.cameron@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUeIAO","005B0000005odYPIAY"
"Phone","2019-11-06T03:51:53.000Z",,,,"003B000000FZQC1IAP","true",,"546-4529-47","005B0000005odYPIAY","005B0000006SpxnIAC","00001524","false",,,,,"Closed","false",,"Medium",,"Analytics Data_519","Problem","false","2019-11-06T03:14:20.000Z","m.myers@randatmail.com","2019-11-06T03:51:53.000Z","500B0000005KNUfIAO","005B0000005odYPIAY"
