"LastModifiedDate","Page.DeveloperName","SurveyVersion.Survey.Owner.PostalCode","QuestionChoice.Name","SurveyVersion.Survey.Owner.City","SurveyVersion.Survey.DeveloperName","Page.Id","SurveyVersion.Description","SurveyVersion.Survey.Owner.Title","Name","CreatedById","Page.CreatedDate","DeveloperName","SurveyVersion.LastModifiedDate","SurveyVersion.SurveyId","IsDeleted","SurveyVersion.Survey.LatestVersionId","SurveyVersion.Survey.Owner.Name","SurveyVersion.Survey.Owner.CreatedDate","SurveyVersion.VersionNumber","SurveyPageId","SurveyVersion.Survey.SurveyType","QuestionName","CreatedDate","SurveyVersion.Survey.Id","Id","SurveyVersion.BrandingSetId","SurveyVersion.Survey.Description","SurveyVersion.CreatedDate","SurveyVersion.Survey.Owner.Department","SurveyVersion.Survey.IsDeleted","Page.Name","SurveyVersion.Survey.Owner.State","SurveyVersion.Survey.OwnerId","QuestionType","SurveyVersion.IsDeleted","SurveyVersion.Id","SurveyVersion.Survey.Name","SystemModstamp","SurveyVersion.Survey.ActiveVersionId","SurveyVersion.SurveyStatus","IsDeprecated","SurveyVersionId","SurveyVersion.Name","SurveyVersion.LastViewedDate","LastModifiedById","Responses.Counter","SurveyVersion.Survey.TotalVersionsCount"
"2019-06-10T06:28:45.000Z","p_88ceb483_ce04_432a_836a_10a3ae5ed149","94105",,"San Francisco","net_promoter_score_sample","0KeB0000000GsKRKA0",,,"How l﻿ikely are you to recommend our service to a friend or colleague?","005B0000005odYPIAY","2019-06-10T06:28:45.000Z","q_13b0b10f_9703_4cb7_8ecb_484a490ca9cb","2019-06-10T06:28:45.000Z","0KdB0000000Gs2YKAS","false","0KsB0000000L9haKAC","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKRKA0","Survey","How l﻿ikely are you to recommend our service to a friend or colleague?","2019-06-10T06:28:45.000Z","0KdB0000000Gs2YKAS","0KuB0000000GsLWKA0",,,"2019-06-10T06:26:48.000Z",,"false","NPS Question","CA","005B0000005odYPIAY","NPS","false","0KsB0000000Gs5wKAC","Net Promoter Score(Sample)","2019-06-10T06:28:45.000Z","0KsB0000000TSIxKAO","Obsolete","false","0KsB0000000Gs5wKAC","Net Promoter Score(Sample)",,"005B0000005odYPIAY",3,3
"2019-06-10T06:28:45.000Z","p_88ceb483_ce04_432a_836a_10a3ae5ed149","94105",,"San Francisco","net_promoter_score_sample","0KeB0000000GsKRKA0",,,"﻿ Any comments or feedback for us?﻿","005B0000005odYPIAY","2019-06-10T06:28:45.000Z","q_c8db882d_84b1_4214_8c32_d1084cb143a3","2019-06-10T06:28:45.000Z","0KdB0000000Gs2YKAS","false","0KsB0000000L9haKAC","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKRKA0","Survey","﻿ Any comments or feedback for us?﻿","2019-06-10T06:28:45.000Z","0KdB0000000Gs2YKAS","0KuB0000000GsLXKA0",,,"2019-06-10T06:26:48.000Z",,"false","NPS Question","CA","005B0000005odYPIAY","FreeText","false","0KsB0000000Gs5wKAC","Net Promoter Score(Sample)","2019-06-10T06:28:45.000Z","0KsB0000000TSIxKAO","Obsolete","false","0KsB0000000Gs5wKAC","Net Promoter Score(Sample)",,"005B0000005odYPIAY",2,3
"2019-06-12T07:34:00.000Z","p_acf21062_01e4_4e14_9435_cbe33dc59d26","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsLBKA0",,,"Please enter your joining date:","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_8a361d63_6175_4e07_99f6_6b6e645021cd","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsLBKA0","Survey","Please enter your joining date:","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsM5KAK",,,"2019-06-11T08:04:16.000Z",,"false","Joining Date:","CA","005B0000005odYPIAY","Date","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",6,12
"2019-06-12T07:34:00.000Z","p_92bcafac_dfe3_46b3_9d48_07986baa9342","94105","Advertising","San Francisco","employeesurvey_sample","0KeB0000000GsL9KAK",,,"How did you come to know about the company","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_bc59b760_e2aa_4b70_b716_0925696eea5e","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsL9KAK","Survey","How did you come to know about the company","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsM6KAK",,,"2019-06-11T08:04:16.000Z",,"false","Knowing Salesforce","CA","005B0000005odYPIAY","MultiChoice","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",6,12
"2019-06-12T07:34:00.000Z","p_67bb5df7_1bb8_4360_92e7_a0f592b081c7","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsL8KAK",,,"How do you rate your work satisfaction in the company?","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_5c5d16fb_163c_44c9_bb55_8dc1584b5baf","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsL8KAK","Survey","How do you rate your work satisfaction in the company?","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsM7KAK",,,"2019-06-11T08:04:16.000Z",,"false","Satisfaction in Salesforce","CA","005B0000005odYPIAY","NPS","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",6,12
"2019-06-12T07:34:00.000Z","p_56603dc1_bf25_45e9_9335_f2f545a8d43f","94105","Customer Support","San Francisco","employeesurvey_sample","0KeB0000000GsL7KAK",,,"Please select your team :","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_b1e5bce5_512e_464c_a294_729d9ca0d1c3","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsL7KAK","Survey","Please select your team :","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsM8KAK",,,"2019-06-11T08:04:16.000Z",,"false","Select Team","CA","005B0000005odYPIAY","Picklist","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",6,12
"2019-06-12T07:34:00.000Z","p_02d10dc7_2382_4443_a360_16b14548d788","94105","Ability Force","San Francisco","employeesurvey_sample","0KeB0000000GsL4KAK",,,"Please select VTO team :","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_036b04e4_b655_47fe_a1be_4517afd93e69","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsL4KAK","Survey","Please select VTO team :","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsM9KAK",,,"2019-06-11T08:04:16.000Z",,"false","Select VTO","CA","005B0000005odYPIAY","RadioButton","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",6,12
"2019-06-12T07:34:00.000Z","p_980c7c3c_3492_4448_b94d_d57a131659df","94105","Barista","San Francisco","employeesurvey_sample","0KeB0000000GsLAKA0",,,"Rank below benefits in your order of preference:","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_fdee9a2d_f1e7_4f25_9a10_596fcbda8156","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsLAKA0","Survey","Rank below benefits in your order of preference:","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsMAKA0",,,"2019-06-11T08:04:16.000Z",,"false","Ranking Benefits","CA","005B0000005odYPIAY","StackRank","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",6,12
"2019-06-12T07:34:00.000Z","p_cc52306b_1bc3_4c01_8bec_0fc647e101b6","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsLCKA0",,,"Please score your overall experience with the Company:","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_4a94109a_f71e_4ad3_be1e_96ebe15b1af7","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsLCKA0","Survey","Please score your overall experience with the Company:","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsMBKA0",,,"2019-06-11T08:04:16.000Z",,"false","Score Overall Experience","CA","005B0000005odYPIAY","CSAT","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",6,12
"2019-06-12T07:34:00.000Z","p_0bfd9d21_4045_4812_9b18_e12e3966d23d","94105","1.0","San Francisco","employeesurvey_sample","0KeB0000000GsL5KAK",,,"How would you rate the onboarding team:","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_b4ceb010_176c_4446_8dcb_6c495e9e172f","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsL5KAK","Survey","How would you rate the onboarding team:","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsMCKA0",,,"2019-06-11T08:04:16.000Z",,"false","Rate your recommendations...","CA","005B0000005odYPIAY","Rating","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",6,12
"2019-06-12T07:34:00.000Z","p_02a88989_4c68_47be_ad57_8a533a3a16c0","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsL3KAK",,,"How fast does the onboarding app load?","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_1f06fef6_fd3d_4e15_9722_7ef054b30824","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsL3KAK","Survey","How fast does the onboarding app load?","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsMDKA0",,,"2019-06-11T08:04:16.000Z",,"false","Salesforce App load","CA","005B0000005odYPIAY","Slider","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",6,12
"2019-06-12T07:34:00.000Z","p_2b31bbe3_9fee_475b_8ead_801af5bd07cc","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsL6KAK",,,"Please describe your overall experience working with the company...","005B0000005odYPIAY","2019-06-12T07:34:00.000Z","q_0ed306d2_172d_4b5c_a131_8cc64da1e4f4","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","2","0KeB0000000GsL6KAK","Survey","Please describe your overall experience working with the company...","2019-06-12T07:34:00.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsMEKA0",,,"2019-06-11T08:04:16.000Z",,"false","Addition Comments","CA","005B0000005odYPIAY","FreeText","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)","2019-06-12T07:34:00.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs66KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",4,12
"2019-06-18T08:24:39.000Z","p_acf21062_01e4_4e14_9435_cbe33dc59d26","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsMCKA0",,,"Please enter your joining date:","005B0000005odYPIAY","2019-06-18T08:24:39.000Z","q_8a361d63_6175_4e07_99f6_6b6e645021cd","2019-06-18T08:24:39.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","3","0KeB0000000GsMCKA0","Survey","Please enter your joining date:","2019-06-18T08:24:39.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsN3KAK",,,"2019-06-18T08:23:24.000Z",,"false","Joining Date:","CA","005B0000005odYPIAY","Date","false","0KsB0000000Gs6GKAS","EmployeeSurvey(Sample)","2019-06-18T08:24:39.000Z","0KsB00000000GcWKAU","Active","false","0KsB0000000Gs6GKAS","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",1,12
"2019-06-18T08:24:39.000Z","p_92bcafac_dfe3_46b3_9d48_07986baa9342","94105","Advertising","San Francisco","employeesurvey_sample","0KeB0000000GsMAKA0",,,"How did you come to know about the company","005B0000005odYPIAY","2019-06-18T08:24:39.000Z","q_bc59b760_e2aa_4b70_b716_0925696eea5e","2019-06-18T08:24:39.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","3","0KeB0000000GsMAKA0","Survey","How did you come to know about the company","2019-06-18T08:24:39.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsN4KAK",,,"2019-06-18T08:23:24.000Z",,"false","Knowing Salesforce","CA","005B0000005odYPIAY","MultiChoice","false","0KsB0000000Gs6GKAS","EmployeeSurvey(Sample)","2019-06-18T08:24:39.000Z","0KsB00000000GcWKAU","Active","false","0KsB0000000Gs6GKAS","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",1,12
"2019-06-18T08:24:39.000Z","p_67bb5df7_1bb8_4360_92e7_a0f592b081c7","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsM9KAK",,,"How do you rate your work satisfaction in the company?","005B0000005odYPIAY","2019-06-18T08:24:39.000Z","q_5c5d16fb_163c_44c9_bb55_8dc1584b5baf","2019-06-18T08:24:39.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","3","0KeB0000000GsM9KAK","Survey","How do you rate your work satisfaction in the company?","2019-06-18T08:24:39.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsN5KAK",,,"2019-06-18T08:23:24.000Z",,"false","Satisfaction in Salesforce","CA","005B0000005odYPIAY","NPS","false","0KsB0000000Gs6GKAS","EmployeeSurvey(Sample)","2019-06-18T08:24:39.000Z","0KsB00000000GcWKAU","Active","false","0KsB0000000Gs6GKAS","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",1,12
"2019-06-18T08:24:39.000Z","p_56603dc1_bf25_45e9_9335_f2f545a8d43f","94105","Customer Support","San Francisco","employeesurvey_sample","0KeB0000000GsM8KAK",,,"Please select your team :","005B0000005odYPIAY","2019-06-18T08:24:39.000Z","q_b1e5bce5_512e_464c_a294_729d9ca0d1c3","2019-06-18T08:24:39.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","3","0KeB0000000GsM8KAK","Survey","Please select your team :","2019-06-18T08:24:39.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsN6KAK",,,"2019-06-18T08:23:24.000Z",,"false","Select Team","CA","005B0000005odYPIAY","Picklist","false","0KsB0000000Gs6GKAS","EmployeeSurvey(Sample)","2019-06-18T08:24:39.000Z","0KsB00000000GcWKAU","Active","false","0KsB0000000Gs6GKAS","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",1,12
