"LastModifiedDate","Case_Status","Case_Type","CloseDateTime","AssignedDateTime","Name","RequestDateTime","Case_CreatedDate","DeclineReason","Case_Account_Name","Status","AcceptDateTime","IsDeleted","Case_Product_Family_KB__c","Case_CaseNumber","Case_IsClosed","ServiceChannelId","CreatedDate","Group_Name","UserId_Name","Id","Case_RecordType_Name","Case_ClosedDate","Case_CSAT__c","PushTimeoutDateTime","Case_Account_Id","Case_Priority","ServiceChannelId_MasterLabel","CancelDateTime","WorkItemId","OriginalQueueId","DeclineDateTime","Case_Role_Name","LastProcessedDate","Case_Origin","Case_Reason","SystemModstamp","Case_CurrentDate","UserId","ServiceChannelId_DeveloperName","Case_Type_of_Support__c","ActiveTime","CSAT","Case_Time_Open__c","CapacityWeight","Case_ED_Outcome__c","SpeedToAnswer","Case_CSAT","AgentCapacityWhenDeclined","CapacityPercentage","PushTimeout","HandleTime"
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-25T19:43:10.000Z","2022-08-28","982","2020-02-25T19:15:48.000Z","2020-02-25T19:15:48.000Z","Laborum esse adipisci consectetur illum maiores quod exercitationem.","MERS","Canceled","2020-02-25T19:19:05.000Z","false","DVD Players","00018396","true","0N9B000000032lBKAQ","2020-02-25T19:15:48.000Z","TargetCampaign","Katie Adams","a4AB00000004F4SMAU","Technical Service","2020-02-25T19:15:48.000Z","78.05203045600001","2020-02-25T19:17:13.000Z","001B000000WJ6QoIAL","Low","Cases","2020-02-25T19:21:24.000Z","500B00000045wWBIAY","00GB0000002IX9YMAW","2020-02-25T19:19:02.000Z","West CSR","2022-09-09","Chat","Late Delivery","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIHIA4","Cases","Basic",1445,78,0,4,81.6,197,78,1555,15,85,1445
"2020-07-01T08:21:54.000Z","New","Product Support","2020-02-11T11:49:34.000Z","2022-08-14","983","2020-01-26T19:35:25.000Z","2020-01-26T19:35:25.000Z","Maiores ea numquam dolorem quidem necessitatibus.","MERS","Unavailable","2020-02-11T11:19:40.000Z","false","Headphones","00015595","false","0N9B000000032lCKAQ","2020-02-11T11:12:05.000Z","Tier3Queue","Susan Pena","a4AB00000004F4TMAU","Technical Service","2020-03-26T19:35:25.000Z","73.215228427","2020-02-11T11:12:48.000Z","001B000000WJ6QoIAL","Medium","LiveMessage","2020-02-11T11:14:18.000Z","500B0000003371bIAA","00GB0000002IX9CMAW","2020-02-11T11:20:15.000Z","Central CSR","2022-09-09","Chat","Item Damaged","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI3IAO","LiveMessage","Silver",1794,73,60,2,51.6,1352655,73,1783,74,43,1794
"2020-07-01T08:21:54.000Z","New","Product Support","2020-02-03T23:06:07.000Z","2022-08-06","984","2020-01-26T19:35:25.000Z","2020-01-26T19:35:25.000Z","Dolor excepturi eos natus impedit officiis magnam.","MERS","Assigned","2020-02-03T22:47:31.000Z","false","Headphones","00015595","false","0N9B000000032lDKAQ","2020-02-03T22:41:35.000Z","Knowledge_Translations","Susan Pena","a4AB00000004F4UMAU","Technical Service","2020-03-26T19:35:25.000Z","73.215228427","2020-02-03T22:43:03.000Z","001B000000WJ6QoIAL","Medium","Live Agent","2020-02-03T22:51:54.000Z","500B0000003371bIAA","00GB0000002IXB4MAO","2020-02-03T22:45:12.000Z","Central CSR","2022-09-09","Chat","Item Damaged","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI3IAO","sfdc_liveagent","Silver",1116,73,60,3,51.6,702726,73,914,40,88,1116
"2020-07-01T08:21:54.000Z","New","Product Support","2020-02-10T15:44:17.000Z","2022-08-13","985","2020-01-26T19:35:25.000Z","2020-01-26T19:35:25.000Z","Vitae non laboriosam expedita odit itaque architecto numquam.","MERS","Canceled","2020-02-10T15:35:18.000Z","false","Headphones","00015595","false","0N9B000000032lDKAQ","2020-02-10T15:32:33.000Z","Tier1Queue","Susan Pena","a4AB00000004F4VMAU","Technical Service","2020-03-26T19:35:25.000Z","73.215228427","2020-02-10T15:34:03.000Z","001B000000WJ6QoIAL","Medium","Live Agent","2020-02-10T15:41:28.000Z","500B0000003371bIAA","00GB0000002IX8pMAG","2020-02-10T15:37:19.000Z","Central CSR","2022-09-09","Chat","Item Damaged","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI3IAO","sfdc_liveagent","Silver",539,73,60,4,51.6,1281593,73,1405,37,90,539
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-28T19:02:04.000Z","2022-08-31","1208","2020-02-28T18:55:40.000Z","2020-02-28T18:55:40.000Z","Occaecati quibusdam magnam pariatur reprehenderit nostrum.","Refrigiwear","DeclinedOnPushTimeout","2020-02-28T18:58:33.000Z","false","Headphones","00018455","true","0N9B000000032lFKAQ","2020-02-28T18:55:40.000Z","Knowledge_Translations","William Edwards","a4AB00000004F86MAE","Technical Service","2020-02-28T18:55:40.000Z","75.12994924","2020-02-28T18:56:21.000Z","001B000000WJ6SSIA1","Medium","Leads","2020-02-28T19:05:47.000Z","500B00000045wX8IAI","00GB0000002IXB4MAO","2020-02-28T19:04:44.000Z","East CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI6IAO","Leads","Platinum",211,75,0,5,51.6,173,75,596,57,41,211
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-08T22:33:06.000Z","2022-08-11","1209","2020-02-08T22:14:28.000Z","2020-02-08T22:14:28.000Z","Dolorem minus vero debitis ut.","JointMaster","Assigned","2020-02-08T22:23:06.000Z","false","Home Audio","00018456","true","0N9B000000032lFKAQ","2020-02-08T22:14:28.000Z","GeneralQueue","William Edwards","a4AB00000004F87MAE","Technical Service","2020-02-08T22:14:28.000Z","77.532994922","2020-02-08T22:14:31.000Z","001B000000WJ6STIA1","Low","Leads","2020-02-08T22:19:04.000Z","500B00000045wX9IAI","00GB0000002IX8tMAG","2020-02-08T22:18:34.000Z","East CSR","2022-09-09","Chat","Hardware Question","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI6IAO","Leads","Free",600,78,0,2,51.6,518,78,812,49,3,600
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-08T22:31:03.000Z","2022-08-11","1210","2020-02-08T22:14:28.000Z","2020-02-08T22:14:28.000Z","Culpa ducimus ipsam illum dignissimos odio quam.","JointMaster","Canceled","2020-02-08T22:25:21.000Z","false","Home Audio","00018456","true","0N9B000000032lCKAQ","2020-02-08T22:14:28.000Z","Tier3Queue","William Edwards","a4AB00000004F88MAE","Technical Service","2020-02-08T22:14:28.000Z","77.532994922","2020-02-08T22:15:56.000Z","001B000000WJ6STIA1","Low","LiveMessage","2020-02-08T22:19:20.000Z","500B00000045wX9IAI","00GB0000002IX9CMAW","2020-02-08T22:23:15.000Z","East CSR","2022-09-09","Chat","Hardware Question","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI6IAO","LiveMessage","Free",342,78,0,3,51.6,653,78,394,62,88,342
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-17T00:22:39.000Z","2022-08-20","1211","2020-02-17T00:15:15.000Z","2020-02-17T00:15:15.000Z","Laboriosam at ut accusamus totam dolorum officia.","WebAssign","Canceled","2020-02-17T00:21:46.000Z","false","Tablets","00002305","true","0N9B000000032lCKAQ","2020-02-17T00:15:15.000Z","GeneralQueue","Jennifer Barton","a4AB00000004F89MAE","Technical Service","2020-02-17T00:15:15.000Z","76.15736040300001","2020-02-17T00:16:50.000Z","001B000000WJ6SUIA1","Medium","LiveMessage","2020-02-17T00:21:44.000Z","500B0000002uCSxIAM","00GB0000002IX8tMAG","2020-02-17T00:21:15.000Z","West CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLICIA4","LiveMessage","Platinum",53,76,0,2,51.6,391,76,1309,39,95,53
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-17T00:41:48.000Z","2022-08-20","1212","2020-02-17T00:15:15.000Z","2020-02-17T00:15:15.000Z","Tempora fugit quibusdam maiores qui porro.","WebAssign","Canceled","2020-02-17T00:18:19.000Z","false","Tablets","00002305","true","0N9B000000032lDKAQ","2020-02-17T00:15:15.000Z","TargetCampaign","Jennifer Barton","a4AB00000004F8AMAU","Technical Service","2020-02-17T00:15:15.000Z","76.15736040300001","2020-02-17T00:15:45.000Z","001B000000WJ6SUIA1","Medium","Live Agent","2020-02-17T00:19:32.000Z","500B0000002uCSxIAM","00GB0000002IX9YMAW","2020-02-17T00:25:59.000Z","West CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLICIA4","sfdc_liveagent","Platinum",1409,76,0,3,51.6,184,76,134,86,30,1409
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-17T00:37:10.000Z","2022-08-20","1213","2020-02-17T00:15:15.000Z","2020-02-17T00:15:15.000Z","Porro autem voluptate esse eligendi.","WebAssign","DeclinedOnPushTimeout","2020-02-17T00:20:34.000Z","false","Tablets","00002305","true","0N9B000000032lBKAQ","2020-02-17T00:15:15.000Z","Tier1Queue","Jennifer Barton","a4AB00000004F8BMAU","Technical Service","2020-02-17T00:15:15.000Z","76.15736040300001","2020-02-17T00:15:59.000Z","001B000000WJ6SUIA1","Medium","Cases","2020-02-17T00:17:30.000Z","500B0000002uCSxIAM","00GB0000002IX8pMAG","2020-02-17T00:21:45.000Z","West CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLICIA4","Cases","Platinum",996,76,0,3,51.6,319,76,1419,86,44,996
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-17T00:41:00.000Z","2022-08-20","1214","2020-02-17T00:15:15.000Z","2020-02-17T00:15:15.000Z","Velit sed non laboriosam.","WebAssign","Declined","2020-02-17T00:24:06.000Z","false","Tablets","00002305","true","0N9B000000032lBKAQ","2020-02-17T00:15:15.000Z","Knowledge_Translations","Jennifer Barton","a4AB00000004F8CMAU","Technical Service","2020-02-17T00:15:15.000Z","76.15736040300001","2020-02-17T00:15:50.000Z","001B000000WJ6SUIA1","Medium","Cases","2020-02-17T00:25:37.000Z","500B0000002uCSxIAM","00GB0000002IXB4MAO","2020-02-17T00:21:54.000Z","West CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLICIA4","Cases","Platinum",1014,76,0,4,51.6,531,76,88,29,35,1014
"2020-07-01T08:21:54.000Z","On Hold","Product Support","2020-02-13T08:45:35.000Z","2022-08-16","1215","2020-02-09T18:13:52.000Z","2020-02-09T18:13:52.000Z","Eius maiores aperiam doloremque corrupti natus fugit.","Computer Services, Inc","Declined","2020-02-13T08:29:25.000Z","false","TVs","00002306","false","0N9B000000032lBKAQ","2020-02-13T08:27:01.000Z","Tier2Queue","Vincent Parrish","a4AB00000004F8DMAU","Technical Service","2020-05-03T18:13:52.000Z","75.725888325","2020-02-13T08:27:22.000Z","001B000000ZU97cIAD","High","Cases","2020-02-13T08:30:33.000Z","500B0000002uCSyIAM","00GB0000002IX9AMAW","2020-02-13T08:37:35.000Z","East CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIJIA4","Cases","Silver",970,76,84,1,51.6,310533,76,1650,26,21,970
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-01-28T19:27:55.000Z","2022-07-31","1216","2020-01-28T19:08:36.000Z","2020-01-28T19:08:36.000Z","Ipsam error reprehenderit asperiores alias deleniti aut.","CT CONTINENTAL","Declined","2020-01-28T19:19:35.000Z","false","Video Games","00018457","true","0N9B000000032lDKAQ","2020-01-28T19:08:36.000Z","Knowledge_Translations","Marissa White","a4AB00000004F8EMAU","Technical Service","2020-01-28T19:08:36.000Z","82.091370559","2020-01-28T19:08:50.000Z","001B000000WJ6SWIA1","High","Live Agent","2020-01-28T19:17:11.000Z","500B00000045wXAIAY","00GB0000002IXB4MAO","2020-01-28T19:18:00.000Z","East CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIIIA4","sfdc_liveagent","Free",500,82,0,2,82.1,659,82,1563,62,14,500
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-01-28T19:27:45.000Z","2022-07-31","1217","2020-01-28T19:08:36.000Z","2020-01-28T19:08:36.000Z","Reiciendis necessitatibus rerum amet tenetur doloribus ratione accusamus.","CT CONTINENTAL","Opened","2020-01-28T19:14:03.000Z","false","Video Games","00018457","true","0N9B000000032lDKAQ","2020-01-28T19:08:36.000Z","GeneralQueue","Marissa White","a4AB00000004F8FMAU","Technical Service","2020-01-28T19:08:36.000Z","82.091370559","2020-01-28T19:10:09.000Z","001B000000WJ6SWIA1","High","Live Agent","2020-01-28T19:15:17.000Z","500B00000045wXAIAY","00GB0000002IX8tMAG","2020-01-28T19:17:22.000Z","East CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIIIA4","sfdc_liveagent","Free",822,82,0,1,82.1,327,82,34,56,93,822
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-01-28T19:41:57.000Z","2022-07-31","1218","2020-01-28T19:08:36.000Z","2020-01-28T19:08:36.000Z","Iure quia error voluptatibus asperiores deserunt quia labore.","CT CONTINENTAL","Unavailable","2020-01-28T19:13:16.000Z","false","Video Games","00018457","true","0N9B000000032lBKAQ","2020-01-28T19:08:36.000Z","GeneralQueue","Marissa White","a4AB00000004F8GMAU","Technical Service","2020-01-28T19:08:36.000Z","82.091370559","2020-01-28T19:10:10.000Z","001B000000WJ6SWIA1","High","Cases","2020-01-28T19:16:11.000Z","500B00000045wXAIAY","00GB0000002IX8tMAG","2020-01-28T19:13:17.000Z","East CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIIIA4","Cases","Free",1721,82,0,3,82.1,280,82,1718,90,94,1721
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-01-28T19:12:26.000Z","2022-07-31","1219","2020-01-28T19:08:36.000Z","2020-01-28T19:08:36.000Z","Temporibus animi deleniti eligendi ipsum sapiente.","CT CONTINENTAL","DeclinedOnPushTimeout","2020-01-28T19:10:55.000Z","false","Video Games","00018457","true","0N9B000000032lFKAQ","2020-01-28T19:08:36.000Z","Social_Queue","Marissa White","a4AB00000004F8HMAU","Technical Service","2020-01-28T19:08:36.000Z","82.091370559","2020-01-28T19:09:50.000Z","001B000000WJ6SWIA1","High","Leads","2020-01-28T19:11:05.000Z","500B00000045wXAIAY","00GB0000002IXAAMA4","2020-01-28T19:19:17.000Z","East CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIIIA4","Leads","Free",91,82,0,2,82.1,139,82,914,89,74,91
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-07T18:51:00.000Z","2022-08-10","1220","2020-02-07T18:16:44.000Z","2020-02-07T18:16:44.000Z","Possimus qui hic vel exercitationem consectetur.","Net Toaster Network Inc","Declined","2020-02-07T18:23:14.000Z","false","Video Games","00002307","true","0N9B000000032lBKAQ","2020-02-07T18:16:44.000Z","InternationalQueue","Katie Cole","a4AB00000004F8IMAU","Technical Service","2020-02-07T18:16:44.000Z","76.0","2020-02-07T18:18:09.000Z","001B000000WJ6SXIA1","Medium","Cases","2020-02-07T18:20:19.000Z","500B0000002uCSzIAM","00GB0000002IX9DMAW","2020-02-07T18:22:03.000Z","Central CSR","2022-09-09","Chat","Unknown Failure","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIBIA4","Cases","Free",1666,76,0,4,66,390,76,989,60,85,1666
"2020-07-01T08:21:54.000Z","Working","Product Support","2020-02-07T04:06:57.000Z","2022-08-10","1221","2020-01-20T22:27:40.000Z","2020-01-20T22:27:40.000Z","Cum dicta illo minima libero.","Net Toaster Network Inc","Opened","2020-02-07T03:59:16.000Z","false","Cameras","00002310","false","0N9B000000032lFKAQ","2020-02-07T03:50:18.000Z","Knowledge_Translations","Susan Pena","a4AB00000004F8JMAU","Technical Service","2020-04-01T22:27:40.000Z","78.416243657","2020-02-07T03:50:38.000Z","001B000000WJ6SXIA1","High","Leads","2020-02-07T03:56:30.000Z","500B0000002uCT2IAM","00GB0000002IXB4MAO","2020-02-07T03:54:44.000Z","Central CSR","2022-09-09","Chat","General Question","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI3IAO","Leads","Free",461,78,72,1,51.6,1488696,78,1566,2,20,461
"2020-07-01T08:21:54.000Z","Closed in Community","Product Support","2020-02-23T10:01:44.000Z","2022-08-26","1358","2020-02-13T00:19:04.000Z","2020-02-13T00:19:04.000Z","Necessitatibus nihil rerum sequi magni omnis dolore soluta.","Observer & Eccentric Newspapers","Assigned","2020-02-23T09:53:06.000Z","false","Cables","00012139","true","0N9B000000032lFKAQ","2020-02-23T09:46:03.000Z","Social_Queue","Melody Moore","a4AB00000004FAWMA2","Technical Service","2020-04-01T00:19:04.000Z","77.453299491","2020-02-23T09:47:34.000Z","001B000000ZU97oIAD","Low","Leads","2020-02-23T09:52:10.000Z","500B000000358VMIAY","00GB0000002IXAAMA4","2020-02-23T09:51:13.000Z","West CSR","2022-09-09","Chat","Feature Question","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIEIA4","Leads","Basic",518,77,48,1,67.5,898442,77,1661,62,91,518
