"ProductRequired.Product2Id","AssignedResource.User.Id","ParentRecordId.WorkTypeId.Id","ProductRequired.ProductName","ParentRecordId.WorkTypeId","ProductRequired.QuantityUnitOfMeasure","ParentRecordId.WorkTypeId.Name","ProductRequired.ParentRecordId","ProductRequired.ProductRequiredNumber","AssignedResource.User.User.Name","ServiceTerritoryId.State","ServiceTerritoryId","ParentRecordId.CaseId","ArrivalWindowStartTime","ServiceTerritoryId.OperatingHoursId","ProductConsumed.ProductConsumedNumber","Status","ServiceTerritoryId.City","ParentRecordId","ProductConsumed.ProductName","EarliestStartTime","AssignedResource.User.User.Username","ParentRecordId.AccountId","AssignedResource.User.Description","ActualEndTime","CreatedDate","Id","ParentRecordId.Priority","ProductConsumed.Id","ServiceTerritoryId.Name","AssignedResource.User.User.Email","ParentRecordId.CreatedDate","AppointmentNumber","StatusCategory","ParentRecordType","DueDate","ProductRequired.Id","DurationType","AssignedResource.User.User.SmallPhotoUrl","AssignedResource.ServiceResourceId","ProductRequired.ParentRecordType","ParentRecordId.Status","ParentRecordId.WorkOrderNumber","ActualStartTime","AssignedResource.User.User.Id","ArrivalWindowEndTime","ServiceTerritoryId.Country","ParentRecordId.Id","ServiceTerritoryId.Id","ParentRecordId.AccountId.Name","ProductRequired.QuantityRequired","Duration","ActualDuration","DurationInMinutes"
,"0Hn2X000000cXJpSAM","08q2X000000cU80QAE",,"08q2X000000cU80QAE",,"Upgrade",,,"Mary Adams","CA","0Hh2X000000cTyBSAU",,"2020-09-25T21:51:00.000Z","0OH2X000000cU9vWAE","PC-1186","Completed","Los Angeles","0WO2X000000w8wRWAQ","Battery, High Capacity","2020-09-25T21:51:00.000Z","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","0012X000023JQbSQAW","Field Service Lightning User","2020-09-29T11:48:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzXzQAI","Low","0Gv2X000000DoVZSA0","Los Angeles","mary@example.com","2020-07-28T07:41:59.000Z","SA-0676","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","0Hn2X000000cXJpSAM",,"New","00000687","2020-09-26T21:51:00.000Z","0052X00000AcWfJQAV","2020-09-27T21:51:00.000Z","USA","0WO2X000000w8wRWAQ","0Hh2X000000cTyBSAU","Employnet",,60,90,60
,"0Hn2X000000cXJlSAM","08q2X000000cU7xQAE",,"08q2X000000cU7xQAE",,"Part Swap",,,"Janet Jones","CA","0Hh2X000000cTyBSAU",,"2020-09-25T16:10:00.000Z","0OH2X000000cU9vWAE","PC-1189","Completed","Los Angeles","0WO2X000000w8wSWAQ","Battery, High Capacity","2020-09-25T16:10:00.000Z","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","0012X000023JQagQAG","Field Service Lightning User","2020-09-29T10:51:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzY0QAI","Low","0Gv2X000000DoVaSAK","Los Angeles","janet@example.com","2020-07-28T07:41:59.000Z","SA-0679","Completed","WorkOrder","2020-09-29T10:50:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","0Hn2X000000cXJlSAM",,"New","00000690","2020-09-26T16:10:00.000Z","0052X00000AcWfFQAV","2020-09-27T16:10:00.000Z","USA","0WO2X000000w8wSWAQ","0Hh2X000000cTyBSAU","Larry Baxter",,60,50,60
"01t2X0000071XyEQAU","0Hn2X000000cXJlSAM","08q2X000000cU86QAE","Connector Cables","08q2X000000cU86QAE","Each","Break-Fix","0WO2X000000w8wTWAQ","PREQ-0260","Janet Jones","CA","0Hh2X000000cTyBSAU",,"2020-09-25T17:24:00.000Z","0OH2X000000cU9vWAE","PC-1198","Completed","Los Angeles","0WO2X000000w8wTWAQ","Connector Cables","2020-09-25T17:24:00.000Z","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","0012X000023JQbEQAW","Field Service Lightning User","2020-09-27T18:25:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzY1QAI","Low","0Gv2X000000DoVgSAK","Los Angeles","janet@example.com","2020-07-28T07:41:59.000Z","SA-0681","Completed","WorkOrder","2020-12-13T08:00:00.000Z","0Gn2X000000LU5pSAG","Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","0Hn2X000000cXJlSAM","WorkOrder","New","00000692","2020-09-26T17:24:00.000Z","0052X00000AcWfFQAV","2020-09-27T17:24:00.000Z","USA","0WO2X000000w8wTWAQ","0Hh2X000000cTyBSAU","Morpon Brothers",2,90,53,90
"01t2X0000071XyEQAU",,"08q2X000000cU86QAE","Connector Cables","08q2X000000cU86QAE","Each","Break-Fix","0WO2X000000w8wUWAQ","PREQ-0262",,"CA","0Hh2X000000cTyBSAU",,"1969-12-31T00:00:00.000Z","0OH2X000000cU9vWAE",,"Canceled","Los Angeles","0WO2X000000w8wUWAQ",,"1969-12-31T00:00:00.000Z",,"0012X000023JQazQAG",,,"2020-07-28T07:41:59.000Z","08p2X000000pzY2QAI","Low",,"Los Angeles",,"2020-07-28T07:41:59.000Z","SA-0682","Canceled","WorkOrder","2020-12-13T08:00:00.000Z","0Gn2X000000LU5qSAG","Minutes",,,"WorkOrder","New","00000693",,,"1970-01-02T00:00:00.000Z","USA","0WO2X000000w8wUWAQ","0Hh2X000000cTyBSAU","Green Fields Media",2,90,108,90
,"0Hn2X000000cXJnSAM","08q2X000000cU81QAE",,"08q2X000000cU81QAE",,"Field Connect",,,"Lamar Smith","CA","0Hh2X000000cTyBSAU",,"2020-09-21T15:00:00.000Z","0OH2X000000cU9vWAE","PC-626","Completed","Los Angeles","0WO2X000000w8wVWAQ","Mounting System","2020-09-21T15:00:00.000Z","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","0012X000023JQagQAG","Field Service Lightning User","2020-09-23T12:45:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzY3QAI","Low","0Gv2X000000DoQlSAK","Los Angeles","calbanese@example.com","2020-07-28T07:41:59.000Z","SA-0686","Completed","WorkOrder","2020-09-23T12:44:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","0Hn2X000000cXJnSAM",,"New","00000697","2020-09-22T15:00:00.000Z","0052X00000AcWfIQAV","2020-09-23T15:00:00.000Z","USA","0WO2X000000w8wVWAQ","0Hh2X000000cTyBSAU","Larry Baxter",,60,106,60
,"0Hn2X000000cXJpSAM","08q2X000000cU82QAE",,"08q2X000000cU82QAE",,"Design",,,"Mary Adams","CA","0Hh2X000000cTyBSAU",,"2020-09-21T21:53:00.000Z","0OH2X000000cU9vWAE","PC-724","Completed","Los Angeles","0WO2X000000w8wWWAQ","Connector Cables","2020-09-21T21:53:00.000Z","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","0012X000023JQbsQAG","Field Service Lightning User","2020-09-24T01:52:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzY4QAI","Low","0Gv2X000000DoRvSAK","Los Angeles","mary@example.com","2020-07-28T07:41:59.000Z","SA-0687","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","0Hn2X000000cXJpSAM",,"New","00000698","2020-09-22T21:53:00.000Z","0052X00000AcWfJQAV","2020-09-23T21:53:00.000Z","USA","0WO2X000000w8wWWAQ","0Hh2X000000cTyBSAU","Biospan, LLC.",,60,59,60
,"0Hn2X000000cXJnSAM","08q2X000000cU81QAE",,"08q2X000000cU81QAE",,"Field Connect",,,"Lamar Smith","CA","0Hh2X000000cTyBSAU",,"2020-09-21T16:25:00.000Z","0OH2X000000cU9vWAE","PC-725","Completed","Los Angeles","0WO2X000000w8wXWAQ","Battery, High Capacity","2020-09-21T16:25:00.000Z","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","0012X000023JQbsQAG","Field Service Lightning User","2020-09-22T17:50:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzY5QAI","Low","0Gv2X000000DoRwSAK","Los Angeles","calbanese@example.com","2020-07-28T07:41:59.000Z","SA-0688","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","0Hn2X000000cXJnSAM",,"New","00000699","2020-09-22T16:25:00.000Z","0052X00000AcWfIQAV","2020-09-23T16:25:00.000Z","USA","0WO2X000000w8wXWAQ","0Hh2X000000cTyBSAU","Biospan, LLC.",,60,64,60
,"0Hn2X000000cXJnSAM","08q2X000000cU7xQAE",,"08q2X000000cU7xQAE",,"Part Swap",,,"Lamar Smith","CA","0Hh2X000000cTyBSAU",,"2020-09-21T17:46:00.000Z","0OH2X000000cU9vWAE","PC-726","Completed","Los Angeles","0WO2X000000w8wYWAQ","Power Inverter","2020-09-21T17:46:00.000Z","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","0012X000023JQagQAG","Field Service Lightning User","2020-09-25T09:29:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzY6QAI","Low","0Gv2X000000DoRxSAK","Los Angeles","calbanese@example.com","2020-07-28T07:41:59.000Z","SA-0689","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","0Hn2X000000cXJnSAM",,"New","00000700","2020-09-22T17:46:00.000Z","0052X00000AcWfIQAV","2020-09-23T17:46:00.000Z","USA","0WO2X000000w8wYWAQ","0Hh2X000000cTyBSAU","Larry Baxter",,60,56,60
,"0Hn2X000000cXJnSAM","08q2X000000cU89QAE",,"08q2X000000cU89QAE",,"Field Inspection",,,"Lamar Smith","CA","0Hh2X000000cTyBSAU",,"2020-09-21T19:50:00.000Z","0OH2X000000cU9vWAE","PC-739","Completed","Los Angeles","0WO2X000000w8wZWAQ","Power Inverter","2020-09-21T19:50:00.000Z","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","0012X000023JQaeQAG","Field Service Lightning User","2020-09-24T03:05:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzY7QAI","Low","0Gv2X000000DoS4SAK","Los Angeles","calbanese@example.com","2020-07-28T07:41:59.000Z","SA-0695","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","0Hn2X000000cXJnSAM",,"New","00000706","2020-09-22T19:50:00.000Z","0052X00000AcWfIQAV","2020-09-23T19:50:00.000Z","USA","0WO2X000000w8wZWAQ","0Hh2X000000cTyBSAU","Tech Labs",,120,56,120
,"0Hn2X000000cXJmSAM","08q2X000000cU7yQAE",,"08q2X000000cU7yQAE",,"Maintenance",,,"Jim Matthews","CA","0Hh2X000000cTyBSAU",,"2020-09-22T15:00:00.000Z","0OH2X000000cU9vWAE","PC-740","Scheduled","Los Angeles","0WO2X000000w8waWAA","Starter Kit","2020-09-22T15:00:00.000Z","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","0012X000023JQamQAG","Field Service Lightning User","2020-09-25T17:16:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzY8QAI","Low","0Gv2X000000DoS5SAK","Los Angeles","jim@example.com","2020-07-28T07:41:59.000Z","SA-0696","Scheduled","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","0Hn2X000000cXJmSAM",,"New","00000707","2020-09-23T15:00:00.000Z","0052X00000AcWfGQAV","2020-09-24T15:00:00.000Z","USA","0WO2X000000w8waWAA","0Hh2X000000cTyBSAU","Stacy McNeil",,60,53,60
,"0Hn2X000000cXJjSAM","08q2X000000cU85QAE",,"08q2X000000cU85QAE",,"Field Measurements",,,"Andy James","CA","0Hh2X000000cTyBSAU",,"2020-09-22T15:00:00.000Z","0OH2X000000cU9vWAE","PC-735","Completed","Los Angeles","0WO2X000000w8wbWAA","Onsite Labor","2020-09-22T15:00:00.000Z","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","0012X000023JQbQQAW","Field Service Lightning User","2020-09-25T01:18:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzY9QAI","Low","0Gv2X000000DoS3SAK","Los Angeles","andy@example.com","2020-07-28T07:41:59.000Z","SA-0697","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","0Hn2X000000cXJjSAM",,"New","00000708","2020-09-23T15:00:00.000Z","0052X00000AcWfDQAV","2020-09-24T15:00:00.000Z","USA","0WO2X000000w8wbWAA","0Hh2X000000cTyBSAU","UlyssesNet",,90,157,90
,,"08q2X000000cU83QAE",,"08q2X000000cU83QAE",,"QA Testing",,,,"CA","0Hh2X000000cTyBSAU",,"1969-12-31T00:00:00.000Z","0OH2X000000cU9vWAE",,"Canceled","Los Angeles","0WO2X000000w8wcWAA",,"1969-12-31T00:00:00.000Z",,"0012X000023JQbsQAG",,,"2020-07-28T07:41:59.000Z","08p2X000000pzYAQAY","Low",,"Los Angeles",,"2020-07-28T07:41:59.000Z","SA-0698","Canceled","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes",,,,"New","00000709",,,"1970-01-02T00:00:00.000Z","USA","0WO2X000000w8wcWAA","0Hh2X000000cTyBSAU","Biospan, LLC.",,60,59,60
,"0Hn2X000000cXJqSAM","08q2X000000cU7yQAE",,"08q2X000000cU7yQAE",,"Maintenance",,,"Melissa Wood","CA","0Hh2X000000cTyBSAU",,"2020-09-22T15:00:00.000Z","0OH2X000000cU9vWAE","PC-743","Completed","Los Angeles","0WO2X000000w8wdWAA","Installation Services","2020-09-22T15:00:00.000Z","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","0012X000023JQbBQAW","Field Service Lightning User","2020-09-26T05:05:00.000Z","2020-07-28T07:41:59.000Z","08p2X000000pzYBQAY","Low","0Gv2X000000DoS6SAK","Los Angeles","melissa@example.com","2020-07-28T07:41:59.000Z","SA-0699","Completed","WorkOrder","2020-12-13T08:00:00.000Z",,"Minutes","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","0Hn2X000000cXJqSAM",,"New","00000710","2020-09-23T15:00:00.000Z","0052X00000AcWfKQAV","2020-09-24T15:00:00.000Z","USA","0WO2X000000w8wdWAA","0Hh2X000000cTyBSAU","Valley Supply Inc.",,60,3,60
