"IsDeleted","ServiceResource.User.Id","ServiceResource.User.SmallPhotoUrl","EffectiveEndDate","Skill.DeveloperName","ServiceResourceId","ServiceResource.IsCapacityBased","Skill.Language","ServiceResource.RelatedRecordId","Skill.IsDeleted","Skill.Description","ServiceResource.User.Name","ServiceResource.Description","ServiceResource.User.Email","ServiceResource.User.Username","SkillId","Id","EffectiveStartDate","SkillNumber","Skill.MasterLabel","SkillLevel"
"false","0052X00000AcWbXQAV","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyG/T",,"Saftey_Training","0Hn2X000000cXK4SAM","false","en_US","0052X00000AcWbXQAV","false","LS Skill","Paula Wright","Lightning Scheduler User","pwright@example.com","pwright.ppy5zy0iibnj.wppaetw6vxci@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEdUSAW","2016-02-08T20:00:00.000Z","SRS-173","Saftey Training",1
"false","0052X00000AcWbXQAV","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyG/T",,"Turbine_Basic_Usage","0Hn2X000000cXK4SAM","false","en_US","0052X00000AcWbXQAV","false","LS Skill","Paula Wright","Lightning Scheduler User","pwright@example.com","pwright.ppy5zy0iibnj.wppaetw6vxci@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdVSAW","2016-02-08T20:00:00.000Z","SRS-174","Turbine Basic Usage",1
"false","0052X00000AcWbXQAV","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyG/T",,"Turbine_Advanced_Usage","0Hn2X000000cXK4SAM","false","en_US","0052X00000AcWbXQAV","false","LS Skill","Paula Wright","Lightning Scheduler User","pwright@example.com","pwright.ppy5zy0iibnj.wppaetw6vxci@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEdWSAW","2016-02-08T20:00:00.000Z","SRS-175","Turbine Advanced Usage",1
"false","0052X00000AcWbYQAV","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyH/T",,"Saftey_Training","0Hn2X000000cXK5SAM","false","en_US","0052X00000AcWbYQAV","false","LS Skill","Janet Martinez","Lightning Scheduler User","jmartine@example.com","jmartine.b9vaob2ookfg.l7zo5ducu2zg@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEdXSAW","2016-02-08T20:00:00.000Z","SRS-176","Saftey Training",1
"false","0052X00000AcWbYQAV","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyH/T",,"Turbine_Basic_Usage","0Hn2X000000cXK5SAM","false","en_US","0052X00000AcWbYQAV","false","LS Skill","Janet Martinez","Lightning Scheduler User","jmartine@example.com","jmartine.b9vaob2ookfg.l7zo5ducu2zg@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdYSAW","2016-02-08T20:00:00.000Z","SRS-177","Turbine Basic Usage",8
"false","0052X00000AcWbYQAV","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyH/T",,"Turbine_Advanced_Usage","0Hn2X000000cXK5SAM","false","en_US","0052X00000AcWbYQAV","false","LS Skill","Janet Martinez","Lightning Scheduler User","jmartine@example.com","jmartine.b9vaob2ookfg.l7zo5ducu2zg@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEdZSAW","2016-02-08T20:00:00.000Z","SRS-178","Turbine Advanced Usage",4
"false","0052X00000AcWbZQAV","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyI/T",,"Saftey_Training","0Hn2X000000cXKASA2","false","en_US","0052X00000AcWbZQAV","false","LS Skill","Lisa Hartman","Lightning Scheduler User","lhartman@example.com","lhartman.ulvyvnxhbvey.qh0ggpolb61b@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEdaSAG","2016-02-08T20:00:00.000Z","SRS-179","Saftey Training",1
"false","0052X00000AcWbZQAV","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyI/T",,"Turbine_Basic_Usage","0Hn2X000000cXKASA2","false","en_US","0052X00000AcWbZQAV","false","LS Skill","Lisa Hartman","Lightning Scheduler User","lhartman@example.com","lhartman.ulvyvnxhbvey.qh0ggpolb61b@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdbSAG","2016-02-08T20:00:00.000Z","SRS-180","Turbine Basic Usage",3
"false","0052X00000AcWbZQAV","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyI/T",,"Turbine_Advanced_Usage","0Hn2X000000cXKASA2","false","en_US","0052X00000AcWbZQAV","false","LS Skill","Lisa Hartman","Lightning Scheduler User","lhartman@example.com","lhartman.ulvyvnxhbvey.qh0ggpolb61b@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEdcSAG","2016-02-08T20:00:00.000Z","SRS-181","Turbine Advanced Usage",7
"false","0052X00000AcWbaQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T",,"Saftey_Training","0Hn2X000000cXK0SAM","false","en_US","0052X00000AcWbaQAF","false","LS Skill","Connie Ruiz","Lightning Scheduler User","cruiz@example.com","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEddSAG","2016-02-08T20:00:00.000Z","SRS-182","Saftey Training",1
"false","0052X00000AcWbaQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T",,"Turbine_Basic_Usage","0Hn2X000000cXK0SAM","false","en_US","0052X00000AcWbaQAF","false","LS Skill","Connie Ruiz","Lightning Scheduler User","cruiz@example.com","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdeSAG","2016-02-08T20:00:00.000Z","SRS-183","Turbine Basic Usage",1
"false","0052X00000AcWbaQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T",,"Turbine_Advanced_Usage","0Hn2X000000cXK0SAM","false","en_US","0052X00000AcWbaQAF","false","LS Skill","Connie Ruiz","Lightning Scheduler User","cruiz@example.com","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEdfSAG","2016-02-08T20:00:00.000Z","SRS-184","Turbine Advanced Usage",1
"false","0052X00000AcWbbQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyK/T",,"Saftey_Training","0Hn2X000000cXJxSAM","false","en_US","0052X00000AcWbbQAF","false","LS Skill","Mark Mayo","Lightning Scheduler User","mmayo@example.com","mmayo.bmycdiailc3w.h0vrux3pkheg@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEdgSAG","2016-02-08T20:00:00.000Z","SRS-185","Saftey Training",1
"false","0052X00000AcWbbQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyK/T",,"Turbine_Basic_Usage","0Hn2X000000cXJxSAM","false","en_US","0052X00000AcWbbQAF","false","LS Skill","Mark Mayo","Lightning Scheduler User","mmayo@example.com","mmayo.bmycdiailc3w.h0vrux3pkheg@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdhSAG","2016-02-08T20:00:00.000Z","SRS-186","Turbine Basic Usage",1
"false","0052X00000AcWbbQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyK/T",,"Turbine_Advanced_Usage","0Hn2X000000cXJxSAM","false","en_US","0052X00000AcWbbQAF","false","LS Skill","Mark Mayo","Lightning Scheduler User","mmayo@example.com","mmayo.bmycdiailc3w.h0vrux3pkheg@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEdiSAG","2016-02-08T20:00:00.000Z","SRS-187","Turbine Advanced Usage",1
"false","0052X00000AcWbcQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyL/T",,"Saftey_Training","0Hn2X000000cXJzSAM","false","en_US","0052X00000AcWbcQAF","false","LS Skill","Tina Le","Lightning Scheduler User","tle@example.com","tle.pxe9qgogv94c.mymed20xebzu@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEdjSAG","2016-02-08T20:00:00.000Z","SRS-188","Saftey Training",1
"false","0052X00000AcWbcQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyL/T",,"Turbine_Basic_Usage","0Hn2X000000cXJzSAM","false","en_US","0052X00000AcWbcQAF","false","LS Skill","Tina Le","Lightning Scheduler User","tle@example.com","tle.pxe9qgogv94c.mymed20xebzu@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdkSAG","2016-02-08T20:00:00.000Z","SRS-189","Turbine Basic Usage",9
"false","0052X00000AcWbcQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyL/T",,"Turbine_Advanced_Usage","0Hn2X000000cXJzSAM","false","en_US","0052X00000AcWbcQAF","false","LS Skill","Tina Le","Lightning Scheduler User","tle@example.com","tle.pxe9qgogv94c.mymed20xebzu@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEdlSAG","2016-02-08T20:00:00.000Z","SRS-190","Turbine Advanced Usage",7
"false","0052X00000AcWbdQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyM/T",,"Saftey_Training","0Hn2X000000cXK1SAM","false","en_US","0052X00000AcWbdQAF","false","LS Skill","Carrie Olson","Lightning Scheduler User","colson@example.com","colson.t3axcg3okv1m.wdgb9ewxbw1z@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEdmSAG","2016-02-08T20:00:00.000Z","SRS-191","Saftey Training",1
"false","0052X00000AcWbdQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyM/T",,"Turbine_Basic_Usage","0Hn2X000000cXK1SAM","false","en_US","0052X00000AcWbdQAF","false","LS Skill","Carrie Olson","Lightning Scheduler User","colson@example.com","colson.t3axcg3okv1m.wdgb9ewxbw1z@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdnSAG","2016-02-08T20:00:00.000Z","SRS-192","Turbine Basic Usage",6
"false","0052X00000AcWbdQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyM/T",,"Turbine_Advanced_Usage","0Hn2X000000cXK1SAM","false","en_US","0052X00000AcWbdQAF","false","LS Skill","Carrie Olson","Lightning Scheduler User","colson@example.com","colson.t3axcg3okv1m.wdgb9ewxbw1z@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEdoSAG","2016-02-08T20:00:00.000Z","SRS-193","Turbine Advanced Usage",7
"false","0052X00000AcWbdQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyM/T",,"Turbine_Performance","0Hn2X000000cXK1SAM","false","en_US","0052X00000AcWbdQAF","false","LS Skill","Carrie Olson","Lightning Scheduler User","colson@example.com","colson.t3axcg3okv1m.wdgb9ewxbw1z@summer20-sd.sdo","0C52X000000TTTuSAO","0Hv2X000000YEdpSAG","2016-02-08T20:00:00.000Z","SRS-194","Turbine Performance",1
"false","0052X00000AcWbeQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyN/T",,"Saftey_Training","0Hn2X000000cXJySAM","false","en_US","0052X00000AcWbeQAF","false","LS Skill","Russell Perez","Lightning Scheduler User","rperez@example.com","rperez.ecx2tvfxbg6k.mitonfrqyn54@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEdqSAG","2016-02-08T20:00:00.000Z","SRS-195","Saftey Training",1
"false","0052X00000AcWbeQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyN/T",,"Turbine_Basic_Usage","0Hn2X000000cXJySAM","false","en_US","0052X00000AcWbeQAF","false","LS Skill","Russell Perez","Lightning Scheduler User","rperez@example.com","rperez.ecx2tvfxbg6k.mitonfrqyn54@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdrSAG","2016-02-08T20:00:00.000Z","SRS-196","Turbine Basic Usage",2
"false","0052X00000AcWbeQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyN/T",,"Turbine_Advanced_Usage","0Hn2X000000cXJySAM","false","en_US","0052X00000AcWbeQAF","false","LS Skill","Russell Perez","Lightning Scheduler User","rperez@example.com","rperez.ecx2tvfxbg6k.mitonfrqyn54@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEdsSAG","2016-02-08T20:00:00.000Z","SRS-197","Turbine Advanced Usage",4
"false","0052X00000AcWbeQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyN/T",,"Turbine_Performance","0Hn2X000000cXJySAM","false","en_US","0052X00000AcWbeQAF","false","LS Skill","Russell Perez","Lightning Scheduler User","rperez@example.com","rperez.ecx2tvfxbg6k.mitonfrqyn54@summer20-sd.sdo","0C52X000000TTTuSAO","0Hv2X000000YEdtSAG","2016-02-08T20:00:00.000Z","SRS-198","Turbine Performance",1
"false","0052X00000AcWbfQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyO/T",,"Saftey_Training","0Hn2X000000cXJwSAM","false","en_US","0052X00000AcWbfQAF","false","LS Skill","Anita Gonzalez","Lightning Scheduler User","agonzale@example.com","agonzale.zysykqqnmut6.exiejicw5f23@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEduSAG","2016-02-08T20:00:00.000Z","SRS-199","Saftey Training",1
"false","0052X00000AcWbfQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyO/T",,"Turbine_Basic_Usage","0Hn2X000000cXJwSAM","false","en_US","0052X00000AcWbfQAF","false","LS Skill","Anita Gonzalez","Lightning Scheduler User","agonzale@example.com","agonzale.zysykqqnmut6.exiejicw5f23@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdvSAG","2016-02-08T20:00:00.000Z","SRS-200","Turbine Basic Usage",4
"false","0052X00000AcWbfQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyO/T",,"Turbine_Advanced_Usage","0Hn2X000000cXJwSAM","false","en_US","0052X00000AcWbfQAF","false","LS Skill","Anita Gonzalez","Lightning Scheduler User","agonzale@example.com","agonzale.zysykqqnmut6.exiejicw5f23@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEdwSAG","2016-02-08T20:00:00.000Z","SRS-201","Turbine Advanced Usage",9
"false","0052X00000AcWbfQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyO/T",,"Turbine_Performance","0Hn2X000000cXJwSAM","false","en_US","0052X00000AcWbfQAF","false","LS Skill","Anita Gonzalez","Lightning Scheduler User","agonzale@example.com","agonzale.zysykqqnmut6.exiejicw5f23@summer20-sd.sdo","0C52X000000TTTuSAO","0Hv2X000000YEdxSAG","2016-02-08T20:00:00.000Z","SRS-202","Turbine Performance",1
"false","0052X00000AcWbgQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyP/T",,"Saftey_Training","0Hn2X000000cXK9SAM","false","en_US","0052X00000AcWbgQAF","false","LS Skill","Zachary Garcia","Lightning Scheduler User","zgarcia@example.com","zgarcia.lhgs5u9z5xnu.1vywg6zgthmj@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEdySAG","2016-02-08T20:00:00.000Z","SRS-203","Saftey Training",1
"false","0052X00000AcWbgQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyP/T",,"Turbine_Basic_Usage","0Hn2X000000cXK9SAM","false","en_US","0052X00000AcWbgQAF","false","LS Skill","Zachary Garcia","Lightning Scheduler User","zgarcia@example.com","zgarcia.lhgs5u9z5xnu.1vywg6zgthmj@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEdzSAG","2016-02-08T20:00:00.000Z","SRS-204","Turbine Basic Usage",1
"false","0052X00000AcWbgQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyP/T",,"Turbine_Advanced_Usage","0Hn2X000000cXK9SAM","false","en_US","0052X00000AcWbgQAF","false","LS Skill","Zachary Garcia","Lightning Scheduler User","zgarcia@example.com","zgarcia.lhgs5u9z5xnu.1vywg6zgthmj@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEe0SAG","2016-02-08T20:00:00.000Z","SRS-205","Turbine Advanced Usage",5
"false","0052X00000AcWbgQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyP/T",,"Turbine_Performance","0Hn2X000000cXK9SAM","false","en_US","0052X00000AcWbgQAF","false","LS Skill","Zachary Garcia","Lightning Scheduler User","zgarcia@example.com","zgarcia.lhgs5u9z5xnu.1vywg6zgthmj@summer20-sd.sdo","0C52X000000TTTuSAO","0Hv2X000000YEe1SAG","2016-02-08T20:00:00.000Z","SRS-206","Turbine Performance",1
"false","0052X00000AcWbhQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyQ/T",,"Saftey_Training","0Hn2X000000cXK8SAM","false","en_US","0052X00000AcWbhQAF","false","LS Skill","Keith Dorsey","Lightning Scheduler User","kdorsey@example.com","kdorsey.ugf7l3mfjncw.p5azhbmu3941@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEe2SAG","2016-02-08T20:00:00.000Z","SRS-207","Saftey Training",1
"false","0052X00000AcWbhQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyQ/T",,"Turbine_Basic_Usage","0Hn2X000000cXK8SAM","false","en_US","0052X00000AcWbhQAF","false","LS Skill","Keith Dorsey","Lightning Scheduler User","kdorsey@example.com","kdorsey.ugf7l3mfjncw.p5azhbmu3941@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEe3SAG","2016-02-08T20:00:00.000Z","SRS-208","Turbine Basic Usage",1
"false","0052X00000AcWbhQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyQ/T",,"Turbine_Advanced_Usage","0Hn2X000000cXK8SAM","false","en_US","0052X00000AcWbhQAF","false","LS Skill","Keith Dorsey","Lightning Scheduler User","kdorsey@example.com","kdorsey.ugf7l3mfjncw.p5azhbmu3941@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEe4SAG","2016-02-08T20:00:00.000Z","SRS-209","Turbine Advanced Usage",6
"false","0052X00000AcWbiQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyR/T",,"Saftey_Training","0Hn2X000000cXK6SAM","false","en_US","0052X00000AcWbiQAF","false","LS Skill","James Harrington","Lightning Scheduler User","jharring@example.com","jharring.cevzuyetmmr9.utw11fmbtbjl@summer20-sd.sdo","0C52X000000TTTrSAO","0Hv2X000000YEe5SAG","2016-02-08T20:00:00.000Z","SRS-210","Saftey Training",1
"false","0052X00000AcWbiQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyR/T",,"Turbine_Basic_Usage","0Hn2X000000cXK6SAM","false","en_US","0052X00000AcWbiQAF","false","LS Skill","James Harrington","Lightning Scheduler User","jharring@example.com","jharring.cevzuyetmmr9.utw11fmbtbjl@summer20-sd.sdo","0C52X000000TTTsSAO","0Hv2X000000YEe6SAG","2016-02-08T20:00:00.000Z","SRS-211","Turbine Basic Usage",1
"false","0052X00000AcWbiQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyR/T",,"Turbine_Advanced_Usage","0Hn2X000000cXK6SAM","false","en_US","0052X00000AcWbiQAF","false","LS Skill","James Harrington","Lightning Scheduler User","jharring@example.com","jharring.cevzuyetmmr9.utw11fmbtbjl@summer20-sd.sdo","0C52X000000TTTtSAO","0Hv2X000000YEe7SAG","2016-02-08T20:00:00.000Z","SRS-212","Turbine Advanced Usage",6
"false","0052X00000AcWbaQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T",,"Hydraulic_Failures","0Hn2X000000cXK0SAM","false","en_US","0052X00000AcWbaQAF","false","LS Skill","Connie Ruiz","Lightning Scheduler User","cruiz@example.com","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo","0C52X000000TTTySAO","0Hv2X000000YEe8SAG","2019-07-01T19:00:00.000Z","SRS-213","Hydraulic Failures",4
"false","0052X00000AcWbaQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T",,"Mechanical_Failures","0Hn2X000000cXK0SAM","false","en_US","0052X00000AcWbaQAF","false","LS Skill","Connie Ruiz","Lightning Scheduler User","cruiz@example.com","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo","0C52X000000TTTxSAO","0Hv2X000000YEe9SAG","2019-07-01T19:00:00.000Z","SRS-214","Mechanical Failures",1
"false","0052X00000AcWbaQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T",,"New_Product_Release_Training","0Hn2X000000cXK0SAM","false","en_US","0052X00000AcWbaQAF","false","LS Skill","Connie Ruiz","Lightning Scheduler User","cruiz@example.com","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo","0C52X000000TTTzSAO","0Hv2X000000YEeASAW","2019-07-01T19:00:00.000Z","SRS-215","New Product Release Training",7
"false","0052X00000AcWbaQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T",,"Electrical_Failures","0Hn2X000000cXK0SAM","false","en_US","0052X00000AcWbaQAF","false","LS Skill","Connie Ruiz","Lightning Scheduler User","cruiz@example.com","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo","0C52X000000TTTwSAO","0Hv2X000000YEeBSAW","2019-07-01T19:00:00.000Z","SRS-216","Electrical Failures",5
"false","0052X00000AcWbaQAF","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T",,"Turbine_Maintenance","0Hn2X000000cXK0SAM","false","en_US","0052X00000AcWbaQAF","false","LS Skill","Connie Ruiz","Lightning Scheduler User","cruiz@example.com","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo","0C52X000000TTTvSAO","0Hv2X000000YEeCSAW","2019-07-01T19:00:00.000Z","SRS-217","Turbine Maintenance",4
