"ResourceAbsence_User_Email","ResourceAbsence_Description","ResourceAbsence_User_Username","Start","ResourceAbsence_User_Id","ResourceAbsence_User_Name","City","Type","ResourceId","State","CreatedDate","Country","End","Id","AbsenceMinutes"
"james@example.com","Field Service Lightning User","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","2021-02-04","0052X00000AcWfEQAV","James Clifton",,"Vacation","0Hn2X000000cXJkSAM",,"2020-09-15",,"2021-02-04","0Hw7R000000sY0aSAE",40
"janet@example.com","Field Service Lightning User","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","2021-02-03","0052X00000AcWfFQAV","Janet Jones",,"Vacation","0Hn2X000000cXJlSAM",,"2020-09-15",,"2021-02-03","0Hw7R000000sY0bSAE",40
"janet@example.com","Field Service Lightning User","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","2021-02-04","0052X00000AcWfFQAV","Janet Jones",,"Vacation","0Hn2X000000cXJlSAM",,"2020-09-15",,"2021-02-04","0Hw7R000000sY0cSAE",40
"janet@example.com","Field Service Lightning User","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","2021-02-05","0052X00000AcWfFQAV","Janet Jones",,"Vacation","0Hn2X000000cXJlSAM",,"2020-09-15",,"2021-02-05","0Hw7R000000sY0dSAE",40
"sdhaese@salesforce.com","Field Service Lightning User","areed@summer20-sd.sdo","2021-02-04","0052X00000AcWf7QAF","Alan Reed",,"Vacation","0Hn2X000000cXJaSAM",,"2020-09-15",,"2021-02-04","0Hw7R000000sY0eSAE",40
"alexander@example.com","Field Service Lightning User","araneri.9kbstb8d1vbh.cgg2gn66guqs@summer20-sd.sdo","2021-02-06","0052X00000AcWfCQAV","Alexander Raneri",,"Vacation","0Hn2X000000cXJbSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY0fSAE",40
"alexander@example.com","Field Service Lightning User","araneri.9kbstb8d1vbh.cgg2gn66guqs@summer20-sd.sdo","2021-02-05","0052X00000AcWfCQAV","Alexander Raneri",,"Vacation","0Hn2X000000cXJbSAM",,"2020-09-15",,"2021-02-05","0Hw7R000000sY0gSAE",40
"harry@example.com","Field Service Lightning User","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","2021-02-06","0052X00000AcWfAQAV","Harry Long",,"Vacation","0Hn2X000000cXJdSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY0jSAE",40
"harry@example.com","Field Service Lightning User","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","2021-02-05","0052X00000AcWfAQAV","Harry Long",,"Vacation","0Hn2X000000cXJdSAM",,"2020-09-15",,"2021-02-05","0Hw7R000000sY0kSAE",40
"jane@example.com","Field Service Lightning User","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","2021-02-06","0052X00000AcWf8QAF","Jane Austin",,"Vacation","0Hn2X000000cXJeSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY0lSAE",40
"jane@example.com","Field Service Lightning User","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","2021-02-05","0052X00000AcWf8QAF","Jane Austin",,"Vacation","0Hn2X000000cXJeSAM",,"2020-09-15",,"2021-02-05","0Hw7R000000sY0mSAE",40
"louise@example.com","Field Service Lightning User","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","2021-02-05","0052X00000AcWf5QAF","Louise Martin",,"Vacation","0Hn2X000000cXJfSAM",,"2020-09-15",,"2021-02-05","0Hw7R000000sY0nSAE",40
"louise@example.com","Field Service Lightning User","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","2021-02-06","0052X00000AcWf5QAF","Louise Martin",,"Vacation","0Hn2X000000cXJfSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY0oSAE",40
"louise@example.com","Field Service Lightning User","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","2021-02-04","0052X00000AcWf5QAF","Louise Martin",,"Vacation","0Hn2X000000cXJfSAM",,"2020-09-15",,"2021-02-04","0Hw7R000000sY0pSAE",40
"matthew@example.com","Field Service Lightning User","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","2021-02-06","0052X00000AcWfBQAV","Matthew Parker",,"Vacation","0Hn2X000000cXJgSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY0qSAE",40
"matthew@example.com","Field Service Lightning User","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","2021-02-05","0052X00000AcWfBQAV","Matthew Parker",,"Vacation","0Hn2X000000cXJgSAM",,"2020-09-15",,"2021-02-05","0Hw7R000000sY0rSAE",40
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-05","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-05","0Hw7R000000sY0sSAE",40
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-07","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY0tSAE",40
"ralph@example.com","Field Service Lightning User","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","2021-02-06","0052X00000AcWf6QAF","Ralph Clark",,"Vacation","0Hn2X000000cXJhSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY0uSAE",40
"andy@example.com","Field Service Lightning User","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","2021-02-06","0052X00000AcWfDQAV","Andy James",,"Vacation","0Hn2X000000cXJjSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY0vSAE",40
"andy@example.com","Field Service Lightning User","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","2021-02-07","0052X00000AcWfDQAV","Andy James",,"Vacation","0Hn2X000000cXJjSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY0wSAE",40
"andy@example.com","Field Service Lightning User","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","2021-02-08","0052X00000AcWfDQAV","Andy James",,"Vacation","0Hn2X000000cXJjSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY0xSAE",40
"james@example.com","Field Service Lightning User","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","2021-02-07","0052X00000AcWfEQAV","James Clifton",,"Vacation","0Hn2X000000cXJkSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY0ySAE",40
"janet@example.com","Field Service Lightning User","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","2021-02-07","0052X00000AcWfFQAV","Janet Jones",,"Vacation","0Hn2X000000cXJlSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY0zSAE",40
"janet@example.com","Field Service Lightning User","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","2021-02-06","0052X00000AcWfFQAV","Janet Jones",,"Vacation","0Hn2X000000cXJlSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY10SAE",40
"jim@example.com","Field Service Lightning User","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","2021-02-06","0052X00000AcWfGQAV","Jim Matthews",,"Vacation","0Hn2X000000cXJmSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY11SAE",40
"pam@example.com","Field Service Lightning User","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","2021-02-08","0052X00000AcWfLQAV","Pam Lawison",,"Vacation","0Hn2X000000cXJrSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY12SAE",40
"pam@example.com","Field Service Lightning User","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","2021-02-06","0052X00000AcWfLQAV","Pam Lawison",,"Vacation","0Hn2X000000cXJrSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY13SAE",40
"paul@example.com","Field Service Lightning User","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","2021-02-07","0052X00000AcWfMQAV","Paul Morrison",,"Vacation","0Hn2X000000cXJsSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY14SAE",40
"jim@example.com","Field Service Lightning User","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo","2021-02-07","0052X00000AcWfGQAV","Jim Matthews",,"Vacation","0Hn2X000000cXJmSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY15SAE",40
"calbanese@example.com","Field Service Lightning User","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","2021-02-06","0052X00000AcWfIQAV","Lamar Smith",,"Vacation","0Hn2X000000cXJnSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY16SAE",40
"calbanese@example.com","Field Service Lightning User","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","2021-02-07","0052X00000AcWfIQAV","Lamar Smith",,"Vacation","0Hn2X000000cXJnSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY17SAE",40
"calbanese@example.com","Field Service Lightning User","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","2021-02-04","0052X00000AcWfIQAV","Lamar Smith",,"Vacation","0Hn2X000000cXJnSAM",,"2020-09-15",,"2021-02-04","0Hw7R000000sY18SAE",40
"calbanese@example.com","Field Service Lightning User","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","2021-02-05","0052X00000AcWfIQAV","Lamar Smith",,"Vacation","0Hn2X000000cXJnSAM",,"2020-09-15",,"2021-02-05","0Hw7R000000sY19SAE",40
"martino@example.com","Field Service Lightning User","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","2021-02-07","0052X00000AcWfNQAV","Martino Castanon",,"Vacation","0Hn2X000000cXJoSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1ASAU",40
"martino@example.com","Field Service Lightning User","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","2021-02-06","0052X00000AcWfNQAV","Martino Castanon",,"Vacation","0Hn2X000000cXJoSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY1BSAU",40
"mary@example.com","Field Service Lightning User","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","2021-02-07","0052X00000AcWfJQAV","Mary Adams",,"Vacation","0Hn2X000000cXJpSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1CSAU",40
"mary@example.com","Field Service Lightning User","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","2021-02-06","0052X00000AcWfJQAV","Mary Adams",,"Vacation","0Hn2X000000cXJpSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY1DSAU",40
"melissa@example.com","Field Service Lightning User","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","2021-02-07","0052X00000AcWfKQAV","Melissa Wood",,"Vacation","0Hn2X000000cXJqSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1ESAU",40
"melissa@example.com","Field Service Lightning User","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","2021-02-08","0052X00000AcWfKQAV","Melissa Wood",,"Vacation","0Hn2X000000cXJqSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1FSAU",40
"melissa@example.com","Field Service Lightning User","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","2021-02-06","0052X00000AcWfKQAV","Melissa Wood",,"Vacation","0Hn2X000000cXJqSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY1GSAU",40
"pam@example.com","Field Service Lightning User","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","2021-02-07","0052X00000AcWfLQAV","Pam Lawison",,"Vacation","0Hn2X000000cXJrSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1HSAU",40
"paul@example.com","Field Service Lightning User","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","2021-02-06","0052X00000AcWfMQAV","Paul Morrison",,"Vacation","0Hn2X000000cXJsSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY1ISAU",40
"sdhaese@salesforce.com","Field Service Lightning User","areed@summer20-sd.sdo","2021-02-08","0052X00000AcWf7QAF","Alan Reed",,"Vacation","0Hn2X000000cXJaSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1JSAU",40
"sdhaese@salesforce.com","Field Service Lightning User","areed@summer20-sd.sdo","2021-02-07","0052X00000AcWf7QAF","Alan Reed",,"Vacation","0Hn2X000000cXJaSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1KSAU",40
"alexander@example.com","Field Service Lightning User","araneri.9kbstb8d1vbh.cgg2gn66guqs@summer20-sd.sdo","2021-02-07","0052X00000AcWfCQAV","Alexander Raneri",,"Vacation","0Hn2X000000cXJbSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1LSAU",40
"alexander@example.com","Field Service Lightning User","araneri.9kbstb8d1vbh.cgg2gn66guqs@summer20-sd.sdo","2021-02-08","0052X00000AcWfCQAV","Alexander Raneri",,"Vacation","0Hn2X000000cXJbSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1MSAU",40
"harry@example.com","Field Service Lightning User","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","2021-02-07","0052X00000AcWfAQAV","Harry Long",,"Vacation","0Hn2X000000cXJdSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1PSAU",40
"harry@example.com","Field Service Lightning User","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","2021-02-08","0052X00000AcWfAQAV","Harry Long",,"Vacation","0Hn2X000000cXJdSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1QSAU",40
"jane@example.com","Field Service Lightning User","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","2021-02-08","0052X00000AcWf8QAF","Jane Austin",,"Vacation","0Hn2X000000cXJeSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1RSAU",40
"jane@example.com","Field Service Lightning User","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","2021-02-07","0052X00000AcWf8QAF","Jane Austin",,"Vacation","0Hn2X000000cXJeSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1SSAU",40
"louise@example.com","Field Service Lightning User","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","2021-02-08","0052X00000AcWf5QAF","Louise Martin",,"Vacation","0Hn2X000000cXJfSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1TSAU",40
"louise@example.com","Field Service Lightning User","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","2021-02-07","0052X00000AcWf5QAF","Louise Martin",,"Vacation","0Hn2X000000cXJfSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1USAU",40
"matthew@example.com","Field Service Lightning User","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","2021-02-08","0052X00000AcWfBQAV","Matthew Parker",,"Vacation","0Hn2X000000cXJgSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1VSAU",40
"matthew@example.com","Field Service Lightning User","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","2021-02-07","0052X00000AcWfBQAV","Matthew Parker",,"Vacation","0Hn2X000000cXJgSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1WSAU",40
