"User.User.Email","User.User.Name","User.User.Id","SA.ParentRecordId.AccountId.Name","SA.EarliestStartTime","SA.ServiceTerritoryId.Name","SA.ServiceTerritoryId.State","SA.ProductConsumed.ProductName","SA.ParentRecordId.CaseId","SA.ParentRecordId.Priority","SA.ProductRequired.Product2Id","SA.ProductRequired.ProductName","SA.Status","User.IsCapacityBased","SA.ParentRecordId.CreatedDate","ServiceResourceId","SA.ParentRecordId.WorkTypeId.Name","ServiceAppointmentId","User.Id","User.User.SmallPhotoUrl","SA.CreatedDate","SA.Id","CreatedDate","User.Description","Id","SA.StatusCategory","User.User.Username","ActualTravelTime","EstimatedTravelTime"
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Anaco Limited","2017-03-08T14:54:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Reclamation","08p2X000000pzlUQAQ","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzlUQAQ","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iIoiQAE","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,4
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Ohana, Inc.","2017-03-08T14:54:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Field Connect","08p2X000000pzlVQAQ","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzlVQAQ","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iIojQAE","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,25
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","UlyssesNet","2017-03-08T14:54:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Reclamation","08p2X000000pzldQAA","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzldQAA","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iIopQAE","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,11
"ralph@example.com","Ralph Clark","0052X00000AcWf6QAF","Ohana, Inc.","2020-01-09T22:54:00.000Z","*San Francisco","CA",,,"Low","01t2X0000071XyFQAU","Battery, Low Capacity","Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJhSAM","Battery Replacement","08p2X000000pzpOQAQ","0Hn2X000000cXJhSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glza/T","2020-07-28T07:41:59.000Z","08p2X000000pzpOQAQ","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iIqKQAU","Scheduled","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo",,6
"agonzale@example.com","Anita Gonzalez","0052X00000AcWbfQAF",,"2019-07-27T06:23:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXJwSAM",,"08p2X000000pzoAQAQ","0Hn2X000000cXJwSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyO/T","2020-07-28T07:41:59.000Z","08p2X000000pzoAQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqLQAU","Scheduled","agonzale.zysykqqnmut6.exiejicw5f23@summer20-sd.sdo",,0
"mmayo@example.com","Mark Mayo","0052X00000AcWbbQAF",,"2019-07-27T06:30:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXJxSAM",,"08p2X000000pzoBQAQ","0Hn2X000000cXJxSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyK/T","2020-07-28T07:41:59.000Z","08p2X000000pzoBQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqMQAU","Scheduled","mmayo.bmycdiailc3w.h0vrux3pkheg@summer20-sd.sdo",,0
"rperez@example.com","Russell Perez","0052X00000AcWbeQAF",,"2019-07-27T06:34:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXJySAM",,"08p2X000000pzoCQAQ","0Hn2X000000cXJySAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyN/T","2020-07-28T07:41:59.000Z","08p2X000000pzoCQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqNQAU","Scheduled","rperez.ecx2tvfxbg6k.mitonfrqyn54@summer20-sd.sdo",,0
"tle@example.com","Tina Le","0052X00000AcWbcQAF",,"2019-07-27T06:36:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXJzSAM",,"08p2X000000pzoEQAQ","0Hn2X000000cXJzSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyL/T","2020-07-28T07:41:59.000Z","08p2X000000pzoEQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqOQAU","Scheduled","tle.pxe9qgogv94c.mymed20xebzu@summer20-sd.sdo",,0
"rperez@example.com","Russell Perez","0052X00000AcWbeQAF",,"2019-07-27T06:37:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXJySAM",,"08p2X000000pzoFQAQ","0Hn2X000000cXJySAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyN/T","2020-07-28T07:41:59.000Z","08p2X000000pzoFQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqPQAU","Scheduled","rperez.ecx2tvfxbg6k.mitonfrqyn54@summer20-sd.sdo",,0
"cruiz@example.com","Connie Ruiz","0052X00000AcWbaQAF",,"2019-07-27T06:39:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXK0SAM",,"08p2X000000pzoGQAQ","0Hn2X000000cXK0SAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T","2020-07-28T07:41:59.000Z","08p2X000000pzoGQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqQQAU","Scheduled","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo",,0
"cruiz@example.com","Connie Ruiz","0052X00000AcWbaQAF",,"2019-07-27T06:42:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXK0SAM",,"08p2X000000pzoIQAQ","0Hn2X000000cXK0SAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T","2020-07-28T07:41:59.000Z","08p2X000000pzoIQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqRQAU","Scheduled","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo",,0
"cruiz@example.com","Connie Ruiz","0052X00000AcWbaQAF",,"2019-07-27T06:41:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXK0SAM",,"08p2X000000pzoHQAQ","0Hn2X000000cXK0SAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyJ/T","2020-07-28T07:41:59.000Z","08p2X000000pzoHQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqSQAU","Scheduled","cruiz.mrsttdjzuwoc.5dlq8lhnoyu0@summer20-sd.sdo",,0
"tle@example.com","Tina Le","0052X00000AcWbcQAF",,"2019-07-27T06:43:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXJzSAM",,"08p2X000000pzoJQAQ","0Hn2X000000cXJzSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyL/T","2020-07-28T07:41:59.000Z","08p2X000000pzoJQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqTQAU","Scheduled","tle.pxe9qgogv94c.mymed20xebzu@summer20-sd.sdo",,0
"agonzale@example.com","Anita Gonzalez","0052X00000AcWbfQAF",,"2019-07-27T06:44:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXJwSAM",,"08p2X000000pzoDQAQ","0Hn2X000000cXJwSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyO/T","2020-07-28T07:41:59.000Z","08p2X000000pzoDQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqUQAU","Scheduled","agonzale.zysykqqnmut6.exiejicw5f23@summer20-sd.sdo",,0
"mmayo@example.com","Mark Mayo","0052X00000AcWbbQAF",,"2019-07-27T06:46:00.000Z","San Francisco Training Center","CA",,,,,,"Scheduled","false",,"0Hn2X000000cXJxSAM",,"08p2X000000pzoKQAQ","0Hn2X000000cXJxSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glyK/T","2020-07-28T07:41:59.000Z","08p2X000000pzoKQAQ","2020-07-28T07:41:59.000Z","Lightning Scheduler User","03r2X000000iIqVQAU","Scheduled","mmayo.bmycdiailc3w.h0vrux3pkheg@summer20-sd.sdo",,0
"jim@example.com","Jim Matthews","0052X00000AcWfGQAV","Larry Baxter","2020-09-26T16:07:00.000Z","Los Angeles","CA","Large Turbine",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJmSAM","Corrective Maintenance","08p2X000000pzYkQAI","0Hn2X000000cXJmSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","2020-07-28T07:41:59.000Z","08p2X000000pzYkQAI","2020-07-28T09:36:01.000Z","Field Service Lightning User","03r2X000000iJEoQAM","Completed","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo",,19
"sdhaese@salesforce.com","Alan Reed","0052X00000AcWf7QAF","Ohana Systems","2020-07-31T08:37:00.000Z","*San Francisco","CA",,"5002X00002kb2n4QAA","Low","01t2X0000071XyFQAU","Battery, Low Capacity","Dispatched","false","2020-07-31T08:37:30.000Z","0Hn2X000000cXJaSAM","Battery Replacement","08p2X000000qN31QAE","0Hn2X000000cXJaSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzb/T","2020-07-31T08:37:31.000Z","08p2X000000qN31QAE","2020-07-31T08:39:07.000Z","Field Service Lightning User","03r2X000000iQNgQAM","Dispatched","areed@summer20-sd.sdo",,9
"sdhaese@salesforce.com","Alan Reed","0052X00000AcWf7QAF","Ohana, Inc.","2020-07-31T10:27:00.000Z","*San Francisco","CA",,,"Low",,,"Scheduled","false","2020-07-31T10:27:48.000Z","0Hn2X000000cXJaSAM","Battery Replacement (no added Products)","08p2X000000qNinQAE","0Hn2X000000cXJaSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzb/T","2020-07-31T10:27:49.000Z","08p2X000000qNinQAE","2020-07-31T10:28:27.000Z","Field Service Lightning User","03r2X000000iQvCQAU","Scheduled","areed@summer20-sd.sdo",,
"sdhaese@salesforce.com","Alan Reed","0052X00000AcWf7QAF","Ohana, Inc.","2020-07-31T10:40:00.000Z","*San Francisco","CA",,,"Low",,,"Scheduled","false","2020-07-31T10:27:48.000Z","0Hn2X000000cXJaSAM","Battery Replacement (no added Products)","08p2X000000qNixQAE","0Hn2X000000cXJaSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzb/T","2020-07-31T10:40:51.000Z","08p2X000000qNixQAE","2020-07-31T10:40:52.000Z","Field Service Lightning User","03r2X000000iQvHQAU","Scheduled","areed@summer20-sd.sdo",,
"sdhaese@salesforce.com","Alan Reed","0052X00000AcWf7QAF","Ohana Systems","2020-07-31T13:28:00.000Z","*San Francisco","CA",,,"Low",,,"Scheduled","false","2020-07-31T13:28:47.000Z","0Hn2X000000cXJaSAM","Battery Replacement (no added Products)","08p2X000000qNncQAE","0Hn2X000000cXJaSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzb/T","2020-07-31T13:28:47.000Z","08p2X000000qNncQAE","2020-07-31T13:29:44.000Z","Field Service Lightning User","03r2X000000iQzjQAE","Scheduled","areed@summer20-sd.sdo",,
"jim@example.com","Jim Matthews","0052X00000AcWfGQAV","Ohana, Inc.","2020-09-17T21:56:00.000Z","Los Angeles","CA","Product B",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJmSAM","Part Swap","08p2X000000pzfbQAA","0Hn2X000000cXJmSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","2020-07-28T07:41:59.000Z","08p2X000000pzfbQAA","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwfQAE","Completed","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo",,3
"calbanese@example.com","Lamar Smith","0052X00000AcWfIQAV","Biospan, LLC.","2020-09-17T19:13:00.000Z","Los Angeles","CA","Product C",,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJnSAM","Installation","08p2X000000pzfoQAA","0Hn2X000000cXJnSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","2020-07-28T07:41:59.000Z","08p2X000000pzfoQAA","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwgQAE","Scheduled","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo",,38
"jim@example.com","Jim Matthews","0052X00000AcWfGQAV","Peter Houston","2020-09-18T21:07:00.000Z","Los Angeles","CA","Large Turbine",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJmSAM","Maintenance","08p2X000000pzfqQAA","0Hn2X000000cXJmSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","2020-07-28T07:41:59.000Z","08p2X000000pzfqQAA","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwhQAE","Completed","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo",,4
"calbanese@example.com","Lamar Smith","0052X00000AcWfIQAV","Ohana Systems","2020-09-16T20:42:00.000Z","Los Angeles","CA","Installation Services",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJnSAM","Rebuild","08p2X000000pzfXQAQ","0Hn2X000000cXJnSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","2020-07-28T07:41:59.000Z","08p2X000000pzfXQAQ","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwiQAE","Completed","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo",,28
"james@example.com","James Clifton","0052X00000AcWfEQAV","Jon Allegri","2020-09-19T16:45:00.000Z","Los Angeles","CA","Large Turbine",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJkSAM","Site Survey","08p2X000000pziEQAQ","0Hn2X000000cXJkSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","2020-07-28T07:41:59.000Z","08p2X000000pziEQAQ","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwjQAE","Completed","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo",,15
"pam@example.com","Pam Lawison","0052X00000AcWfLQAV","Gabe Hoskins","2020-09-18T15:00:00.000Z","Los Angeles","CA","Product C",,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJrSAM","Installation","08p2X000000pzfZQAQ","0Hn2X000000cXJrSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","2020-07-28T07:41:59.000Z","08p2X000000pzfZQAQ","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwkQAE","Scheduled","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo",,18
"pam@example.com","Pam Lawison","0052X00000AcWfLQAV","Mike Garcia","2020-09-18T19:52:00.000Z","Los Angeles","CA","Starter Kit",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJrSAM","Site Survey","08p2X000000pzevQAA","0Hn2X000000cXJrSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","2020-07-28T07:41:59.000Z","08p2X000000pzevQAA","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwlQAE","Completed","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo",,14
"jim@example.com","Jim Matthews","0052X00000AcWfGQAV","Employnet","2020-09-16T22:00:00.000Z","Los Angeles","CA","Battery, Low Capacity",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJmSAM","Maintenance","08p2X000000pzcVQAQ","0Hn2X000000cXJmSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzk/T","2020-07-28T07:41:59.000Z","08p2X000000pzcVQAQ","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwmQAE","Completed","jmatthews.w5pyuqsbozvs.a61r6sbxxtgg@summer20-sd.sdo",,32
"pam@example.com","Pam Lawison","0052X00000AcWfLQAV","Ohana, Inc.","2020-09-18T20:56:00.000Z","Los Angeles","CA","Battery, Low Capacity",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJrSAM","Field Inspection","08p2X000000pzexQAA","0Hn2X000000cXJrSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","2020-07-28T07:41:59.000Z","08p2X000000pzexQAA","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwnQAE","Completed","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo",,4
"calbanese@example.com","Lamar Smith","0052X00000AcWfIQAV","Datanet, Inc.","2020-09-17T21:30:00.000Z","Los Angeles","CA","Mounting System",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJnSAM","Field Connect","08p2X000000pzfpQAA","0Hn2X000000cXJnSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","2020-07-28T07:41:59.000Z","08p2X000000pzfpQAA","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwoQAE","Completed","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo",,17
"mary@example.com","Mary Adams","0052X00000AcWfJQAV","Advanced Communications","2020-09-19T15:00:00.000Z","Los Angeles","CA","Power Inverter",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJpSAM","Part Swap","08p2X000000pzd9QAA","0Hn2X000000cXJpSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","2020-07-28T07:41:59.000Z","08p2X000000pzd9QAA","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwpQAE","Completed","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo",,6
"pam@example.com","Pam Lawison","0052X00000AcWfLQAV","Kari Rende","2020-09-19T21:01:00.000Z","Los Angeles","CA","Fuses (Set of 4)",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJrSAM","Site Survey","08p2X000000pzcUQAQ","0Hn2X000000cXJrSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","2020-07-28T07:41:59.000Z","08p2X000000pzcUQAQ","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwqQAE","Completed","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo",,5
"paul@example.com","Paul Morrison","0052X00000AcWfMQAV","Mina Passini","2020-09-18T19:56:00.000Z","Los Angeles","CA","Product A",,"Low",,,"Completed","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJsSAM","Part Swap","08p2X000000pzfeQAA","0Hn2X000000cXJsSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","2020-07-28T07:41:59.000Z","08p2X000000pzfeQAA","2020-09-28T20:46:07.000Z","Field Service Lightning User","03r7R000000sXwrQAE","Completed","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo",,8
