"ANALYTICSDEMO_BATCH_ID_C","SNAPSHOTDATE","FINANCIALACCOUNTNAME","LastProcessedDate","PRIMARYOWNER","FINANCIALACCOUNTID"
2019090295535482235,"2019-07-01","Neil Symonds (Sample) Checking4","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-4"
2019090295535482235,"2019-07-29","Neil Symonds (Sample) Managed Account5","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-5"
2019090295535482235,"2019-07-15","Neil Symonds (Sample) Managed Account5","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-5"
2019090295535482235,"2019-05-13","Neil Symonds (Sample) Managed Account5","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-5"
2019090295535482235,"2019-01-28","Neil Symonds (Sample) Managed Account5","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-5"
2019090295535482235,"2019-01-21","Neil Symonds (Sample) Managed Account5","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-5"
2019090295535482235,"2019-01-07","Neil Symonds (Sample) Managed Account5","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-5"
2019090295535482235,"2018-12-24","Neil Symonds (Sample) Managed Account5","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-5"
2019090295535482235,"2018-12-17","Neil Symonds (Sample) Managed Account5","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-5"
2019090295535482235,"2019-07-08","Neil Symonds (Sample) Mutual Fund6","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-6"
2019090295535482235,"2019-06-03","Neil Symonds (Sample) Mutual Fund6","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-6"
2019090295535482235,"2019-04-01","Neil Symonds (Sample) Mutual Fund6","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-6"
2019090295535482235,"2019-01-28","Neil Symonds (Sample) Mutual Fund6","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-6"
2019090295535482235,"2018-11-12","Neil Symonds (Sample) Mutual Fund6","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1LQAR-6"
2019090295535482235,"2019-08-19","Rachel Adams (Sample) Managed Account7","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-7"
2019090295535482235,"2019-08-05","Rachel Adams (Sample) Managed Account7","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-7"
2019090295535482235,"2019-07-29","Rachel Adams (Sample) Managed Account7","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-7"
2019090295535482235,"2019-06-10","Rachel Adams (Sample) Managed Account7","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-7"
2019090295535482235,"2019-05-06","Rachel Adams (Sample) Managed Account7","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-7"
2019090295535482235,"2019-04-29","Rachel Adams (Sample) Managed Account7","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-7"
2019090295535482235,"2019-02-25","Rachel Adams (Sample) Managed Account7","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-7"
2019090295535482235,"2019-01-21","Rachel Adams (Sample) Managed Account7","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-7"
2019090295535482235,"2018-10-01","Rachel Adams (Sample) Managed Account7","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-7"
2019090295535482235,"2019-08-12","Rachel Adams (Sample) Brokerage8","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-8"
2019090295535482235,"2019-06-24","Rachel Adams (Sample) Brokerage8","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-8"
2019090295535482235,"2018-12-17","Rachel Adams (Sample) Brokerage8","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-8"
2019090295535482235,"2018-12-03","Rachel Adams (Sample) Brokerage8","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-8"
2019090295535482235,"2018-09-10","Rachel Adams (Sample) Brokerage8","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1NQAR-8"
2019090295535482235,"2019-06-24","Nigel Adams (Sample) Fixed Annuity9","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1MQAR-9"
2019090295535482235,"2019-03-25","Nigel Adams (Sample) Fixed Annuity9","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1MQAR-9"
2019090295535482235,"2019-03-18","Nigel Adams (Sample) Fixed Annuity9","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1MQAR-9"
2019090295535482235,"2018-12-10","Nigel Adams (Sample) Checking10","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000Kcp1MQAR-10"
2019090295535482235,"2019-07-08","Smith, Kohl and Company (Sample) Brokerage11","2019-10-07","0051U000005JQyrQAG","FinAcct.0011U00000Kcp1OQAR-11"
2019090295535482235,"2019-06-24","Smith, Kohl and Company (Sample) Brokerage11","2019-10-07","0051U000005JQyrQAG","FinAcct.0011U00000Kcp1OQAR-11"
2019090295535482235,"2019-02-18","Smith, Kohl and Company (Sample) Brokerage11","2019-10-07","0051U000005JQyrQAG","FinAcct.0011U00000Kcp1OQAR-11"
2019090295535482235,"2019-02-11","Smith, Kohl and Company (Sample) Brokerage11","2019-10-07","0051U000005JQyrQAG","FinAcct.0011U00000Kcp1OQAR-11"
2019090295535482235,"2018-09-03","Symonds Household (Sample) Managed Account12","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-12"
2019090295535482235,"2019-07-22","Symonds Household (Sample) Managed Account12","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-12"
2019090295535482235,"2019-06-03","Symonds Household (Sample) Managed Account12","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-12"
2019090295535482235,"2019-02-18","Symonds Household (Sample) Managed Account12","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-12"
2019090295535482235,"2018-12-10","Symonds Household (Sample) Managed Account12","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-12"
2019090295535482235,"2019-03-11","Symonds Household (Sample) Savings13","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-13"
2019090295535482235,"2019-02-18","Symonds Household (Sample) Savings13","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-13"
2019090295535482235,"2019-02-11","Symonds Household (Sample) Savings13","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-13"
2019090295535482235,"2018-10-08","Symonds Household (Sample) Savings13","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-13"
2019090295535482235,"2019-08-05","Symonds Household (Sample) Managed Account14","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-14"
2019090295535482235,"2019-07-22","Symonds Household (Sample) Managed Account14","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-14"
2019090295535482235,"2019-06-10","Symonds Household (Sample) Managed Account14","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-14"
2019090295535482235,"2019-04-29","Symonds Household (Sample) Managed Account14","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-14"
2019090295535482235,"2019-03-11","Symonds Household (Sample) Managed Account14","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-14"
2019090295535482235,"2018-12-03","Symonds Household (Sample) Managed Account14","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kcp1PQAR-14"
2019090295535482235,"2018-10-29","Jinni Boyd Mutual Fund15","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kss4jQAB-15"
2019090295535482235,"2018-10-22","Jinni Boyd Mutual Fund15","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kss4jQAB-15"
2019090295535482235,"2019-07-22","Jinni Boyd Managed Account16","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kss4jQAB-16"
2019090295535482235,"2019-07-08","Jinni Boyd Managed Account16","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kss4jQAB-16"
2019090295535482235,"2019-01-21","Jinni Boyd Managed Account16","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kss4jQAB-16"
2019090295535482235,"2018-10-15","Jinni Boyd Managed Account16","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000Kss4jQAB-16"
2019090295535482235,"2019-05-20","Kristen Beasley Savings17","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-17"
2019090295535482235,"2019-03-18","Kristen Beasley Savings17","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-17"
2019090295535482235,"2019-03-04","Kristen Beasley Savings17","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-17"
2019090295535482235,"2018-12-31","Kristen Beasley Savings17","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-17"
2019090295535482235,"2019-07-15","Kristen Beasley Checking18","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-18"
2019090295535482235,"2019-06-03","Kristen Beasley Checking18","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-18"
2019090295535482235,"2019-02-04","Kristen Beasley Checking18","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-18"
2019090295535482235,"2019-07-22","Kristen Beasley Managed Account19","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-19"
2019090295535482235,"2019-07-08","Kristen Beasley Managed Account19","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-19"
2019090295535482235,"2019-05-20","Kristen Beasley Managed Account19","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-19"
2019090295535482235,"2019-03-25","Kristen Beasley Managed Account19","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-19"
2019090295535482235,"2019-02-04","Kristen Beasley Managed Account19","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-19"
2019090295535482235,"2019-01-14","Kristen Beasley Managed Account19","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-19"
2019090295535482235,"2018-12-24","Kristen Beasley Managed Account19","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-19"
2019090295535482235,"2018-11-19","Kristen Beasley Managed Account19","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-19"
2019090295535482235,"2018-09-24","Kristen Beasley Managed Account19","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXFQA3-19"
2019090295535482235,"2019-06-17","Fredericka Mccullough Mutual Fund20","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuWpYQAV-20"
2019090295535482235,"2018-12-31","Fredericka Mccullough Mutual Fund20","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuWpYQAV-20"
2019090295535482235,"2018-12-03","Fredericka Mccullough Mutual Fund20","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuWpYQAV-20"
2019090295535482235,"2019-02-04","Hedley Church Fixed Annuity21","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-21"
2019090295535482235,"2019-01-28","Hedley Church Fixed Annuity21","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-21"
2019090295535482235,"2019-01-07","Hedley Church Fixed Annuity21","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-21"
2019090295535482235,"2018-10-22","Hedley Church Fixed Annuity21","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-21"
2019090295535482235,"2019-04-15","Hedley Church Brokerage22","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-22"
2019090295535482235,"2019-04-22","Hedley Church Cash Management Account23","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-23"
2019090295535482235,"2019-03-18","Hedley Church Cash Management Account23","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-23"
2019090295535482235,"2018-12-10","Hedley Church Cash Management Account23","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-23"
2019090295535482235,"2018-11-12","Hedley Church Cash Management Account23","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-23"
2019090295535482235,"2018-11-05","Hedley Church Cash Management Account23","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXHQA3-23"
2019090295535482235,"2018-11-19","Wallace Summers Brokerage24","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXIQA3-24"
2019090295535482235,"2019-06-17","Wallace Summers Savings25","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXIQA3-25"
2019090295535482235,"2019-03-25","Wallace Summers Savings25","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXIQA3-25"
2019090295535482235,"2019-01-28","Wallace Summers Savings25","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXIQA3-25"
2019090295535482235,"2019-01-07","Wallace Summers Savings25","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXIQA3-25"
2019090295535482235,"2019-06-17","Zane Cervantes Mutual Fund26","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-26"
2019090295535482235,"2019-05-27","Zane Cervantes Mutual Fund26","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-26"
2019090295535482235,"2019-01-14","Zane Cervantes Mutual Fund26","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-26"
2019090295535482235,"2018-10-29","Zane Cervantes Mutual Fund26","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-26"
2019090295535482235,"2018-10-01","Zane Cervantes Mutual Fund26","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-26"
2019090295535482235,"2019-07-22","Zane Cervantes Fixed Annuity27","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-27"
2019090295535482235,"2019-06-03","Zane Cervantes Fixed Annuity27","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-27"
2019090295535482235,"2019-05-20","Zane Cervantes Fixed Annuity27","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-27"
2019090295535482235,"2019-03-25","Zane Cervantes Fixed Annuity27","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-27"
2019090295535482235,"2019-03-11","Zane Cervantes Fixed Annuity27","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-27"
2019090295535482235,"2019-01-21","Zane Cervantes Fixed Annuity27","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-27"
2019090295535482235,"2018-10-22","Zane Cervantes Fixed Annuity27","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-27"
2019090295535482235,"2019-08-26","Zane Cervantes Savings28","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-28"
2019090295535482235,"2019-04-15","Zane Cervantes Savings28","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-28"
2019090295535482235,"2019-01-28","Zane Cervantes Savings28","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-28"
2019090295535482235,"2018-11-26","Zane Cervantes Savings28","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-28"
2019090295535482235,"2018-11-05","Zane Cervantes Savings28","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-28"
2019090295535482235,"2018-10-15","Zane Cervantes Savings28","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXJQA3-28"
2019090295535482235,"2019-04-29","Carissa Mckee Fixed Annuity29","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXKQA3-29"
2019090295535482235,"2019-03-18","Carissa Mckee Fixed Annuity29","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXKQA3-29"
2019090295535482235,"2018-10-01","Carissa Mckee Fixed Annuity29","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXKQA3-29"
2019090295535482235,"2019-02-04","Akeem Head Mutual Fund30","2019-10-07","0051U000005JQyrQAG","FinAcct.0011U00000KuFXLQA3-30"
2019090295535482235,"2019-05-13","Quinn Cummings Checking31","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXMQA3-31"
2019090295535482235,"2018-12-10","Quinn Cummings Checking31","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXMQA3-31"
2019090295535482235,"2018-11-05","Quinn Cummings Checking31","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXMQA3-31"
2019090295535482235,"2019-04-22","Quinn Cummings Mutual Fund32","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXMQA3-32"
2019090295535482235,"2019-01-14","Quinn Cummings Mutual Fund32","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXMQA3-32"
2019090295535482235,"2018-12-10","Quinn Cummings Mutual Fund32","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXMQA3-32"
2019090295535482235,"2018-10-29","Quinn Cummings Mutual Fund32","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXMQA3-32"
2019090295535482235,"2019-08-19","Hasad Madden Mutual Fund33","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-33"
2019090295535482235,"2019-05-13","Hasad Madden Mutual Fund33","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-33"
2019090295535482235,"2019-03-11","Hasad Madden Mutual Fund33","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-33"
2019090295535482235,"2018-11-19","Hasad Madden Mutual Fund33","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-33"
2019090295535482235,"2018-10-01","Hasad Madden Mutual Fund33","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-33"
2019090295535482235,"2018-09-17","Hasad Madden Mutual Fund33","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-33"
2019090295535482235,"2019-08-19","Hasad Madden Savings34","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-34"
2019090295535482235,"2019-07-15","Hasad Madden Savings34","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-34"
2019090295535482235,"2019-06-24","Hasad Madden Savings34","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-34"
2019090295535482235,"2019-03-11","Hasad Madden Savings34","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-34"
2019090295535482235,"2019-02-11","Hasad Madden Savings34","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-34"
2019090295535482235,"2018-10-29","Hasad Madden Savings34","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXNQA3-34"
2019090295535482235,"2018-09-03","Alfreda Pierce Brokerage35","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXOQA3-35"
2019090295535482235,"2019-03-04","Alfreda Pierce Brokerage35","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXOQA3-35"
2019090295535482235,"2018-11-19","Alfreda Pierce Brokerage35","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXOQA3-35"
2019090295535482235,"2019-04-08","Alfreda Pierce Brokerage36","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXOQA3-36"
2019090295535482235,"2019-02-04","Alfreda Pierce Brokerage36","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXOQA3-36"
2019090295535482235,"2018-12-03","Alfreda Pierce Brokerage36","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXOQA3-36"
2019090295535482235,"2018-09-03","Erich Grimes Brokerage37","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXPQA3-37"
2019090295535482235,"2019-06-17","Erich Grimes Brokerage37","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXPQA3-37"
2019090295535482235,"2018-12-03","Erich Grimes Brokerage37","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXPQA3-37"
2019090295535482235,"2019-08-05","Ebony Ramsey Cash Management Account38","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXQQA3-38"
2019090295535482235,"2019-03-04","Ebony Ramsey Cash Management Account38","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXQQA3-38"
2019090295535482235,"2019-02-11","Ebony Ramsey Cash Management Account38","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXQQA3-38"
2019090295535482235,"2018-12-24","Ebony Ramsey Cash Management Account38","2019-10-07","0051U000005KhW6QAK","FinAcct.0011U00000KuFXQQA3-38"
2019090295535482235,"2019-04-29","Sloane Holland Cash Management Account39","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-39"
2019090295535482235,"2019-04-15","Sloane Holland Cash Management Account39","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-39"
2019090295535482235,"2019-04-01","Sloane Holland Cash Management Account39","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-39"
2019090295535482235,"2018-12-10","Sloane Holland Cash Management Account39","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-39"
2019090295535482235,"2018-09-24","Sloane Holland Cash Management Account39","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-39"
2019090295535482235,"2019-07-01","Sloane Holland Savings40","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-40"
2019090295535482235,"2019-02-25","Sloane Holland Savings40","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-40"
2019090295535482235,"2018-12-17","Sloane Holland Savings40","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-40"
2019090295535482235,"2019-08-12","Sloane Holland Savings41","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-41"
2019090295535482235,"2019-04-29","Sloane Holland Savings41","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-41"
2019090295535482235,"2019-04-01","Sloane Holland Savings41","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-41"
2019090295535482235,"2019-01-28","Sloane Holland Savings41","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-41"
2019090295535482235,"2018-10-08","Sloane Holland Savings41","2019-10-07","0051U000005L6eJQAS","FinAcct.0011U00000KuFXRQA3-41"
2019090295535482235,"2019-03-25","Zeph Mcmahon Managed Account42","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXSQA3-42"
2019090295535482235,"2019-02-04","Zeph Mcmahon Managed Account42","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXSQA3-42"
2019090295535482235,"2019-01-28","Zeph Mcmahon Managed Account42","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXSQA3-42"
2019090295535482235,"2019-01-14","Zeph Mcmahon Managed Account42","2019-10-07","0051U000005L4E9QAK","FinAcct.0011U00000KuFXSQA3-42"
