"AccountId","AssignedResource.User.Id","ServiceResourceSkill.SkillId","ParentRecordId.WorkTypeId","WorkType.Name","AssignedResource.User.User.Name","ServiceTerritoryId.State","ServiceTerritoryId","ParentRecordId.CaseId","ServiceResourceSkill.Skill.Description","ArrivalWindowStartTime","ServiceTerritoryId.OperatingHoursId","Status","ServiceTerritoryId.City","ParentRecordId","ServiceResourceSkill.Skill.DeveloperName","EarliestStartTime","AppointmentType","AssignedResource.User.User.Username","ParentRecordId.AccountId","AssignedResource.User.Description","ActualEndTime","CreatedDate","Id","ParentRecordId.Priority","ServiceTerritoryId.Name","SchedStartTime","AssignedResource.User.User.Email","ParentRecordId.CreatedDate","AppointmentNumber","WorkTypeId","StatusCategory","ServiceResourceSkill.Skill.MasterLabel","ServiceResourceSkill.Skill.Language","ParentRecordType","ServiceResourceSkill.SkillNumber","DueDate","DurationType","AssignedResource.User.User.SmallPhotoUrl","AssignedResource.ServiceResourceId","ParentRecordId.Status","ParentRecordId.WorkOrderNumber","SchedEndTime","ActualStartTime","AssignedResource.User.User.Id","ArrivalWindowEndTime","WorkType.Id","Account.Name","ServiceTerritoryId.Country","ParentRecordId.Id","ServiceTerritoryId.Id","ServiceResourceSkill.SkillLevel","Duration","ActualDuration","DurationInMinutes"
"001B000001KFtySIAT","0HnB0000000POuXKAW","0C5B0000000KzHTKA0",,"Blood Draw","Bradley Cooper","CA","0HhB0000000POaCKAW",,"COVID Test 1",,"0OHB0000000PPp2OAG","Scheduled","Mountain View","001B000001KFtySIAT","COVID_Test_1","2020-04-17T05:04:40.000Z","Phone","rbassett3@google.com",,,,"2020-04-17T05:04:40.000Z","08pB0000000QQvqIAG",,"Kaiser Permanente",,"rbassett3@google.com",,"SA-0011","08qB0000000HIG7IAO","Scheduled","COVID Test 1","en_US","Account","SRS-1056","2020-04-24T05:04:40.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POuXKAW",,,,,"005B0000006Kn37IAC",,"08qB0000000HIG7IAO","LS Demo",,,"0HhB0000000POaCKAW",,,,
"001B000001KFtJZIA1","0HnB0000000POuXKAW","0C5B0000000KzHTKA0",,,"Bradley Cooper",,,,"COVID Test 1",,,"Scheduled",,"001B000001KFtJZIA1","COVID_Test_1","2020-04-16T19:00:00.000Z",,"rbassett3@google.com",,,,"2020-04-17T05:08:42.000Z","08pB0000000QQvvIAG",,,,"rbassett3@google.com",,"SA-0012",,"Scheduled","COVID Test 1","en_US","Account","SRS-1056","2020-05-31T19:00:00.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POuXKAW",,,,,"005B0000006Kn37IAC",,,"Aaron Jason",,,,,,,
"001B000001KFtySIAT","0HnB0000000POuzKAG","0C5B0000000KzHTKA0",,"Swab Test","Umair Rauf","CA","0HhB0000000POa8KAG",,"COVID Test 1","2020-04-22T00:00:00.000Z","0OHB0000000PPpHOAW","None","San Francisco","001B000001KFtySIAT","COVID_Test_1","2020-04-22T00:00:00.000Z","In-person","urauf.yigkpoo3fujl.nqxjaywrw4fa@gs0.org",,,,"2020-04-17T05:14:23.000Z","08pB0000000QQw0IAG",,"Brown & Toland Physicians","2020-04-22T00:00:00.000Z","urauf@example.com",,"SA-0013","08qB0000000HIG6IAO","None","COVID Test 1","en_US","Account","SRS-1084","2020-04-22T00:00:00.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POuzKAG",,,"2020-04-22T09:36:00.000Z",,"005B0000006itX1IAI","2020-04-22T09:36:00.000Z","08qB0000000HIG6IAO","LS Demo",,,"0HhB0000000POa8KAG",,,,
"001B000001KFtySIAT","0HnB0000000POkQKAW","0C5B0000000KzHTKA0",,"Blood Draw","Aaron Finch","CA","0HhB0000000POa9KAG",,"COVID Test 1","2020-04-17T15:15:00.000Z","0OHB0000000PPpMOAW","Completed","San Francisco","001B000001KFtySIAT","COVID_Test_1","2020-04-17T05:16:03.000Z","Phone","afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",,,,"2020-04-17T05:16:03.000Z","08pB0000000QQw5IAG",,"Carbon Health","2020-04-17T15:15:00.000Z","aaronfinch@yahoo.com",,"SA-0014","08qB0000000HIG7IAO","Completed","COVID Test 1","en_US","Account","SRS-1087","2020-04-24T05:16:03.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkQKAW",,,"2020-04-17T17:15:00.000Z",,"005B0000006itXNIAY","2020-04-17T17:15:00.000Z","08qB0000000HIG7IAO","LS Demo",,,"0HhB0000000POa9KAG",,,,
"001B000001KFtySIAT","0HnB0000000POkQKAW","0C5B0000000KzHTKA0",,"Blood Draw","Aaron Finch","CA","0HhB0000000POa9KAG",,"COVID Test 1","2020-04-17T17:15:00.000Z","0OHB0000000PPpMOAW","Completed","San Francisco","001B000001KFtySIAT","COVID_Test_1","2020-04-17T05:17:31.000Z","Video","afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",,,,"2020-04-17T05:17:31.000Z","08pB0000000QQwAIAW",,"Carbon Health","2020-04-17T17:15:00.000Z","aaronfinch@yahoo.com",,"SA-0015","08qB0000000HIG7IAO","Completed","COVID Test 1","en_US","Account","SRS-1087","2020-04-24T05:17:31.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkQKAW",,,"2020-04-17T19:15:00.000Z",,"005B0000006itXNIAY","2020-04-17T19:15:00.000Z","08qB0000000HIG7IAO","LS Demo",,,"0HhB0000000POa9KAG",,,,
"001B000001KFtySIAT","0HnB0000000POkQKAW","0C5B0000000KzHTKA0",,"Blood Draw","Aaron Finch","CA","0HhB0000000POa9KAG",,"COVID Test 1","2020-04-17T20:15:00.000Z","0OHB0000000PPpMOAW","Completed","San Francisco","001B000001KFtySIAT","COVID_Test_1","2020-04-17T05:19:14.000Z","Phone","afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",,,,"2020-04-17T05:19:14.000Z","08pB0000000QQwBIAW",,"Carbon Health","2020-04-17T20:15:00.000Z","aaronfinch@yahoo.com",,"SA-0016","08qB0000000HIG7IAO","Completed","COVID Test 1","en_US","Account","SRS-1087","2020-04-24T05:19:14.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkQKAW",,,"2020-04-17T22:15:00.000Z",,"005B0000006itXNIAY","2020-04-17T22:15:00.000Z","08qB0000000HIG7IAO","LS Demo",,,"0HhB0000000POa9KAG",,,,
"001B000001KFtySIAT","0HnB0000000POkkKAG","0C5B0000000KzHTKA0",,"Covid Test 3","Sam Edwards","CA","0HhB0000000POaHKAW",,"COVID Test 1","2020-04-18T15:30:00.000Z","0OHB0000000PPpXOAW","Completed","Stanford","001B000001KFtySIAT","COVID_Test_1","2020-04-17T15:28:57.000Z","Video","bose.5dbcdsnd0t5a.kachqozr9zgr.ohmwxtkasgsv@gs0.org",,,,"2020-04-17T15:28:57.000Z","08pB0000000QQwFIAW",,"Stanford Medicine","2020-04-18T15:30:00.000Z","dgurram@example.com",,"SA-0017","08qB0000000HIGDIA4","Completed","COVID Test 1","en_US","Account","SRS-1122","2020-04-24T15:28:57.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkkKAG",,,"2020-04-18T16:00:00.000Z",,"005B0000005xZWGIA2","2020-04-18T16:00:00.000Z","08qB0000000HIGDIA4","LS Demo",,,"0HhB0000000POaHKAW",,,,
"001B000001KFtySIAT","0HnB0000000GwLMKA0","0C5B0000000KzHTKA0",,"Blood Draw","Suzy Orman","CA","0HhB0000000Gw1jKAC",,"COVID Test 1","2020-04-20T16:15:00.000Z","0OHB0000000PPpbOAG","Completed","Palo Alto","001B000001KFtySIAT","COVID_Test_1","2020-04-17T15:30:36.000Z","Video","suzy.2tvqs8v4z0td.pnhi8k4tthke.emttqxtvdbmv@gs0.org",,,,"2020-04-17T15:30:36.000Z","08pB0000000QQwKIAW",,"Palo Alto Medical Foundation","2020-04-20T16:15:00.000Z","dgurram@example.com",,"SA-0018","08qB0000000HIG7IAO","Completed","COVID Test 1","en_US","Account","SRS-26","2020-04-24T15:30:36.000Z","Hours","https://c.gus.content.force.com/profilephoto/729B0000000YonQ/T","0HnB0000000GwLMKA0",,,"2020-04-20T18:15:00.000Z",,"005B0000006itXlIAI","2020-04-20T18:15:00.000Z","08qB0000000HIG7IAO","LS Demo",,,"0HhB0000000Gw1jKAC",,,,
"001B000001KFtySIAT","0HnB0000000POkQKAW","0C5B0000000KzHTKA0",,"Blood Draw","Aaron Finch","CA","0HhB0000000POa9KAG",,"COVID Test 1","2020-04-18T15:00:00.000Z","0OHB0000000PPpMOAW","Completed","San Francisco","001B000001KFtySIAT","COVID_Test_1","2020-04-17T15:36:24.000Z","Video","afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",,,,"2020-04-17T15:36:24.000Z","08pB0000000QQwPIAW",,"Carbon Health","2020-04-18T15:00:00.000Z","aaronfinch@yahoo.com",,"SA-0019","08qB0000000HIG7IAO","Completed","COVID Test 1","en_US","Account","SRS-1087","2020-04-24T15:36:24.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkQKAW",,,"2020-04-18T17:00:00.000Z",,"005B0000006itXNIAY","2020-04-18T17:00:00.000Z","08qB0000000HIG7IAO","LS Demo",,,"0HhB0000000POa9KAG",,,,
"001B000001K8LdNIAV","0HnB0000000GwLMKA0","0C5B0000000KzHTKA0",,"Blood Draw","Suzy Orman","CA","0HhB0000000Gw1jKAC",,"COVID Test 1","2020-04-17T18:00:00.000Z","0OHB0000000PPpbOAG","Canceled","Palo Alto","001B000001K8LdNIAV","COVID_Test_1","2020-04-17T17:28:49.000Z","In-person","suzy.2tvqs8v4z0td.pnhi8k4tthke.emttqxtvdbmv@gs0.org",,,,"2020-04-17T17:28:49.000Z","08pB0000000QQwUIAW",,"Palo Alto Medical Foundation","2020-04-17T18:00:00.000Z","dgurram@example.com",,"SA-0020","08qB0000000HIG7IAO","Canceled","COVID Test 1","en_US","Account","SRS-26","2020-04-24T17:28:49.000Z","Hours","https://c.gus.content.force.com/profilephoto/729B0000000YonQ/T","0HnB0000000GwLMKA0",,,"2020-04-17T20:00:00.000Z",,"005B0000006itXlIAI","2020-04-17T20:00:00.000Z","08qB0000000HIG7IAO","Aaron Smith",,,"0HhB0000000Gw1jKAC",,,,
"001B000001KFt2DIAT","0HnB0000000POkQKAW","0C5B0000000KzHTKA0",,"Covid Test 1","Aaron Finch","CA","0HhB0000000POa9KAG",,"COVID Test 1","2020-04-17T20:30:00.000Z","0OHB0000000PPpMOAW","None","San Francisco","001B000001KFt2DIAT","COVID_Test_1","2020-04-17T18:07:15.000Z","In-person","afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",,,,"2020-04-17T18:07:15.000Z","08pB0000000QQwZIAW",,"Carbon Health","2020-04-17T20:30:00.000Z","aaronfinch@yahoo.com",,"SA-0021","08qB0000000HIGBIA4","None","COVID Test 1","en_US","Account","SRS-1087","2020-04-24T18:07:15.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkQKAW",,,"2020-04-17T21:30:00.000Z",,"005B0000006itXNIAY","2020-04-17T21:30:00.000Z","08qB0000000HIGBIA4","Aaron Kevin",,,"0HhB0000000POa9KAG",,,,
"001B000001KFt9FIAT","0HnB0000000GwLMKA0","0C5B0000000KzHTKA0",,"Covid Test 6","Suzy Orman","CA","0HhB0000000Gw1jKAC",,"COVID Test 1","2020-04-17T21:15:00.000Z","0OHB0000000PPpbOAG","None","Palo Alto","001B000001KFt9FIAT","COVID_Test_1","2020-04-17T18:13:13.000Z","In-person","suzy.2tvqs8v4z0td.pnhi8k4tthke.emttqxtvdbmv@gs0.org",,,,"2020-04-17T18:13:13.000Z","08pB0000000QQweIAG",,"Palo Alto Medical Foundation","2020-04-17T21:15:00.000Z","dgurram@example.com",,"SA-0022","08qB0000000HIGCIA4","None","COVID Test 1","en_US","Account","SRS-26","2020-04-24T18:13:13.000Z","Hours","https://c.gus.content.force.com/profilephoto/729B0000000YonQ/T","0HnB0000000GwLMKA0",,,"2020-04-17T23:15:00.000Z",,"005B0000006itXlIAI","2020-04-17T23:15:00.000Z","08qB0000000HIGCIA4","Sam Smith",,,"0HhB0000000Gw1jKAC",,,,
"001B000001KFt5eIAD","0HnB0000000POkQKAW","0C5B0000000KzHTKA0",,"Blood Draw","Aaron Finch","CA","0HhB0000000POa9KAG",,"COVID Test 1","2020-04-17T22:00:00.000Z","0OHB0000000PPpMOAW","Canceled","San Francisco","001B000001KFt5eIAD","COVID_Test_1","2020-04-17T20:33:43.000Z","In-person","afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",,,,"2020-04-17T20:33:43.000Z","08pB0000000QQwjIAG",,"Carbon Health","2020-04-17T22:00:00.000Z","aaronfinch@yahoo.com",,"SA-0023","08qB0000000HIG7IAO","Canceled","COVID Test 1","en_US","Account","SRS-1087","2020-04-24T20:33:43.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkQKAW",,,"2020-04-18T00:00:00.000Z",,"005B0000006itXNIAY","2020-04-18T00:00:00.000Z","08qB0000000HIG7IAO","Barry Wood",,,"0HhB0000000POa9KAG",,,,
,"0HnB0000000POuzKAG","0C5B0000000KzHTKA0",,"Covid Test 1","Umair Rauf","CA","0HhB0000000POa8KAG",,"COVID Test 1","2020-04-29T00:00:00.000Z","0OHB0000000PPpHOAW","None","San Francisco","00QB0000007i7MaMAI","COVID_Test_1","2020-04-29T00:00:00.000Z","In-person","urauf.yigkpoo3fujl.nqxjaywrw4fa@gs0.org",,,,"2020-04-17T22:06:37.000Z","08pB0000000QQwoIAG",,"Brown & Toland Physicians","2020-04-29T00:00:00.000Z","urauf@example.com",,"SA-0024","08qB0000000HIGBIA4","None","COVID Test 1","en_US","Lead","SRS-1084","2020-04-29T00:00:00.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POuzKAG",,,"2020-04-29T09:36:00.000Z",,"005B0000006itX1IAI","2020-04-29T09:36:00.000Z","08qB0000000HIGBIA4",,,,"0HhB0000000POa8KAG",,,,
"001B000001KFtJRIA1",,,,,,,,,,,,"Canceled",,"001B000001KFtJRIA1",,"2020-04-18T19:00:00.000Z",,,,,,"2020-04-17T22:22:56.000Z","08pB0000000QQwtIAG",,,,,,"SA-0025",,"Canceled",,,"Account",,"2020-04-30T19:00:00.000Z","Minutes",,,,,,,,,,"Tom Kevin",,,,,30,,30
,"0HnB0000000POkQKAW","0C5B0000000KzHTKA0",,"Covid Test 1","Aaron Finch","CA","0HhB0000000POa9KAG",,"COVID Test 1","2020-04-20T17:00:00.000Z","0OHB0000000PPpMOAW","Completed","San Francisco","00QB0000007i7IsMAI","COVID_Test_1","2020-04-17T22:23:20.000Z","In-person","afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",,,,"2020-04-17T22:23:20.000Z","08pB0000000QQwyIAG",,"Carbon Health","2020-04-20T17:00:00.000Z","aaronfinch@yahoo.com",,"SA-0026","08qB0000000HIGBIA4","Completed","COVID Test 1","en_US","Lead","SRS-1087","2020-04-24T22:23:20.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkQKAW",,,"2020-04-20T18:00:00.000Z",,"005B0000006itXNIAY","2020-04-20T18:00:00.000Z","08qB0000000HIGBIA4",,,,"0HhB0000000POa9KAG",,,,
"001B000001KFt5eIAD","0HnB0000000POkPKAW",,,"Covid Test 7","George Marathakis","CA","0HhB0000000POa8KAG",,,"2020-04-29T00:00:00.000Z","0OHB0000000PPpHOAW","None","San Francisco","001B000001KFt5eIAD",,"2020-04-29T00:00:00.000Z","In-person","gm.iizbczslgxlv.9gy9sjfpurlw@gs0.org",,,,"2020-04-20T03:59:29.000Z","08pB0000000QQx3IAG",,"Brown & Toland Physicians","2020-04-29T00:00:00.000Z","gmarathakis@example.com",,"SA-0027","08qB0000000PUsTIAW","None",,,"Account",,"2020-04-29T00:00:00.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkPKAW",,,"2020-04-29T09:36:00.000Z",,"005B0000006itWxIAI","2020-04-29T09:36:00.000Z","08qB0000000PUsTIAW","Barry Wood",,,"0HhB0000000POa8KAG",,,,
"001B000001KFt5eIAD","0HnB0000000POkQKAW","0C5B0000000KzHTKA0",,"Blood Draw","Aaron Finch","CA","0HhB0000000POa9KAG",,"COVID Test 1","2020-04-20T18:00:00.000Z","0OHB0000000PPpMOAW","Completed","San Francisco","001B000001KFt5eIAD","COVID_Test_1","2020-04-20T04:42:23.000Z","In-person","afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",,,,"2020-04-20T04:42:23.000Z","08pB0000000QQx8IAG",,"Carbon Health","2020-04-20T18:00:00.000Z","aaronfinch@yahoo.com",,"SA-0028","08qB0000000HIG7IAO","Completed","COVID Test 1","en_US","Account","SRS-1087","2020-04-27T04:42:23.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POkQKAW",,,"2020-04-20T19:00:00.000Z",,"005B0000006itXNIAY","2020-04-20T19:00:00.000Z","08qB0000000HIG7IAO","Barry Wood",,,"0HhB0000000POa9KAG",,,,
"001B000001KFt5eIAD",,,,,,,,,,,,"None",,"001B000001KFt5eIAD",,"2020-04-21T19:00:00.000Z",,,,,,"2020-04-20T04:47:42.000Z","08pB0000000QQxDIAW",,,,,,"SA-0029",,"None",,,"Account",,"2020-04-30T19:00:00.000Z","Hours",,,,,,,,,,"Barry Wood",,,,,,,
,"0HnB0000000POm6KAG","0C5B0000000KzHTKA0",,"Blood Draw","RK Kotapati","CA","0HhB0000000POaDKAW",,"COVID Test 1","2020-04-20T17:00:00.000Z","0OHB0000000PPpROAW","Completed","San Francisco","00QB0000007i7MyMAI","Blood_Draw","2020-04-20T14:11:55.000Z","In-person","rkotapati.q5gjqn6jbdse.yklyqjqdyjvo@gs0.org",,,,"2020-04-20T14:11:55.000Z","08pB0000000QQxIIAW",,"Forward","2020-04-20T17:00:00.000Z","rkotapati@example.com",,"SA-0030","08qB0000000HIG7IAO","Completed","Blood Draw","en_US","Lead","SRS-1146","2020-04-27T14:11:55.000Z","Hours","https://c.gus.content.force.com/profilephoto/005/T","0HnB0000000POm6KAG",,,"2020-04-20T18:00:00.000Z",,"005B0000006itX3IAI","2020-04-20T18:00:00.000Z","08qB0000000HIG7IAO",,,,"0HhB0000000POaDKAW",,,,
