"AccountId","AssignedResource_User_User_Email","ServiceResourceSkill_SkillNumber","AssignedResource_User_Id","ServiceTerritoryId","ServiceResourceSkill_Skill_MasterLabel","ParentRecordId_CreatedDate","ArrivalWindowStartTime","Status","ParentRecordId","ServiceResourceSkill_SkillId","ServiceTerritoryId_City","AssignedResource_User_Description","AssignedResource_ServiceResourceId","EarliestStartTime","ServiceResourceSkill_Skill_Language","AppointmentType","WorkType_Name","ActualEndTime","CreatedDate","Id","ServiceTerritoryId_Country","ServiceTerritoryId_State","ServiceTerritoryId_Id","ServiceTerritoryId_OperatingHoursId","SchedStartTime","ParentRecordId_AccountId","AppointmentNumber","WorkTypeId","ServiceResourceSkill_Skill_Description","ServiceResourceSkill_Skill_DeveloperName","StatusCategory","ParentRecordType","ParentRecordId_WorkTypeId","Account_Name","ParentRecordId_CaseId","ServiceTerritoryId_Name","DueDate","ServiceResourceSkill_SkillLevel","DurationType","AssignedResource_User_User_Name","WorkType_Id","LastProcessedDate","ParentRecordId_Id","ParentRecordId_WorkOrderNumber","SchedEndTime","AssignedResource_User_User_SmallPhotoUrl","ActualStartTime","ParentRecordId_Priority","AssignedResource_User_User_Id","ArrivalWindowEndTime","ParentRecordId_Status","AssignedResource_User_User_Username","Duration","ActualDuration","DurationInMinutes"
"001B000001KFtySIAT","aaronfinch@yahoo.com","SRS-1087","0HnB0000000POkQKAW","0HhB0000000POa9KAG","New Product Training (Virtual)",,"2021-01-18","Completed","001B000001KFtySIAT","0C5B0000000KzHTKA0","San Francisco",,"0HnB0000000POkQKAW","2021-01-17","en_US","Video","Maintenance Training",,"2021-01-17","08pB0000000QQwBIAW",,"CA","0HhB0000000POa9KAG","0OHB0000000PPpMOAW","2021-01-18",,"SA-0016","08qB0000000HIG7IAO","Management","COVID_Test_1","Completed","Account",,"Linda Johnson",,"San Francisco Training Center","2021-01-24",,"Hours","Aaron Finch","08qB0000000HIG7IAO","2021-03-03",,,"2021-01-18","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006itXNIAY","2021-01-18",,"afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",90,110,30
"001B000001KFtySIAT","dgurram@example.com","SRS-1122","0HnB0000000POkkKAG","0HhB0000000POaHKAW","New Product Training (Virtual)",,"2021-01-19","Completed","001B000001KFtySIAT","0C5B0000000KzHTKA0","Stanford",,"0HnB0000000POkkKAG","2021-01-18","en_US","Video","Troubleshooting Turbines",,"2021-01-18","08pB0000000QQwFIAW",,"CA","0HhB0000000POaHKAW","0OHB0000000PPpXOAW","2021-01-19",,"SA-0017","08qB0000000HIGDIA4","Management","COVID_Test_1","Completed","Account",,"Linda Johnson",,"San Francisco Training Center","2021-01-25",,"Hours","Sam Edwards","08qB0000000HIGDIA4","2021-03-03",,,"2021-01-19","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000005xZWGIA2","2021-01-19",,"bose.5dbcdsnd0t5a.kachqozr9zgr.ohmwxtkasgsv@gs0.org",60,45,60
"001B000001KFtySIAT","dgurram@example.com","SRS-26","0HnB0000000GwLMKA0","0HhB0000000Gw1jKAC","Safety Training (Virtual)",,"2021-01-21","Completed","001B000001KFtySIAT","0C5B0000000KzHTKA0","Palo Alto",,"0HnB0000000GwLMKA0","2021-01-18","en_US","Video","Troubleshooting Turbines",,"2021-01-18","08pB0000000QQwKIAW",,"CA","0HhB0000000Gw1jKAC","0OHB0000000PPpbOAG","2021-01-21",,"SA-0018","08qB0000000HIG7IAO","Management","COVID_Test_1","Completed","Account",,"Linda Johnson",,"Palo Alto Training Center","2021-01-25",,"Hours","Suzy Orman","08qB0000000HIG7IAO","2021-03-03",,,"2021-01-21","https://c.gus.content.force.com/profilephoto/729B0000000YonQ/T",,,"005B0000006itXlIAI","2021-01-21",,"suzy.2tvqs8v4z0td.pnhi8k4tthke.emttqxtvdbmv@gs0.org",90,90,90
"001B000001KFtySIAT","aaronfinch@yahoo.com","SRS-1087","0HnB0000000POkQKAW","0HhB0000000POa9KAG","Safety Training (Virtual)",,"2021-01-19","Completed","001B000001KFtySIAT","0C5B0000000KzHTKA0","San Francisco",,"0HnB0000000POkQKAW","2021-01-18","en_US","Video","Troubleshooting Turbines",,"2021-01-18","08pB0000000QQwPIAW",,"CA","0HhB0000000POa9KAG","0OHB0000000PPpMOAW","2021-01-19",,"SA-0019","08qB0000000HIG7IAO","Management","COVID_Test_1","Completed","Account",,"Linda Johnson",,"San Francisco Training Center","2021-01-25",,"Hours","Aaron Finch","08qB0000000HIG7IAO","2021-03-03",,,"2021-01-19","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006itXNIAY","2021-01-19",,"afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",60,37,60
"001B000001K8LdNIAV","dgurram@example.com","SRS-26","0HnB0000000GwLMKA0","0HhB0000000Gw1jKAC","Safety Training (Virtual)",,"2021-01-18","Canceled","001B000001K8LdNIAV","0C5B0000000KzHTKA0","Palo Alto",,"0HnB0000000GwLMKA0","2021-01-18","en_US","Video","Troubleshooting Turbines",,"2021-01-18","08pB0000000QQwUIAW",,"CA","0HhB0000000Gw1jKAC","0OHB0000000PPpbOAG","2021-01-18",,"SA-0020","08qB0000000HIG7IAO","Management","COVID_Test_1","Canceled","Account",,"Aaron Smith",,"Palo Alto Training Center","2021-01-25",,"Hours","Suzy Orman","08qB0000000HIG7IAO","2021-03-03",,,"2021-01-18","https://c.gus.content.force.com/profilephoto/729B0000000YonQ/T",,,"005B0000006itXlIAI","2021-01-18",,"suzy.2tvqs8v4z0td.pnhi8k4tthke.emttqxtvdbmv@gs0.org",90,116,90
"001B000001KFt2DIAT","aaronfinch@yahoo.com","SRS-1087","0HnB0000000POkQKAW","0HhB0000000POa9KAG","Safety Training (Virtual)",,"2021-01-18","Scheduled","001B000001KFt2DIAT","0C5B0000000KzHTKA0","San Francisco",,"0HnB0000000POkQKAW","2021-01-18","en_US","Video","Turbine Performance",,"2021-01-18","08pB0000000QQwZIAW",,"CA","0HhB0000000POa9KAG","0OHB0000000PPpMOAW","2021-01-18",,"SA-0021","08qB0000000HIGBIA4","Management","COVID_Test_1","Scheduled","Account",,"Aaron Kevin",,"San Francisco Training Center","2021-01-25",,"Hours","Aaron Finch","08qB0000000HIGBIA4","2021-03-03",,,"2021-01-18","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006itXNIAY","2021-01-18",,"afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",60,60,60
"001B000001KFt9FIAT","dgurram@example.com","SRS-26","0HnB0000000GwLMKA0","0HhB0000000Gw1jKAC","Safety Training (Virtual)",,"2021-01-18","Scheduled","001B000001KFt9FIAT","0C5B0000000KzHTKA0","Palo Alto",,"0HnB0000000GwLMKA0","2021-01-18","en_US","Video","New Product Training",,"2021-01-18","08pB0000000QQweIAG",,"CA","0HhB0000000Gw1jKAC","0OHB0000000PPpbOAG","2021-01-18",,"SA-0022","08qB0000000HIGCIA4","Management","COVID_Test_1","Scheduled","Account",,"Sam Smith",,"Palo Alto Training Center","2021-01-25",,"Hours","Suzy Orman","08qB0000000HIGCIA4","2021-03-03",,,"2021-01-18","https://c.gus.content.force.com/profilephoto/729B0000000YonQ/T",,,"005B0000006itXlIAI","2021-01-18",,"suzy.2tvqs8v4z0td.pnhi8k4tthke.emttqxtvdbmv@gs0.org",90,100,90
"001B000001KFt5eIAD","aaronfinch@yahoo.com","SRS-1087","0HnB0000000POkQKAW","0HhB0000000POa9KAG","Safety Training (Virtual)",,"2021-01-18","Canceled","001B000001KFt5eIAD","0C5B0000000KzHTKA0","San Francisco",,"0HnB0000000POkQKAW","2021-01-18","en_US","Video","Troubleshooting Turbines",,"2021-01-18","08pB0000000QQwjIAG",,"CA","0HhB0000000POa9KAG","0OHB0000000PPpMOAW","2021-01-18",,"SA-0023","08qB0000000HIG7IAO","Management","COVID_Test_1","Canceled","Account",,"Barry Wood",,"San Francisco Training Center","2021-01-25",,"Hours","Aaron Finch","08qB0000000HIG7IAO","2021-03-03",,,"2021-01-18","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006itXNIAY","2021-01-18",,"afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",60,61,30
,"urauf@example.com","SRS-1084","0HnB0000000POuzKAG","0HhB0000000POa8KAG","Safety Training (Virtual)",,"2021-01-29","Scheduled","00QB0000007i7MaMAI","0C5B0000000KzHTKA0","San Francisco",,"0HnB0000000POuzKAG","2021-01-29","en_US","Video","Turbine Performance",,"2021-01-18","08pB0000000QQwoIAG",,"CA","0HhB0000000POa8KAG","0OHB0000000PPpHOAW","2021-01-29",,"SA-0024","08qB0000000HIGBIA4","Management","COVID_Test_1","Scheduled","Lead",,,,"Palo Alto Training Center","2021-01-29",,"Hours","Umair Rauf","08qB0000000HIGBIA4","2021-03-03",,,"2021-01-30","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006itX1IAI","2021-01-30",,"urauf.yigkpoo3fujl.nqxjaywrw4fa@gs0.org",90,95,90
"001B000001KFtJRIA1",,,,,,,,"Canceled","001B000001KFtJRIA1",,,,,"2021-01-19",,"Phone",,,"2021-01-18","08pB0000000QQwtIAG",,,,,,,"SA-0025",,,,"Canceled","Account",,"Tom Kevin",,"San Francisco Training Center","2021-01-31",,"Minutes",,,"2021-03-03",,,,,,,,,,,60,65,30
,"aaronfinch@yahoo.com","SRS-1087","0HnB0000000POkQKAW","0HhB0000000POa9KAG","Safety Training (Virtual)",,"2021-01-21","Completed","00QB0000007i7IsMAI","0C5B0000000KzHTKA0","San Francisco",,"0HnB0000000POkQKAW","2021-01-18","en_US","Video","Turbine Performance",,"2021-01-18","08pB0000000QQwyIAG",,"CA","0HhB0000000POa9KAG","0OHB0000000PPpMOAW","2021-01-21",,"SA-0026","08qB0000000HIGBIA4","Management","COVID_Test_1","Completed","Lead",,,,"San Francisco Training Center","2021-01-25",,"Hours","Aaron Finch","08qB0000000HIGBIA4","2021-03-03",,,"2021-01-21","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006itXNIAY","2021-01-21",,"afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",90,88,60
"001B000001KFt5eIAD","gmarathakis@example.com",,"0HnB0000000POkPKAW","0HhB0000000POa8KAG",,,"2021-01-29","Scheduled","001B000001KFt5eIAD",,"San Francisco",,"0HnB0000000POkPKAW","2021-01-29",,"Video","Turbine and Wind Energy Basics",,"2021-01-20","08pB0000000QQx3IAG",,"CA","0HhB0000000POa8KAG","0OHB0000000PPpHOAW","2021-01-29",,"SA-0027","08qB0000000PUsTIAW",,,"Scheduled","Account",,"Barry Wood",,"Palo Alto Training Center","2021-01-29",,"Hours","George Marathakis","08qB0000000PUsTIAW","2021-03-03",,,"2021-01-30","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006itWxIAI","2021-01-30",,"gm.iizbczslgxlv.9gy9sjfpurlw@gs0.org",60,62,90
"001B000001KFt5eIAD","aaronfinch@yahoo.com","SRS-1087","0HnB0000000POkQKAW","0HhB0000000POa9KAG","Safety Training (Virtual)",,"2021-01-21","Completed","001B000001KFt5eIAD","0C5B0000000KzHTKA0","San Francisco",,"0HnB0000000POkQKAW","2021-01-20","en_US","Video","Troubleshooting Turbines",,"2021-01-20","08pB0000000QQx8IAG",,"CA","0HhB0000000POa9KAG","0OHB0000000PPpMOAW","2021-01-21",,"SA-0028","08qB0000000HIG7IAO","Management","COVID_Test_1","Completed","Account",,"Barry Wood",,"San Francisco Training Center","2021-01-27",,"Hours","Aaron Finch","08qB0000000HIG7IAO","2021-03-03",,,"2021-01-21","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006itXNIAY","2021-01-21",,"afinch.ob9ovtmicvje.jd6enodjkfqc@gs0.org",90,110,60
"001B000001KFt5eIAD",,,,,,,,"Scheduled","001B000001KFt5eIAD",,,,,"2021-01-22",,"Phone",,,"2021-01-20","08pB0000000QQxDIAW",,,,,,,"SA-0029",,,,"Scheduled","Account",,"Barry Wood",,"San Francisco Training Center","2021-01-31",,"Hours",,,"2021-03-03",,,,,,,,,,,60,45,90
,"rkotapati@example.com","SRS-1146","0HnB0000000POm6KAG","0HhB0000000POaDKAW","Safety Training (In a Center) ",,"2021-01-21","Completed","00QB0000007i7MyMAI","0C5B0000000KzHTKA0","San Francisco",,"0HnB0000000POm6KAG","2021-01-21","en_US","Video","Troubleshooting Turbines",,"2021-01-21","08pB0000000QQxIIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0030","08qB0000000HIG7IAO","Management","Blood_Draw","Completed","Lead",,,,"San Francisco Training Center","2021-01-28",,"Hours","RK Kotapati","08qB0000000HIG7IAO","2021-03-03",,,"2021-01-21","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006itX3IAI","2021-01-21",,"rkotapati.q5gjqn6jbdse.yklyqjqdyjvo@gs0.org",90,90,60
"001B000001KFt5eIAD","calbanese@salesforce.com",,"0HnB0000000POkNKAW","0HhB0000000POaDKAW",,,"2021-01-21","Completed","001B000001KFt5eIAD",,"San Francisco",,"0HnB0000000POkNKAW","2021-01-21",,"Video","Troubleshooting Turbines",,"2021-01-21","08pB0000000QQxNIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0031","08qB0000000HIG7IAO",,,"Completed","Account",,"Barry Wood",,"San Francisco Training Center","2021-01-28",,"Hours","Chris A","08qB0000000HIG7IAO","2021-03-03",,,"2021-01-21","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000005xZWFIA2","2021-01-21",,"ca@covid.com",60,37,90
,"jdracou@ftc.gov","SRS-249","0HnB0000000POuFKAW","0HhB0000000POaDKAW","Safety Training (Virtual)",,"2021-01-21","Completed","00QB0000008FG39MAG","0C5B0000000KzHTKA0","San Francisco",,"0HnB0000000POuFKAW","2021-01-21","en_US","Video","Troubleshooting Turbines",,"2021-01-21","08pB0000000QQxSIAW",,"CA","0HhB0000000POaDKAW","0OHB0000000PPpROAW","2021-01-21",,"SA-0032","08qB0000000HIG7IAO","Management","COVID_Test_1","Completed","Lead",,,,"San Francisco Training Center","2021-01-28",,"Hours","June Diaz","08qB0000000HIG7IAO","2021-03-03",,,"2021-01-21","https://c.gus.content.force.com/profilephoto/005/T",,,"005B0000006Kn3YIAS","2021-01-21",,"jdracou@ftc.gov",90,116,30
