"ANALYTICSDEMO_BATCH_ID_C","LEADSOURCE","PRODUCTINTEREST","PHONE","LastProcessedDate","REFERRER","EMAIL","REFERREDBYCONTACT","ISCONVERTED","OWNERNAME","EXPRESSEDINTEREST","NAME","CONVERTEDDATE","CREATEDDATE","ISREFERRAL","STATUS","RATING","REFERREDBYUSER","ID","OPENPROCESSEDSTATUS","POTENTIALVALUE","ACCOUNTROLLUPLOANAMOUNT","ACCOUNTROLLUPBALANCEAMOUNT"
"20190828160927858660","Webinars","Retirement","1-(873)591-4390","2019-08-28","Beatrice Spears","CharlesTorres@example.com","Beatrice Spears","false","Brenda Banker","Education","Charles Torres",,"2019-08-11","True","Nurturing - Contacted","Cool",,"W_Lead.11","Open",501682,80,140
"20190828160927858660","Webinars","Investments","1-(772)679-9214","2019-08-28","Ajay Moore","JenniferWilson@example.com","Ajay Moore","false","Mark Garet","Manage Debt","Jennifer Wilson",,"2019-08-12","True","Nurturing - Contacted","Warm",,"W_Lead.12","Open",399215,80,140
"20190828160927858660","Webinars","Investments","1-(156)914-7109","2019-08-28","Chelsea Advisor","MichaelBright@example.com",,"false","Mark Garet","Manage Money","Michael Bright",,"2019-05-23","True","Closed - Not Converted","Cool","Chelsea Advisor","W_Lead.13","Processed",675407,80,140
"20190828160927858660","Employee Referral","Real-Estate","1-(795)287-1985","2019-08-28","Ajay Moore","JulieLopez@example.com","Ajay Moore","false","Allen Advisor","Day to Day Banking","Julie Lopez",,"2019-08-28","True","Nurturing - Contacted","Warm",,"W_Lead.14","Open",373337,80,140
"20190828160927858660","Webinars","Retirement","1-(484)169-3095","2019-08-28","Brenda Banker","DanielPearson@example.com",,"false","Chelsea Advisor","Property Purchase","Daniel Pearson",,"2019-08-07","True","Working - Contacted","Cool","Brenda Banker","W_Lead.15","Open",596098,80,140
"20190828160927858660","Other","Investments","1-(423)405-5600","2019-08-28","Allen Advisor","LoriBeard@example.com",,"true","Mark Garet","Investments","Lori Beard","2019-08-17","2019-08-13","True","Converted","Cool","Allen Advisor","W_Lead.16","Open",699040,80,140
"20190828160927858660","Employee Referral","Investments","1-(129)201-6085","2019-08-28","Benjamin Michael","HannahSmith@example.com","Benjamin Michael","false","Mark Garet","Day to Day Banking","Hannah Smith",,"2019-08-09","True","Working - Contacted","Hot",,"W_Lead.17","Open",268246,80,140
"20190828160927858660","Webinars","Retirement","1-(643)822-6199","2019-08-28","Austin Harvey","BrandonBenton@example.com","Austin Harvey","false","Brenda Banker","Day to Day Banking","Brandon Benton",,"2019-08-05","True","Closed - Not Converted","Cool",,"W_Lead.18","Processed",460451,80,140
"20190828160927858660","Webinars","Retirement","1-(374)173-0717","2019-08-28","Chelsea Advisor","LindsayNorton@example.com",,"false","Allen Advisor","Manage Money","Lindsay Norton",,"2019-08-09","True","Nurturing - Contacted","Warm","Chelsea Advisor","W_Lead.19","Open",293952,80,140
"20190828160927858660","Employee Referral","Investments","1-(694)253-6485","2019-08-28","Brenda Banker","JulieYoung@example.com",,"false","Allen Advisor","Education","Julie Young",,"2019-08-19","True","Working - Contacted","Hot","Brenda Banker","W_Lead.20","Open",629834,80,140
"20190828160927858660","Webinars","Retirement","1-(503)140-8071","2019-08-28","Mark Garet","ScottWatson@example.com",,"false","Brenda Banker","Investments","Scott Watson",,"2019-06-18","True","Closed - Not Converted","Cool","Mark Garet","W_Lead.21","Processed",288315,80,140
"20190828160927858660","Employee Referral","Estate Planning","1-(130)558-8615","2019-08-28","Mark Garet","RichardMcdaniel@example.com",,"false","Brenda Banker","Education","Richard Mcdaniel",,"2019-08-15","True","Working - Contacted","Hot","Mark Garet","W_Lead.22","Open",508548,80,140
"20190828160927858660","Employee Referral","Investments","1-(170)252-0030","2019-08-28","Chelsea Advisor","AshleyWare@example.com",,"false","Mark Garet","Day to Day Banking","Ashley Ware",,"2019-08-10","True","Closed - Not Converted","Hot","Chelsea Advisor","W_Lead.23","Processed",90229,80,140
"20190828160927858660","Webinars","Retirement","1-(395)496-4792","2019-08-28","Allen Advisor","JeremyVega@example.com",,"false","Brenda Banker","Manage Money","Jeremy Vega",,"2019-08-12","True","Nurturing - Contacted","Cool","Allen Advisor","W_Lead.24","Open",492713,80,140
"20190828160927858660","Other","Investments","1-(734)795-4207","2019-08-28","Benjamin Michael","BrandyMartinez@example.com","Benjamin Michael","true","Chelsea Advisor","Manage Debt","Brandy Martinez","2019-07-26","2019-07-05","True","Converted","Warm",,"W_Lead.25","Open",210060,80,140
"20190828160927858660","Conference","Investments","1-(872)484-9997","2019-08-28","Benjamin Michael","DavidJones@example.com","Benjamin Michael","false","Brenda Banker","Manage Money","David Jones",,"2019-08-04","True","Nurturing - Contacted","Warm",,"W_Lead.26","Open",205544,80,140
"20190828160927858660","Webinars","Estate Planning","1-(323)652-1891","2019-08-28","Benjamin Michael","MarciaJimenez@example.com","Benjamin Michael","false","Brenda Banker","Property Purchase","Marcia Jimenez",,"2019-08-10","True","Nurturing - Contacted","Cool",,"W_Lead.27","Open",143384,80,140
"20190828160927858660","Webinars","Investments","1-(008)482-9254","2019-08-28","Benjamin Michael","AnthonyJohnson@example.com","Benjamin Michael","false","Chelsea Advisor","Manage Debt","Anthony Johnson",,"2019-07-24","True","Nurturing - Contacted","Cool",,"W_Lead.28","Open",568103,80,140
"20190828160927858660","Employee Referral","Retirement","1-(335)190-0947","2019-08-28","Ajay Moore","ChelseaPierce@example.com","Ajay Moore","false","Chelsea Advisor","Day to Day Banking","Chelsea Pierce",,"2019-08-21","True","New","Warm",,"W_Lead.29","Open",248851,80,140
"20190828160927858660","Employee Referral","Retirement","1-(596)159-2816","2019-08-28","Brenda Banker","JohnBrown@example.com",,"false","Brenda Banker","Education","John Brown",,"2019-08-13","True","Nurturing - Contacted","Warm","Brenda Banker","W_Lead.30","Open",485822,80,140
"20190828160927858660","Other","Investments","1-(047)570-9525","2019-08-28","Chelsea Advisor","JustinHall@example.com",,"true","Mark Garet","Manage Money","Justin Hall","2019-06-26","2019-05-20","True","Converted","Hot","Chelsea Advisor","W_Lead.31","Open",311509,80,140
"20190828160927858660","Other","Investments","1-(960)837-5526","2019-08-28","Beatrice Spears","LonnieColeman@example.com","Beatrice Spears","true","Chelsea Advisor","Savings Account","Lonnie Coleman","2019-08-17","2019-08-12","True","Converted","Cool",,"W_Lead.32","Open",458868,80,140
"20190828160927858660","Webinars","Retirement","1-(794)751-4128","2019-08-28","Mark Garet","TinaSnow@example.com",,"false","Brenda Banker","Savings Account","Tina Snow",,"2019-07-22","True","Nurturing - Contacted","Hot","Mark Garet","W_Lead.33","Open",593583,80,140
"20190828160927858660","Webinars","Investments","1-(178)317-6204","2019-08-28","Benjamin Michael","MichaelRamirez@example.com","Benjamin Michael","false","Chelsea Advisor","Manage Debt","Michael Ramirez",,"2019-08-24","True","Unqualified","Warm",,"W_Lead.34","Open",190742,80,140
"20190828160927858660","Conference","Retirement","1-(980)728-1000","2019-08-28","Chelsea Advisor","JohnJordan@example.com",,"false","Brenda Banker","Day to Day Banking","John Jordan",,"2019-07-30","True","Working - Contacted","Cool","Chelsea Advisor","W_Lead.35","Open",109400,80,140
"20190828160927858660","Employee Referral","Retirement","1-(314)494-5407","2019-08-28","Mark Garet","ColinWalsh@example.com",,"false","Allen Advisor","Manage Debt","Colin Walsh",,"2019-07-21","True","Closed - Not Converted","Warm","Mark Garet","W_Lead.36","Processed",629541,80,140
"20190828160927858660","Webinars","Real-Estate","1-(336)820-4345","2019-08-28","Mark Garet","DanielleKing@example.com",,"false","Allen Advisor","Investments","Danielle King",,"2019-07-31","True","Nurturing - Contacted","Hot","Mark Garet","W_Lead.37","Open",375632,80,140
"20190828160927858660","Webinars","Retirement","1-(812)082-0074","2019-08-28","Austin Harvey","BrandonLopez@example.com","Austin Harvey","false","Mark Garet","Savings Account","Brandon Lopez",,"2019-07-27","True","Nurturing - Contacted","Hot",,"W_Lead.38","Open",354216,80,140
"20190828160927858660","Webinars","Retirement","1-(426)459-7577","2019-08-28","Ajay Moore","JeffreyWright@example.com","Ajay Moore","false","Brenda Banker","Education","Jeffrey Wright",,"2019-08-02","True","Working - Contacted","Warm",,"W_Lead.39","Open",388061,80,140
"20190828160927858660","Webinars","Investments","1-(263)231-0462","2019-08-28","Beatrice Spears","JenniferBrown@example.com","Beatrice Spears","false","Chelsea Advisor","Investments","Jennifer Brown",,"2019-08-28","True","Working - Contacted","Cool",,"W_Lead.40","Open",60148,80,140
"20190828160927858660","Webinars","Retirement","1-(756)426-4609","2019-08-28","Mark Garet","DeannaHumphrey@example.com",,"true","Brenda Banker","Manage Debt","Deanna Humphrey","2019-06-11","2019-06-02","True","Converted","Cool","Mark Garet","W_Lead.41","Open",218448,80,140
"20190828160927858660","Webinars","Investments","1-(337)382-8411","2019-08-28","Austin Harvey","TylerWilliams@example.com","Austin Harvey","false","Chelsea Advisor","Investments","Tyler Williams",,"2019-07-02","True","Working - Contacted","Cool",,"W_Lead.42","Open",573222,80,140
"20190828160927858660","Webinars","Investments","1-(046)282-6452","2019-08-28","Ajay Moore","ColtonDavis@example.com","Ajay Moore","false","Allen Advisor","Manage Money","Colton Davis",,"2019-08-07","True","Working - Contacted","Hot",,"W_Lead.43","Open",115783,80,140
"20190828160927858660","Webinars","Estate Planning","1-(975)299-9527","2019-08-28","Ajay Moore","NicholasHerman@example.com","Ajay Moore","false","Chelsea Advisor","Education","Nicholas Herman",,"2019-08-12","True","Nurturing - Contacted","Cool",,"W_Lead.44","Open",383199,80,140
"20190828160927858660","Webinars","Retirement","1-(839)746-4865","2019-08-28","Austin Harvey","CynthiaMartinez@example.com","Austin Harvey","false","Chelsea Advisor","Education","Cynthia Martinez",,"2019-08-23","True","Working - Contacted","Cool",,"W_Lead.45","Open",488387,80,140
"20190828160927858660","Webinars","Retirement","1-(842)941-4913","2019-08-28","Benjamin Michael","JonathonCruz@example.com","Benjamin Michael","true","Allen Advisor","Investments","Jonathon Cruz","2019-08-21","2019-07-11","True","Converted","Warm",,"W_Lead.46","Open",407095,80,140
"20190828160927858660","Webinars","Investments","1-(022)262-6526","2019-08-28","Benjamin Michael","HannahMiller@example.com","Benjamin Michael","false","Chelsea Advisor","Manage Money","Hannah Miller",,"2019-08-22","True","Working - Contacted","Hot",,"W_Lead.47","Open",701228,80,140
"20190828160927858660","Conference","Retirement","1-(204)692-9828","2019-08-28","Allen Advisor","MonicaTucker@example.com",,"false","Mark Garet","Manage Money","Monica Tucker",,"2019-07-24","True","Closed - Not Converted","Cool","Allen Advisor","W_Lead.48","Processed",140905,80,140
"20190828160927858660","Webinars","Real-Estate","1-(450)496-5511","2019-08-28","Chelsea Advisor","DustinBird@example.com",,"false","Brenda Banker","Manage Money","Dustin Bird",,"2019-08-27","True","Working - Contacted","Hot","Chelsea Advisor","W_Lead.49","Open",418394,80,140
"20190828160927858660","Webinars","Retirement","1-(879)573-5999","2019-08-28","Beatrice Spears","MatthewColeman@example.com","Beatrice Spears","false","Allen Advisor","Property Purchase","Matthew Coleman",,"2019-08-08","True","Working - Contacted","Cool",,"W_Lead.50","Open",139515,80,140
"20190828160927858660","Employee Referral","Retirement","1-(828)951-6477","2019-08-28","Ajay Moore","CassandraDavis@example.com","Ajay Moore","true","Allen Advisor","Property Purchase","Cassandra Davis","2019-07-03","2019-05-03","True","Converted","Warm",,"W_Lead.51","Open",332387,80,140
"20190828160927858660","Employee Referral","Estate Planning","1-(017)089-0026","2019-08-28","Beatrice Spears","ToddJohnson@example.com","Beatrice Spears","false","Chelsea Advisor","Checking Account","Todd Johnson",,"2019-08-11","True","Closed - Not Converted","Hot",,"W_Lead.52","Processed",638878,80,140
"20190828160927858660","Webinars","Retirement","1-(895)849-8297","2019-08-28","Beatrice Spears","MarkElliott@example.com","Beatrice Spears","false","Allen Advisor","Day to Day Banking","Mark Elliott",,"2019-08-07","True","Working - Contacted","Warm",,"W_Lead.53","Open",312516,80,140
"20190828160927858660","Webinars","Investments","1-(785)197-5942","2019-08-28","Ajay Moore","OliviaPace@example.com","Ajay Moore","false","Chelsea Advisor","Property Purchase","Olivia Pace",,"2019-08-28","True","New","Hot",,"W_Lead.54","Open",72536,80,140
"20190828160927858660","Webinars","Retirement","1-(140)505-6080","2019-08-28","Chelsea Advisor","DavidCooper@example.com",,"false","Brenda Banker","Manage Money","David Cooper",,"2019-07-13","True","Nurturing - Contacted","Cool","Chelsea Advisor","W_Lead.55","Open",368938,80,140
"20190828160927858660","Employee Referral","Investments","1-(915)034-2065","2019-08-28","Austin Harvey","NicoleFrench@example.com","Austin Harvey","true","Allen Advisor","Manage Debt","Nicole French","2019-07-07","2019-07-05","True","Converted","Cool",,"W_Lead.56","Open",507254,80,140
"20190828160927858660","Webinars","Retirement","1-(931)093-6917","2019-08-28","Ajay Moore","NicoleWard@example.com","Ajay Moore","false","Chelsea Advisor","Day to Day Banking","Nicole Ward",,"2019-08-05","True","Nurturing - Contacted","Cool",,"W_Lead.57","Open",358027,80,140
"20190828160927858660","Webinars","Investments","1-(174)823-9401","2019-08-28","Allen Advisor","RyanJohnson@example.com",,"false","Allen Advisor","Checking Account","Ryan Johnson",,"2019-08-22","True","Working - Contacted","Cool","Allen Advisor","W_Lead.58","Open",502265,80,140
"20190828160927858660","Employee Referral","Retirement","1-(644)844-1407","2019-08-28","Allen Advisor","LindseyVillanueva@example.com",,"false","Mark Garet","Property Purchase","Lindsey Villanueva",,"2019-07-19","True","Nurturing - Contacted","Hot","Allen Advisor","W_Lead.59","Open",190625,80,140
"20190828160927858660","Webinars","Investments","1-(089)707-7560","2019-08-28","Ajay Moore","EricaHill@example.com","Ajay Moore","false","Mark Garet","Property Purchase","Erica Hill",,"2019-08-02","True","Closed - Not Converted","Cool",,"W_Lead.60","Processed",602396,80,140
"20190828160927858660","Employee Referral","Investments","1-(918)202-6181","2019-08-28","Brenda Banker","HeatherFernandez@example.com",,"false","Brenda Banker","Investments","Heather Fernandez",,"2019-07-03","True","Nurturing - Contacted","Warm","Brenda Banker","W_Lead.61","Open",619746,80,140
"20190828160927858660","Employee Referral","Real-Estate","1-(901)003-1520","2019-08-28","Chelsea Advisor","JonathanBell@example.com",,"true","Allen Advisor","Property Purchase","Jonathan Bell","2019-07-28","2019-07-28","True","Converted","Cool","Chelsea Advisor","W_Lead.62","Open",614136,80,140
"20190828160927858660","Employee Referral","Retirement","1-(109)150-6071","2019-08-28","Mark Garet","GeraldStephens@example.com",,"false","Chelsea Advisor","Savings Account","Gerald Stephens",,"2019-06-05","True","Closed - Not Converted","Hot","Mark Garet","W_Lead.63","Processed",634952,80,140
"20190828160927858660","Webinars","Retirement","1-(902)056-6568","2019-08-28","Brenda Banker","ChristinaRomero@example.com",,"false","Chelsea Advisor","Manage Debt","Christina Romero",,"2019-08-12","True","Nurturing - Contacted","Hot","Brenda Banker","W_Lead.64","Open",369811,80,140
"20190828160927858660","Employee Referral","Retirement","1-(796)462-6616","2019-08-28","Beatrice Spears","CrystalHernandez@example.com","Beatrice Spears","false","Chelsea Advisor","Investments","Crystal Hernandez",,"2019-08-16","True","Nurturing - Contacted","Cool",,"W_Lead.65","Open",210908,80,140
"20190828160927858660","Employee Referral","Estate Planning","1-(427)656-9344","2019-08-28","Austin Harvey","NicoleReid@example.com","Austin Harvey","false","Allen Advisor","Investments","Nicole Reid",,"2019-07-18","True","Closed - Not Converted","Warm",,"W_Lead.66","Processed",583332,80,140
"20190828160927858660","Employee Referral","Retirement","1-(949)391-3269","2019-08-28","Allen Advisor","CalvinHall@example.com",,"false","Chelsea Advisor","Investments","Calvin Hall",,"2019-08-16","True","Unqualified","Warm","Allen Advisor","W_Lead.67","Open",586624,80,140
"20190828160927858660","Conference","Investments","1-(945)609-7419","2019-08-28","Ajay Moore","SheilaLopez@example.com","Ajay Moore","false","Allen Advisor","Manage Debt","Sheila Lopez",,"2019-07-29","True","Nurturing - Contacted","Hot",,"W_Lead.68","Open",219166,80,140
"20190828160927858660","Employee Referral","Retirement","1-(319)865-8768","2019-08-28","Mark Garet","RobertHall@example.com",,"false","Mark Garet","Property Purchase","Robert Hall",,"2019-08-17","True","Working - Contacted","Cool","Mark Garet","W_Lead.69","Open",359668,80,140
"20190828160927858660","Employee Referral","Investments","1-(427)668-2734","2019-08-28","Mark Garet","SabrinaHale@example.com",,"false","Allen Advisor","Manage Money","Sabrina Hale",,"2019-07-12","True","Nurturing - Contacted","Cool","Mark Garet","W_Lead.70","Open",248280,80,140
"20190828160927858660","Webinars","Investments","1-(784)605-3724","2019-08-28","Brenda Banker","KristenBartlett@example.com",,"false","Brenda Banker","Property Purchase","Kristen Bartlett",,"2019-07-29","True","Working - Contacted","Warm","Brenda Banker","W_Lead.71","Open",113448,80,140
"20190828160927858660","Customer Referral","Retirement","1-(520)323-9595","2019-08-28","Brenda Banker","KarenGonzalez@example.com",,"true","Mark Garet","Day to Day Banking","Karen Gonzalez","2019-08-24","2019-07-07","True","Converted","Warm","Brenda Banker","W_Lead.72","Open",409366,80,140
"20190828160927858660","Webinars","Retirement","1-(020)889-2941","2019-08-28","Allen Advisor","AlexanderSnyder@example.com",,"false","Allen Advisor","Property Purchase","Alexander Snyder",,"2019-08-02","True","Working - Contacted","Hot","Allen Advisor","W_Lead.73","Open",508035,80,140
"20190828160927858660","Customer Referral","Estate Planning","1-(985)232-3503","2019-08-28","Benjamin Michael","SaraPerez@example.com","Benjamin Michael","false","Brenda Banker","Savings Account","Sara Perez",,"2019-08-26","True","New","Warm",,"W_Lead.74","Open",135813,80,140
"20190828160927858660","Employee Referral","Real-Estate","1-(974)922-2862","2019-08-28","Austin Harvey","BradyWilcox@example.com","Austin Harvey","false","Mark Garet","Education","Brady Wilcox",,"2019-06-12","True","Closed - Not Converted","Warm",,"W_Lead.75","Processed",330278,80,140
"20190828160927858660","Webinars","Retirement","1-(435)873-5305","2019-08-28","Benjamin Michael","MichaelGomez@example.com","Benjamin Michael","false","Mark Garet","Savings Account","Michael Gomez",,"2019-07-20","True","Closed - Not Converted","Warm",,"W_Lead.76","Processed",558253,80,140
"20190828160927858660","Customer Referral","Retirement","1-(176)239-9006","2019-08-28","Benjamin Michael","JeremyDaniels@example.com","Benjamin Michael","false","Brenda Banker","Manage Debt","Jeremy Daniels",,"2019-08-28","True","Working - Contacted","Hot",,"W_Lead.77","Open",639754,80,140
"20190828160927858660","Employee Referral","Investments","1-(424)610-5511","2019-08-28","Chelsea Advisor","LindsayMurray@example.com",,"false","Allen Advisor","Manage Debt","Lindsay Murray",,"2019-07-12","True","Nurturing - Contacted","Cool","Chelsea Advisor","W_Lead.78","Open",172706,80,140
"20190828160927858660","Webinars","Investments","1-(850)400-4017","2019-08-28","Austin Harvey","LindsayOwen@example.com","Austin Harvey","false","Brenda Banker","Investments","Lindsay Owen",,"2019-08-01","True","Working - Contacted","Warm",,"W_Lead.79","Open",314266,80,140
"20190828160927858660","Employee Referral","Investments","1-(815)023-2177","2019-08-28","Mark Garet","ChristinaRiley@example.com",,"false","Allen Advisor","Property Purchase","Christina Riley",,"2019-08-06","True","Nurturing - Contacted","Warm","Mark Garet","W_Lead.80","Open",148099,80,140
"20190828160927858660","Webinars","Retirement","1-(376)982-5641","2019-08-28","Beatrice Spears","AdrianCampbell@example.com","Beatrice Spears","false","Chelsea Advisor","Education","Adrian Campbell",,"2019-07-13","True","Working - Contacted","Cool",,"W_Lead.81","Open",212332,80,140
"20190828160927858660","Webinars","Investments","1-(459)996-1511","2019-08-28","Brenda Banker","AndrewJones@example.com",,"false","Chelsea Advisor","Day to Day Banking","Andrew Jones",,"2019-07-28","True","Closed - Not Converted","Warm","Brenda Banker","W_Lead.82","Processed",601259,80,140
"20190828160927858660","Employee Referral","Retirement","1-(408)346-7138","2019-08-28","Ajay Moore","JerryRamirez@example.com","Ajay Moore","false","Chelsea Advisor","Investments","Jerry Ramirez",,"2019-05-23","True","Closed - Not Converted","Cool",,"W_Lead.83","Processed",696948,80,140
"20190828160927858660","Webinars","Retirement","1-(208)759-7806","2019-08-28","Chelsea Advisor","RobinWeeks@example.com",,"false","Chelsea Advisor","Checking Account","Robin Weeks",,"2019-08-12","True","Working - Contacted","Cool","Chelsea Advisor","W_Lead.84","Open",673203,80,140
"20190828160927858660","Employee Referral","Retirement","1-(963)121-0064","2019-08-28","Benjamin Michael","KeithGamble@example.com","Benjamin Michael","false","Chelsea Advisor","Education","Keith Gamble",,"2019-08-17","True","Nurturing - Contacted","Warm",,"W_Lead.85","Open",196993,80,140
"20190828160927858660","Customer Referral","Real-Estate","1-(188)565-6108","2019-08-28","Brenda Banker","StevenRichardson@example.com",,"false","Allen Advisor","Investments","Steven Richardson",,"2019-07-16","True","Nurturing - Contacted","Warm","Brenda Banker","W_Lead.86","Open",723135,80,140
"20190828160927858660","Customer Referral","Retirement","1-(304)210-7857","2019-08-28","Ajay Moore","TracyTaylor@example.com","Ajay Moore","false","Mark Garet","Investments","Tracy Taylor",,"2019-08-25","True","Working - Contacted","Hot",,"W_Lead.87","Open",123036,80,140
"20190828160927858660","Webinars","Estate Planning","1-(040)776-3596","2019-08-28","Beatrice Spears","CarolRivera@example.com","Beatrice Spears","false","Mark Garet","Education","Carol Rivera",,"2019-07-08","True","Closed - Not Converted","Warm",,"W_Lead.88","Processed",474289,80,140
"20190828160927858660","Webinars","Investments","1-(700)122-6288","2019-08-28","Benjamin Michael","AliciaSingleton@example.com","Benjamin Michael","false","Mark Garet","Day to Day Banking","Alicia Singleton",,"2019-08-15","True","Working - Contacted","Warm",,"W_Lead.89","Open",640891,80,140
"20190828160927858660","Webinars","Retirement","1-(518)742-7905","2019-08-28","Beatrice Spears","JohnCruz@example.com","Beatrice Spears","false","Brenda Banker","Education","John Cruz",,"2019-07-31","True","Working - Contacted","Warm",,"W_Lead.90","Open",547296,80,140
"20190828160927858660","Webinars","Investments","1-(280)559-8879","2019-08-28","Allen Advisor","AndrewRussell@example.com",,"false","Allen Advisor","Manage Debt","Andrew Russell",,"2019-07-20","True","Nurturing - Contacted","Hot","Allen Advisor","W_Lead.91","Open",445418,80,140
"20190828160927858660","Employee Referral","Retirement","1-(722)904-7525","2019-08-28","Chelsea Advisor","ChristopherMcclure@example.com",,"true","Chelsea Advisor","Manage Debt","Christopher Mcclure","2019-08-18","2019-06-29","True","Converted","Hot","Chelsea Advisor","W_Lead.92","Open",513805,80,140
"20190828160927858660","Employee Referral","Investments","1-(942)201-5397","2019-08-28","Mark Garet","JeremiahCowan@example.com",,"false","Mark Garet","Day to Day Banking","Jeremiah Cowan",,"2019-08-10","True","Nurturing - Contacted","Warm","Mark Garet","W_Lead.93","Open",320354,80,140
"20190828160927858660","Conference","Retirement","1-(678)474-1164","2019-08-28","Brenda Banker","VictorStephens@example.com",,"false","Mark Garet","Manage Money","Victor Stephens",,"2019-08-27","True","New","Warm","Brenda Banker","W_Lead.94","Open",488696,80,140
"20190828160927858660","Webinars","Retirement","1-(147)812-0846","2019-08-28","Mark Garet","DanielHicks@example.com",,"true","Brenda Banker","Property Purchase","Daniel Hicks","2019-08-17","2019-07-06","True","Converted","Cool","Mark Garet","W_Lead.95","Open",170726,80,140
"20190828160927858660","Employee Referral","Investments","1-(680)251-8394","2019-08-28","Brenda Banker","GregoryJacobson@example.com",,"false","Allen Advisor","Property Purchase","Gregory Jacobson",,"2019-08-04","True","Nurturing - Contacted","Cool","Brenda Banker","W_Lead.96","Open",628959,80,140
"20190828160927858660","Conference","Retirement","1-(930)266-7533","2019-08-28","Chelsea Advisor","KristinShaffer@example.com",,"false","Brenda Banker","Manage Money","Kristin Shaffer",,"2019-08-06","True","Working - Contacted","Cool","Chelsea Advisor","W_Lead.97","Open",439730,80,140
"20190828160927858660","Webinars","Investments","1-(987)525-2795","2019-08-28","Ajay Moore","SandraCarson@example.com","Ajay Moore","false","Mark Garet","Day to Day Banking","Sandra Carson",,"2019-07-21","True","Nurturing - Contacted","Warm",,"W_Lead.98","Open",59849,80,140
"20190828160927858660","Webinars","Estate Planning","1-(599)032-8240","2019-08-28","Ajay Moore","OmarFields@example.com","Ajay Moore","false","Allen Advisor","Savings Account","Omar Fields",,"2019-08-24","True","Nurturing - Contacted","Hot",,"W_Lead.99","Open",254421,80,140
"20190828160927858660","Webinars","Retirement","1-(995)236-1822","2019-08-28","Chelsea Advisor","StevenWyatt@example.com",,"true","Mark Garet","Checking Account","Steven Wyatt","2019-08-24","2019-07-30","True","Converted","Hot","Chelsea Advisor","W_Lead.100","Open",489726,80,140
