"ANALYTICSDEMO_BATCH_ID_C","OWNERID","LEADOWNERCITY","LEADOWNERSTATE","OWNERSTATE","ACTIVITYDATE","LEADOWNERNAME","LastProcessedDate","TOUCHES","LEADID","OWNERNAME","OWNERCITY","LEADCREATEDDATE","LEADOWNERID"
"20190805154445200000","0051U000005L4E9QAK","San Francisco","CA","CA","2019-07-17","Brenda Banker","2019-08-05","6","W_Lead.28","Brenda Banker","San Francisco","2019-07-01","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L4E9QAK","New York","NY","CA","2019-08-04","Mark Garet","2019-08-05","9","W_Lead.29","Brenda Banker","San Francisco","2019-07-29","0051U000005KhW6QAK"
"20190805154445200000","0051U000005JQyrQAG","New York","NY","IL","2019-08-04","Mark Garet","2019-08-05","4","W_Lead.30","Allen Advisor","Chicago","2019-07-21","0051U000005KhW6QAK"
"20190805154445200000","0051U000005KhW6QAK","Chicago","IL","NY","2019-05-24","Allen Advisor","2019-08-05","4","W_Lead.31","Mark Garet","New York","2019-04-27","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L4E9QAK","Florida","FL","CA","2019-07-25","Chelsea Advisor","2019-08-05","4","W_Lead.32","Brenda Banker","San Francisco","2019-07-20","0051U000005L6eJQAS"
"20190805154445200000","0051U000005KhW6QAK","New York","NY","NY","2019-07-07","Mark Garet","2019-08-05","4","W_Lead.33","Mark Garet","New York","2019-06-29","0051U000005KhW6QAK"
"20190805154445200000","0051U000005L6eJQAS","San Francisco","CA","FL","2019-08-01","Brenda Banker","2019-08-05","3","W_Lead.34","Chelsea Advisor","Florida","2019-08-01","0051U000005L4E9QAK"
"20190805154445200000","0051U000005KhW6QAK","Florida","FL","NY","2019-07-22","Chelsea Advisor","2019-08-05","4","W_Lead.35","Mark Garet","New York","2019-07-07","0051U000005L6eJQAS"
"20190805154445200000","0051U000005JQyrQAG","New York","NY","IL","2019-07-23","Mark Garet","2019-08-05","6","W_Lead.36","Allen Advisor","Chicago","2019-06-28","0051U000005KhW6QAK"
"20190805154445200000","0051U000005KhW6QAK","Florida","FL","NY","2019-07-10","Chelsea Advisor","2019-08-05","5","W_Lead.37","Mark Garet","New York","2019-07-08","0051U000005L6eJQAS"
"20190805154445200000","0051U000005KhW6QAK","San Francisco","CA","NY","2019-07-31","Brenda Banker","2019-08-05","9","W_Lead.38","Mark Garet","New York","2019-07-04","0051U000005L4E9QAK"
"20190805154445200000","0051U000005KhW6QAK","Chicago","IL","NY","2019-07-24","Allen Advisor","2019-08-05","3","W_Lead.39","Mark Garet","New York","2019-07-10","0051U000005JQyrQAG"
"20190805154445200000","0051U000005KhW6QAK","Chicago","IL","NY","2019-08-05","Allen Advisor","2019-08-05","5","W_Lead.40","Mark Garet","New York","2019-08-05","0051U000005JQyrQAG"
"20190805154445200000","0051U000005KhW6QAK","Florida","FL","NY","2019-05-21","Chelsea Advisor","2019-08-05","6","W_Lead.41","Mark Garet","New York","2019-05-10","0051U000005L6eJQAS"
"20190805154445200000","0051U000005L4E9QAK","San Francisco","CA","CA","2019-06-24","Brenda Banker","2019-08-05","3","W_Lead.42","Brenda Banker","San Francisco","2019-06-09","0051U000005L4E9QAK"
"20190805154445200000","0051U000005KhW6QAK","San Francisco","CA","NY","2019-07-31","Brenda Banker","2019-08-05","3","W_Lead.43","Mark Garet","New York","2019-07-15","0051U000005L4E9QAK"
"20190805154445200000","0051U000005JQyrQAG","Chicago","IL","IL","2019-07-28","Allen Advisor","2019-08-05","6","W_Lead.44","Allen Advisor","Chicago","2019-07-20","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L4E9QAK","Chicago","IL","CA","2019-08-02","Allen Advisor","2019-08-05","5","W_Lead.45","Brenda Banker","San Francisco","2019-07-31","0051U000005JQyrQAG"
"20190805154445200000","0051U000005JQyrQAG","Florida","FL","IL","2019-07-29","Chelsea Advisor","2019-08-05","3","W_Lead.46","Allen Advisor","Chicago","2019-06-18","0051U000005L6eJQAS"
"20190805154445200000","0051U000005L6eJQAS","San Francisco","CA","FL","2019-07-31","Brenda Banker","2019-08-05","8","W_Lead.47","Chelsea Advisor","Florida","2019-07-30","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L6eJQAS","New York","NY","FL","2019-07-02","Mark Garet","2019-08-05","7","W_Lead.48","Chelsea Advisor","Florida","2019-07-01","0051U000005KhW6QAK"
"20190805154445200000","0051U000005JQyrQAG","San Francisco","CA","IL","2019-08-04","Brenda Banker","2019-08-05","4","W_Lead.49","Allen Advisor","Chicago","2019-08-04","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L4E9QAK","Chicago","IL","CA","2019-07-16","Allen Advisor","2019-08-05","4","W_Lead.50","Brenda Banker","San Francisco","2019-07-16","0051U000005JQyrQAG"
"20190805154445200000","0051U000005JQyrQAG","Florida","FL","IL","2019-04-22","Chelsea Advisor","2019-08-05","7","W_Lead.51","Allen Advisor","Chicago","2019-04-10","0051U000005L6eJQAS"
"20190805154445200000","0051U000005JQyrQAG","Florida","FL","IL","2019-08-02","Chelsea Advisor","2019-08-05","7","W_Lead.52","Allen Advisor","Chicago","2019-07-19","0051U000005L6eJQAS"
"20190805154445200000","0051U000005L6eJQAS","New York","NY","FL","2019-07-29","Mark Garet","2019-08-05","5","W_Lead.53","Chelsea Advisor","Florida","2019-07-15","0051U000005KhW6QAK"
"20190805154445200000","0051U000005L4E9QAK","Florida","FL","CA","2019-08-05","Chelsea Advisor","2019-08-05","3","W_Lead.54","Brenda Banker","San Francisco","2019-08-05","0051U000005L6eJQAS"
"20190805154445200000","0051U000005JQyrQAG","Florida","FL","IL","2019-08-01","Chelsea Advisor","2019-08-05","5","W_Lead.55","Allen Advisor","Chicago","2019-06-20","0051U000005L6eJQAS"
"20190805154445200000","0051U000005L4E9QAK","Chicago","IL","CA","2019-06-23","Allen Advisor","2019-08-05","4","W_Lead.56","Brenda Banker","San Francisco","2019-06-12","0051U000005JQyrQAG"
"20190805154445200000","0051U000005KhW6QAK","Florida","FL","NY","2019-07-29","Chelsea Advisor","2019-08-05","6","W_Lead.57","Mark Garet","New York","2019-07-13","0051U000005L6eJQAS"
"20190805154445200000","0051U000005KhW6QAK","Florida","FL","NY","2019-08-03","Chelsea Advisor","2019-08-05","3","W_Lead.58","Mark Garet","New York","2019-07-30","0051U000005L6eJQAS"
"20190805154445200000","0051U000005KhW6QAK","Florida","FL","NY","2019-07-20","Chelsea Advisor","2019-08-05","6","W_Lead.59","Mark Garet","New York","2019-06-26","0051U000005L6eJQAS"
"20190805154445200000","0051U000005JQyrQAG","New York","NY","IL","2019-07-17","Mark Garet","2019-08-05","7","W_Lead.60","Allen Advisor","Chicago","2019-07-10","0051U000005KhW6QAK"
"20190805154445200000","0051U000005JQyrQAG","San Francisco","CA","IL","2019-07-05","Brenda Banker","2019-08-05","3","W_Lead.61","Allen Advisor","Chicago","2019-06-10","0051U000005L4E9QAK"
"20190805154445200000","0051U000005KhW6QAK","Chicago","IL","NY","2019-07-12","Allen Advisor","2019-08-05","3","W_Lead.62","Mark Garet","New York","2019-07-05","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L4E9QAK","New York","NY","CA","2019-06-12","Mark Garet","2019-08-05","5","W_Lead.63","Brenda Banker","San Francisco","2019-05-13","0051U000005KhW6QAK"
"20190805154445200000","0051U000005JQyrQAG","Florida","FL","IL","2019-08-01","Chelsea Advisor","2019-08-05","9","W_Lead.64","Allen Advisor","Chicago","2019-07-20","0051U000005L6eJQAS"
"20190805154445200000","0051U000005L6eJQAS","San Francisco","CA","FL","2019-07-28","Brenda Banker","2019-08-05","8","W_Lead.65","Chelsea Advisor","Florida","2019-07-24","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L6eJQAS","San Francisco","CA","FL","2019-07-19","Brenda Banker","2019-08-05","8","W_Lead.66","Chelsea Advisor","Florida","2019-06-25","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L4E9QAK","San Francisco","CA","CA","2019-07-26","Brenda Banker","2019-08-05","4","W_Lead.67","Brenda Banker","San Francisco","2019-07-24","0051U000005L4E9QAK"
"20190805154445200000","0051U000005JQyrQAG","San Francisco","CA","IL","2019-07-21","Brenda Banker","2019-08-05","5","W_Lead.68","Allen Advisor","Chicago","2019-07-06","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L6eJQAS","Chicago","IL","FL","2019-07-28","Allen Advisor","2019-08-05","6","W_Lead.69","Chelsea Advisor","Florida","2019-07-25","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L4E9QAK","Chicago","IL","CA","2019-07-23","Allen Advisor","2019-08-05","5","W_Lead.70","Brenda Banker","San Francisco","2019-06-19","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L6eJQAS","New York","NY","FL","2019-07-16","Mark Garet","2019-08-05","3","W_Lead.71","Chelsea Advisor","Florida","2019-07-06","0051U000005KhW6QAK"
"20190805154445200000","0051U000005JQyrQAG","Chicago","IL","IL","2019-06-21","Allen Advisor","2019-08-05","5","W_Lead.72","Allen Advisor","Chicago","2019-06-14","0051U000005JQyrQAG"
"20190805154445200000","0051U000005KhW6QAK","Chicago","IL","NY","2019-07-13","Allen Advisor","2019-08-05","6","W_Lead.73","Mark Garet","New York","2019-07-10","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L6eJQAS","Florida","FL","FL","2019-08-03","Chelsea Advisor","2019-08-05","4","W_Lead.74","Chelsea Advisor","Florida","2019-08-03","0051U000005L6eJQAS"
"20190805154445200000","0051U000005L4E9QAK","Chicago","IL","CA","2019-07-30","Allen Advisor","2019-08-05","5","W_Lead.75","Brenda Banker","San Francisco","2019-05-20","0051U000005JQyrQAG"
"20190805154445200000","0051U000005KhW6QAK","Chicago","IL","NY","2019-07-23","Allen Advisor","2019-08-05","5","W_Lead.76","Mark Garet","New York","2019-06-27","0051U000005JQyrQAG"
"20190805154445200000","0051U000005KhW6QAK","Florida","FL","NY","2019-08-05","Chelsea Advisor","2019-08-05","8","W_Lead.77","Mark Garet","New York","2019-08-05","0051U000005L6eJQAS"
"20190805154445200000","0051U000005L4E9QAK","San Francisco","CA","CA","2019-06-22","Brenda Banker","2019-08-05","3","W_Lead.78","Brenda Banker","San Francisco","2019-06-19","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L4E9QAK","San Francisco","CA","CA","2019-07-29","Brenda Banker","2019-08-05","6","W_Lead.79","Brenda Banker","San Francisco","2019-07-09","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L4E9QAK","New York","NY","CA","2019-07-31","Mark Garet","2019-08-05","7","W_Lead.80","Brenda Banker","San Francisco","2019-07-14","0051U000005KhW6QAK"
"20190805154445200000","0051U000005JQyrQAG","Chicago","IL","IL","2019-06-20","Allen Advisor","2019-08-05","4","W_Lead.81","Allen Advisor","Chicago","2019-06-20","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L4E9QAK","Chicago","IL","CA","2019-07-31","Allen Advisor","2019-08-05","3","W_Lead.82","Brenda Banker","San Francisco","2019-07-05","0051U000005JQyrQAG"
"20190805154445200000","0051U000005KhW6QAK","San Francisco","CA","NY","2019-08-03","Brenda Banker","2019-08-05","9","W_Lead.83","Mark Garet","New York","2019-04-30","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L4E9QAK","Chicago","IL","CA","2019-07-31","Allen Advisor","2019-08-05","6","W_Lead.84","Brenda Banker","San Francisco","2019-07-20","0051U000005JQyrQAG"
"20190805154445200000","0051U000005KhW6QAK","Chicago","IL","NY","2019-08-03","Allen Advisor","2019-08-05","3","W_Lead.85","Mark Garet","New York","2019-07-25","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L6eJQAS","San Francisco","CA","FL","2019-08-02","Brenda Banker","2019-08-05","4","W_Lead.86","Chelsea Advisor","Florida","2019-06-23","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L6eJQAS","New York","NY","FL","2019-08-03","Mark Garet","2019-08-05","7","W_Lead.87","Chelsea Advisor","Florida","2019-08-02","0051U000005KhW6QAK"
"20190805154445200000","0051U000005JQyrQAG","San Francisco","CA","IL","2019-07-25","Brenda Banker","2019-08-05","9","W_Lead.88","Allen Advisor","Chicago","2019-06-15","0051U000005L4E9QAK"
"20190805154445200000","0051U000005KhW6QAK","Chicago","IL","NY","2019-07-26","Allen Advisor","2019-08-05","3","W_Lead.89","Mark Garet","New York","2019-07-23","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L6eJQAS","San Francisco","CA","FL","2019-07-26","Brenda Banker","2019-08-05","9","W_Lead.90","Chelsea Advisor","Florida","2019-07-08","0051U000005L4E9QAK"
"20190805154445200000","0051U000005KhW6QAK","Chicago","IL","NY","2019-07-24","Allen Advisor","2019-08-05","3","W_Lead.91","Mark Garet","New York","2019-06-27","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L6eJQAS","San Francisco","CA","FL","2019-06-06","Brenda Banker","2019-08-05","4","W_Lead.92","Chelsea Advisor","Florida","2019-06-06","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L6eJQAS","San Francisco","CA","FL","2019-07-21","Brenda Banker","2019-08-05","4","W_Lead.93","Chelsea Advisor","Florida","2019-07-18","0051U000005L4E9QAK"
"20190805154445200000","0051U000005KhW6QAK","San Francisco","CA","NY","2019-08-04","Brenda Banker","2019-08-05","6","W_Lead.94","Mark Garet","New York","2019-08-04","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L6eJQAS","Chicago","IL","FL","2019-07-09","Allen Advisor","2019-08-05","5","W_Lead.95","Chelsea Advisor","Florida","2019-06-13","0051U000005JQyrQAG"
"20190805154445200000","0051U000005L4E9QAK","New York","NY","CA","2019-08-02","Mark Garet","2019-08-05","9","W_Lead.96","Brenda Banker","San Francisco","2019-07-12","0051U000005KhW6QAK"
"20190805154445200000","0051U000005KhW6QAK","Florida","FL","NY","2019-07-18","Chelsea Advisor","2019-08-05","3","W_Lead.97","Mark Garet","New York","2019-07-14","0051U000005L6eJQAS"
"20190805154445200000","0051U000005L4E9QAK","New York","NY","CA","2019-07-30","Mark Garet","2019-08-05","6","W_Lead.98","Brenda Banker","San Francisco","2019-06-28","0051U000005KhW6QAK"
"20190805154445200000","0051U000005L4E9QAK","San Francisco","CA","CA","2019-08-04","Brenda Banker","2019-08-05","6","W_Lead.99","Brenda Banker","San Francisco","2019-08-01","0051U000005L4E9QAK"
"20190805154445200000","0051U000005L6eJQAS","Florida","FL","FL","2019-07-16","Chelsea Advisor","2019-08-05","6","W_Lead.100","Chelsea Advisor","Florida","2019-07-07","0051U000005L6eJQAS"
