"ANALYTICSDEMO_BATCH_ID_C","TRANSACTIONSTATUS","OWNERUNIQUEUSERNAME","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","ACCOUNTCLIENTCATEGORYCUSTOM","LastProcessedDate","TRANSACTIONDATE","ACCOUNTMARKETINGSEGMENT","ACCOUNTSERVICEMODEL","HELDAWAY","FINANCIALACCOUNTID","OWNERNAME","ACCOUNTBALANCEBUCKET","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","TRANSACTIONTYPE","ACCOUNTBILLINGSTATE","ACCOUNTID","ID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","AMOUNT"
"20190823181914853028","B","","Balanced Growth","Raven Clark","2 - Gold","2019-10-07","2019-07-09","Millennials","Tier 2",False,"FinAcct.0011U00000KuFnJQAV-2016","Chelsea Advisor","2. Between 50k and 250k","Mutual Fund","Female","Credit","IL","0011U00000KuFnJQAV","Trx.FinAcct.0011U00000KuFnJQAV-2016-33","6. Greater than 15Y","2019-02-26","4. 50-69",800
"20190823181914853028","B","","Balanced Growth","Raven Clark","2 - Gold","2019-10-07","2019-08-23","Millennials","Tier 2",False,"FinAcct.0011U00000KuFnJQAV-2016","Chelsea Advisor","2. Between 50k and 250k","Mutual Fund","Female","Credit","IL","0011U00000KuFnJQAV","Trx.FinAcct.0011U00000KuFnJQAV-2016-36","6. Greater than 15Y","2019-02-26","4. 50-69",500
"20190823181914853028","A","","Balanced Growth","Raven Clark","2 - Gold","2019-10-07","2018-08-16","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnJQAV-2015","Chelsea Advisor","2. Between 50k and 250k","Fixed Annuity","Female","Credit","IL","0011U00000KuFnJQAV","Trx.FinAcct.0011U00000KuFnJQAV-2015-42","6. Greater than 15Y","2019-02-26","4. 50-69",1000
"20190823181914853028","A","","Balanced Growth","Raven Clark","2 - Gold","2019-10-07","2018-09-13","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnJQAV-2015","Chelsea Advisor","2. Between 50k and 250k","Fixed Annuity","Female","Debit","IL","0011U00000KuFnJQAV","Trx.FinAcct.0011U00000KuFnJQAV-2015-43","6. Greater than 15Y","2019-02-26","4. 50-69",800
"20190823181914853028","B","","Balanced Growth","Raven Clark","2 - Gold","2019-10-07","2018-11-08","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnJQAV-2015","Chelsea Advisor","2. Between 50k and 250k","Fixed Annuity","Female","Debit","IL","0011U00000KuFnJQAV","Trx.FinAcct.0011U00000KuFnJQAV-2015-45","6. Greater than 15Y","2019-02-26","4. 50-69",800
"20190823181914853028","A","","Balanced Growth","Raven Clark","2 - Gold","2019-10-07","2019-02-28","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnJQAV-2015","Chelsea Advisor","2. Between 50k and 250k","Fixed Annuity","Female","Credit","IL","0011U00000KuFnJQAV","Trx.FinAcct.0011U00000KuFnJQAV-2015-49","6. Greater than 15Y","2019-02-26","4. 50-69",500
"20190823181914853028","B","","Balanced Growth","Raven Clark","2 - Gold","2019-10-07","2019-05-23","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnJQAV-2015","Chelsea Advisor","2. Between 50k and 250k","Fixed Annuity","Female","Debit","IL","0011U00000KuFnJQAV","Trx.FinAcct.0011U00000KuFnJQAV-2015-52","6. Greater than 15Y","2019-02-26","4. 50-69",1000
"20190823181914853028","A","","Balanced Growth","Raven Clark","2 - Gold","2019-10-07","2019-06-20","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnJQAV-2015","Chelsea Advisor","2. Between 50k and 250k","Fixed Annuity","Female","Credit","IL","0011U00000KuFnJQAV","Trx.FinAcct.0011U00000KuFnJQAV-2015-53","6. Greater than 15Y","2019-02-26","4. 50-69",1000
"20190823181914853028","A","","Income","Griffin Thompson","1 - Platinum","2019-10-07","2018-11-08","Millennials","Tier 1",True,"FinAcct.0011U00000KuFnIQAV-2014","Allen Advisor","2. Between 50k and 250k","Brokerage","Male","Debit","CA","0011U00000KuFnIQAV","Trx.FinAcct.0011U00000KuFnIQAV-2014-63","6. Greater than 15Y","2019-05-25","2. 18-29",1000
"20190823181914853028","B","","Income","Griffin Thompson","1 - Platinum","2019-10-07","2019-04-25","Millennials","Tier 1",True,"FinAcct.0011U00000KuFnIQAV-2014","Allen Advisor","2. Between 50k and 250k","Brokerage","Male","Credit","CA","0011U00000KuFnIQAV","Trx.FinAcct.0011U00000KuFnIQAV-2014-69","6. Greater than 15Y","2019-05-25","2. 18-29",500
"20190823181914853028","A","","Income","Griffin Thompson","1 - Platinum","2019-10-07","2019-07-18","Millennials","Tier 1",True,"FinAcct.0011U00000KuFnIQAV-2014","Allen Advisor","2. Between 50k and 250k","Brokerage","Male","Credit","CA","0011U00000KuFnIQAV","Trx.FinAcct.0011U00000KuFnIQAV-2014-72","6. Greater than 15Y","2019-05-25","2. 18-29",100
"20190823181914853028","A","","Income","Griffin Thompson","1 - Platinum","2019-10-07","2018-03-29","Millennials","Tier 1",True,"FinAcct.0011U00000KuFnIQAV-2013","Allen Advisor","2. Between 50k and 250k","Brokerage","Male","Credit","CA","0011U00000KuFnIQAV","Trx.FinAcct.0011U00000KuFnIQAV-2013-73","6. Greater than 15Y","2019-05-25","2. 18-29",500
"20190823181914853028","B","","Income","Griffin Thompson","1 - Platinum","2019-10-07","2018-08-16","Millennials","Tier 1",True,"FinAcct.0011U00000KuFnIQAV-2013","Allen Advisor","2. Between 50k and 250k","Brokerage","Male","Credit","CA","0011U00000KuFnIQAV","Trx.FinAcct.0011U00000KuFnIQAV-2013-78","6. Greater than 15Y","2019-05-25","2. 18-29",100
"20190823181914853028","A","","Income","Griffin Thompson","1 - Platinum","2019-10-07","2018-09-13","Millennials","Tier 1",True,"FinAcct.0011U00000KuFnIQAV-2013","Allen Advisor","2. Between 50k and 250k","Brokerage","Male","Debit","CA","0011U00000KuFnIQAV","Trx.FinAcct.0011U00000KuFnIQAV-2013-79","6. Greater than 15Y","2019-05-25","2. 18-29",500
"20190823181914853028","B","","Income","Griffin Thompson","1 - Platinum","2019-10-07","2019-01-03","Millennials","Tier 1",True,"FinAcct.0011U00000KuFnIQAV-2013","Allen Advisor","2. Between 50k and 250k","Brokerage","Male","Debit","CA","0011U00000KuFnIQAV","Trx.FinAcct.0011U00000KuFnIQAV-2013-83","6. Greater than 15Y","2019-05-25","2. 18-29",800
"20190823181914853028","A","","Aggressive Growth","Brenna Porter","1 - Platinum","2019-10-07","2018-08-16","Millennials","Tier 3",True,"FinAcct.0011U00000KuFnHQAV-2012","Chelsea Advisor","1. Less than 50k","Mutual Fund","Male","Debit","NY","0011U00000KuFnHQAV","Trx.FinAcct.0011U00000KuFnHQAV-2012-96","6. Greater than 15Y","2018-10-02","4. 50-69",100
"20190823181914853028","A","","Aggressive Growth","Brenna Porter","1 - Platinum","2019-10-07","2018-11-08","Millennials","Tier 3",True,"FinAcct.0011U00000KuFnHQAV-2012","Chelsea Advisor","1. Less than 50k","Mutual Fund","Male","Debit","NY","0011U00000KuFnHQAV","Trx.FinAcct.0011U00000KuFnHQAV-2012-99","6. Greater than 15Y","2018-10-02","4. 50-69",800
"20190823181914853028","A","","Aggressive Growth","Brenna Porter","1 - Platinum","2019-10-07","2018-12-06","Millennials","Tier 3",True,"FinAcct.0011U00000KuFnHQAV-2012","Chelsea Advisor","1. Less than 50k","Mutual Fund","Male","Credit","NY","0011U00000KuFnHQAV","Trx.FinAcct.0011U00000KuFnHQAV-2012-100","6. Greater than 15Y","2018-10-02","4. 50-69",500
"20190823181914853028","B","","Aggressive Growth","Brenna Porter","1 - Platinum","2019-10-07","2019-06-20","Millennials","Tier 3",True,"FinAcct.0011U00000KuFnHQAV-2012","Chelsea Advisor","1. Less than 50k","Mutual Fund","Male","Credit","NY","0011U00000KuFnHQAV","Trx.FinAcct.0011U00000KuFnHQAV-2012-107","6. Greater than 15Y","2018-10-02","4. 50-69",100
"20190823181914853028","B","","Aggressive Growth","Brenna Porter","1 - Platinum","2019-10-07","2018-12-06","Millennials","Tier 3",True,"FinAcct.0011U00000KuFnHQAV-2011","Chelsea Advisor","1. Less than 50k","Mutual Fund","Male","Credit","NY","0011U00000KuFnHQAV","Trx.FinAcct.0011U00000KuFnHQAV-2011-118","6. Greater than 15Y","2018-10-02","4. 50-69",1000
"20190823181914853028","B","","Aggressive Growth","Brenna Porter","1 - Platinum","2019-10-07","2018-05-24","Millennials","Tier 3",True,"FinAcct.0011U00000KuFnHQAV-2010","Chelsea Advisor","1. Less than 50k","Savings","Male","Debit","NY","0011U00000KuFnHQAV","Trx.FinAcct.0011U00000KuFnHQAV-2010-129","6. Greater than 15Y","2018-10-02","4. 50-69",100
"20190823181914853028","A","","Aggressive Growth","Brenna Porter","1 - Platinum","2019-10-07","2018-12-06","Millennials","Tier 3",True,"FinAcct.0011U00000KuFnHQAV-2010","Chelsea Advisor","1. Less than 50k","Savings","Male","Debit","NY","0011U00000KuFnHQAV","Trx.FinAcct.0011U00000KuFnHQAV-2010-136","6. Greater than 15Y","2018-10-02","4. 50-69",1000
"20190823181914853028","A","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2018-09-13","Affluent Professionals","Tier 1",True,"FinAcct.0011U00000KuFnGQAV-2009","Mark Garet","2. Between 50k and 250k","Mutual Fund","Female","Credit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2009-151","6. Greater than 15Y","2019-05-21","4. 50-69",100
"20190823181914853028","A","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2018-11-08","Affluent Professionals","Tier 1",True,"FinAcct.0011U00000KuFnGQAV-2009","Mark Garet","2. Between 50k and 250k","Mutual Fund","Female","Debit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2009-153","6. Greater than 15Y","2019-05-21","4. 50-69",800
"20190823181914853028","B","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2018-04-15","Affluent Professionals","Tier 1",False,"FinAcct.0011U00000KuFnGQAV-2008","Mark Garet","2. Between 50k and 250k","Brokerage","Female","Credit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2008-165","6. Greater than 15Y","2019-05-21","4. 50-69",100
"20190823181914853028","B","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2018-05-30","Affluent Professionals","Tier 1",False,"FinAcct.0011U00000KuFnGQAV-2008","Mark Garet","2. Between 50k and 250k","Brokerage","Female","Credit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2008-168","6. Greater than 15Y","2019-05-21","4. 50-69",500
"20190823181914853028","B","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2018-06-29","Affluent Professionals","Tier 1",False,"FinAcct.0011U00000KuFnGQAV-2008","Mark Garet","2. Between 50k and 250k","Brokerage","Female","Debit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2008-170","6. Greater than 15Y","2019-05-21","4. 50-69",500
"20190823181914853028","A","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2019-02-09","Affluent Professionals","Tier 1",False,"FinAcct.0011U00000KuFnGQAV-2008","Mark Garet","2. Between 50k and 250k","Brokerage","Female","Debit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2008-185","6. Greater than 15Y","2019-05-21","4. 50-69",1000
"20190823181914853028","A","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2019-05-10","Affluent Professionals","Tier 1",False,"FinAcct.0011U00000KuFnGQAV-2008","Mark Garet","2. Between 50k and 250k","Brokerage","Female","Credit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2008-191","6. Greater than 15Y","2019-05-21","4. 50-69",100
"20190823181914853028","A","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2019-07-09","Affluent Professionals","Tier 1",False,"FinAcct.0011U00000KuFnGQAV-2008","Mark Garet","2. Between 50k and 250k","Brokerage","Female","Credit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2008-195","6. Greater than 15Y","2019-05-21","4. 50-69",500
"20190823181914853028","B","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2019-08-08","Affluent Professionals","Tier 1",False,"FinAcct.0011U00000KuFnGQAV-2008","Mark Garet","2. Between 50k and 250k","Brokerage","Female","Credit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2008-197","6. Greater than 15Y","2019-05-21","4. 50-69",800
"20190823181914853028","A","","Balanced Growth","Jasper Johnston","3 - Silver","2019-10-07","2019-08-23","Affluent Professionals","Tier 1",False,"FinAcct.0011U00000KuFnGQAV-2008","Mark Garet","2. Between 50k and 250k","Brokerage","Female","Debit","NJ","0011U00000KuFnGQAV","Trx.FinAcct.0011U00000KuFnGQAV-2008-198","6. Greater than 15Y","2019-05-21","4. 50-69",1000
"20190823181914853028","A","","Growth","Davis Blackwell","2 - Gold","2019-10-07","2018-09-13","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnFQAV-2007","Brenda Banker","1. Less than 50k","Cash Management Account","Male","Credit","NY","0011U00000KuFnFQAV","Trx.FinAcct.0011U00000KuFnFQAV-2007-205","6. Greater than 15Y","2018-09-26","5. > 69",800
"20190823181914853028","A","","Growth","Davis Blackwell","2 - Gold","2019-10-07","2019-01-03","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnFQAV-2007","Brenda Banker","1. Less than 50k","Cash Management Account","Male","Debit","NY","0011U00000KuFnFQAV","Trx.FinAcct.0011U00000KuFnFQAV-2007-209","6. Greater than 15Y","2018-09-26","5. > 69",800
"20190823181914853028","B","","Growth","Davis Blackwell","2 - Gold","2019-10-07","2019-02-28","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnFQAV-2007","Brenda Banker","1. Less than 50k","Cash Management Account","Male","Credit","NY","0011U00000KuFnFQAV","Trx.FinAcct.0011U00000KuFnFQAV-2007-211","6. Greater than 15Y","2018-09-26","5. > 69",500
"20190823181914853028","B","","Growth","Davis Blackwell","2 - Gold","2019-10-07","2019-03-28","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnFQAV-2007","Brenda Banker","1. Less than 50k","Cash Management Account","Male","Debit","NY","0011U00000KuFnFQAV","Trx.FinAcct.0011U00000KuFnFQAV-2007-212","6. Greater than 15Y","2018-09-26","5. > 69",100
"20190823181914853028","A","","Growth","Davis Blackwell","2 - Gold","2019-10-07","2019-06-20","Millennials","Tier 2",True,"FinAcct.0011U00000KuFnFQAV-2007","Brenda Banker","1. Less than 50k","Cash Management Account","Male","Credit","NY","0011U00000KuFnFQAV","Trx.FinAcct.0011U00000KuFnFQAV-2007-215","6. Greater than 15Y","2018-09-26","5. > 69",500
"20190823181914853028","A","","Growth","Nigel Campos","3 - Silver","2019-10-07","2018-07-19","Retired","Tier 1",True,"FinAcct.0011U00000KuFnEQAV-2006","Mark Garet","2. Between 50k and 250k","Savings","Female","Credit","FL","0011U00000KuFnEQAV","Trx.FinAcct.0011U00000KuFnEQAV-2006-221","6. Greater than 15Y","2019-08-04","3. 30-49",100
"20190823181914853028","A","","Growth","Nigel Campos","3 - Silver","2019-10-07","2019-02-28","Retired","Tier 1",True,"FinAcct.0011U00000KuFnEQAV-2006","Mark Garet","2. Between 50k and 250k","Savings","Female","Credit","FL","0011U00000KuFnEQAV","Trx.FinAcct.0011U00000KuFnEQAV-2006-229","6. Greater than 15Y","2019-08-04","3. 30-49",1000
"20190823181914853028","A","","Growth","Nigel Campos","3 - Silver","2019-10-07","2019-07-18","Retired","Tier 1",True,"FinAcct.0011U00000KuFnEQAV-2006","Mark Garet","2. Between 50k and 250k","Savings","Female","Credit","FL","0011U00000KuFnEQAV","Trx.FinAcct.0011U00000KuFnEQAV-2006-234","6. Greater than 15Y","2019-08-04","3. 30-49",1000
"20190823181914853028","A","","Income","Ross Buchanan","1 - Platinum","2019-10-07","2019-01-31","Mass Market","Tier 3",True,"FinAcct.0011U00000KuFnDQAV-2005","Brenda Banker","1. Less than 50k","Savings","Male","Credit","CA","0011U00000KuFnDQAV","Trx.FinAcct.0011U00000KuFnDQAV-2005-246","6. Greater than 15Y","2019-08-03","3. 30-49",100
"20190823181914853028","A","","Income","Ross Buchanan","1 - Platinum","2019-10-07","2018-07-19","Mass Market","Tier 3",True,"FinAcct.0011U00000KuFnDQAV-2004","Brenda Banker","1. Less than 50k","Cash Management Account","Male","Debit","CA","0011U00000KuFnDQAV","Trx.FinAcct.0011U00000KuFnDQAV-2004-257","6. Greater than 15Y","2019-08-03","3. 30-49",800
"20190823181914853028","A","","Income","Ross Buchanan","1 - Platinum","2019-10-07","2018-09-13","Mass Market","Tier 3",True,"FinAcct.0011U00000KuFnDQAV-2004","Brenda Banker","1. Less than 50k","Cash Management Account","Male","Credit","CA","0011U00000KuFnDQAV","Trx.FinAcct.0011U00000KuFnDQAV-2004-259","6. Greater than 15Y","2019-08-03","3. 30-49",1000
"20190823181914853028","A","","Income","Ross Buchanan","1 - Platinum","2019-10-07","2018-12-06","Mass Market","Tier 3",True,"FinAcct.0011U00000KuFnDQAV-2004","Brenda Banker","1. Less than 50k","Cash Management Account","Male","Debit","CA","0011U00000KuFnDQAV","Trx.FinAcct.0011U00000KuFnDQAV-2004-262","6. Greater than 15Y","2019-08-03","3. 30-49",800
"20190823181914853028","A","","Income","Ross Buchanan","1 - Platinum","2019-10-07","2019-02-28","Mass Market","Tier 3",True,"FinAcct.0011U00000KuFnDQAV-2004","Brenda Banker","1. Less than 50k","Cash Management Account","Male","Credit","CA","0011U00000KuFnDQAV","Trx.FinAcct.0011U00000KuFnDQAV-2004-265","6. Greater than 15Y","2019-08-03","3. 30-49",500
"20190823181914853028","A","","Income","Ross Buchanan","1 - Platinum","2019-10-07","2019-03-26","Mass Market","Tier 3",False,"FinAcct.0011U00000KuFnDQAV-2003","Brenda Banker","1. Less than 50k","Mutual Fund","Male","Credit","CA","0011U00000KuFnDQAV","Trx.FinAcct.0011U00000KuFnDQAV-2003-296","6. Greater than 15Y","2019-08-03","3. 30-49",100
"20190823181914853028","B","","Income","Ross Buchanan","1 - Platinum","2019-10-07","2019-05-25","Mass Market","Tier 3",False,"FinAcct.0011U00000KuFnDQAV-2003","Brenda Banker","1. Less than 50k","Mutual Fund","Male","Debit","CA","0011U00000KuFnDQAV","Trx.FinAcct.0011U00000KuFnDQAV-2003-300","6. Greater than 15Y","2019-08-03","3. 30-49",100
"20190823181914853028","B","","Balanced Growth","Isaac Stafford","1 - Platinum","2019-10-07","2018-03-16","High Net Worth Families","Tier 1",False,"FinAcct.0011U00000KuFnCQAV-2002","Allen Advisor","1. Less than 50k","Brokerage","Male","Credit","NY","0011U00000KuFnCQAV","Trx.FinAcct.0011U00000KuFnCQAV-2002-307","6. Greater than 15Y","2019-03-29","4. 50-69",500
"20190823181914853028","A","","Balanced Growth","Isaac Stafford","1 - Platinum","2019-10-07","2018-03-31","High Net Worth Families","Tier 1",False,"FinAcct.0011U00000KuFnCQAV-2002","Allen Advisor","1. Less than 50k","Brokerage","Male","Credit","NY","0011U00000KuFnCQAV","Trx.FinAcct.0011U00000KuFnCQAV-2002-308","6. Greater than 15Y","2019-03-29","4. 50-69",1000
"20190823181914853028","B","","Balanced Growth","Isaac Stafford","1 - Platinum","2019-10-07","2018-04-30","High Net Worth Families","Tier 1",False,"FinAcct.0011U00000KuFnCQAV-2002","Allen Advisor","1. Less than 50k","Brokerage","Male","Debit","NY","0011U00000KuFnCQAV","Trx.FinAcct.0011U00000KuFnCQAV-2002-310","6. Greater than 15Y","2019-03-29","4. 50-69",1000
"20190823181914853028","B","","Balanced Growth","Isaac Stafford","1 - Platinum","2019-10-07","2018-07-29","High Net Worth Families","Tier 1",False,"FinAcct.0011U00000KuFnCQAV-2002","Allen Advisor","1. Less than 50k","Brokerage","Male","Debit","NY","0011U00000KuFnCQAV","Trx.FinAcct.0011U00000KuFnCQAV-2002-316","6. Greater than 15Y","2019-03-29","4. 50-69",1000
"20190823181914853028","B","","Balanced Growth","Isaac Stafford","1 - Platinum","2019-10-07","2019-01-10","High Net Worth Families","Tier 1",False,"FinAcct.0011U00000KuFnCQAV-2002","Allen Advisor","1. Less than 50k","Brokerage","Male","Debit","NY","0011U00000KuFnCQAV","Trx.FinAcct.0011U00000KuFnCQAV-2002-327","6. Greater than 15Y","2019-03-29","4. 50-69",100
"20190823181914853028","A","","Balanced Growth","Isaac Stafford","1 - Platinum","2019-10-07","2019-02-09","High Net Worth Families","Tier 1",False,"FinAcct.0011U00000KuFnCQAV-2002","Allen Advisor","1. Less than 50k","Brokerage","Male","Credit","NY","0011U00000KuFnCQAV","Trx.FinAcct.0011U00000KuFnCQAV-2002-329","6. Greater than 15Y","2019-03-29","4. 50-69",800
"20190823181914853028","A","","Balanced Growth","Isaac Stafford","1 - Platinum","2019-10-07","2019-03-11","High Net Worth Families","Tier 1",False,"FinAcct.0011U00000KuFnCQAV-2002","Allen Advisor","1. Less than 50k","Brokerage","Male","Debit","NY","0011U00000KuFnCQAV","Trx.FinAcct.0011U00000KuFnCQAV-2002-331","6. Greater than 15Y","2019-03-29","4. 50-69",100
"20190823181914853028","A","","Balanced Growth","Otto Baker","1 - Platinum","2019-10-07","2018-03-16","Millennials","Tier 1",False,"FinAcct.0011U00000KuFnBQAV-2001","Chelsea Advisor","2. Between 50k and 250k","Managed Account","Male","Credit","NY","0011U00000KuFnBQAV","Trx.FinAcct.0011U00000KuFnBQAV-2001-343","6. Greater than 15Y","2019-06-18","2. 18-29",800
"20190823181914853028","A","","Balanced Growth","Otto Baker","1 - Platinum","2019-10-07","2018-05-15","Millennials","Tier 1",False,"FinAcct.0011U00000KuFnBQAV-2001","Chelsea Advisor","2. Between 50k and 250k","Managed Account","Male","Debit","NY","0011U00000KuFnBQAV","Trx.FinAcct.0011U00000KuFnBQAV-2001-347","6. Greater than 15Y","2019-06-18","2. 18-29",100
"20190823181914853028","B","","Balanced Growth","Otto Baker","1 - Platinum","2019-10-07","2018-05-30","Millennials","Tier 1",False,"FinAcct.0011U00000KuFnBQAV-2001","Chelsea Advisor","2. Between 50k and 250k","Managed Account","Male","Debit","NY","0011U00000KuFnBQAV","Trx.FinAcct.0011U00000KuFnBQAV-2001-348","6. Greater than 15Y","2019-06-18","2. 18-29",100
"20190823181914853028","B","","Balanced Growth","Otto Baker","1 - Platinum","2019-10-07","2018-09-27","Millennials","Tier 1",False,"FinAcct.0011U00000KuFnBQAV-2001","Chelsea Advisor","2. Between 50k and 250k","Managed Account","Male","Debit","NY","0011U00000KuFnBQAV","Trx.FinAcct.0011U00000KuFnBQAV-2001-356","6. Greater than 15Y","2019-06-18","2. 18-29",800
