"ANALYTICSDEMO_BATCH_ID_C","OWNERUNIQUEUSERNAME","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","ACCOUNTCLIENTCATEGORYCUSTOM","LastProcessedDate","PRIORITY","ACCOUNTMARKETINGSEGMENT","ACCOUNTSERVICEMODEL","ACCOUNTBALANCEBUCKET","CREATEDDATE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","ACCOUNTID","ID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET"
"20190823181914853028","Allen Advisor","Aggressive Growth","Akeem Head","2 - Gold","2019-08-23","Low","Retired","Tier 3","2. Between 50k and 250k","2018-07-09 00:00:00","Male","CA","0011U00000KuFXLQA3","W_Sales_Case.26","6. Greater than 15Y","2018-09-28","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Quinn Cummings","3 - Silver","2019-08-23","Critical","Affluent Professionals","Tier 3","1. Less than 50k","2019-08-23 00:00:00","Male","IL","0011U00000KuFXMQA3","W_Sales_Case.27","6. Greater than 15Y","2019-08-20","3. 30-49"
"20190823181914853028","Allen Advisor","Income","Quinn Cummings","3 - Silver","2019-08-23","Medium","Affluent Professionals","Tier 3","1. Less than 50k","2019-08-23 00:00:00","Male","IL","0011U00000KuFXMQA3","W_Sales_Case.28","6. Greater than 15Y","2019-08-20","3. 30-49"
"20190823181914853028","Mark Garet","Balanced Growth","Hasad Madden","1 - Platinum","2019-08-23","High","Affluent Professionals","Tier 2","1. Less than 50k","2018-08-18 00:00:00","Male","NY","0011U00000KuFXNQA3","W_Sales_Case.29","6. Greater than 15Y","2019-07-13","4. 50-69"
"20190823181914853028","Allen Advisor","Income","Alfreda Pierce","2 - Gold","2019-08-23","Low","Millennials","Tier 1","1. Less than 50k","2018-11-11 00:00:00","Female","CA","0011U00000KuFXOQA3","W_Sales_Case.30","6. Greater than 15Y","2019-01-23","5. > 69"
"20190823181914853028","Chelsea Advisor","Income","Erich Grimes","2 - Gold","2019-08-23","High","Retired","Tier 1","2. Between 50k and 250k","2018-12-02 00:00:00","Male","CA","0011U00000KuFXPQA3","W_Sales_Case.31","6. Greater than 15Y","2018-11-28","3. 30-49"
"20190823181914853028","Brenda Banker","Income","Ebony Ramsey","1 - Platinum","2019-08-23","Low","Retired","Tier 1","2. Between 50k and 250k","2019-08-23 00:00:00","Female","CA","0011U00000KuFXQQA3","W_Sales_Case.32","6. Greater than 15Y","2019-07-17","3. 30-49"
"20190823181914853028","Brenda Banker","Income","Ebony Ramsey","1 - Platinum","2019-08-23","Critical","Retired","Tier 1","2. Between 50k and 250k","2019-08-23 00:00:00","Female","CA","0011U00000KuFXQQA3","W_Sales_Case.33","6. Greater than 15Y","2019-07-17","3. 30-49"
"20190823181914853028","Brenda Banker","Income","Ebony Ramsey","1 - Platinum","2019-08-23","Critical","Retired","Tier 1","2. Between 50k and 250k","2019-07-11 00:00:00","Female","CA","0011U00000KuFXQQA3","W_Sales_Case.34","6. Greater than 15Y","2019-07-17","3. 30-49"
"20190823181914853028","Mark Garet","Balanced Growth","Sloane Holland","1 - Platinum","2019-08-23","Medium","High Net Worth Families","Tier 2","1. Less than 50k","2019-04-15 00:00:00","Female","CA","0011U00000KuFXRQA3","W_Sales_Case.35","6. Greater than 15Y","2019-03-15","3. 30-49"
"20190823181914853028","Mark Garet","Aggressive Growth","Zeph Mcmahon","3 - Silver","2019-08-23","Critical","Affluent Professionals","Tier 2","2. Between 50k and 250k","2019-07-09 00:00:00","Male","CA","0011U00000KuFXSQA3","W_Sales_Case.36","6. Greater than 15Y","2019-05-20","5. > 69"
"20190823181914853028","Mark Garet","Aggressive Growth","Zeph Mcmahon","3 - Silver","2019-08-23","Critical","Affluent Professionals","Tier 2","2. Between 50k and 250k","2019-06-07 00:00:00","Male","CA","0011U00000KuFXSQA3","W_Sales_Case.37","6. Greater than 15Y","2019-05-20","5. > 69"
"20190823181914853028","Brenda Banker","Aggressive Growth","Britanni Garcia","3 - Silver","2019-08-23","Medium","High Net Worth Families","Tier 2","1. Less than 50k","2018-12-07 00:00:00","Female","NY","0011U00000KuFXUQA3","W_Sales_Case.38","6. Greater than 15Y","2019-02-09","2. 18-29"
"20190823181914853028","Brenda Banker","Aggressive Growth","Britanni Garcia","3 - Silver","2019-08-23","Low","High Net Worth Families","Tier 2","1. Less than 50k","2018-11-12 00:00:00","Female","NY","0011U00000KuFXUQA3","W_Sales_Case.39","6. Greater than 15Y","2019-02-09","2. 18-29"
"20190823181914853028","Brenda Banker","Aggressive Growth","Britanni Garcia","3 - Silver","2019-08-23","Medium","High Net Worth Families","Tier 2","1. Less than 50k","2018-11-08 00:00:00","Female","NY","0011U00000KuFXUQA3","W_Sales_Case.40","6. Greater than 15Y","2019-02-09","2. 18-29"
"20190823181914853028","Brenda Banker","Aggressive Growth","Britanni Garcia","3 - Silver","2019-08-23","High","High Net Worth Families","Tier 2","1. Less than 50k","2018-12-01 00:00:00","Female","NY","0011U00000KuFXUQA3","W_Sales_Case.41","6. Greater than 15Y","2019-02-09","2. 18-29"
"20190823181914853028","Brenda Banker","Aggressive Growth","Abel Sanchez","5 - Standard","2019-08-23","Critical","High Net Worth Families","Tier 3","2. Between 50k and 250k","2018-08-29 00:00:00","Female","CA","0011U00000KuFXVQA3","W_Sales_Case.42","6. Greater than 15Y","2018-08-27","4. 50-69"
"20190823181914853028","Brenda Banker","Aggressive Growth","Abel Sanchez","5 - Standard","2019-08-23","Low","High Net Worth Families","Tier 3","2. Between 50k and 250k","2018-09-20 00:00:00","Female","CA","0011U00000KuFXVQA3","W_Sales_Case.43","6. Greater than 15Y","2018-08-27","4. 50-69"
"20190823181914853028","Allen Advisor","Growth","Grant Cline","2 - Gold","2019-08-23","High","Retired","Tier 3","1. Less than 50k","2019-06-10 00:00:00","Male","NY","0011U00000KuFXWQA3","W_Sales_Case.44","6. Greater than 15Y","2019-08-11","3. 30-49"
"20190823181914853028","Allen Advisor","Balanced Growth","Brenda Graham","2 - Gold","2019-08-23","Medium","Mass Market","Tier 1","1. Less than 50k","2018-04-14 00:00:00","Male","NY","0011U00000KuFXXQA3","W_Sales_Case.45","6. Greater than 15Y","2019-05-16","4. 50-69"
"20190823181914853028","Allen Advisor","Balanced Growth","Brenda Graham","2 - Gold","2019-08-23","Low","Mass Market","Tier 1","1. Less than 50k","2018-06-09 00:00:00","Male","NY","0011U00000KuFXXQA3","W_Sales_Case.46","6. Greater than 15Y","2019-05-16","4. 50-69"
"20190823181914853028","Brenda Banker","Growth","Elizabeth Avila","1 - Platinum","2019-08-23","High","Affluent Professionals","Tier 1","2. Between 50k and 250k","2019-03-21 00:00:00","Female","NY","0011U00000KuFXYQA3","W_Sales_Case.47","6. Greater than 15Y","2019-02-16","4. 50-69"
"20190823181914853028","Brenda Banker","Growth","Elizabeth Avila","1 - Platinum","2019-08-23","Low","Affluent Professionals","Tier 1","2. Between 50k and 250k","2019-03-24 00:00:00","Female","NY","0011U00000KuFXYQA3","W_Sales_Case.48","6. Greater than 15Y","2019-02-16","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Lucius Fry","5 - Standard","2019-08-23","Medium","Millennials","Tier 1","2. Between 50k and 250k","2018-04-28 00:00:00","Male","CA","0011U00000KuFXaQAN","W_Sales_Case.49","6. Greater than 15Y","2019-02-14","3. 30-49"
"20190823181914853028","Mark Garet","Aggressive Growth","Lucius Fry","5 - Standard","2019-08-23","Low","Millennials","Tier 1","2. Between 50k and 250k","2018-04-15 00:00:00","Male","CA","0011U00000KuFXaQAN","W_Sales_Case.50","6. Greater than 15Y","2019-02-14","3. 30-49"
"20190823181914853028","Mark Garet","Aggressive Growth","Lucius Fry","5 - Standard","2019-08-23","Medium","Millennials","Tier 1","2. Between 50k and 250k","2018-04-24 00:00:00","Male","CA","0011U00000KuFXaQAN","W_Sales_Case.51","6. Greater than 15Y","2019-02-14","3. 30-49"
"20190823181914853028","Mark Garet","Aggressive Growth","Lucius Fry","5 - Standard","2019-08-23","Low","Millennials","Tier 1","2. Between 50k and 250k","2018-05-08 00:00:00","Male","CA","0011U00000KuFXaQAN","W_Sales_Case.52","6. Greater than 15Y","2019-02-14","3. 30-49"
"20190823181914853028","Mark Garet","Aggressive Growth","Lucius Fry","5 - Standard","2019-08-23","Critical","Millennials","Tier 1","2. Between 50k and 250k","2018-05-25 00:00:00","Male","CA","0011U00000KuFXaQAN","W_Sales_Case.53","6. Greater than 15Y","2019-02-14","3. 30-49"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Kato Vega","2 - Gold","2019-08-23","High","Affluent Professionals","Tier 2","2. Between 50k and 250k","2018-11-04 00:00:00","Male","NY","0011U00000KuFXbQAN","W_Sales_Case.54","6. Greater than 15Y","2019-08-03","3. 30-49"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Kato Vega","2 - Gold","2019-08-23","Low","Affluent Professionals","Tier 2","2. Between 50k and 250k","2019-01-18 00:00:00","Male","NY","0011U00000KuFXbQAN","W_Sales_Case.55","6. Greater than 15Y","2019-08-03","3. 30-49"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Kato Vega","2 - Gold","2019-08-23","Low","Affluent Professionals","Tier 2","2. Between 50k and 250k","2018-11-04 00:00:00","Male","NY","0011U00000KuFXbQAN","W_Sales_Case.56","6. Greater than 15Y","2019-08-03","3. 30-49"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Kato Vega","2 - Gold","2019-08-23","Critical","Affluent Professionals","Tier 2","2. Between 50k and 250k","2019-01-08 00:00:00","Male","NY","0011U00000KuFXbQAN","W_Sales_Case.57","6. Greater than 15Y","2019-08-03","3. 30-49"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Kato Vega","2 - Gold","2019-08-23","Low","Affluent Professionals","Tier 2","2. Between 50k and 250k","2018-12-29 00:00:00","Male","NY","0011U00000KuFXbQAN","W_Sales_Case.58","6. Greater than 15Y","2019-08-03","3. 30-49"
"20190823181914853028","Chelsea Advisor","Growth","Travis Jacobson","3 - Silver","2019-08-23","High","High Net Worth Families","Tier 1","1. Less than 50k","2019-04-07 00:00:00","Male","CA","0011U00000KuFXcQAN","W_Sales_Case.59","6. Greater than 15Y","2019-06-03","3. 30-49"
"20190823181914853028","Chelsea Advisor","Income","Palmer Macdonald","2 - Gold","2019-08-23","Medium","Retired","Tier 1","2. Between 50k and 250k","2019-05-05 00:00:00","Female","IL","0011U00000KuFXgQAN","W_Sales_Case.60","6. Greater than 15Y","2019-07-05","4. 50-69"
"20190823181914853028","Chelsea Advisor","Income","Palmer Macdonald","2 - Gold","2019-08-23","High","Retired","Tier 1","2. Between 50k and 250k","2019-07-05 00:00:00","Female","IL","0011U00000KuFXgQAN","W_Sales_Case.61","6. Greater than 15Y","2019-07-05","4. 50-69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Brett Beard","1 - Platinum","2019-08-23","Critical","Mass Market","Tier 1","1. Less than 50k","2019-05-18 00:00:00","Female","CA","0011U00000KuFXhQAN","W_Sales_Case.62","6. Greater than 15Y","2019-05-10","2. 18-29"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","Medium","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.63","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","Critical","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.64","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","Medium","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.65","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.66","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","Medium","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.67","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.68","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","Low","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.69","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.70","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","Critical","Millennials","Tier 1","1. Less than 50k","2019-08-22 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.71","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","Critical","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.72","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Mark Garet","Aggressive Growth","Idola Le","5 - Standard","2019-08-23","Critical","Millennials","Tier 1","1. Less than 50k","2019-08-16 00:00:00","Male","CA","0011U00000KuFXkQAN","W_Sales_Case.73","6. Greater than 15Y","2019-08-19","4. 50-69"
"20190823181914853028","Chelsea Advisor","Income","Wade Greer","5 - Standard","2019-08-23","Low","Millennials","Tier 2","1. Less than 50k","2019-05-27 00:00:00","Female","CA","0011U00000KuFXlQAN","W_Sales_Case.74","6. Greater than 15Y","2019-05-26","2. 18-29"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Ferris King","5 - Standard","2019-08-23","Low","Millennials","Tier 2","2. Between 50k and 250k","2019-05-23 00:00:00","Male","CA","0011U00000KuFXmQAN","W_Sales_Case.75","6. Greater than 15Y","2019-06-06","5. > 69"
"20190823181914853028","Chelsea Advisor","Aggressive Growth","TaShya Perez","5 - Standard","2019-08-23","High","Millennials","Tier 2","1. Less than 50k","2018-08-09 00:00:00","Female","CA","0011U00000KuFXnQAN","W_Sales_Case.76","6. Greater than 15Y","2018-11-04","1. < 18"
"20190823181914853028","Brenda Banker","Balanced Growth","Meredith Lowe","3 - Silver","2019-08-23","High","Mass Market","Tier 3","2. Between 50k and 250k","2018-11-24 00:00:00","Male","CA","0011U00000KuFXoQAN","W_Sales_Case.77","6. Greater than 15Y","2019-03-11","4. 50-69"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Cooper Flowers","5 - Standard","2019-08-23","Critical","Affluent Professionals","Tier 1","2. Between 50k and 250k","2018-05-21 00:00:00","Male","CA","0011U00000KuFXpQAN","W_Sales_Case.78","6. Greater than 15Y","2019-08-07","2. 18-29"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Ryder Velez","1 - Platinum","2019-08-23","High","Retired","Tier 1","1. Less than 50k","2018-11-04 00:00:00","Female","CA","0011U00000KuFXqQAN","W_Sales_Case.79","6. Greater than 15Y","2019-03-16","4. 50-69"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Ryder Velez","1 - Platinum","2019-08-23","Medium","Retired","Tier 1","1. Less than 50k","2018-12-19 00:00:00","Female","CA","0011U00000KuFXqQAN","W_Sales_Case.80","6. Greater than 15Y","2019-03-16","4. 50-69"
"20190823181914853028","Brenda Banker","Aggressive Growth","Harlan Mcgowan","5 - Standard","2019-08-23","Low","High Net Worth Families","Tier 2","2. Between 50k and 250k","2018-11-26 00:00:00","Male","CA","0011U00000KuFXsQAN","W_Sales_Case.81","6. Greater than 15Y","2019-01-29","5. > 69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Marvin Garcia","5 - Standard","2019-08-23","Medium","Millennials","Tier 3","1. Less than 50k","2018-07-12 00:00:00","Female","NY","0011U00000KuFXuQAN","W_Sales_Case.82","6. Greater than 15Y","2018-07-16","5. > 69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Marvin Garcia","5 - Standard","2019-08-23","Critical","Millennials","Tier 3","1. Less than 50k","2018-06-03 00:00:00","Female","NY","0011U00000KuFXuQAN","W_Sales_Case.83","6. Greater than 15Y","2018-07-16","5. > 69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Marvin Garcia","5 - Standard","2019-08-23","Critical","Millennials","Tier 3","1. Less than 50k","2018-06-17 00:00:00","Female","NY","0011U00000KuFXuQAN","W_Sales_Case.84","6. Greater than 15Y","2018-07-16","5. > 69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Marvin Garcia","5 - Standard","2019-08-23","Low","Millennials","Tier 3","1. Less than 50k","2018-05-27 00:00:00","Female","NY","0011U00000KuFXuQAN","W_Sales_Case.85","6. Greater than 15Y","2018-07-16","5. > 69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Marvin Garcia","5 - Standard","2019-08-23","Critical","Millennials","Tier 3","1. Less than 50k","2018-08-21 00:00:00","Female","NY","0011U00000KuFXuQAN","W_Sales_Case.86","6. Greater than 15Y","2018-07-16","5. > 69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Marvin Garcia","5 - Standard","2019-08-23","Low","Millennials","Tier 3","1. Less than 50k","2018-07-19 00:00:00","Female","NY","0011U00000KuFXuQAN","W_Sales_Case.87","6. Greater than 15Y","2018-07-16","5. > 69"
"20190823181914853028","Allen Advisor","Aggressive Growth","Marvin Garcia","5 - Standard","2019-08-23","Critical","Millennials","Tier 3","1. Less than 50k","2018-06-28 00:00:00","Female","NY","0011U00000KuFXuQAN","W_Sales_Case.88","6. Greater than 15Y","2018-07-16","5. > 69"
"20190823181914853028","Chelsea Advisor","Growth","Genevieve Bauer","3 - Silver","2019-08-23","Low","High Net Worth Families","Tier 2","2. Between 50k and 250k","2019-07-27 00:00:00","Female","CA","0011U00000KuFXwQAN","W_Sales_Case.89","6. Greater than 15Y","2019-06-05","5. > 69"
"20190823181914853028","Chelsea Advisor","Growth","Genevieve Bauer","3 - Silver","2019-08-23","Medium","High Net Worth Families","Tier 2","2. Between 50k and 250k","2019-08-05 00:00:00","Female","CA","0011U00000KuFXwQAN","W_Sales_Case.90","6. Greater than 15Y","2019-06-05","5. > 69"
"20190823181914853028","Chelsea Advisor","Income","Lael Rutledge","2 - Gold","2019-08-23","Critical","Retired","Tier 2","1. Less than 50k","2018-11-23 00:00:00","Male","MI","0011U00000KuFXxQAN","W_Sales_Case.91","6. Greater than 15Y","2019-02-10","4. 50-69"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Seth Frost","2 - Gold","2019-08-23","High","Millennials","Tier 1","1. Less than 50k","2019-08-23 00:00:00","Female","CA","0011U00000KuFXzQAN","W_Sales_Case.92","6. Greater than 15Y","2019-08-11","2. 18-29"
"20190823181914853028","Chelsea Advisor","Balanced Growth","Orla Weeks","1 - Platinum","2019-08-23","Low","Retired","Tier 3","2. Between 50k and 250k","2019-05-10 00:00:00","Male","CA","0011U00000KuFY0QAN","W_Sales_Case.93","6. Greater than 15Y","2019-03-29","4. 50-69"
