"LastModifiedDate","VisitorId","PlannedVisitEndTime","Visitor_Role.DeveloperName","RetailStore_RetailStoreGroup_Description","RetailStore_DeliveryMethod","RetailStore_Priority","Visitor_Role.RolePath","Name","RetailStore_RetailStoreGroupName_Custom","Visitor_UniqueUserName","CreatedById","Visitor_FullPhotoUrl","Visitor_Role.Roles","RetailStore_AccountId","Visitor_UserType","StatusRemarks","Visitor_Username","Status","ActualVisitEndTime","PlaceId","IsDeleted","ActualVisitStartTime","RetailStore_RetailStoreGroup_Name","RetailStore_Location_Address_City","ActualVisitStartTime_YearMonthDay","RetailStore_Account_Industry","RetailStore_PrimaryContact_Name","PlannedVisitStartTime","RetailStore_Account_Type","Visitor_SmallPhotoUrl","CreatedDate","Id","RetailStore_Id","RetailStore_RetailLocationGroupId","RetailStore_Account_AccountSource","RetailStore_Location_Address_Name","InstructionDescription","RetailStore_Account_Parent_Account_Names","RetailStore_Location_Address_PostalCode","VisitPriority","Visitor_Name","RetailStore_Name","OwnerId","RetailStore_Location_Name","Visitor_Role.ParentRoleId","RetailStore_Location_Address_Country","RetailStore_PrimaryContact_MobilePhone","RetailStore_PrimaryContact_Phone","RetailStore_StoreType","RetailStore_PrimaryContactId","RetailStore_Account_Name","RetailStore_Location_Address_State","RetailStore_PrimaryContact_Email","RetailStore_PrimaryContact_Department","RetailStore_Account_Phone","RetailStore_Description","SystemModstamp","Visitor_Role.Name","RetailStore_PrimaryContact_Description","LastModifiedById","RetailStore_Account_Parent_Account_NamesPath","ActualVisitDuration","RetailStore_DeliveryFrequency","RetailStore_Location_LocationLevel","RetailStore_Account_AnnualRevenue","PlannedVisitDuration"
"2019-12-25T08:17:55.000Z","005B0000006PwWHIA0","2018-10-26T23:13:57.000Z",,"Description of Dmart Location Group 3","Truck","Medium",,"00000011","Northeast","Chantelle Rep","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/F",,"001B000001AQUOyIAP","Standard",,"chantellerep@salesforce.com","Completed","2018-10-26T23:13:57.000Z","0YQB0000000L0C5OAK","false","2018-10-26T21:51:52.000Z","Northeast","Milwaukee","2018-10-26","Transportation","Art Venere","2018-10-26T21:51:52.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1r3KAC","0YQB0000000L0C5OAK","0Y2B0000000L08uKAC",,"A00000018","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","53207","Medium","Chantelle Rep","Alpine Nutrition - Austin","005B0000006NoPnIAK","Dmart Location 11",,"Milwaukee",,"856-636-8749","Regular","003B000000H1QcHIAV","Alpine Nutrition Account","WI","art@venere.org",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",82,10,1,,82
"2020-04-12T09:07:14.000Z","005B0000006PwWIIA0","2019-01-29T15:04:43.000Z",,"Description of Dmart Location Group 2","Van","Low",,"00000012","Midwest","Wendy West","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/F",,"001B000001AQUOvIAP","Standard",,"wendywest@salesforce.com","Completed","2020-01-29T15:04:43.000Z","0YQB0000000L0C6OAK","false","2020-01-29T14:09:04.000Z","Midwest","Taylor","2020-01-29","Finance","Mitsue Tollner","2019-01-29T14:09:04.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1r4KAC","0YQB0000000L0C6OAK","0Y2B0000000L08tKAC",,"A00000019","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","48180","Low","Wendy West","Alpine Nutrition - Glendale","005B0000006NoPnIAK","Dmart Location 12",,"Wayne",,"773-573-6914","Regular","003B000000H1QcLIAV","Fare Merchants Account","MI","mitsue_tollner@yahoo.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006Q7xcIAC","Alpine Nutrition Account/NTO Account",55,3,1,,55
"2019-12-25T08:17:55.000Z","005B0000006PwWJIA0","2019-03-26T17:23:10.000Z",,"Description of Dmart Location Group 5","Van","Low",,"00000013","West","Vince West","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/F",,"001B000001AQUOvIAP","Standard",,"vincewest@salesforce.com","Completed","2019-03-26T17:23:10.000Z","0YQB0000000L0C7OAK","false","2019-03-26T16:09:51.000Z","West","Rockford","2019-03-26","Finance","Abel Maclead","2019-03-26T16:09:51.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1r5KAC","0YQB0000000L0C7OAK","0Y2B0000000L08wKAC",,"A00000020","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","61109","High","Vince West","Alpine Nutrition - Noe Valley","005B0000006NoPnIAK","Dmart Location 13",,"Winnebago",,"631-335-3414","Regular","003B000000H1QcQIAV","Fare Merchants Account","IL","amaclead@gmail.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",73,7,1,,73
"2019-12-25T08:17:55.000Z","005B0000006PwWKIA0","2019-03-12T11:35:47.000Z",,"Description of Dmart Location Group 1","Van","High",,"00000014","Bay Area","Cindy Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/F",,"001B000001AQUOyIAP","Standard",,"cindycentral@salesforce.com","Completed","2019-03-12T11:35:47.000Z","0YQB0000000L0C8OAK","false","2019-03-12T10:54:56.000Z","Bay Area",,"2019-03-12","Transportation","Kiley Caldarera","2019-03-12T10:54:56.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1r6KAC","0YQB0000000L0C8OAK","0Y2B0000000L08sKAC",,,"Please complete the visit and collect all the KPIs","Alpine Nutrition Account",,"Medium","Cindy Central","NTO Store - Noe Valley","005B0000006NoPnIAK","Location",,,,"310-498-5651","Regular","003B000000H1QcRIAV","Alpine Nutrition Account",,"kiley.caldarera@aol.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",40,1,1,,40
"2019-12-25T08:17:55.000Z","005B0000006PwWLIA0","2018-10-31T03:18:12.000Z",,"Description of Dmart Location Group 4","Van","Medium",,"00000015","South","Vanessa Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/F",,"001B000001AQUOuIAP","Standard",,"vanessacentral@salesforce.com","Completed","2018-10-31T03:18:12.000Z","0YQB0000000L0C9OAK","false","2018-10-31T02:59:32.000Z","South","San Jose","2018-10-31","Construction","Sage Wieser","2018-10-31T02:59:32.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1r7KAC","0YQB0000000L0C9OAK","0Y2B0000000L08vKAC",,"A00000022","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","95111","Low","Vanessa Central","Alpine Nutrition Outlet (Hayward)","005B0000006NoPnIAK","Dmart Location 15",,"Santa Clara",,"605-414-2147","Regular","003B000000H1QcNIAV","Nutrition Stop Account","CA","sage_wieser@cox.net",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",18,3,1,,18
"2019-12-25T08:17:55.000Z","005B0000006PwWMIA0","2019-12-24T16:21:48.000Z",,"Description of Dmart Location Group 3","Van","Low",,"00000016","Northeast","Kasey Central","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/F",,"001B000001AQUOuIAP","Standard",,"kaseycentral@salesforce.com","Completed","2019-12-24T16:21:48.000Z","0YQB0000000L0CAOA0","false","2019-12-24T15:56:00.000Z","Northeast","Irving","2019-12-24","Construction","Kris Marrier","2019-12-24T15:56:00.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1r8KAC","0YQB0000000L0CAOA0","0Y2B0000000L08uKAC",,"A00000023","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","75062","High","Kasey Central","Alpine Nutrition - San Francisco","005B0000006NoPnIAK","Dmart Location 16",,"Dallas",,"410-655-8723","Regular","003B000000H1QcOIAV","Nutrition Stop Account","TX","kris@gmail.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",25,5,1,,25
"2019-12-25T08:17:55.000Z","005B0000006PwWNIA0","2018-09-11T06:29:37.000Z",,"Description of Dmart Location Group 2","Van","Low",,"00000017","Midwest","Valerie East","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/F",,"001B000001AQUOuIAP","Standard",,"valerieeast@salesforce.com","Completed","2018-09-11T06:29:37.000Z","0YQB0000000L0CBOA0","false","2018-09-11T05:15:56.000Z","Midwest","Albany","2018-09-11","Construction","Lenna Paprocki","2018-09-11T05:15:56.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1r9KAC","0YQB0000000L0CBOA0","0Y2B0000000L08tKAC",,"A00000024","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","12204","Medium","Valerie East","Nutrition Stop - Hillsdale","005B0000006NoPnIAK","Dmart Location 25",,"Albany",,"907-385-4412","Regular","003B000000H1QcIIAV","Nutrition Stop Account","NY","lpaprocki@hotmail.com",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",73,5,1,,73
"2019-12-25T08:17:55.000Z","005B0000006PwWOIA0","2018-10-29T11:16:57.000Z",,"Description of Dmart Location Group 5","Truck","High",,"00000018","West","Ricky East","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/F",,"001B000001AQUOxIAP","Standard",,"rickyeast@salesforce.com","Completed","2018-10-29T11:16:57.000Z","0YQB0000000L0CCOA0","false","2018-10-29T09:50:28.000Z","West","San Jose","2018-10-29","Food & Beverage","Donette Foller","2018-10-29T09:50:28.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1rAKAS","0YQB0000000L0CCOA0","0Y2B0000000L08wKAC",,"A00000008","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","95111","Low","Ricky East","Nutrition Stop - Kennesaw","005B0000006NoPnIAK","Dmart Location 17",,"Santa Clara",,"513-570-1893","Regular","003B000000H1QcJIAV","Rondel Account","CA","donette.foller@cox.net",,,,"2020-04-14T22:10:30.000Z",,,"005B0000006NoPnIAK","Nutrition Stop Account/Alpine Nutrition Account/NTO Account",86,2,1,,86
"2019-12-25T08:17:55.000Z","005B0000006PwWYIA0","2018-07-03T09:00:23.000Z","SalesRep","Description of Dmart Location Group 1","Truck","Medium","00EB0000000fdvVMAQ","00000019","Bay Area","Bill East","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/F","00EB0000000fdvVMAQ","001B000001AQUOyIAP","Standard",,"billeast@salesforce.com","Completed","2018-07-03T09:00:23.000Z","0YQB0000000L0CDOA0","false","2018-07-03T07:52:45.000Z","Bay Area","Chicago","2018-07-03","Transportation","Willard Kolmetz","2018-07-03T07:52:45.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1rBKAS","0YQB0000000L0CDOA0","0Y2B0000000L08sKAC",,"A00000007","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","60632","High","Bill East","Nutrition Stop - Elkhorn","005B0000006NoPnIAK","Dmart Location 18","00EB0000000fdvVMAQ","Cook",,"972-303-9197","Regular","003B000000H1QcbIAF","Alpine Nutrition Account","IL","willard@hotmail.com",,,,"2020-04-14T22:10:30.000Z","SalesRep",,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",67,10,1,,67
"2019-12-25T08:17:55.000Z","005B0000006PwWZIA0","2019-01-07T00:14:46.000Z","SalesRep","Description of Dmart Location Group 4","Van","Low","00EB0000000fdvVMAQ","00000020","South","Ely West","005B0000006NoPnIAK","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/F","00EB0000000fdvVMAQ","001B000001AQUOyIAP","Standard",,"elywest@salesforce.com","Completed","2019-01-07T00:14:46.000Z","0YQB0000000L0CEOA0","false","2019-01-06T22:50:28.000Z","South","Ashland","2019-01-06","Transportation","Gladys Rim","2019-01-06T22:50:28.000Z",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/T","2019-12-25T07:09:04.000Z","0Z5B0000000L1rCKAS","0YQB0000000L0CEOA0","0Y2B0000000L08vKAC",,"A00000006","Please complete the visit and collect all the KPIs","Alpine Nutrition Account","44805","Medium","Ely West","NTO Store - Dublin","005B0000006NoPnIAK","Dmart Location 19","00EB0000000fdvVMAQ","Ashland",,"414-661-9598","Regular","003B000000H1QcWIAV","Alpine Nutrition Account","OH","gladys.rim@rim.org",,,,"2020-04-14T22:10:30.000Z","SalesRep",,"005B0000006NoPnIAK","Alpine Nutrition Account/NTO Account",84,3,1,,84
