"LCT.EndTime","LCT.Status","Time","LCT.StartTime","AgentId","LCT.EndedBy","LCT.RequestTime","AgentIdFill","User.Name","LiveChatTranscriptId","TempAgentChatEndTime","Type","IsEndChatEvent","Id","Detail","IsNextChatEventTransfer","AgentTransferCount","AgentEndCount","AgentStartCount","NumConcurrentChats","LCT.Case.ED_Outcome__c","IsChatTransfered","AgentChatEndTime_sec_epoch","LCT.ChatDuration","AgentChatDuration"
"2020-02-24T18:36:16.000Z","Completed","2020-02-24T18:25:07.000Z","2020-02-24T18:26:34.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZPMA2","2020-02-24T18:25:07.000Z","ChatRequest",False,"a4JB00000000FyeMAE","Visitor requested chat.",False,0,67,115,48,51.6,0,1582569376,62,669
"2020-02-23T17:23:48.000Z","Missed","2020-02-23T17:19:41.000Z","2020-02-23T17:23:45.000Z","005B0000003JLIHIA4","Visitor","2020-02-23T17:19:41.000Z","005B0000003JLIHIA4","Katie Adams","a4IB00000000ObVMAU","2020-02-23T17:23:48.000Z","ChatRequest",False,"a4JB00000000G1eMAE","Visitor requested chat.",False,0,125,203,78,68.1,0,1582478628,352,247
"2020-02-23T17:23:48.000Z","Missed","2020-02-23T17:23:48.000Z","2020-02-23T17:23:45.000Z","005B0000003JLIHIA4","Visitor","2020-02-23T17:19:41.000Z","005B0000003JLIHIA4","Katie Adams","a4IB00000000ObVMAU","2020-02-23T17:23:48.000Z","CancelVisitor",False,"a4JB00000000G1fMAE","Visitor clicked Cancel Chat.",False,0,125,203,78,68.1,0,1582478628,352,0
"2020-02-23T17:27:39.000Z","Completed","2020-02-23T17:18:26.000Z","2020-02-23T17:22:54.000Z","005B0000003JLIEIA4","Agent","2020-02-23T17:18:26.000Z","005B0000003JLIEIA4","Melody Moore","a4IB00000000OmfMAE","2020-02-23T17:18:26.000Z","ChatRequest",False,"a4JB00000000G1gMAE","Visitor requested chat.",False,0,116,199,83,68.8,0,1582478859,287,553
"2020-02-23T17:27:39.000Z","Completed","2020-02-23T17:18:26.000Z","2020-02-23T17:22:54.000Z","005B0000003JLIEIA4","Agent","2020-02-23T17:18:26.000Z","005B0000003JLIEIA4","Melody Moore","a4IB00000000OmfMAE","2020-02-23T17:25:53.000Z","ChoiceRoute",False,"a4JB00000000G1hMAE","Choice chat request routed to all available qualified agents.",False,0,116,199,83,68.8,0,1582478753,287,447
"2020-02-23T16:56:42.000Z","Completed","2020-02-23T16:50:00.000Z","2020-02-23T16:53:43.000Z","005B0000003JLI3IAO","Visitor","2020-02-23T16:50:00.000Z","005B0000003JLI3IAO","Susan Pena","a4IB00000000OijMAE","2020-02-23T16:50:00.000Z","ChatRequest",False,"a4JB00000000G1kMAE","Visitor requested chat.",False,0,62,103,41,51.6,0,1582477002,471,402
"2020-02-23T16:56:42.000Z","Completed","2020-02-23T16:50:00.000Z","2020-02-23T16:53:43.000Z","005B0000003JLI3IAO","Visitor","2020-02-23T16:50:00.000Z","005B0000003JLI3IAO","Susan Pena","a4IB00000000OijMAE","2020-02-23T16:56:15.000Z","ChoiceRoute",False,"a4JB00000000G1lMAE","Choice chat request routed to all available qualified agents.",False,0,62,103,41,51.6,0,1582476975,471,375
"2020-02-23T16:56:42.000Z","Completed","2020-02-23T16:56:15.000Z","2020-02-23T16:53:43.000Z","005B0000003JLI3IAO","Visitor","2020-02-23T16:50:00.000Z","005B0000003JLI3IAO","Susan Pena","a4IB00000000OijMAE","2020-02-23T16:56:42.000Z","Accept",False,"a4JB00000000G1mMAE","Chat request accepted by agent.",False,0,62,104,42,51.6,1,1582477002,471,27
"2020-02-23T16:40:19.000Z","Completed","2020-02-23T16:35:06.000Z","2020-02-23T16:37:04.000Z","005B0000003JLIBIA4","Agent","2020-02-23T16:35:06.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000004ks7MAA","2020-02-23T16:39:57.000Z","ChoiceRoute",False,"a4JB00000000G1pMAE","Choice chat request routed to all available qualified agents.",False,0,59,92,33,51.6,0,1582475997,579,291
"2020-02-23T16:40:19.000Z","Completed","2020-02-23T16:39:57.000Z","2020-02-23T16:37:04.000Z","005B0000003JLIBIA4","Agent","2020-02-23T16:35:06.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000004ks7MAA","2020-02-23T16:40:19.000Z","Accept",False,"a4JB00000000G1qMAE","Chat request accepted by agent.",False,0,59,93,34,51.6,1,1582476019,579,22
"2020-02-23T16:40:19.000Z","Completed","2020-02-23T16:40:19.000Z","2020-02-23T16:37:04.000Z","005B0000003JLIBIA4","Agent","2020-02-23T16:35:06.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000004ks7MAA","2020-02-23T16:40:19.000Z","LeaveAgent",False,"a4JB00000000G1rMAE","Agent left chat.",False,0,59,93,34,51.6,0,1582476019,579,0
"2020-02-23T16:42:22.000Z","Completed","2020-02-23T16:42:22.000Z","2020-02-23T16:34:14.000Z","005B0000003JLI5IAO","Agent","2020-02-23T16:31:23.000Z","005B0000003JLI5IAO","Crystal Rodriguez","a4IB00000000OdpMAE","2020-02-23T16:42:22.000Z","LeaveAgent",False,"a4JB00000000G1vMAE","Agent left chat.",False,0,102,173,71,51.6,0,1582476142,311,0
"2020-02-23T16:37:34.000Z","Completed","2020-02-23T16:31:23.000Z","2020-02-23T16:32:12.000Z","005B0000003JLI5IAO","Agent","2020-02-23T16:31:23.000Z","005B0000003JLI5IAO","Crystal Rodriguez","a4IB00000000OdqMAE","2020-02-23T16:31:23.000Z","ChatRequest",False,"a4JB00000000G1wMAE","Visitor requested chat.",False,0,101,171,70,51.6,0,1582475854,402,371
"2020-02-23T16:37:34.000Z","Completed","2020-02-23T16:31:23.000Z","2020-02-23T16:32:12.000Z","005B0000003JLI5IAO","Agent","2020-02-23T16:31:23.000Z","005B0000003JLI5IAO","Crystal Rodriguez","a4IB00000000OdqMAE","2020-02-23T16:36:44.000Z","ChoiceRoute",False,"a4JB00000000G1xMAE","Choice chat request routed to all available qualified agents.",False,0,101,171,70,51.6,0,1582475804,402,321
"2020-02-23T16:37:34.000Z","Completed","2020-02-23T16:36:44.000Z","2020-02-23T16:32:12.000Z","005B0000003JLI5IAO","Agent","2020-02-23T16:31:23.000Z","005B0000003JLI5IAO","Crystal Rodriguez","a4IB00000000OdqMAE","2020-02-23T16:37:34.000Z","Accept",False,"a4JB00000000G1yMAE","Chat request accepted by agent.",False,0,101,172,71,51.6,1,1582475854,402,50
"2020-02-22T00:20:37.000Z","Completed","2020-02-22T00:09:29.000Z","2020-02-22T00:11:13.000Z","005B0000003JLI6IAO","Visitor","2020-02-22T00:09:29.000Z","005B0000003JLI6IAO","William Edwards","a4IB00000004krXMAQ","2020-02-22T00:09:29.000Z","ChatRequest",False,"a4JB00000000G5GMAU","Visitor requested chat.",False,0,106,175,69,81.6,0,1582330837,182,668
"2020-02-22T00:20:37.000Z","Completed","2020-02-22T00:17:33.000Z","2020-02-22T00:11:13.000Z","005B0000003JLI6IAO","Visitor","2020-02-22T00:09:29.000Z","005B0000003JLI6IAO","William Edwards","a4IB00000004krXMAQ","2020-02-22T00:20:37.000Z","Accept",False,"a4JB00000000G5IMAU","Chat request accepted by agent.",False,0,106,176,70,81.6,1,1582330837,182,184
"2020-02-21T23:53:00.000Z","Missed","2020-02-21T23:43:56.000Z","2020-02-21T23:46:15.000Z","005B0000003JLI7IAO","Visitor","2020-02-21T23:43:56.000Z","005B0000003JLI7IAO","Jane Nelson","a4IB00000000OYoMAM","2020-02-21T23:53:00.000Z","ChatRequest",False,"a4JB00000000G5KMAU","Visitor requested chat.",False,0,126,208,82,83.7,0,1582329180,100,544
"2020-02-21T23:53:00.000Z","Missed","2020-02-21T23:53:00.000Z","2020-02-21T23:46:15.000Z","005B0000003JLI7IAO","Visitor","2020-02-21T23:43:56.000Z","005B0000003JLI7IAO","Jane Nelson","a4IB00000000OYoMAM","2020-02-21T23:53:00.000Z","CancelVisitor",False,"a4JB00000000G5LMAU","Visitor clicked Cancel Chat.",False,0,126,208,82,83.7,0,1582329180,100,0
"2020-02-21T23:47:55.000Z","Completed","2020-02-21T23:40:56.000Z","2020-02-21T23:43:31.000Z","005B0000003JLIBIA4","Visitor","2020-02-21T23:40:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VUdMAM","2020-02-21T23:40:56.000Z","ChatRequest",False,"a4JB00000000G5MMAU","Visitor requested chat.",False,0,58,91,33,51.6,0,1582328875,241,419
"2020-02-21T23:47:55.000Z","Completed","2020-02-21T23:41:21.000Z","2020-02-21T23:43:31.000Z","005B0000003JLIBIA4","Visitor","2020-02-21T23:40:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VUdMAM","2020-02-21T23:47:55.000Z","Accept",False,"a4JB00000000G5OMAU","Chat request accepted by agent.",False,0,58,92,34,51.6,1,1582328875,241,394
"2020-02-21T23:47:55.000Z","Completed","2020-02-21T23:47:55.000Z","2020-02-21T23:43:31.000Z","005B0000003JLIBIA4","Visitor","2020-02-21T23:40:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VUdMAM","2020-02-21T23:47:55.000Z","EndVisitor",True,"a4JB00000000G5PMAU","Visitor clicked End Chat.",False,0,59,92,33,51.6,0,1582328875,241,0
"2020-02-21T23:34:36.000Z","Completed","2020-02-21T23:23:05.000Z","2020-02-21T23:25:32.000Z","005B0000003JLIHIA4","Visitor","2020-02-21T23:23:05.000Z","005B0000003JLIHIA4","Katie Adams","a4IB00000004l33MAA","2020-02-21T23:23:34.000Z","ChoiceRoute",False,"a4JB00000000G5RMAU","Choice chat request routed to all available qualified agents.",False,0,118,192,74,81.6,0,1582327414,583,29
"2020-02-21T23:34:36.000Z","Completed","2020-02-21T23:34:36.000Z","2020-02-21T23:25:32.000Z","005B0000003JLIHIA4","Visitor","2020-02-21T23:23:05.000Z","005B0000003JLIHIA4","Katie Adams","a4IB00000004l33MAA","2020-02-21T23:34:36.000Z","EndVisitor",True,"a4JB00000000G5TMAU","Visitor clicked End Chat.",False,0,119,193,74,81.6,0,1582328076,583,0
"2020-02-21T23:19:35.000Z","Completed","2020-02-21T23:06:34.000Z","2020-02-21T23:10:07.000Z","005B0000003JLI7IAO","Agent","2020-02-21T23:06:34.000Z","005B0000003JLI7IAO","Jane Nelson","a4IB00000008VmbMAE","2020-02-21T23:06:34.000Z","ChatRequest",False,"a4JB00000000G5UMAU","Visitor requested chat.",False,0,125,207,82,51.6,0,1582327175,230,781
"2020-02-21T23:19:35.000Z","Completed","2020-02-21T23:06:34.000Z","2020-02-21T23:10:07.000Z","005B0000003JLI7IAO","Agent","2020-02-21T23:06:34.000Z","005B0000003JLI7IAO","Jane Nelson","a4IB00000008VmbMAE","2020-02-21T23:12:38.000Z","ChoiceRoute",False,"a4JB00000000G5VMAU","Choice chat request routed to all available qualified agents.",False,0,125,207,82,51.6,0,1582326758,230,364
"2020-02-21T23:19:35.000Z","Completed","2020-02-21T23:12:38.000Z","2020-02-21T23:10:07.000Z","005B0000003JLI7IAO","Agent","2020-02-21T23:06:34.000Z","005B0000003JLI7IAO","Jane Nelson","a4IB00000008VmbMAE","2020-02-21T23:19:35.000Z","Accept",False,"a4JB00000000G5WMAU","Chat request accepted by agent.",False,0,125,208,83,51.6,1,1582327175,230,417
