"LastModifiedDate","IsDeleted","ServicePresenceStatusId","IsCurrentState","StatusEndDate","Name","SystemModstamp","StatusStartDate","UserId","CreatedDate","UserId.Name","Id","ServicePresenceStatusId.MasterLabel","IsAway","StatusDuration","IdleDuration","ConfiguredCapacity","AverageCapacity","AtCapacityDuration"
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","false","2019-04-27T12:17:19.000Z","1079","2020-07-01T08:22:24.000Z","2019-04-27T12:03:17.000Z","005B0000003JLILIA4","2019-04-27T12:03:17.000Z","Kyle Warren","a4BB00000004FAwMAM","Busy - Training","true",842,89,486,272,231
"2020-07-01T08:22:24.000Z","false","0N5B000000005W7KAI","false","2020-01-10T09:07:09.000Z","1080","2020-07-01T08:22:24.000Z","2020-01-10T08:56:35.000Z","005B0000003JLILIA4","2020-01-10T08:56:35.000Z","Kyle Warren","a4BB00000004FAxMAM","Busy - Lunch","false",634,273,572,210,93
"2020-07-01T08:22:24.000Z","false","0N5B000000005W7KAI","false","2019-12-02T11:34:18.000Z","1081","2020-07-01T08:22:24.000Z","2019-12-02T11:22:36.000Z","005B0000003JLILIA4","2019-12-02T11:22:36.000Z","Kyle Warren","a4BB00000004FAyMAM","Busy - Lunch","true",702,32,512,328,243
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","false","2019-07-05T17:15:58.000Z","1082","2020-07-01T08:22:24.000Z","2019-07-05T17:12:32.000Z","005B0000003JLILIA4","2019-07-05T17:12:32.000Z","Kyle Warren","a4BB00000004FAzMAM","Busy - Break","true",206,595,63,478,666
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","false","2019-04-05T00:21:53.000Z","449","2020-07-01T08:22:24.000Z","2019-04-05T00:17:01.000Z","005B0000003JLIBIA4","2019-04-05T00:17:01.000Z","Katie Cole","a4BB00000004F0mMAE","Busy","false",292,74,445,66,60
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","true","2019-04-20T16:58:11.000Z","450","2020-07-01T08:22:24.000Z","2019-04-20T16:52:41.000Z","005B0000003JLI8IAO","2019-04-20T16:52:41.000Z","Nathaniel Castillo","a4BB00000004F0nMAE","Busy - Break","false",330,107,439,494,309
"2020-07-01T08:22:24.000Z","false","0N5B000000005W9KAI","false","2020-02-01T22:17:06.000Z","451","2020-07-01T08:22:24.000Z","2020-02-01T22:15:59.000Z","005B0000003JLI8IAO","2020-02-01T22:15:59.000Z","Nathaniel Castillo","a4BB00000004F0oMAE","Available - LiveMessage","true",67,342,310,254,409
"2020-07-01T08:22:24.000Z","false","0N5B000000005W7KAI","true","2019-06-24T18:50:32.000Z","452","2020-07-01T08:22:24.000Z","2019-06-24T18:40:43.000Z","005B0000003JLI8IAO","2019-06-24T18:40:43.000Z","Nathaniel Castillo","a4BB00000004F0pMAE","Busy - Lunch","false",589,470,504,381,510
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","false","2019-12-27T07:16:35.000Z","453","2020-07-01T08:22:24.000Z","2019-12-27T07:05:28.000Z","005B0000003JLI8IAO","2019-12-27T07:05:28.000Z","Nathaniel Castillo","a4BB00000004F0qMAE","Available - Cases","false",667,356,384,303,670
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","true","2019-09-22T12:11:02.000Z","454","2020-07-01T08:22:24.000Z","2019-09-22T12:05:54.000Z","005B0000003JLI8IAO","2019-09-22T12:05:54.000Z","Nathaniel Castillo","a4BB00000004F0rMAE","Busy - Break","true",308,338,572,72,214
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","false","2019-11-29T14:43:55.000Z","455","2020-07-01T08:22:24.000Z","2019-11-29T14:32:00.000Z","005B0000003JLI8IAO","2019-11-29T14:32:00.000Z","Nathaniel Castillo","a4BB00000004F0sMAE","Available - Live Agent","true",715,344,190,97,326
"2020-07-01T08:22:24.000Z","false","0N5B000000005W7KAI","true","2019-07-08T11:29:17.000Z","456","2020-07-01T08:22:24.000Z","2019-07-08T11:21:35.000Z","005B0000003JLI8IAO","2019-07-08T11:21:35.000Z","Nathaniel Castillo","a4BB00000004F0tMAE","Busy - Lunch","false",462,92,515,390,454
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","true","2020-03-02T03:17:01.000Z","457","2020-07-01T08:22:24.000Z","2020-03-02T03:08:24.000Z","005B0000003JLI8IAO","2020-03-02T03:08:24.000Z","Nathaniel Castillo","a4BB00000004F0uMAE","Busy - Break","true",517,350,599,136,380
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","false","2019-07-08T03:45:08.000Z","458","2020-07-01T08:22:24.000Z","2019-07-08T03:35:23.000Z","005B0000003JLI8IAO","2019-07-08T03:35:23.000Z","Nathaniel Castillo","a4BB00000004F0vMAE","Busy - Training","true",585,557,506,256,637
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","true","2019-11-23T23:18:04.000Z","459","2020-07-01T08:22:24.000Z","2019-11-23T23:13:30.000Z","005B0000003JLI8IAO","2019-11-23T23:13:30.000Z","Nathaniel Castillo","a4BB00000004F0wMAE","Busy - Break","true",274,215,43,498,296
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","false","2019-05-24T05:54:58.000Z","460","2020-07-01T08:22:24.000Z","2019-05-24T05:53:31.000Z","005B0000003JLI8IAO","2019-05-24T05:53:31.000Z","Nathaniel Castillo","a4BB00000004F0xMAE","Available - Cases","false",87,31,132,195,405
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","false","2019-07-02T09:18:27.000Z","461","2020-07-01T08:22:24.000Z","2019-07-02T09:14:55.000Z","005B0000003JLI8IAO","2019-07-02T09:14:55.000Z","Nathaniel Castillo","a4BB00000004F0yMAE","Available - Live Agent","true",212,416,332,339,800
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","true","2019-03-21T01:38:48.000Z","462","2020-07-01T08:22:24.000Z","2019-03-21T01:33:20.000Z","005B0000003JLI8IAO","2019-03-21T01:33:20.000Z","Nathaniel Castillo","a4BB00000004F0zMAE","Available - Live Agent","false",328,118,223,455,694
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2020-01-23T20:16:56.000Z","463","2020-07-01T08:22:24.000Z","2020-01-23T20:04:11.000Z","005B0000003JLI8IAO","2020-01-23T20:04:11.000Z","Nathaniel Castillo","a4BB00000004F10MAE","Busy","true",765,511,121,176,685
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","true","2019-08-10T07:42:47.000Z","464","2020-07-01T08:22:24.000Z","2019-08-10T07:39:08.000Z","005B0000003JLI8IAO","2019-08-10T07:39:08.000Z","Nathaniel Castillo","a4BB00000004F11MAE","Available - Cases","false",219,176,50,364,636
"2020-07-01T08:22:24.000Z","false","0N5B000000005W7KAI","false","2019-09-17T15:31:12.000Z","465","2020-07-01T08:22:24.000Z","2019-09-17T15:16:46.000Z","005B0000003JLI8IAO","2019-09-17T15:16:46.000Z","Nathaniel Castillo","a4BB00000004F12MAE","Busy - Lunch","true",866,75,524,206,259
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","false","2019-05-09T06:18:28.000Z","466","2020-07-01T08:22:24.000Z","2019-05-09T06:15:59.000Z","005B0000003JLI8IAO","2019-05-09T06:15:59.000Z","Nathaniel Castillo","a4BB00000004F13MAE","Busy","false",149,425,345,104,240
"2020-07-01T08:22:24.000Z","false","0N5B000000005W7KAI","true","2020-02-24T04:03:49.000Z","467","2020-07-01T08:22:24.000Z","2020-02-24T03:55:01.000Z","005B0000003JLI8IAO","2020-02-24T03:55:01.000Z","Nathaniel Castillo","a4BB00000004F14MAE","Busy - Lunch","false",528,157,541,268,564
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","false","2019-05-05T09:43:25.000Z","468","2020-07-01T08:22:24.000Z","2019-05-05T09:35:24.000Z","005B0000003JLI8IAO","2019-05-05T09:35:24.000Z","Nathaniel Castillo","a4BB00000004F15MAE","Available - Live Agent","false",481,62,530,252,798
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2019-12-19T20:10:37.000Z","469","2020-07-01T08:22:24.000Z","2019-12-19T20:03:18.000Z","005B0000003JLI8IAO","2019-12-19T20:03:18.000Z","Nathaniel Castillo","a4BB00000004F16MAE","Busy","false",439,559,538,316,88
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","true","2019-05-14T12:48:55.000Z","470","2020-07-01T08:22:24.000Z","2019-05-14T12:36:47.000Z","005B0000003JLI8IAO","2019-05-14T12:36:47.000Z","Nathaniel Castillo","a4BB00000004F17MAE","Busy - Break","false",728,309,272,154,43
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","false","2020-01-21T07:32:03.000Z","770","2020-07-01T08:22:24.000Z","2020-01-21T07:18:06.000Z","005B0000003JLI7IAO","2020-01-21T07:18:06.000Z","Jane Nelson","a4BB00000004F5xMAE","Available - Cases","true",837,239,71,372,839
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","true","2020-02-24T22:11:35.000Z","771","2020-07-01T08:22:24.000Z","2020-02-24T21:58:56.000Z","005B0000003JLI7IAO","2020-02-24T21:58:56.000Z","Jane Nelson","a4BB00000004F5yMAE","Available - Live Agent","true",759,298,429,189,536
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2019-07-22T19:00:57.000Z","772","2020-07-01T08:22:24.000Z","2019-07-22T18:54:42.000Z","005B0000003JLI7IAO","2019-07-22T18:54:42.000Z","Jane Nelson","a4BB00000004F5zMAE","Busy","true",375,179,432,138,198
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","true","2019-10-22T07:20:40.000Z","773","2020-07-01T08:22:24.000Z","2019-10-22T07:11:14.000Z","005B0000003JLI7IAO","2019-10-22T07:11:14.000Z","Jane Nelson","a4BB00000004F60MAE","Busy - Break","true",566,416,456,40,346
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","false","2019-03-10T01:03:27.000Z","774","2020-07-01T08:22:24.000Z","2019-03-10T00:58:31.000Z","005B0000003JLI7IAO","2019-03-10T00:58:31.000Z","Jane Nelson","a4BB00000004F61MAE","Busy - Break","true",296,328,241,421,857
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","false","2019-08-11T01:44:48.000Z","775","2020-07-01T08:22:24.000Z","2019-08-11T01:30:49.000Z","005B0000003JLI7IAO","2019-08-11T01:30:49.000Z","Jane Nelson","a4BB00000004F62MAE","Available - Cases","false",839,446,226,457,107
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","true","2019-03-21T17:53:32.000Z","776","2020-07-01T08:22:24.000Z","2019-03-21T17:40:24.000Z","005B0000003JLI7IAO","2019-03-21T17:40:24.000Z","Jane Nelson","a4BB00000004F63MAE","Busy - Training","false",788,392,454,144,258
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","true","2020-01-11T21:59:11.000Z","777","2020-07-01T08:22:24.000Z","2020-01-11T21:47:39.000Z","005B0000003JLI7IAO","2020-01-11T21:47:39.000Z","Jane Nelson","a4BB00000004F64MAE","Busy - Training","false",692,563,513,261,331
"2020-07-01T08:22:24.000Z","false","0N5B000000005W9KAI","true","2019-03-22T08:02:17.000Z","778","2020-07-01T08:22:24.000Z","2019-03-22T07:51:57.000Z","005B0000003JLI7IAO","2019-03-22T07:51:57.000Z","Jane Nelson","a4BB00000004F65MAE","Available - LiveMessage","false",620,404,564,323,674
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","false","2019-03-29T13:09:36.000Z","779","2020-07-01T08:22:24.000Z","2019-03-29T13:07:43.000Z","005B0000003JLI7IAO","2019-03-29T13:07:43.000Z","Jane Nelson","a4BB00000004F66MAE","Busy - Training","true",113,566,427,183,173
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","false","2019-07-28T21:45:04.000Z","780","2020-07-01T08:22:24.000Z","2019-07-28T21:38:57.000Z","005B0000003JLI7IAO","2019-07-28T21:38:57.000Z","Jane Nelson","a4BB00000004F67MAE","Busy","false",367,370,68,385,62
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","false","2019-10-08T09:36:34.000Z","781","2020-07-01T08:22:24.000Z","2019-10-08T09:22:27.000Z","005B0000003JLI7IAO","2019-10-08T09:22:27.000Z","Jane Nelson","a4BB00000004F68MAE","Busy - Training","false",847,419,287,450,271
"2020-07-01T08:22:24.000Z","false","0N5B000000005W9KAI","false","2019-07-22T11:19:19.000Z","782","2020-07-01T08:22:24.000Z","2019-07-22T11:06:55.000Z","005B0000003JLI7IAO","2019-07-22T11:06:55.000Z","Jane Nelson","a4BB00000004F69MAE","Available - LiveMessage","false",744,598,594,55,353
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","false","2020-01-23T16:37:32.000Z","783","2020-07-01T08:22:24.000Z","2020-01-23T16:31:57.000Z","005B0000003JLI7IAO","2020-01-23T16:31:57.000Z","Jane Nelson","a4BB00000004F6AMAU","Available - Cases","true",335,284,496,377,550
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","false","2020-02-28T03:54:35.000Z","784","2020-07-01T08:22:24.000Z","2020-02-28T03:49:17.000Z","005B0000003JLI7IAO","2020-02-28T03:49:17.000Z","Jane Nelson","a4BB00000004F6BMAU","Available - Live Agent","true",318,557,333,326,779
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2019-05-02T02:07:34.000Z","785","2020-07-01T08:22:24.000Z","2019-05-02T02:00:36.000Z","005B0000003JLI7IAO","2019-05-02T02:00:36.000Z","Jane Nelson","a4BB00000004F6CMAU","Busy","true",418,180,328,106,186
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","false","2019-12-15T05:17:17.000Z","786","2020-07-01T08:22:24.000Z","2019-12-15T05:14:28.000Z","005B0000003JLI7IAO","2019-12-15T05:14:28.000Z","Jane Nelson","a4BB00000004F6DMAU","Busy","false",169,377,512,402,190
"2020-07-01T08:22:24.000Z","false","0N5B000000005W9KAI","false","2019-07-03T07:50:53.000Z","787","2020-07-01T08:22:24.000Z","2019-07-03T07:44:01.000Z","005B0000003JLI7IAO","2019-07-03T07:44:01.000Z","Jane Nelson","a4BB00000004F6EMAU","Available - LiveMessage","true",412,314,414,216,107
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","true","2019-06-21T18:09:08.000Z","788","2020-07-01T08:22:24.000Z","2019-06-21T18:03:55.000Z","005B0000003JLI7IAO","2019-06-21T18:03:55.000Z","Jane Nelson","a4BB00000004F6FMAU","Busy - Break","true",313,521,346,391,64
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","false","2019-05-09T16:30:27.000Z","789","2020-07-01T08:22:24.000Z","2019-05-09T16:16:07.000Z","005B0000003JLI7IAO","2019-05-09T16:16:07.000Z","Jane Nelson","a4BB00000004F6GMAU","Available - Live Agent","true",860,235,576,455,833
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","false","2019-04-26T22:00:34.000Z","790","2020-07-01T08:22:24.000Z","2019-04-26T21:58:10.000Z","005B0000003JLI7IAO","2019-04-26T21:58:10.000Z","Jane Nelson","a4BB00000004F6HMAU","Busy","false",144,243,582,266,224
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","true","2019-06-08T01:41:47.000Z","791","2020-07-01T08:22:24.000Z","2019-06-08T01:31:19.000Z","005B0000003JLI7IAO","2019-06-08T01:31:19.000Z","Jane Nelson","a4BB00000004F6IMAU","Busy - Training","false",628,350,187,86,785
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","false","2019-11-02T03:45:57.000Z","1083","2020-07-01T08:22:24.000Z","2019-11-02T03:43:05.000Z","005B0000003JLILIA4","2019-11-02T03:43:05.000Z","Kyle Warren","a4BB00000004FB0MAM","Available - Cases","false",172,183,481,268,338
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2020-02-19T23:54:47.000Z","1084","2020-07-01T08:22:24.000Z","2020-02-19T23:47:27.000Z","005B0000003JLILIA4","2020-02-19T23:47:27.000Z","Kyle Warren","a4BB00000004FB1MAM","Busy","true",440,564,204,130,228
