"Approver.Role.Hierarchy_RoleNames","Approver.Role.RolePath","SubmittedBy.UniqueUserName","SubmittedBy.Role.RoleNames","Approval.Id","SubmittedBy.Name","SubmittedBy.Username","OriginalApprover.UserRoleId","Approver.Role.ParentRole.Name","SubmittedBy.Role.RolePath","OriginalApprover.Role.ParentRoleId","OriginalApprover.UniqueUserName","Process.TableEnumOrId","Approval.CompletedDate","Approval.ProcessDefinitionId","OriginalApprover.SmallPhotoUrl","OriginalApprover.Role.RolePath","Approver.Role.RoleNamesPath","SubmittedBy.Role.Hierarchy_RoleNames","OriginalApprover.Role.RoleNames","OriginalApprover.FullPhotoUrl","SubmittedBy.SmallPhotoUrl","Approver.SmallPhotoUrl","ActorId","Approval.SubmittedById","Approver.Role.ParentRole.DeveloperName","Approval.LastModifiedDate","Approver.Role.Roles","Process.Name","SubmittedBy.Role.Name","SubmittedBy.UserRoleId","CreatedDate","Approval.TargetObjectId","OriginalApprover.Role.DeveloperName","Process.Type","OriginalApprover.Role.ParentRole.DeveloperName","OriginalApprover.Username","OriginalActorId","SubmittedBy.Role.ParentRole.DeveloperName","ElapsedTimeInMinutes","OriginalApprover.Role.Hierarchy_RoleNames","Approver.UniqueUserName","Approval.Status","OriginalApprover.Role.Name","OriginalApprover.Role.ParentRole.Name","SubmittedBy.Role.Roles","Approver.Name","Approver.FullPhotoUrl","Approver.Role.ParentRoleId","OriginalApprover.Role.RoleNamesPath","Process.Description","SubmittedBy.Role.DeveloperName","Comments","Process.State","OriginalApprover.Name","StepStatus","Approval.CreatedDate","Approver.Role.DeveloperName","SubmittedBy.FullPhotoUrl","Approver.Role.RoleNames","SubmittedBy.Role.RoleNamesPath","SubmittedBy.Role.ParentRole.Name","Approver.Username","SubmittedBy.Role.ParentRoleId","ActionRecordId","ProcessInstanceId","Approver.Role.Name","Approver.UserRoleId","OriginalApprover.Role.Roles","Approval.ElapsedTimeInMinutes"
"CEO","00EB0000000PSLHMA4/00EB0000000PSLGMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","Sean Silver","CEO","04gB00000006F4nIAE","Sean Silver","ssilverzn1odd4wopsd@analytics.templates.demo.gs0","00EB0000000PSKcMAO","Jo Wilbur Partner Manager","00EB0000000PSLHMA4/00EB0000000PSLGMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSLHMA4","Sean Silver","Lead",,"04aB00000004POjIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIP/T","00EB0000000PSLHMA4/00EB0000000PSLGMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","SilverPartnersPartnerUser/SilverPartnersPartnerManager/SilverPartnersPartnerExecutive/DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIP/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIP/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIP/T","005B0000004hsWDIAY","005B0000004hsWDIAY","SilverPartnersPartnerManager","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Deal Registration - 1 Level of Approval","Jo Wilbur Partner User","00EB0000000PSKcMAO","2020-06-03T22:12:40.000Z","00QB0000005d58UMAQ","SilverPartnersPartnerUser","Approval","SilverPartnersPartnerManager","ssilverzn1odd4wopsd@analytics.templates.demo.gs0","005B0000004hsWDIAY","SilverPartnersPartnerManager",,"CEO","Sean Silver","Pending","Jo Wilbur Partner User","Jo Wilbur Partner Manager","00EB0000000PSKWMA4","Sean Silver","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIP/F","00EB0000000PSLHMA4","SilverPartnersPartnerUser/SilverPartnersPartnerManager/SilverPartnersPartnerExecutive/DirChannel/VPSales/CEO",,"SilverPartnersPartnerUser","New deal registration submitted for your approval.","Active","Sean Silver","Started","2020-06-03T22:12:40.000Z","SilverPartnersPartnerUser","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIP/F","CEO","SilverPartnersPartnerUser/SilverPartnersPartnerManager/SilverPartnersPartnerExecutive/DirChannel/VPSales/CEO","Jo Wilbur Partner Manager","ssilverzn1odd4wopsd@analytics.templates.demo.gs0","00EB0000000PSLHMA4","Approval.Id","04gB00000006F4nIAE","Jo Wilbur Partner User","00EB0000000PSKcMAO","00EB0000000PSKWMA4",0
"AcmeResellersPartnerExecutive","00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","Paul Partner","AcmeResellersPartnerExecutive","04gB00000006F4tIAE","Paul Partner","ppartnerukhtu0nl7qlq@analytics.templates.demo.gs0","00EB0000000PSKbMAO","Director of Channel Sales","00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSKhMAO","Paul Partner","Lead",,"04aB00000004POjIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIN/T","00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","AcmeResellersPartnerExecutive/DirChannel/VPSales/CEO","AcmeResellersPartnerExecutive","AcmeResellersPartnerExecutive","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIN/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIN/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIN/T","005B0000004hsWBIAY","005B0000004hsWBIAY","DirChannel","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Deal Registration - 1 Level of Approval","Joby Friese Partner Executive","00EB0000000PSKbMAO","2020-06-03T22:12:40.000Z","00QB0000005d58VMAQ","AcmeResellersPartnerExecutive","Approval","DirChannel","ppartnerukhtu0nl7qlq@analytics.templates.demo.gs0","005B0000004hsWBIAY","DirChannel",,"AcmeResellersPartnerExecutive","Paul Partner","Pending","Joby Friese Partner Executive","Director of Channel Sales","00EB0000000PSKWMA4","Paul Partner","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIN/F","00EB0000000PSKhMAO","AcmeResellersPartnerExecutive/DirChannel/VPSales/CEO",,"AcmeResellersPartnerExecutive","New deal registration submitted for your approval.","Active","Paul Partner","Started","2020-06-03T22:12:40.000Z","AcmeResellersPartnerExecutive","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIN/F","AcmeResellersPartnerExecutive","AcmeResellersPartnerExecutive/DirChannel/VPSales/CEO","Director of Channel Sales","ppartnerukhtu0nl7qlq@analytics.templates.demo.gs0","00EB0000000PSKhMAO","Approval.Id","04gB00000006F4tIAE","Joby Friese Partner Executive","00EB0000000PSKbMAO","00EB0000000PSKWMA4",0
"CEO",,"Admin User","CEO","04gB00000006F3VIAU","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKWMA4",,,,"Admin User","Time_Off_Request__c",,"04aB00000004PObIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T",,"CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","005B0000004ofP3IAI","005B0000004ofP3IAI",,"2018-08-24T22:12:40.000Z",,"TOM Direct Manager Approval","CEO","00EB0000000PSKWMA4","2020-06-03T22:12:40.000Z","a0BB0000002BQj2MAG","CEO","Approval",,"admin@analytics.templates.demo.gs0","005B0000004ofP3IAI",,,"CEO","Admin User","Approved","CEO",,,"Admin User","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F",,"CEO","Time-Off Request approval process to be used only when direct manager approval is required.","CEO",,"Active","Admin User","Started","2020-06-03T22:12:40.000Z","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"admin@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3VIAU","CEO","00EB0000000PSKWMA4",,0
"CEO",,"Admin User","CEO","04gB00000006F3VIAU","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKXMA4",,,"00EB0000000PSKWMA4","Joseph Richards","Time_Off_Request__c",,"04aB00000004PObIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIH/T","00EB0000000PSKWMA4","CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIH/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","005B0000004ofP3IAI","005B0000004ofP3IAI",,"2018-08-24T22:12:40.000Z",,"TOM Direct Manager Approval","CEO","00EB0000000PSKWMA4","2020-06-03T22:12:40.000Z","a0BB0000002BQj2MAG","VPSales","Approval","CEO","demo@gartnerbimq2018.com","005B0000004hsW5IAI",,,"CEO","Admin User","Approved","VP of Sales","CEO",,"Admin User","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F",,"VPSales/CEO","Time-Off Request approval process to be used only when direct manager approval is required.","CEO","Have fun","Active","Joseph Richards","Approved","2020-06-03T22:12:40.000Z","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"admin@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3VIAU","CEO","00EB0000000PSKWMA4","00EB0000000PSKWMA4",0
,,"Tom Reseller",,"04gB00000006F3WIAU","Tom Reseller","old_treseller.z3mj715krsxn.gruoxmg97zl2@analytics.templates.demo.gs0",,,,,"Tom Reseller","Lead",,"04aB00000004POdIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/T",,,,,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/T","005B0000004hsWKIAY","005B0000004hsWKIAY",,"2018-08-24T22:12:40.000Z",,"Change Lead to Deal Registration",,,"2020-06-03T22:12:40.000Z","00QB0000005d55AMAQ",,"Approval",,"old_treseller.z3mj715krsxn.gruoxmg97zl2@analytics.templates.demo.gs0","005B0000004hsWKIAY",,,,"Tom Reseller","Approved",,,,"Tom Reseller","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/F",,,,,,"Active","Tom Reseller","Started","2020-06-03T22:12:40.000Z",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/F",,,,"old_treseller.z3mj715krsxn.gruoxmg97zl2@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3WIAU",,,,0
,,"Tom Reseller",,"04gB00000006F3WIAU","Tom Reseller","old_treseller.z3mj715krsxn.gruoxmg97zl2@analytics.templates.demo.gs0",,,,,"Tom Reseller","Lead",,"04aB00000004POdIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/T",,,,,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/T","005B0000004hsWKIAY","005B0000004hsWKIAY",,"2018-08-24T22:12:40.000Z",,"Change Lead to Deal Registration",,,"2020-06-03T22:12:40.000Z","00QB0000005d55AMAQ",,"Approval",,"old_treseller.z3mj715krsxn.gruoxmg97zl2@analytics.templates.demo.gs0","005B0000004hsWKIAY",,,,"Tom Reseller","Approved",,,,"Tom Reseller","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/F",,,,,,"Active","Tom Reseller","Approved","2020-06-03T22:12:40.000Z",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIW/F",,,,"old_treseller.z3mj715krsxn.gruoxmg97zl2@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3WIAU",,,,0
"CEO","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","Jamie Green","CEO","04gB00000006F3ZIAU","Jamie Green","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSKdMAO","Jessee Young Partner Manager","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSLDMA4","Jamie Green","Lead",,"04aB00000004POjIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","005B0000004hsWEIAY","005B0000004hsWEIAY","CTWResellersPartnerManager","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Deal Registration - 1 Level of Approval","Jessee Young Partner User","00EB0000000PSKdMAO","2020-06-03T22:12:40.000Z","00QB0000005d57tMAA","CTWResellersPartnerUser","Approval","CTWResellersPartnerManager","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","005B0000004hsWEIAY","CTWResellersPartnerManager",,"CEO","Jamie Green","Pending","Jessee Young Partner User","Jessee Young Partner Manager","00EB0000000PSKWMA4","Jamie Green","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","00EB0000000PSLDMA4","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO",,"CTWResellersPartnerUser",,"Active","Jamie Green","Started","2020-06-03T22:12:40.000Z","CTWResellersPartnerUser","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","CEO","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","Jessee Young Partner Manager","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSLDMA4","Approval.Id","04gB00000006F3ZIAU","Jessee Young Partner User","00EB0000000PSKdMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","Jamie Green","CEO","04gB00000006F3aIAE","Jamie Green","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSKdMAO","Jessee Young Partner Manager","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSLDMA4","Jamie Green","Lead",,"04aB00000004POjIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","005B0000004hsWEIAY","005B0000004hsWEIAY","CTWResellersPartnerManager","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Deal Registration - 1 Level of Approval","Jessee Young Partner User","00EB0000000PSKdMAO","2020-06-03T22:12:40.000Z","00QB0000005d57uMAA","CTWResellersPartnerUser","Approval","CTWResellersPartnerManager","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","005B0000004hsWEIAY","CTWResellersPartnerManager",,"CEO","Jamie Green","Pending","Jessee Young Partner User","Jessee Young Partner Manager","00EB0000000PSKWMA4","Jamie Green","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","00EB0000000PSLDMA4","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO",,"CTWResellersPartnerUser",,"Active","Jamie Green","Started","2020-06-03T22:12:40.000Z","CTWResellersPartnerUser","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","CEO","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","Jessee Young Partner Manager","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSLDMA4","Approval.Id","04gB00000006F3aIAE","Jessee Young Partner User","00EB0000000PSKdMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","Jamie Green","CEO","04gB00000006F3bIAE","Jamie Green","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSKdMAO","Jessee Young Partner Manager","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSLDMA4","Jamie Green","Lead",,"04aB00000004POjIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","005B0000004hsWEIAY","005B0000004hsWEIAY","CTWResellersPartnerManager","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Deal Registration - 1 Level of Approval","Jessee Young Partner User","00EB0000000PSKdMAO","2020-06-03T22:12:40.000Z","00QB0000005d57qMAA","CTWResellersPartnerUser","Approval","CTWResellersPartnerManager","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","005B0000004hsWEIAY","CTWResellersPartnerManager",,"CEO","Jamie Green","Approved","Jessee Young Partner User","Jessee Young Partner Manager","00EB0000000PSKWMA4","Jamie Green","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","00EB0000000PSLDMA4","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO",,"CTWResellersPartnerUser",,"Active","Jamie Green","Started","2020-06-03T22:12:40.000Z","CTWResellersPartnerUser","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","CEO","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","Jessee Young Partner Manager","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSLDMA4","Approval.Id","04gB00000006F3bIAE","Jessee Young Partner User","00EB0000000PSKdMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSKXMA4/00EB0000000PSKWMA4","Jamie Green","CEO","04gB00000006F3bIAE","Jamie Green","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSKhMAO","VP of Sales","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSKXMA4","Chet Callaghan","Lead",,"04aB00000004POjIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","00EB0000000PSKXMA4/00EB0000000PSKWMA4","DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","005B0000004hsWuIAI","005B0000004hsWEIAY","VPSales","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Deal Registration - 1 Level of Approval","Jessee Young Partner User","00EB0000000PSKdMAO","2020-06-03T22:12:40.000Z","00QB0000005d57qMAA","DirChannel","Approval","VPSales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","005B0000004hsWuIAI","CTWResellersPartnerManager",,"CEO","Chet Callaghan","Approved","Director of Channel Sales","VP of Sales","00EB0000000PSKWMA4","Chet Callaghan","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","00EB0000000PSKXMA4","DirChannel/VPSales/CEO",,"CTWResellersPartnerUser","good luck!","Active","Chet Callaghan","Approved","2020-06-03T22:12:40.000Z","DirChannel","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","CEO","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","Jessee Young Partner Manager","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSLDMA4","Approval.Id","04gB00000006F3bIAE","Director of Channel Sales","00EB0000000PSKhMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","Jamie Green","CEO","04gB00000006F3cIAE","Jamie Green","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSKdMAO","Jessee Young Partner Manager","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSLDMA4","Jamie Green","Lead",,"04aB00000004POjIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","005B0000004hsWEIAY","005B0000004hsWEIAY","CTWResellersPartnerManager","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Deal Registration - 1 Level of Approval","Jessee Young Partner User","00EB0000000PSKdMAO","2020-06-03T22:12:40.000Z","00QB0000005d57vMAA","CTWResellersPartnerUser","Approval","CTWResellersPartnerManager","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","005B0000004hsWEIAY","CTWResellersPartnerManager",,"CEO","Jamie Green","Approved","Jessee Young Partner User","Jessee Young Partner Manager","00EB0000000PSKWMA4","Jamie Green","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","00EB0000000PSLDMA4","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO",,"CTWResellersPartnerUser",,"Active","Jamie Green","Started","2020-06-03T22:12:40.000Z","CTWResellersPartnerUser","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","CEO","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","Jessee Young Partner Manager","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSLDMA4","Approval.Id","04gB00000006F3cIAE","Jessee Young Partner User","00EB0000000PSKdMAO","00EB0000000PSKWMA4",0
"CEO","00EB0000000PSKXMA4/00EB0000000PSKWMA4","Jamie Green","CEO","04gB00000006F3cIAE","Jamie Green","jmgreenzrwwyyg4warv@analytics.templates.demo.gs0","00EB0000000PSKhMAO","VP of Sales","00EB0000000PSLDMA4/00EB0000000PSLCMA4/00EB0000000PSKhMAO/00EB0000000PSKXMA4/00EB0000000PSKWMA4","00EB0000000PSKXMA4","Chet Callaghan","Lead",,"04aB00000004POjIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","00EB0000000PSKXMA4/00EB0000000PSKWMA4","DirChannel/VPSales/CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/T","005B0000004hsWuIAI","005B0000004hsWEIAY","VPSales","2018-08-24T22:12:40.000Z","00EB0000000PSKWMA4","Deal Registration - 1 Level of Approval","Jessee Young Partner User","00EB0000000PSKdMAO","2020-06-03T22:12:40.000Z","00QB0000005d57vMAA","DirChannel","Approval","VPSales","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","005B0000004hsWuIAI","CTWResellersPartnerManager",,"CEO","Chet Callaghan","Approved","Director of Channel Sales","VP of Sales","00EB0000000PSKWMA4","Chet Callaghan","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIt/F","00EB0000000PSKXMA4","DirChannel/VPSales/CEO",,"CTWResellersPartnerUser",,"Active","Chet Callaghan","Approved","2020-06-03T22:12:40.000Z","DirChannel","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIQ/F","CEO","CTWResellersPartnerUser/CTWResellersPartnerManager/CTWResellersPartnerExecutive/DirChannel/VPSales/CEO","Jessee Young Partner Manager","ccallaghanmm3idqwspfwk@analytics.templates.demo.gs0","00EB0000000PSLDMA4","Approval.Id","04gB00000006F3cIAE","Director of Channel Sales","00EB0000000PSKhMAO","00EB0000000PSKWMA4",0
"CEO",,"Admin User","CEO","04gB00000006F3eIAE","Admin User","admin@analytics.templates.demo.gs0","00EB0000000PSKWMA4",,,,"Admin User","Solution",,"04aB00000004POeIAM","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T",,"CEO","CEO","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/T","005B0000004ofP3IAI","005B0000004ofP3IAI",,"2018-08-24T22:12:40.000Z",,"Solution Approval","CEO","00EB0000000PSKWMA4","2020-06-03T22:12:40.000Z","501B00000007oh0IAA","CEO","Approval",,"admin@analytics.templates.demo.gs0","005B0000004ofP3IAI",,,"CEO","Admin User","Approved","CEO",,,"Admin User","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F",,"CEO",,"CEO",,"Obsolete","Admin User","Started","2020-06-03T22:12:40.000Z","CEO","https://analyticstemplates-demo--c.documentforce.com/profilephoto/729B0000000ECIG/F","CEO","CEO",,"admin@analytics.templates.demo.gs0",,"Approval.Id","04gB00000006F3eIAE","CEO","00EB0000000PSKWMA4",,0
