"Opportunity.Competitor_EDD_c__c","Opportunity.Owner.UniqueUserName","Opportunity.IsWon","CloseDate","Opportunity.RecordTypeId","Opportunity.Owner.Role.Hierarchy_RoleNames","IsLastUpdate","Opportunity.Product.Family","Opportunity.RecordType.Name","Amount_isUpdated","IsDeleted","Opportunity.Owner.Role.ParentRole.DeveloperName","Opportunity.Owner.Name","Opportunity.Account.Parent.ParentAccount.BillingState","ValidFromDate","CloseDate_isUpdated","Id","OpportunityCreatedDate","Opportunity.EDD_CreatedDate__c","Opportunity.OpenClosedWonLost","Opportunity.Opportunity.DemoShow__c","Opportunity.Opportunity.EDD_Prescription__c","Opportunity.DemoShow__c","OpportunityId","Opportunity.Owner.Role.Name","Opportunity.Account.Owner.Name","Stage.IsWon","Opportunity.Account.Type","Opportunity.Name","Opportunity.CloseDate","Opportunity.Account.Industry","StageName","Opportunity.Owner.UserManager.Name","Opportunity.Owner.UserManagerNames","Opportunity.Account.OwnerId","Opportunity.Owner.FullPhotoUrl","Opportunity.EDD_Prescription__c","CustomFilter","Opportunity.OwnerId","Opportunity.Opportunity.EDD_Leading_Causes__c","Opportunity.Owner.Role.ParentRole.ForecastManager.UniqueUserName","Opportunity.Account.BillingState","Opportunity.Owner.Role.RoleNames","Opportunity.Opportunity.Predicted_Close_Date__c","ForecastCategory","Opportunity.Owner.SmallPhotoUrl","Stage_IsAdvanced","Opportunity.Account.Parent.ParentAccount.OwnerId","Opportunity.Owner.Role.DeveloperName","CreatedById","Opportunity.Opportunity.Competitor_EDD_c__c","Opportunity.Owner.Role.RolePath","Stage.IsClosed","Opportunity.StageName","Opportunity.OpptyScore.Insights","Opportunity.Predicted_Close_Date__c","ValidToDate","Opportunity.Owner.Role.ParentRoleId","Stage_isUpdated","Opportunity.Id","StagePrev.IsClosed","Opportunity.IsClosed","Opportunity.Opportunity.Discount_Approved__c","ForecastCategoryPrev.ForecastCategoryName","CreatedDate","Opportunity.Account.AccountSource","Opportunity.AccountId","Opportunity.Owner.UserManager.UniqueUserName","Opportunity.Account.Parent.AccountParents","Opportunity.ForecastCategoryName","Opportunity.Owner.Role.ParentRole.Name","ForecastCategory.ForecastCategoryName","Opportunity.Account.Parent.ParentAccount.ShippingState","CreatedDatePrev","Opportunity.Type","Unique_Sort_Key","Opportunity.Product.Name","ForecastCategoryPrev","Opportunity.Owner.Role.Roles","Opportunity.Account.ShippingState","Opportunity.Account.Parent.ParentAccount.Name","Opportunity.Account.Name","Opportunity.Discount_Approved__c","StageNamePrev","Opportunity.EDD_Leading_Causes__c","CloseDatePrev","Opportunity.IsLost","StagePrev.IsWon","Opportunity.LeadSource","Opportunity.Opportunity.EDD_CreatedDate__c","Opportunity.Opportunity.EDD_Outcome__c","Opportunity.Opportunity.Close_Date_Difference__c","Stage.SortOrder","AmountPrev","IsPulled","Amount","Opportunity.Stage.SortOrder","Opportunity.EDD_Outcome__c","Opportunity.Opportunity.EDD_Age__c","Opportunity.EDD_Age__c","Opportunity.Close_Date_Difference__c","StagePrev.SortOrder","Duration","Opportunity.Opportunity_Score_Dummy__c","Time_In_Current_Stage.Duration_Seconds","IsPushed","Opportunity.OpportunityScore","Opportunity.Amount","Opportunity.OpptyScore.Score"
"","","","2019-12-12","","",0,"","",0,False,"","","","2019-09-26T07:00:00.000Z",0,"a43B0000000Cc2VIAS","2019-07-16T08:00:00.000Z","","","","","","006B0000003WanuIAC","","",False,"","","","","Proposal/Quote","","","","","",True,"","","","","","","Forecast","",False,"","","005B00000034KssIAE","","",False,"","","","2019-11-01T07:00:00.000Z","",0,"",False,"","","Commit","2019-09-26T07:00:00.000Z","","","","","","","Commit","","2019-09-10T07:00:00.000Z","","2019-09-26T07:00:00.000Z-a43B0000000Cc2VIAS","","Forecast","","","","","","Proposal/Quote","","2019-12-12","",False,"","",0,0,4,18339,0,18339,0,0,0,0,0,4,3110400,0,26573363,0,0,0,0
"","","","2020-03-16","","",0,"","",1,False,"","","","2019-11-14T07:00:00.000Z",1,"a43B0000000Cc3VIAS","2019-11-14T07:00:00.000Z","","","","","","006B0000003X0tKIAS","","",False,"","","","","Qualification","","","","","",True,"","","","","","","Pipeline","",True,"","","005B00000034KssIAE","","",False,"","","","2019-11-14T07:00:00.000Z","",1,"","","","","","2019-11-14T07:00:00.000Z","","","","","","","Pipeline","","","","2019-11-14T07:00:00.000Z-a43B0000000Cc3VIAS","","","","","","","","","","1970-01-01","","","","",0,0,3,0,0,81771,0,0,0,0,0,0,0,0,20957363,1,0,0,0
"","","","2018-05-15","","",0,"","",1,False,"","","","2018-02-22T07:00:00.000Z",0,"a43B0000000Cc7zIAC","2018-02-13T07:00:00.000Z","","","","","","006B0000003WaoeIAC","","",False,"","","","","Needs Analysis","","","","","",True,"","","","","","","Pipeline","",False,"","","005B00000034KssIAE","","",False,"","","","2018-03-23T07:00:00.000Z","",0,"",False,"","","Pipeline","2018-02-22T07:00:00.000Z","","","","","","","Pipeline","","2018-02-15T07:00:00.000Z","","2018-02-22T07:00:00.000Z-a43B0000000Cc7zIAC","","Pipeline","","","","","","Needs Analysis","","2018-05-15","",False,"","",0,0,1,23012,0,14607,0,0,0,0,0,1,2505600,0,61993763,0,0,0,0
"","","","2020-01-26","","",1,"","",1,False,"","","","2019-11-10T07:00:00.000Z",0,"a43B0000000CcELIA0","2019-08-01T08:00:00.000Z","","","","","","006B0000003WapcIAC","","",False,"","","","","Negotiation","","","","","",True,"","","","","","","BestCase","",False,"","","005B00000034KssIAE","","",False,"","","","3000-01-01T00:00:00.000Z","",0,"",False,"","","Best Case","2019-11-10T07:00:00.000Z","","","","","","","Best Case","","2019-11-03T07:00:00.000Z","","2019-11-10T07:00:00.000Z-a43B0000000CcELIA0","","BestCase","","","","","","Negotiation","","2020-01-26","",False,"","",0,0,2,3297,0,4095,0,0,0,0,0,2,21302948,0,29507363,0,0,0,0
"","","","2019-09-10","","",0,"","",0,False,"","","","2019-10-28T07:00:00.000Z",0,"a43B0000000CcH8IAK","2019-06-13T08:00:00.000Z","","","","","","006B0000003Waq2IAC","","",False,"","","","","Needs Analysis","","","","","",True,"","","","","","","Commit","",False,"","","005B00000034KssIAE","","",False,"","","","2019-10-28T07:00:00.000Z","",0,"",False,"","","","2019-10-28T07:00:00.000Z","","","","","","","","","2019-10-05T07:00:00.000Z","","2019-10-28T07:00:00.000Z-a43B0000000CcH8IAK","","Commit","","","","","","Needs Analysis","","2019-09-10","",False,"","",0,0,1,61349,0,61349,0,0,0,0,0,1,0,0,21821363,0,0,0,0
"","","","2019-04-22","","",1,"","",0,False,"","","","2019-04-22T08:00:00.000Z",0,"a43B0000000CcImIAK","2018-12-06T07:00:00.000Z","","","","","","006B0000003WaqHIAS","","",False,"","","","","Closed Lost","","","","","",True,"","","","","","","Omitted","",True,"","","005B00000034KssIAE","","",True,"","","","3000-01-01T00:00:00.000Z","",1,"",False,"","","Best Case","2019-04-22T08:00:00.000Z","","","","","","","Omitted","","2019-03-31T07:00:00.000Z","","2019-04-22T08:00:00.000Z-a43B0000000CcImIAK","","BestCase","","","","","","Needs Analysis","","2019-04-22","",False,"","",0,0,6,153374,0,153374,0,0,0,0,0,1,38752148,0,38752163,0,0,0,0
"","","","2019-06-07","","",0,"","",1,False,"","","","2019-06-18T08:00:00.000Z",0,"a43B0000000CcMjIAK","2019-02-07T07:00:00.000Z","","","","","","006B0000003WaqpIAC","","",False,"","","","","Needs Analysis","","","","","",True,"","","","","","","BestCase","",False,"","","005B00000034KssIAE","","",False,"","","","2019-06-24T08:00:00.000Z","",0,"",False,"","","Best Case","2019-06-18T08:00:00.000Z","","","","","","","Best Case","","2019-06-17T08:00:00.000Z","","2019-06-18T08:00:00.000Z-a43B0000000CcMjIAK","","BestCase","","","","","","Needs Analysis","","2019-06-07","",False,"","",0,0,1,644129,0,498400,0,0,0,0,0,1,518400,0,31494563,0,0,0,0
"","","","2019-06-14","","",0,"","",1,False,"","","","2019-05-21T08:00:00.000Z",0,"a43B0000000CcP9IAK","2019-04-18T08:00:00.000Z","","","","","","006B0000003WarGIAS","","",False,"","","","","Proposal/Quote","","","","","",True,"","","","","","","BestCase","",False,"","","005B00000034KssIAE","","",False,"","","","2019-06-29T08:00:00.000Z","",0,"",False,"","","Best Case","2019-05-21T08:00:00.000Z","","","","","","","Best Case","","2019-05-17T08:00:00.000Z","","2019-05-21T08:00:00.000Z-a43B0000000CcP9IAK","","BestCase","","","","","","Proposal/Quote","","2019-06-14","",False,"","",0,0,4,10754,0,9000,0,0,0,0,0,4,3369600,0,29507363,0,0,0,0
"","Sheri Nunez",False,"2019-01-08","012B0000000LBREIA4","Admin",0,"Performance & Non-auto","Simple",0,False,"RVPCentral","Sheri Nunez","AK","2018-11-26T07:00:00.000Z",1,"a43B0000000CcYhIAK","2017-06-06T18:45:53.000Z","","Lost",True,"-6.992 if you change Executive Meeting to true",True,"006B0000003WasvIAC","Central Sales","Courtney Brown",False,"Corporate","LA WEEKLY 185","2019-01-14","Government","Needs Analysis","","Sheri Nunez","005B0000003CnfVIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/F","-6.992 if you change Executive Meeting to true",True,"005B0000003CnfTIAS","+14.534 because Lead Source is Fields Sales and Region is Midwest
+8.637 because Lead Source is Fields Sales and Product Name is Batteries
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+0.130 because of other factors
from th","Andrew Barton","AK","Admin","2018-12-13","Commit","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/T",False,"005B0000003CnfVIAS","CentralSales","005B00000034KssIAE","","",False,"Closed Lost","","2018-12-13","2018-11-28T20:04:11.000Z","00EB0000000azELMAY",1,"006B0000003WasvIAC",False,True,"","","2018-11-26T07:00:00.000Z","Website","001B000000SS3TpIAL","","001B000000SS3TpIAL","Omitted","RVP Central","","","2018-11-25T03:11:56.000Z","New Business","2018-11-26T07:00:00.000Z-a43B0000000CcYhIAK","Performance","Commit","","","LA WEEKLY","LA WEEKLY","","Proposal/Quote","+14.534 because Lead Source is Fields Sales and Region is Midwest
+8.637 because Lead Source is Fields Sales and Product Name is Batteries
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+0.130 because of other factors
from th","2018-12-30","Yes",False,"Fields Sales","",85,-31,1,100000,0,100000,6,85,0,0,-31,4,219851,80,51236712,1,80,12048,0
"","","","2019-02-02","","",0,"","",0,False,"","","","2019-01-04T07:00:00.000Z",0,"a43B0000000Ccc9IAC","2018-12-02T07:00:00.000Z","","","","","","006B0000003WatXIAS","","",False,"","","","","Proposal/Quote","","","","","",True,"","","","","","","BestCase","",True,"","","005B00000034KssIAE","","",False,"","","","2019-01-23T07:00:00.000Z","",1,"",False,"","","Pipeline","2019-01-04T07:00:00.000Z","","","","","","","Best Case","","2018-12-02T07:00:00.000Z","","2019-01-04T07:00:00.000Z-a43B0000000Ccc9IAC","","Pipeline","","","","","","Qualification","","2019-02-02","",False,"","",0,0,4,120000,0,120000,0,0,0,0,0,3,1641600,0,41347763,0,0,0,0
"","","","2019-02-10","","",0,"","",0,False,"","","","2019-01-28T07:00:00.000Z",1,"a43B0000000CcdOIAS","2018-10-05T07:00:00.000Z","","","","","","006B0000003WatkIAC","","",False,"","","","","Needs Analysis","","","","","",True,"","","","","","","Commit","",False,"","","005B00000034KssIAE","","",False,"","","","2019-02-10T07:00:00.000Z","",0,"",False,"","","","2019-01-28T07:00:00.000Z","","","","","","","","","2019-01-23T07:00:00.000Z","","2019-01-28T07:00:00.000Z-a43B0000000CcdOIAS","","Commit","","","","","","Needs Analysis","","2018-12-08","",False,"","",0,0,1,220000,0,220000,0,0,0,0,0,1,1123200,0,44890163,1,0,0,0
"","Beth Crawford",False,"2020-02-17","012B0000000LBREIA4","Admin",0,"","Simple",0,False,"RVPWest","Beth Crawford","MO","2019-12-01T07:00:00.000Z",1,"a43B0000000CcfmIAC","2017-07-20T21:37:51.000Z","","Open","","",True,"006B0000003X0u2IAC","West Sales","Sheri Nunez",False,"Corporate","Comm South Companies 117","2020-04-08","Transportation","Qualification","","Beth Crawford","005B0000003CnfTIAS","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F","-4.616 if you change Interactive Demo to true
-3.040 if you change Executive Meeting to true",True,"005B0000003CnfKIAS","","Tyler Parker","MO","Admin","","Pipeline","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T",False,"005B0000003CnfTIAS","WestSales","005B00000034KssIAE","","",False,"Qualification","","2020-04-27","2019-12-01T07:00:00.000Z","00EB0000000azEIMAY",0,"006B0000003X0u2IAC",False,False,"","Best Case","2019-12-01T07:00:00.000Z","Partner","001B000000SS3UjIAL","","001B000000SS3UjIAL","Best Case","RVP West","Pipeline","","2019-11-01T08:12:05.000Z","New Business","2019-12-01T07:00:00.000Z-a43B0000000CcfmIAC","","BestCase","","","Majiq","Majiq","","Qualification","+14.534 because Lead Source is Reseller and Region is Northwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 29999 to 47820 and Product Name is RV Shelters
-2.377 because of other factors
from the baselin","2019-08-09","No",False,"Reseller","",0,0,3,35000,0,35000,3,96,0,0,19,3,0,76,94085492,1,31,35000,31
"","","","2018-09-19","","",0,"","",0,False,"","","","2018-07-24T08:00:00.000Z",0,"a43B0000000CcgDIAS","2018-07-19T08:00:00.000Z","","","","","","006B0000003WauFIAS","","",False,"","","","","Proposal/Quote","","","","","",True,"","","","","","","Commit","",True,"","","005B00000034KssIAE","","",False,"","","","2018-09-03T07:00:00.000Z","",1,"",False,"","","Pipeline","2018-07-24T08:00:00.000Z","","","","","","","","","2018-07-19T08:00:00.000Z","","2018-07-24T08:00:00.000Z-a43B0000000CcgDIAS","","Pipeline","","","","","","Qualification","","2018-09-19","",False,"","",0,0,4,31000,0,31000,0,0,0,0,0,3,3538800,0,53530163,0,0,0,0
"","","","2019-09-27","","",0,"","",0,False,"","","","2019-08-10T07:00:00.000Z",1,"a43B0000000CcijIAC","2019-06-11T08:00:00.000Z","","","","","","006B0000003WauiIAC","","",False,"","","","","Negotiation","","","","","",True,"","","","","","","Pipeline","",False,"","","005B00000034KssIAE","","",False,"","","","2019-08-15T07:00:00.000Z","",0,"",False,"","","Pipeline","2019-08-10T07:00:00.000Z","","","","","","","Pipeline","","2019-07-12T08:00:00.000Z","","2019-08-10T07:00:00.000Z-a43B0000000CcijIAC","","Pipeline","","","","","","Negotiation","","2019-08-21","",False,"","",0,0,2,108987,0,108987,0,0,0,0,0,2,432000,0,25104563,1,0,0,0
"","","","2019-10-23","","",0,"","",0,False,"","","","2019-10-19T07:00:00.000Z",1,"a43B0000000Ccn6IAC","2019-07-05T08:00:00.000Z","","","","","","006B0000003WavUIAS","","",False,"","","","","Needs Analysis","","","","","",True,"","","","","","","Pipeline","",False,"","","005B00000034KssIAE","","",False,"","","","2019-10-23T07:00:00.000Z","",0,"",False,"","","Pipeline","2019-10-19T07:00:00.000Z","","","","","","","Pipeline","","2019-09-19T07:00:00.000Z","","2019-10-19T07:00:00.000Z-a43B0000000Ccn6IAC","","Pipeline","","","","","","Needs Analysis","","2019-11-22","",False,"","",0,0,1,5000,1,5000,0,0,0,0,0,1,345600,0,22858163,0,0,0,0
"","","","2019-05-20","","",0,"","",0,False,"","","","2019-04-23T08:00:00.000Z",0,"a43B0000000CcoBIAS","2019-03-16T07:00:00.000Z","","","","","","006B0000003WavgIAC","","",False,"","","","","Negotiation","","","","","",True,"","","","","","","BestCase","",False,"","","005B00000034KssIAE","","",False,"","","","2019-04-29T08:00:00.000Z","",1,"",False,"","","","2019-04-23T08:00:00.000Z","","","","","","","Best Case","","2019-04-04T07:00:00.000Z","","2019-04-23T08:00:00.000Z-a43B0000000CcoBIAS","","Commit","","","","","","Proposal/Quote","","2019-05-20","",False,"","",0,0,2,148143,0,148143,0,0,0,0,0,4,518400,0,34259363,0,0,0,0
