"Opportunity.Competitor_EDD_c__c","LastModifiedDate","Account.Owner.Role.RolePath","Account.Owner.UniqueUserName","Opportunity.IsWon","Opportunity.IsPastDue","Opportunity.RecordTypeId","Owner.Role.ParentRole.Name","Opportunity.Product.Family","Opportunity.RecordType.Name","Owner.Username","Status","IsOverdue","Owner.Role.RolePath","Opportunity.Account.Parent.ParentAccount.BillingState","Account.OwnerId","Id","EventSubtype","Owner.Role.RoleNames","Owner.UniqueUserName","WhatId","Opportunity.EDD_CreatedDate__c","Owner.FullPhotoUrl","CallType","AssignedTo.Name","Opportunity.OpenClosedWonLost","IsClosed","Opportunity.Opportunity.DemoShow__c","Opportunity.Opportunity.EDD_Prescription__c","Account.Industry","Opportunity.DemoShow__c","OwnerId","Owner.UserManagerNames","Opportunity.Account.Type","Opportunity.Name","Owner.Name","Opportunity.CloseDate","Opportunity.Account.Industry","Account.BillingState","Account.Owner.Name","Opportunity.Account.OwnerId","Opportunity.CreatedDate","Opportunity.EDD_Prescription__c","CustomFilter","Opportunity.OwnerId","Opportunity.Opportunity.EDD_Leading_Causes__c","Owner.UserManager.Name","Opportunity.Account.BillingState","Account.Type","AccountId","CallDisposition","Opportunity.Opportunity.Predicted_Close_Date__c","Owner.Role.Hierarchy_RoleNames","Opportunity.Account.Parent.ParentAccount.OwnerId","Opportunity.Opportunity.Name","Opportunity.Opportunity.Competitor_EDD_c__c","Owner.Role.Name","Account.Owner.Role.Roles","Opportunity.StageName","AssignedTo.UniqueUserName","Owner.Role.DeveloperName","Opportunity.Predicted_Close_Date__c","Owner.Role.RoleNamesPath","Account.Owner.UserManager.UniqueUserName","ActivityDate","Priority","Opportunity.Id","Opportunity.IsClosed","Opportunity.Opportunity.Discount_Approved__c","TaskSubtype","CreatedDate","Opportunity.Neglected","Opportunity.Account.AccountSource","Opportunity.AccountId","Account.ShippingState","Owner.UserManager.UniqueUserName","Account.Owner.UserManagerNames","Account.Owner.Role.Name","Opportunity.Account.Parent.AccountParents","Opportunity.ForecastCategoryName","Account.Owner.UserManager.Name","Owner.SmallPhotoUrl","Owner.Role.ParentRoleId","Opportunity.Account.Parent.ParentAccount.ShippingState","Opportunity.Type","Opportunity.Product.Name","Owner.UserRoleId","Opportunity.Account.ShippingState","Opportunity.Account.Parent.ParentAccount.Name","Account.AccountSource","Account.Owner.Role.ParentRoleId","Opportunity.Account.Name","Owner.Role.ParentRole.ForecastManager.UniqueUserName","Opportunity.Discount_Approved__c","Opportunity.EDD_Leading_Causes__c","Subject","Owner.Role.Roles","Opportunity.IsLost","Owner.Role.ParentRole.DeveloperName","Account.Name","Opportunity.LeadSource","Opportunity.Opportunity.EDD_CreatedDate__c","Opportunity.Opportunity.EDD_Outcome__c","DaysOverdue","Opportunity.Opportunity.Close_Date_Difference__c","Opportunity.DaysSinceLastActivity","Account.NumberOfEmployees","Opportunity.EDD_Outcome__c","Opportunity.Opportunity.EDD_Age__c","Opportunity.OpportunityAge","Opportunity.EDD_Age__c","Opportunity.Close_Date_Difference__c","CallDurationInSeconds","Account.AnnualRevenue","Opportunity.DaysPastDue","DurationInMinutes"
"","2020-07-01T08:38:23.000Z","","Alyssa Williams",False,False,"012B0000000LBREIA4","RVP Central","Car Accessories","Simple","awilliam1547565044035@demo.user","On Hold",True,"","NE","005B0000003CnfXIAS","00TB0000005HafPMAS","Task","Admin","Alyssa Williams","006B0000003Wb0jIAC","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/F","Outbound","Alyssa Williams","Lost",False,True,"-2.984 if you change Interactive Demo to true","Banking",True,"005B0000003CnfXIAS","Alyssa Williams","Corporate","PerCurrence 220","Alyssa Williams","2018-08-03","Banking","NE","Alyssa Williams","005B0000003CnfXIAS","2018-07-08T08:00:00.000Z","-2.984 if you change Interactive Demo to true",True,"005B0000003CnfXIAS","+14.534 because Lead Source is Reseller and Region is Midwest
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 132177 to 219160 and Product Name is RV Shelters
-14.632 because of other factors
from the ","","NE","Corporate","001B000000SS3ZpIAL","No Answer","2018-09-13","Admin","005B0000003CnfXIAS","PerCurrence 220","","Central Sales","","Closed Lost","Alyssa Williams","CentralSales","2018-09-13","Alyssa Williams/Andrew Barton/Elliot Shapiro/Admin","","2018-07-08","Normal","006B0000003Wb0jIAC",True,"","Task","2018-07-03T10:25:13.000Z",False,"Inbound Call","001B000000SS3ZpIAL","","","Alyssa Williams","Central Sales","001B000000SS3ZpIAL","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/T","00EB0000000azELMAY","","Existing Business","Replacement Parts","00EB0000000azECMAY","","PerCurrence","Inbound Call","00EB0000000azELMAY","PerCurrence","Andrew Barton","","+14.534 because Lead Source is Reseller and Region is Midwest
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 132177 to 219160 and Product Name is RV Shelters
-14.632 because of other factors
from the ","Follow-up with Customer","","Yes","RVPCentral","PerCurrence","Reseller","",67,736,41,711,91,67,0,25,0,41,1700,6682000,0,0
"","2020-07-01T08:38:23.000Z","","Alyssa Williams",False,False,"012B0000000LBREIA4","RVP West","","Simple","bcrawfor1547565044099@demo.user","Completed",False,"","NE","005B0000003CnfXIAS","00TB0000005HafRMAS","Task","Admin","Beth Crawford","006B00000049UqQIAU","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/F","Outbound","Beth Crawford","Lost",True,"","","Banking",True,"005B0000003CnfKIAS","Beth Crawford","Corporate","PerCurrence 236","Beth Crawford","2020-03-21","Banking","NE","Alyssa Williams","005B0000003CnfXIAS","2019-12-26T07:00:00.000Z","-2.100 if you change Interactive Demo to true
-1.772 if you change Executive Meeting to true",True,"005B0000003CnfKIAS","","","NE","Corporate","001B000000SS3ZpIAL","No Answer","","Admin","005B0000003CnfXIAS","","","West Sales","","Closed Lost","Beth Crawford","WestSales","2020-04-07","Beth Crawford/Tyler Parker/Elliot Shapiro/Admin","","2019-12-25","Normal","006B00000049UqQIAU",True,"","Task","2019-12-24T01:45:49.000Z",False,"Inbound Call","001B000000SS3ZpIAL","","","Alyssa Williams","Central Sales","001B000000SS3ZpIAL","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3Z/T","00EB0000000azEIMAY","","New Business","","00EB0000000azEFMAY","","PerCurrence","Inbound Call","00EB0000000azELMAY","PerCurrence","Tyler Parker","","+49.401 because Lead Source is Other and Region is Pacific
-10.033 because Lead Source is Other
+8.029 because Lead Source is Other and Competitor is Challenger Inc.
-14.174 because of other factors
from the baseline, +70.126","Revise Quote Based on Customer Conversation","","Yes","RVPWest","PerCurrence","Other","",0,0,0,151,91,103,0,85,0,18,1130,6682000,0,0
"","2020-07-01T08:38:23.000Z","","Courtney Brown",False,False,"012B0000000LBREIA4","RVP West","","Simple","cbrown1547565044007@demo.user","On Hold",True,"","NV","005B0000003CnfVIAS","00TB0000005HafVMAS","Task","Admin","Courtney Brown","006B0000004t2L4IAI","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/F","Outbound","Courtney Brown","Lost",False,"","","Construction",False,"005B0000003CnfVIAS","Courtney Brown","Corporate","Micro Access 13","Courtney Brown","2018-08-11","Construction","NV","Courtney Brown","005B0000003CnfVIAS","2018-07-24T08:00:00.000Z","-6.009 if you change Executive Meeting to true
-4.031 if you change Interactive Demo to true",True,"005B0000003CnfVIAS","","","NV","Corporate","001B000000SS3ZqIAL","Appointment Set","","Admin","005B0000003CnfVIAS","","","West Sales","","Closed Lost","Courtney Brown","WestSales","2018-10-14","Courtney Brown/Tyler Parker/Elliot Shapiro/Admin","","2018-07-19","Normal","006B0000004t2L4IAI",True,"","Task","2018-07-15T11:19:44.000Z",False,"Referral","001B000000SS3ZqIAL","","","Courtney Brown","West Sales","001B000000SS3ZqIAL","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/T","00EB0000000azEIMAY","","New Business","","00EB0000000azEFMAY","","Micro Access","Referral","00EB0000000azEIMAY","Micro Access","Tyler Parker","","+14.534 because Lead Source is Reseller and Region is Northwest
+6.449 because Amount is 10534 to 19997 and Product Name is Motorcycle Parts
+5.102 because Competitor is Challenger Inc. and Executive Meeting is false
-14.345 because of other factors
from ","Develop Content for Webinar","","Yes","RVPWest","Micro Access","Reseller","",0,725,0,709,52,81,0,17,0,64,2620,9696000,0,0
"","2020-07-01T08:38:23.000Z","","Rachel Reilly",False,False,"012B0000000LBRPIA4","RVP Central","","Channel (Partner)","rreilly1547565044080@demo.user","Not Started",True,"","MN","005B0000003CnfYIAS","00TB0000005HafWMAS","Task","Admin","Rachel Reilly","006B0000004t2L5IAI","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/F","Inbound","Rachel Reilly","Lost",False,"","","Food & Beverage",True,"005B0000003CnfYIAS","Rachel Reilly","Corporate","Microknowledge 28","Rachel Reilly","2018-09-28","Food & Beverage","MN","Rachel Reilly","005B0000003CnfYIAS","2018-08-08T08:00:00.000Z","-7.944 if you change Executive Meeting to true",True,"005B0000003CnfYIAS","","","MN","Corporate","001B000000SS4ZQIA1","Call Successful","","Admin","005B0000003CnfYIAS","","","Central Sales","","Closed Lost","Rachel Reilly","CentralSales","2018-10-26","Rachel Reilly/Andrew Barton/Elliot Shapiro/Admin","","2018-08-08","Normal","006B0000004t2L5IAI",True,"","Task","2018-07-30T11:58:00.000Z",False,"Marketing Event","001B000000SS4ZQIA1","","","Rachel Reilly","Central Sales","001B000000SS4ZQIA1","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/T","00EB0000000azELMAY","","Existing Business","","00EB0000000azECMAY","","Microknowledge","Marketing Event","00EB0000000azELMAY","Microknowledge","Andrew Barton","","+14.534 because Lead Source is Reseller and Region is Midwest
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 47821 to 61498 and Product Name is Exterior Accessories
-2.934 because of other factors
fro","Reply to Customer Questions.","","Yes","RVPCentral","Microknowledge","Reseller","",0,705,0,696,227,78,0,50,0,28,440,3669000,0,0
"","2020-07-01T08:38:23.000Z","","Amy Shaw",False,False,"012B0000000LBREIA4","RVP Central","Car Accessories","Simple","ashaw1547565044117@demo.user","Open",True,"","KS","005B0000003CnfgIAC","00TB0000005HafbMAC","Task","Admin","Amy Shaw","006B0000003Wb0rIAC","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","Inbound","Amy Shaw","Lost",False,True,"-9.128 if you change Executive Meeting to true
-2.937 if you change Interactive Demo to true","Manufacturing",True,"005B0000003CnfgIAC","Amy Shaw","Corporate","Information Integration Inc 65","Amy Shaw","2018-08-12","Manufacturing","KS","Amy Shaw","005B0000003CnfgIAC","2018-07-11T08:00:00.000Z","-9.128 if you change Executive Meeting to true
-2.937 if you change Interactive Demo to true",True,"005B0000003CnfgIAC","+14.534 because Lead Source is Fields Sales and Region is Midwest
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+11.872 because of other factors
fr","","KS","Corporate","001B000000lwNopIAE","Appointment Set","2018-09-28","Admin","005B0000003CnfgIAC","Information Integration Inc 65","","Central Sales","","Closed Lost","Amy Shaw","CentralSales","2018-09-28","Amy Shaw/Andrew Barton/Elliot Shapiro/Admin","","2018-07-06","Normal","006B0000003Wb0rIAC",True,"","Task","2018-06-27T05:56:33.000Z",False,"Cold Call","001B000000lwNopIAE","","","Amy Shaw","Central Sales","001B000000lwNopIAE","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T","00EB0000000azELMAY","","New Business","Replacement Parts","00EB0000000azECMAY","","Information Integration Inc","Cold Call","00EB0000000azELMAY","Information Integration Inc","Andrew Barton","","+14.534 because Lead Source is Fields Sales and Region is Midwest
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+11.872 because of other factors
fr","Send New Quote","","Yes","RVPCentral","Information Integration Inc","Fields Sales","",79,738,48,732,27,79,0,31,0,48,390,4216000,0,0
"","2020-07-01T08:38:23.000Z","","Rachel Reilly",False,False,"012B0000000LBREIA4","RVP Central","","Simple","rreilly1547565044080@demo.user","Not Started",True,"","MO","005B0000003CnfYIAS","00TB0000005HaffMAC","Task","Admin","Rachel Reilly","006B00000049UqWIAU","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/F","Outbound","Rachel Reilly","Lost",False,"","","Chemicals",True,"005B0000003CnfYIAS","Rachel Reilly","Corporate","ESC Corporation 80","Rachel Reilly","2020-04-26","Chemicals","MO","Rachel Reilly","005B0000003CnfYIAS","2020-02-14T07:00:00.000Z","-0.383 if you change Interactive Demo to true",True,"005B0000003CnfYIAS","","","MO","Corporate","001B000000WJDztIAH","Appointment Set","","Admin","005B0000003CnfYIAS","","","Central Sales","","Closed Lost","Rachel Reilly","CentralSales","2020-05-13","Rachel Reilly/Andrew Barton/Elliot Shapiro/Admin","","2020-02-14","Normal","006B00000049UqWIAU",True,"","Task","2020-02-14T16:03:21.000Z",False,"Website","001B000000WJDztIAH","","","Rachel Reilly","Central Sales","001B000000WJDztIAH","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/T","00EB0000000azELMAY","","Add-On Business","","00EB0000000azECMAY","","ESC Corporation","Website","00EB0000000azELMAY","ESC Corporation","Andrew Barton","","+14.534 because Lead Source is Fields Sales and Region is Midwest
+8.637 because Lead Source is Fields Sales and Product Name is Batteries
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+3.478 because of other factors
from th","Project Discovery Call","","Yes","RVPCentral","ESC Corporation","Fields Sales","",0,150,0,118,215,88,0,71,0,17,2110,7379000,0,0
"","2020-07-01T08:38:23.000Z","","Sheri Nunez",True,False,"012B0000000LBREIA4","RVP Central","","Simple","snunez1547565044126@demo.user","On Hold",True,"","ND","005B0000003CnfTIAS","00TB0000005HafgMAC","Task","Admin","Sheri Nunez","006B00000049UqXIAU","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/F","Internal","Sheri Nunez","Closed Won",False,"","","Recreation",True,"005B0000003CnfTIAS","Sheri Nunez","Corporate","Forethought Services 86","Sheri Nunez","2019-08-15","Recreation","ND","Sheri Nunez","005B0000003CnfTIAS","2019-07-25T08:00:00.000Z","No changes recommended",True,"005B0000003CnfTIAS","","","ND","Corporate","001B000000SS3ZxIAL","Left Message","","Admin","005B0000003CnfTIAS","","","Central Sales","","Closed Won","Sheri Nunez","CentralSales","2019-10-07","Sheri Nunez/Andrew Barton/Elliot Shapiro/Admin","","2019-07-18","Normal","006B00000049UqXIAU",True,"","Task","2019-07-14T11:16:45.000Z",False,"Partner","001B000000SS3ZxIAL","","","Sheri Nunez","Central Sales","001B000000SS3ZxIAL","Closed","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/T","00EB0000000azELMAY","","Existing Business","","00EB0000000azECMAY","","Forethought Services","Partner","00EB0000000azELMAY","Forethought Services","Andrew Barton","","+14.534 because Lead Source is Reseller and Region is Midwest
-7.339 because Competitor is Moparts and Region is Midwest
+6.449 because Amount is 29999 to 47820 and Product Name is Exterior Accessories
-9.581 because of other factors
from the baseline, +7","Cold Call to Director of Operations","","No","RVPCentral","Forethought Services","Reseller","",0,361,0,347,25,74,0,20,0,54,3430,2393000,0,0
"","2020-07-01T08:38:23.000Z","","Kristen Hughes",False,False,"012B0000000LBRPIA4","RVP West","","Channel (Partner)","khughes1547565044017@demo.user","Not Started",True,"","OR","005B0000003CnfSIAS","00TB0000005HafrMAC","Task","Admin","Kristen Hughes","006B0000003n2CAIAY","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3t/F","Inbound","Kristen Hughes","Lost",False,"","","Hospitality",True,"005B0000003CnfSIAS","Kristen Hughes","Corporate","staffuniversity 194","Kristen Hughes","2019-01-28","Hospitality","OR","Kristen Hughes","005B0000003CnfSIAS","2018-12-29T07:00:00.000Z","-2.561 if you change Interactive Demo to true",True,"005B0000003CnfSIAS","","","OR","Corporate","001B000000SS4ZTIA1","Appointment Set","","Admin","005B0000003CnfSIAS","","","West Sales","","Closed Lost","Kristen Hughes","WestSales","2019-04-16","Kristen Hughes/Tyler Parker/Elliot Shapiro/Admin","","2019-01-08","Normal","006B0000003n2CAIAY",True,"","Task","2019-01-08T15:18:37.000Z",False,"Marketing Event","001B000000SS4ZTIA1","","","Kristen Hughes","West Sales","001B000000SS4ZTIA1","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3t/T","00EB0000000azEIMAY","","New Business","","00EB0000000azEFMAY","","staffuniversity","Marketing Event","00EB0000000azEIMAY","staffuniversity","Tyler Parker","","+49.401 because Lead Source is Other and Region is Pacific
-10.033 because Lead Source is Other
+8.029 because Lead Source is Other and Competitor is Challenger Inc.
-8.977 because of other factors
from the baseline, +70.126","Review Ad Text Options for A/B Testing","","Yes","RVPWest","staffuniversity","Other","",0,552,0,535,3,108,0,29,0,79,1200,9290000,0,0
"","2020-07-01T08:38:23.000Z","","Jordan Wolf",False,False,"012B0000000LBREIA4","RVP West","","Simple","jwolf1547565043998@demo.user","Completed",False,"","WY","005B0000003CnfQIAS","00TB0000005HafxMAC","Task","Admin","Jordan Wolf","006B00000049UqgIAE","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3j/F","Internal","Jordan Wolf","Lost",True,"","","Manufacturing",True,"005B0000003CnfQIAS","Jordan Wolf","Corporate","Silicon Image PART OF LATTICE 33","Jordan Wolf","2019-12-30","Manufacturing","WY","Jordan Wolf","005B0000003CnfQIAS","2019-10-08T07:00:00.000Z","No changes recommended",True,"005B0000003CnfQIAS","","","WY","Corporate","001B000000SS4ZXIA1","Call Successful","","Admin","005B0000003CnfQIAS","","","West Sales","","Closed Lost","Jordan Wolf","WestSales","2019-12-07","Jordan Wolf/Tyler Parker/Elliot Shapiro/Admin","","2019-11-03","Normal","006B00000049UqgIAE",True,"","Task","2019-10-31T19:36:44.000Z",False,"Cold Call","001B000000SS4ZXIA1","","","Jordan Wolf","West Sales","001B000000SS4ZXIA1","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3j/T","00EB0000000azEIMAY","","New Business","","00EB0000000azEFMAY","","Silicon Image PART OF LATTICE","Cold Call","00EB0000000azEIMAY","Silicon Image PART OF LATTICE","Tyler Parker","","+14.534 because Lead Source is Fields Sales and Region is Northwest
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+6.449 because Amount is 219161 to 1000000 and Product Name is Interior Accessories
-22.705 because of other f","Finalize Board Presentation","","Yes","RVPWest","Silicon Image PART OF LATTICE","Fields Sales","",0,0,0,226,22,60,0,82,0,-22,1520,4024000,0,0
"","2020-07-01T08:38:23.000Z","","Sheri Nunez",False,False,"012B0000000LBRPIA4","RVP Central","","Channel (Partner)","snunez1547565044126@demo.user","In Progress",True,"","OH","005B0000003CnfTIAS","00TB0000005Hag8MAC","Task","Admin","Sheri Nunez","006B00000049UqlIAE","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/F","Outbound","Sheri Nunez","Open",False,"","","Utilities",True,"005B0000003CnfTIAS","Sheri Nunez","Corporate","A  Wood   Inc 105","Sheri Nunez","2020-08-19","Utilities","OH","Sheri Nunez","005B0000003CnfTIAS","2020-05-30T08:00:00.000Z","No changes recommended",True,"005B0000003CnfTIAS","","","OH","Corporate","001B000000bwMTYIA2","Call Successful","","Admin","005B0000003CnfTIAS","","","Central Sales","","Discovery","Sheri Nunez","CentralSales","2020-08-28","Sheri Nunez/Andrew Barton/Elliot Shapiro/Admin","","2020-05-24","Normal","006B00000049UqlIAE",False,"","Task","2020-05-22T04:36:10.000Z",False,"Partner","001B000000bwMTYIA2","","","Sheri Nunez","Central Sales","001B000000bwMTYIA2","Best Case","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/T","00EB0000000azELMAY","","New Business","","00EB0000000azECMAY","","A  Wood   Inc","Partner","00EB0000000azELMAY","A  Wood   Inc","Andrew Barton","","+14.534 because Lead Source is Reseller and Region is Midwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 19998 to 29998 and Product Name is Car Care
-8.771 because of other factors
from the baseline, +7","Send Updated Pricing and Contract","","No","RVPCentral","A  Wood   Inc","Reseller","",0,50,0,28,47,90,0,44,0,10,210,3557000,0,0
"","2020-07-01T08:38:32.000Z","","Megan Kaufman",False,False,"012B0000000LBREIA4","RVP West","","Simple","mkaufman1547565043981@demo.user","In Progress",True,"","WA","005B0000003CnfRIAS","00TB0000005HagKMAS","Task","Admin","Megan Kaufman","006B00000049UqsIAE","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3o/F","Inbound","Megan Kaufman","Lost",False,"","","Not For Profit",True,"005B0000003CnfRIAS","Megan Kaufman","Corporate","Bulldog Associates 22","Megan Kaufman","2019-11-09","Not For Profit","WA","Megan Kaufman","005B0000003CnfRIAS","2019-08-28T08:00:00.000Z","-8.637 if you change Executive Meeting to false",True,"005B0000003CnfRIAS","","","WA","Corporate","001B000000WJE00IAH","Call Successful","","Admin","005B0000003CnfRIAS","","","West Sales","","Closed Lost","Megan Kaufman","WestSales","2019-11-05","Megan Kaufman/Tyler Parker/Elliot Shapiro/Admin","","2019-08-28","Normal","006B00000049UqsIAE",True,"","Task","2019-08-16T07:36:48.000Z",False,"Partner","001B000000WJE00IAH","","","Megan Kaufman","West Sales","001B000000WJE00IAH","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3o/T","00EB0000000azEIMAY","","New Business","","00EB0000000azEFMAY","","Bulldog Associates","Partner","00EB0000000azEIMAY","Bulldog Associates","Tyler Parker","","-16.654 because Lead Source is Reseller and Competitor is Fredericks
+14.534 because Lead Source is Reseller and Region is Pacific
+7.841 because Product Name is Exterior Accessories and Region is Pacific
-6.556 because of other factors
from the baseline,","Project Update Call","","Yes","RVPWest","Bulldog Associates","Reseller","",0,320,0,289,55,69,0,72,0,-3,3480,8737000,0,0
"","2020-07-01T08:38:32.000Z","","Megan Kaufman",False,False,"012B0000000LBREIA4","RVP West","","Simple","mkaufman1547565043981@demo.user","In Progress",True,"","CO","005B0000003CnfRIAS","00TB0000005HagQMAS","Task","Admin","Megan Kaufman","006B0000004t2LDIAY","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3o/F","Outbound","Megan Kaufman","Lost",False,"","","Biotechnology",True,"005B0000003CnfRIAS","Megan Kaufman","Corporate","Webmap 82","Megan Kaufman","2019-02-02","Biotechnology","CO","Megan Kaufman","005B0000003CnfRIAS","2018-11-07T07:00:00.000Z","-4.963 if you change Executive Meeting to true",True,"005B0000003CnfRIAS","","","CO","Corporate","001B000000SS3aGIAT","Left Message","","Admin","005B0000003CnfRIAS","","","West Sales","","Closed Lost","Megan Kaufman","WestSales","2019-01-28","Megan Kaufman/Tyler Parker/Elliot Shapiro/Admin","","2018-10-28","Normal","006B0000004t2LDIAY",True,"","Task","2018-10-24T07:10:09.000Z",False,"Website","001B000000SS3aGIAT","","","Megan Kaufman","West Sales","001B000000SS3aGIAT","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3o/T","00EB0000000azEIMAY","","New Business","","00EB0000000azEFMAY","","Webmap","Website","00EB0000000azEIMAY","Webmap","Tyler Parker","","+14.534 because Lead Source is Reseller and Region is Northwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 19998 to 29998 and Product Name is Motorcycle Parts
-16.810 because of other factors
from the b","Negotiate Terms of Contract","","Yes","RVPWest","Webmap","Reseller","",0,624,0,600,178,82,0,86,0,-4,40,8241000,0,0
"","2020-07-01T08:38:32.000Z","","Megan Kaufman",False,False,"012B0000000LBRPIA4","RVP West","","Channel (Partner)","mkaufman1547565043981@demo.user","Open",True,"","WA","005B0000003CnfRIAS","00TB0000005HagSMAS","Task","Admin","Megan Kaufman","006B00000049UqzIAE","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3o/F","Outbound","Megan Kaufman","Open",False,"","","Entertainment",False,"005B0000003CnfRIAS","Megan Kaufman","Corporate","Lenel Systems International 106","Megan Kaufman","2020-07-28","Entertainment","WA","Megan Kaufman","005B0000003CnfRIAS","2020-07-01T08:00:00.000Z","No changes recommended",True,"005B0000003CnfRIAS","","","WA","Corporate","001B000000bwMTeIAM","Call Successful","","Admin","005B0000003CnfRIAS","","","West Sales","","Qualification","Megan Kaufman","WestSales","2020-09-14","Megan Kaufman/Tyler Parker/Elliot Shapiro/Admin","","2020-06-28","Normal","006B00000049UqzIAE",False,"","Task","2020-06-17T07:58:32.000Z",False,"Data.com","001B000000bwMTeIAM","","","Megan Kaufman","West Sales","001B000000bwMTeIAM","Commit","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3o/T","00EB0000000azEIMAY","","New Business","","00EB0000000azEFMAY","","Lenel Systems International","Data.com","00EB0000000azEIMAY","Lenel Systems International","Tyler Parker","","+14.534 because Lead Source is Fields Sales and Region is Pacific
+6.449 because Amount is 219161 to 1000000 and Product Name is Interior Accessories
+5.172 because Lead Source is Fields Sales
-21.431 because of other factors
from the baseline, +70.126","Request Questions From Customer","","No","RVPWest","Lenel Systems International","Fields Sales","",0,15,0,11,30,74,0,12,0,48,870,9852000,0,0
"","2020-07-01T08:38:32.000Z","","Sheri Nunez",False,False,"012B0000000LBRPIA4","RVP Central","","Channel (Partner)","rreilly1547565044080@demo.user","On Hold",True,"","MI","005B0000003CnfTIAS","00TB0000005HagVMAS","Task","Admin","Rachel Reilly","006B0000003n2CZIAY","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/F","Internal","Rachel Reilly","Lost",False,"","","Agriculture",True,"005B0000003CnfYIAS","Rachel Reilly","Corporate","Auto-Trol Technology Corporation 120","Rachel Reilly","2019-08-01","Agriculture","MI","Sheri Nunez","005B0000003CnfTIAS","2019-05-03T08:00:00.000Z","-9.568 if you change Executive Meeting to true
-2.481 if you change Interactive Demo to true",True,"005B0000003CnfYIAS","","","MI","Corporate","001B000000WJE03IAH","Busy","","Admin","005B0000003CnfTIAS","","","Central Sales","","Closed Lost","Rachel Reilly","CentralSales","2019-08-16","Rachel Reilly/Andrew Barton/Elliot Shapiro/Admin","","2019-05-24","High","006B0000003n2CZIAY",True,"","Task","2019-05-24T16:55:10.000Z",False,"Partner","001B000000WJE03IAH","","","Sheri Nunez","Central Sales","001B000000WJE03IAH","Omitted","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/T","00EB0000000azELMAY","","Add-On Business","","00EB0000000azECMAY","","Auto-Trol Technology Corporation","Partner","00EB0000000azELMAY","Auto-Trol Technology Corporation","Andrew Barton","","+14.534 because Lead Source is Fields Sales and Region is Midwest
+8.615 because Amount is 47821 to 61498 and Lead Source is Fields Sales
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+19.469 because of other factors
from th","Revise Quote Based on Customer Conversation","","Yes","RVPCentral","Auto-Trol Technology Corporation","Fields Sales","",0,416,0,378,197,104,0,89,0,15,730,9916000,0,0
