"LastModifiedDate","VisitorId","PlannedVisitEndTime","RetailStore_Id","RetailStore_Account_Industry","Visitor_UserType","Name","RetailStore_PrimaryContact_Description","Visitor_FullPhotoUrl","RetailStore_RetailStoreGroup_Name","Visitor_Role_Roles","CreatedById","RetailStore_Account_AccountSource","Visitor_Role_RolePath","RetailStore_AccountId","RetailStore_Location_Address_City","RetailStore_Location_Address_PostalCode","StatusRemarks","RetailStore_RetailStoreGroup_Description","RetailStore_Description","Status","ActualVisitEndTime","PlaceId","IsDeleted","ActualVisitStartTime","ActualVisitStartTime_YearMonthDay","RetailStore_RetailLocationGroupId","RetailStore_Location_Address_State","RetailStore_PrimaryContact_Department","Visitor_UniqueUserName","PlannedVisitStartTime","Visitor_Name","RetailStore_Name","RetailStore_Priority","CreatedDate","RetailStore_PrimaryContact_MobilePhone","RetailStore_PrimaryContact_Name","Id","RetailStore_Account_Name","AF_ID","InstructionDescription","RetailStore_StoreType","Visit_digest_node_start_time","VisitPriority","Visitor_Role_Name","OwnerId","RetailStore_PrimaryContactId","Visitor_SmallPhotoUrl","Visitor_Role_DeveloperName","RetailStore_Location_Name","Visitor_Username","RetailStore_PrimaryContact_Email","RetailStore_Account_Type","RetailStore_Location_Address_Country","SystemModstamp","RetailStore_Location_Address_Name","RetailStore_DeliveryMethod","RetailStore_Account_Phone","LastModifiedById","RetailStore_PrimaryContact_Phone","ActualVisitDuration","RetailStore_DeliveryFrequency","RetailStore_Account_AnnualRevenue","RetailStore_Location_LocationLevel","PlannedVisitDuration"
"2019-12-25 08:17:55","005B0000006PwWHIA0","2018-10-26 23:13:57","0YQB0000000L0C5OAK","Transportation","Standard","00000011",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/F","Northeast",,"005B0000006NoPnIAK",,,"001B000001AQUOyIAP","Milwaukee","53207",,"Description of Dmart Location Group 3",,"Completed","2018-10-26 23:13:57","0YQB0000000L0C5OAK","false","2018-10-26 21:51:52","2018-10-26","0Y2B0000000L08uKAC","WI",,"Chantelle Rep","2018-10-26 21:51:52","Chantelle Rep","Alpine Nutrition - Austin","Medium","2019-12-25 07:09:04",,"Art Venere","0Z5B0000000L1r3KAC","Alpine Nutrition Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","Medium",,"005B0000006NoPnIAK","003B000000H1QcHIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/T",,"Dmart Location 11","chantellerep@salesforce.com","art@venere.org",,"Milwaukee","2019-12-25 08:17:55","A00000018","Truck",,"005B0000006NoPnIAK","856-636-8749",82,10,0,1,82
"2019-12-25 08:17:55","005B0000006PwWIIA0","2018-01-29 15:04:43","0YQB0000000L0C6OAK","Finance","Standard","00000012",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/F","Midwest",,"005B0000006NoPnIAK",,,"001B000001AQUOvIAP","Taylor","48180",,"Description of Dmart Location Group 2",,"Completed","2018-01-29 15:04:43","0YQB0000000L0C6OAK","false","2018-01-29 14:09:04","2018-01-29","0Y2B0000000L08tKAC","MI",,"Wendy West","2018-01-29 14:09:04","Wendy West","Alpine Nutrition - Glendale","Low","2019-12-25 07:09:04",,"Mitsue Tollner","0Z5B0000000L1r4KAC","Fare Merchants Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","Low",,"005B0000006NoPnIAK","003B000000H1QcLIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/T",,"Dmart Location 12","wendywest@salesforce.com","mitsue_tollner@yahoo.com",,"Wayne","2019-12-25 08:17:55","A00000019","Van",,"005B0000006NoPnIAK","773-573-6914",55,3,0,1,55
"2019-12-25 08:17:55","005B0000006PwWJIA0","2019-03-26 17:23:10","0YQB0000000L0C7OAK","Finance","Standard","00000013",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/F","West",,"005B0000006NoPnIAK",,,"001B000001AQUOvIAP","Rockford","61109",,"Description of Dmart Location Group 5",,"Completed","2019-03-26 17:23:10","0YQB0000000L0C7OAK","false","2019-03-26 16:09:51","2019-03-26","0Y2B0000000L08wKAC","IL",,"Vince West","2019-03-26 16:09:51","Vince West","Alpine Nutrition - Noe Valley","Low","2019-12-25 07:09:04",,"Abel Maclead","0Z5B0000000L1r5KAC","Fare Merchants Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","High",,"005B0000006NoPnIAK","003B000000H1QcQIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0Y/T",,"Dmart Location 13","vincewest@salesforce.com","amaclead@gmail.com",,"Winnebago","2019-12-25 08:17:55","A00000020","Van",,"005B0000006NoPnIAK","631-335-3414",73,7,0,1,73
"2019-12-25 08:17:55","005B0000006PwWKIA0","2019-03-12 11:35:47","0YQB0000000L0C8OAK","Transportation","Standard","00000014",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/F","Bay Area",,"005B0000006NoPnIAK",,,"001B000001AQUOyIAP","Aston","19014",,"Description of Dmart Location Group 1",,"Completed","2019-03-12 11:35:47","0YQB0000000L0C8OAK","false","2019-03-12 10:54:56","2019-03-12","0Y2B0000000L08sKAC","PA",,"Cindy Central","2019-03-12 10:54:56","Cindy Central","NTO Store - Noe Valley","High","2019-12-25 07:09:04",,"Kiley Caldarera","0Z5B0000000L1r6KAC","Alpine Nutrition Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","Medium",,"005B0000006NoPnIAK","003B000000H1QcRIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo04/T",,"Dmart Location 14","cindycentral@salesforce.com","kiley.caldarera@aol.com",,"Delaware","2019-12-25 08:17:56","A00000021","Van",,"005B0000006NoPnIAK","310-498-5651",40,1,0,1,40
"2019-12-25 08:17:55","005B0000006PwWLIA0","2018-10-31 03:18:12","0YQB0000000L0C9OAK","Construction","Standard","00000015",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/F","South",,"005B0000006NoPnIAK",,,"001B000001AQUOuIAP","San Jose","95111",,"Description of Dmart Location Group 4",,"Completed","2018-10-31 03:18:12","0YQB0000000L0C9OAK","false","2018-10-31 02:59:32","2018-10-31","0Y2B0000000L08vKAC","CA",,"Vanessa Central","2018-10-31 02:59:32","Vanessa Central","Alpine Nutrition Outlet (Hayward)","Medium","2019-12-25 07:09:04",,"Sage Wieser","0Z5B0000000L1r7KAC","Nutrition Stop Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","Low",,"005B0000006NoPnIAK","003B000000H1QcNIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0T/T",,"Dmart Location 15","vanessacentral@salesforce.com","sage_wieser@cox.net",,"Santa Clara","2019-12-25 08:17:56","A00000022","Van",,"005B0000006NoPnIAK","605-414-2147",18,3,0,1,18
"2019-12-25 08:17:55","005B0000006PwWMIA0","2019-12-24 16:21:48","0YQB0000000L0CAOA0","Construction","Standard","00000016",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/F","Northeast",,"005B0000006NoPnIAK",,,"001B000001AQUOuIAP","Irving","75062",,"Description of Dmart Location Group 3",,"Completed","2019-12-24 16:21:48","0YQB0000000L0CAOA0","false","2019-12-24 15:56:00","2019-12-24","0Y2B0000000L08uKAC","TX",,"Kasey Central","2019-12-24 15:56:00","Kasey Central","Alpine Nutrition - San Francisco","Low","2019-12-25 07:09:04",,"Kris Marrier","0Z5B0000000L1r8KAC","Nutrition Stop Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","High",,"005B0000006NoPnIAK","003B000000H1QcOIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0E/T",,"Dmart Location 16","kaseycentral@salesforce.com","kris@gmail.com",,"Dallas","2019-12-25 08:17:56","A00000023","Van",,"005B0000006NoPnIAK","410-655-8723",25,5,0,1,25
"2019-12-25 08:17:55","005B0000006PwWNIA0","2018-09-11 06:29:37","0YQB0000000L0CBOA0","Construction","Standard","00000017",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/F","Midwest",,"005B0000006NoPnIAK",,,"001B000001AQUOuIAP","Albany","12204",,"Description of Dmart Location Group 2",,"Completed","2018-09-11 06:29:37","0YQB0000000L0CBOA0","false","2018-09-11 05:15:56","2018-09-11","0Y2B0000000L08tKAC","NY",,"Valerie East","2018-09-11 05:15:56","Valerie East","Nutrition Stop - Hillsdale","Low","2019-12-25 07:09:04",,"Lenna Paprocki","0Z5B0000000L1r9KAC","Nutrition Stop Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","Medium",,"005B0000006NoPnIAK","003B000000H1QcIIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0O/T",,"Dmart Location 25","valerieeast@salesforce.com","lpaprocki@hotmail.com",,"Albany","2019-12-25 08:17:56","A00000024","Van",,"005B0000006NoPnIAK","907-385-4412",73,5,0,1,73
"2019-12-25 08:17:55","005B0000006PwWOIA0","2018-10-29 11:16:57","0YQB0000000L0CCOA0","Food & Beverage","Standard","00000018",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/F","West",,"005B0000006NoPnIAK",,,"001B000001AQUOxIAP","San Jose","95111",,"Description of Dmart Location Group 5",,"Completed","2018-10-29 11:16:57","0YQB0000000L0CCOA0","false","2018-10-29 09:50:28","2018-10-29","0Y2B0000000L08wKAC","CA",,"Ricky East","2018-10-29 09:50:28","Ricky East","Nutrition Stop - Kennesaw","High","2019-12-25 07:09:04",,"Donette Foller","0Z5B0000000L1rAKAS","Rondel Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","Low",,"005B0000006NoPnIAK","003B000000H1QcJIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0J/T",,"Dmart Location 17","rickyeast@salesforce.com","donette.foller@cox.net",,"Santa Clara","2019-12-25 08:17:56","A00000008","Truck",,"005B0000006NoPnIAK","513-570-1893",86,2,0,1,86
"2019-12-25 08:17:55","005B0000006PwWYIA0","2018-07-03 09:00:23","0YQB0000000L0CDOA0","Transportation","Standard","00000019",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/F","Bay Area",,"005B0000006NoPnIAK",,,"001B000001AQUOyIAP","Chicago","60632",,"Description of Dmart Location Group 1",,"Completed","2018-07-03 09:00:23","0YQB0000000L0CDOA0","false","2018-07-03 07:52:45","2018-07-03","0Y2B0000000L08sKAC","IL",,"Bill East","2018-07-03 07:52:45","Bill East","Nutrition Stop - Elkhorn","Medium","2019-12-25 07:09:04",,"Willard Kolmetz","0Z5B0000000L1rBKAS","Alpine Nutrition Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","High",,"005B0000006NoPnIAK","003B000000H1QcbIAF","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzu/T",,"Dmart Location 18","billeast@salesforce.com","willard@hotmail.com",,"Cook","2019-12-25 08:17:56","A00000007","Truck",,"005B0000006NoPnIAK","972-303-9197",67,10,0,1,67
"2019-12-25 08:17:55","005B0000006PwWZIA0","2019-01-07 00:14:46","0YQB0000000L0CEOA0","Transportation","Standard","00000020",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/F","South",,"005B0000006NoPnIAK",,,"001B000001AQUOyIAP","Ashland","44805",,"Description of Dmart Location Group 4",,"Completed","2019-01-07 00:14:46","0YQB0000000L0CEOA0","false","2019-01-06 22:50:28","2019-01-06","0Y2B0000000L08vKAC","OH",,"Ely West","2019-01-06 22:50:28","Ely West","NTO Store - Dublin","Low","2019-12-25 07:09:04",,"Gladys Rim","0Z5B0000000L1rCKAS","Alpine Nutrition Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","Medium",,"005B0000006NoPnIAK","003B000000H1QcWIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo09/T",,"Dmart Location 19","elywest@salesforce.com","gladys.rim@rim.org",,"Ashland","2019-12-25 08:17:56","A00000006","Van",,"005B0000006NoPnIAK","414-661-9598",84,3,0,1,84
"2019-12-25 08:17:55","005B0000006PwWHIA0","2020-01-26 22:01:28","0YQB0000000L0CFOA0","Finance","Standard","00000021",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/F","Northeast",,"005B0000006NoPnIAK",,,"001B000001AQUOvIAP","Hamilton","45011",,"Description of Dmart Location Group 3",,"Completed","2020-01-26 22:01:28","0YQB0000000L0CFOA0","false","2020-01-26 21:40:17","2020-01-26","0Y2B0000000L08uKAC","OH",,"Chantelle Rep","2020-01-26 21:40:17","Chantelle Rep","Fare Merchants - Irving","Low","2019-12-25 07:09:04",,"Veronika Inouye","0Z5B0000000L1rDKAS","Fare Merchants Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","Low",,"005B0000006NoPnIAK","003B000000H1QcaIAF","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bnzz/T",,"Dmart Location 20","chantellerep@salesforce.com","vinouye@aol.com",,"Butler","2019-12-25 08:17:56","A00000005","Van",,"005B0000006NoPnIAK","408-540-1785",21,7,0,1,21
"2019-12-25 08:17:55","005B0000006PwWIIA0","2018-09-09 07:36:24","0YQB0000000L0CGOA0","Finance","Standard","00000022",,"https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/F","Midwest",,"005B0000006NoPnIAK",,,"001B000001AQUOvIAP","Anchorage","99501",,"Description of Dmart Location Group 2",,"Completed","2018-09-09 07:36:24","0YQB0000000L0CGOA0","false","2018-09-09 06:30:25","2018-09-09","0Y2B0000000L08tKAC","AK",,"Wendy West","2018-09-09 06:30:25","Wendy West","NTO Store - Ferry Plaza Market","High","2019-12-25 07:09:04",,"Meaghan Garufi","0Z5B0000000L1rEKAS","Fare Merchants Account","0YQB0000000PAsIOAW","Please complete the visit and collect all the KPIs","Regular","2020-01-30 11:26:55","High",,"005B0000006NoPnIAK","003B000000H1QcVIAV","https://divyasharma--c.documentforce.com/profilephoto/729B0000000Bo0i/T",,"Dmart Location 21","wendywest@salesforce.com","meaghan@hotmail.com",,"Anchorage","2019-12-25 08:17:56","A00000004","Van",,"005B0000006NoPnIAK","931-313-9635",65,1,0,1,65
