"LastModifiedDate","Opportunity.IsWon","EstateHoldType","Owner.Role.ParentRole.Name","IsEnergyRelImprovement","IsBorrowerCommPropState","Owner.Username","IsPropertyCommPropState","Status","ApplicationExtIdentifier","TrustTitleType","OtherMortgageProgramType","NumActivitiesBucket","OtherLoanPurpose","LotAcquiredDate","Owner.Role.RolePath","Activities.Join_Key","AmortizationType","IsBalloon","IsRenovation","IsConstructionConversion","Account.FinancialAccount.Id","Account.FinancialAccount.FinServ__PrimaryOwner__c","Account.OwnerId","Id","Owner.Role.RoleNames","Owner.UniqueUserName","IsContractConversion","OtherLoanFeature","OtherRefinanceProgType","HasOtherLoanFeature","IsInterestOnly","Account.Industry","OtherAmortizationType","OwnerId","OpportunityId","RefinanceProgramType","Opportunity.Name","Owner.Name","LoanPurpose","HasMissingDocs","MortgageProgramType","HasPrepaymentPenalty","Account.Type","AccountId","Name","Owner.Role.Hierarchy_RoleNames","IsSubjectToPriorityLien","LoanApplicationFinancial.Name","Owner.Role.Name","RefinanceType","Opportunity.StageName","Owner.Role.DeveloperName","Account.RecordTypeId","Owner.Role.RoleNamesPath","Is1MplusLoanInNewStatusFor30Days","Opportunity.IsClosed","MortgageLienType","ProjectType","TitleType","CreatedDate","LeaseHoldExpirationDate","IsNegativeAmortization","Owner.SmallPhotoUrl","Owner.Role.ParentRoleId","Opportunity.Type","IsSingleClosing","Account.FinancialAccount.Name","HasHighPriorityActivityOpen","LoanBucket","IsTempIntRateBuydown","Owner.Role.Roles","Owner.Role.ParentRole.DeveloperName","Account.Name","NativeLandTenure","MonthsBetweenAdjustments","IntOnlyTermMonthCount","InitialBuydownRate","DaysSinceCreated","LoanApplicationFinancial.TotalMortgageLoansAmount","InterestRate","Activities.RLARelatedActivity","Activities.HighPriorityActivityOpen","BalloonTermMonths","DocumentChecklistItem.MissingDoc","TotalOtherAssetAmount","Opportunity.ExpectedRevenue","TotalFinLiabilityMonthlyAmt","LoanApplicationFinancial.PurchasePriceAmount","LoanApplicationFinancial.LoanAmount","MonthsBeforeFirstAdj","LotOriginalCost","PrepayPenaltyTermMonth","TotalOtherFinLiabilityMonthlyAmt","AmortizationTerm","TotalFinancialAssetAmount","LoanApplicationFinancial.LoanExclFinMortInsAmt","LoanApplicationFinancial.FinancedMortgageInsAmt","ImprovementCost","Opportunity.Amount"
"2020-09-01T14:58:19.000Z","false",,,"false","false","deep_cseg@gs0.com","false","Pending",,,,"1. None",,,,,,"false","false","false","a086g000003kxnNAAQ","0016g00000VbnnCAAR","0056g000003k86UAAQ","0cd6g000000gErjAAE",,"Deepu CSEG","false",,,"false","false",,,"0056g000005CRleAAG","0066g0000392rJdAAI",,"Home Loan Oppty","Deepu CSEG","Purchase","No",,"false",,"0016g00000VbnnCAAR","Nigel Gibbs ",,"false","Nigel Gibbs ",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/005/T",,,"false","a086g000003kxnN","No","2. 500K-999K","false",,,"Nigel Gibbs",,0,0,0,4,605000,4.17,0,0,0,2,0,450000,0,0,605000,0,0,0,0,0,0,605000,0,0,900000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxnOAAQ","0016g00000VbnnDAAR","0056g000003k86UAAQ","0cd6g000000gErkAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJeAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnnDAAR","Graham Mills ",,"false","Graham Mills ",,,"Client Presentation",,"0126g000001BTvoAAG",,"true","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnO","No","3. 1M+","false",,,"Graham Mills",,0,0,0,30,1064000,3.13,0,0,0,2,0,1016000,0,0,1064000,0,0,0,0,0,0,1064000,0,0,1200000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","Pending",,,,"1. None",,,,,,"false","false","false","a086g000003kxnPAAQ","0016g00000VbnnEAAR","0056g000003k86UAAQ","0cd6g000000gErlAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJfAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnnEAAR","Brennen Vaughn ",,"false","Brennen Vaughn ",,,"Qualification",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnP","No","1. <500K","false",,,"Brennen Vaughn",,0,0,0,2,426000,4.17,0,0,0,2,0,763363.64,0,0,426000,0,0,0,0,0,0,426000,0,0,900000
"2020-09-01T14:58:00.000Z","false",,,"false","false","rad@cseg.com","false","Pending",,,,"1. None",,,,,,"false","false","false","a086g000003kxnQAAQ","0016g00000VbnnFAAR","0056g000003k86UAAQ","0cd6g000000gErmAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJgAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnnFAAR","Justin Shepherd ",,"false","Justin Shepherd ",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnQ","No","2. 500K-999K","false",,,"Justin Shepherd",,0,0,0,14,900000,3.13,0,0,0,2,0,254909.09,0,0,900000,0,0,0,0,0,0,900000,0,0,300000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxnRAAQ","0016g00000VbnnGAAR","0056g000003k86UAAQ","0cd6g000000gErnAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJhAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnnGAAR","Quinton Harrell ",,"false","Quinton Harrell ",,,"Discovery",,"0126g000001BTvoAAG",,"true","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnR","No","3. 1M+","false",,,"Quinton Harrell",,0,0,0,24,1140000,4.17,0,0,0,2,0,680969.7,0,0,1140000,0,0,0,0,0,0,1140000,0,0,800000
"2020-08-11T19:24:07.000Z","true",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxnSAAQ","0016g00000VbnnHAAR","0056g000003k86UAAQ","0cd6g000000gEroAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJiAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnnHAAR","Terrence Allen ",,"false","Terrence Allen ",,,"Closed Won",,"0126g000001BTvoAAG",,"false","true",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnS","No","1. <500K","false",,,"Terrence Allen",,0,0,0,7,260000,4.17,0,0,0,2,0,1108545.45,0,0,260000,0,0,0,0,0,0,260000,0,0,1300000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxnTAAQ","0016g00000VbnnIAAR","0056g000003k86UAAQ","0cd6g000000gErpAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJjAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnnIAAR","Van Serrano ",,"false","Van Serrano ",,,"Develop Proposal",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnT","No","1. <500K","false",,,"Van Serrano",,0,0,0,9,98000,3.13,0,0,0,2,0,939666.67,0,0,98000,0,0,0,0,0,0,98000,0,0,1100000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","Completed",,,,"1. None",,,,,,"false","false","false","a086g000003kxhbAAA","0016g00000VbnfEAAR","0056g000003k86UAAQ","0cd6g000000gErqAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJkAAI",,"Home Loan Oppty","R CSEG","Refinance","No","FHA","false",,"0016g00000VbnfEAAR","Raquel Owen ",,"false","Raquel Owen ",,,"Qualification",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhb","No","1. <500K","false",,,"Raquel Owen",,0,0,0,11,363000,5.22,0,0,0,2,0,600090.91,0,0,363000,0,0,0,0,0,0,363000,0,0,700000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxhcAAA","0016g00000VbnfFAAR","0056g000003k86UAAQ","0cd6g000000gErrAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJlAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnfFAAR","Ari Pitts ",,"false","Ari Pitts ",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhc","No","2. 500K-999K","false",,,"Ari Pitts",,0,0,0,30,745000,4.17,0,0,0,2,0,1288181.82,0,0,745000,0,0,0,0,0,0,745000,0,0,1500000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxhdAAA","0016g00000VbnfGAAR","0056g000003k86UAAQ","0cd6g000000gErsAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJmAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnfGAAR","Jorge Wu ",,"false","Jorge Wu ",,,"Qualification",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhd","No","2. 500K-999K","false",,,"Jorge Wu",,0,0,0,13,678000,5.22,0,0,0,2,0,1634575.76,0,0,678000,0,0,0,0,0,0,678000,0,0,1900000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","Pending",,,,"1. None",,,,,,"false","false","false","a086g000003kxheAAA","0016g00000VbnfHAAR","0056g000003k86UAAQ","0cd6g000000gErtAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJnAAI",,"Home Loan Oppty","R CSEG","Refinance","No","Conventional","false",,"0016g00000VbnfHAAR","Connor Mcgee ",,"false","Connor Mcgee ",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhe","No","2. 500K-999K","false",,,"Connor Mcgee",,0,0,0,2,529000,5.22,0,0,0,2,0,650000,0,0,529000,0,0,0,0,0,0,529000,0,0,1300000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxhfAAA","0016g00000VbnfIAAR","0056g000003k86UAAQ","0cd6g000000gEruAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJoAAI",,"Home Loan Oppty","R CSEG","Refinance","No",,"false",,"0016g00000VbnfIAAR","Frederick Campos Refinance Home Loan",,"false","Frederick Campos Refinance Home Loan",,,"Discovery",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhf","No","1. <500K","false",,,"Frederick Campos",,0,0,0,19,138000,3.13,0,0,0,2,0,1551272.73,0,0,138000,0,0,0,0,0,0,138000,0,0,1800000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxhgAAA","0016g00000VbnfJAAR","0056g000003k86UAAQ","0cd6g000000gErvAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJpAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnfJAAR","Juliette Rice ",,"false","Juliette Rice ",,,"Qualification",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhg","No","1. <500K","false",,,"Juliette Rice",,0,0,0,2,31000,3.13,0,0,0,2,0,1467666.67,0,0,31000,0,0,0,0,0,0,31000,0,0,1700000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","Pending",,,,"1. None",,,,,,"false","false","false","a086g000003kxhhAAA","0016g00000VbnfKAAR","0056g000003k86UAAQ","0cd6g000000gErwAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJqAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnfKAAR","Cayden Schmitt ",,"false","Cayden Schmitt ",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhh","No","1. <500K","false",,,"Cayden Schmitt",,0,0,0,34,202000,4.17,0,0,0,2,0,1470242.42,0,0,202000,0,0,0,0,0,0,202000,0,0,1700000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxhiAAA","0016g00000VbnfLAAR","0056g000003k86UAAQ","0cd6g000000gErxAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJrAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnfLAAR","Cruz Mercer ",,"false","Cruz Mercer ",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhi","No","1. <500K","false",,,"Cruz Mercer",,0,0,0,14,479000,5.22,0,0,0,2,0,1646090.91,0,0,479000,0,0,0,0,0,0,479000,0,0,1900000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxhjAAA","0016g00000VbnfMAAR","0056g000003k86UAAQ","0cd6g000000gEryAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJsAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnfMAAR","Clarissa Webb ",,"false","Clarissa Webb ",,,"Qualification",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhj","No","1. <500K","false",,,"Clarissa Webb",,0,0,0,27,109000,5.22,0,0,0,2,0,607515.15,0,0,109000,0,0,0,0,0,0,109000,0,0,700000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxhkAAA","0016g00000VbnfNAAR","0056g000003k86UAAQ","0cd6g000000gErzAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJtAAI",,"Home Loan Oppty","R CSEG","Refinance","No",,"false",,"0016g00000VbnfNAAR","Cheyanne Friedman Refinance Home Loan",,"false","Cheyanne Friedman Refinance Home Loan",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxhk","No","1. <500K","false",,,"Cheyanne Friedman",,0,0,0,26,404000,3.13,0,0,0,2,0,1217151.52,0,0,404000,0,0,0,0,0,0,404000,0,0,1400000
