"LastModifiedDate","LoyaltyMemberCurrency_LoyaltyProgramMember_MemberType","LastProcessedDate","LoyaltyMemberCurrency_LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyProgramCurrencyId","LoyaltyMemberId","LoyaltyMemberCurrency_LoyaltyProgramCurrency_NQP_Currency","Delta","ValidTo","CreatedDate","LoyaltyMemberCurrency_LoyaltyProgramMember_MemberName","ValidFrom","Id","LoyaltyMemberCurrency_LoyaltyProgramCurrency_CurrencyType","PointsBalance","LoyaltyMemberCurrency_LoyaltyProgramCurrency_CostperUnit","PointsBalance_Amount"
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEFMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_id","2021-08-16","0lzB0000000H64eIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEGMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_ic","2021-08-16","0lzB0000000H64fIAC","NonQualifying",0,0.01,0
"2021-08-09T08:49:28.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEHMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_ib","2021-08-16","0lzB0000000H64gIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEIMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_ia","2021-08-16","0lzB0000000H64hIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEJMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_hj","2021-08-16","0lzB0000000H64iIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEKMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_hi","2021-08-16","0lzB0000000H64jIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwELMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_hh","2021-08-16","0lzB0000000H64kIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEMMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_hg","2021-08-16","0lzB0000000H64lIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwENMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_hf","2021-08-16","0lzB0000000H64mIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEOMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_ba","2021-08-16","0lzB0000000H64nIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEPMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_hd","2021-08-16","0lzB0000000H64oIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEQMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_hc","2021-08-16","0lzB0000000H64pIAC","NonQualifying",0,0.01,0
"2021-09-27T05:38:14.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwERMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_hb","2021-08-16","0lzB0000000H64qIAC","NonQualifying",18,0.01,0.18
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwESMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_ha","2021-08-16","0lzB0000000H64rIAC","NonQualifying",1000,0.01,10
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwETMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_gj","2021-08-16","0lzB0000000H64sIAC","NonQualifying",0,0.01,0
"2021-08-09T09:43:37.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEUMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_gi","2021-08-16","0lzB0000000H64tIAC","NonQualifying",0,0.01,0
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEVMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_gh","2021-08-16","0lzB0000000H64uIAC","NonQualifying",204,0.01,2.04
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEWMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_gg","2021-08-16","0lzB0000000H64vIAC","NonQualifying",191,0.01,1.91
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEXMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_gf","2021-08-16","0lzB0000000H64wIAC","NonQualifying",499,0.01,4.99
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEYMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_ge","2021-08-16","0lzB0000000H64xIAC","NonQualifying",453,0.01,4.53
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEZMA0","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_gd","2021-08-16","0lzB0000000H64yIAC","NonQualifying",121,0.01,1.21
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEaMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_gc","2021-08-16","0lzB0000000H64zIAC","NonQualifying",109,0.01,1.09
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEbMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_gb","2021-08-16","0lzB0000000H650IAC","NonQualifying",354,0.01,3.54
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEcMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_ga","2021-08-16","0lzB0000000H651IAC","NonQualifying",196,0.01,1.96
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEdMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_fj","2021-08-16","0lzB0000000H652IAC","NonQualifying",234,0.01,2.34
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEeMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_fi","2021-08-16","0lzB0000000H653IAC","NonQualifying",435,0.01,4.35
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEfMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_fh","2021-08-16","0lzB0000000H654IAC","NonQualifying",221,0.01,2.21
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEgMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_fg","2021-08-16","0lzB0000000H655IAC","NonQualifying",234,0.01,2.34
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEhMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_ff","2021-08-16","0lzB0000000H656IAC","NonQualifying",97,0.01,0.97
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEiMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_fe","2021-08-16","0lzB0000000H657IAC","NonQualifying",225,0.01,2.25
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEjMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_fd","2021-08-16","0lzB0000000H658IAC","NonQualifying",291,0.01,2.91
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwEkMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_fc","2021-08-16","0lzB0000000H659IAC","NonQualifying",116,0.01,1.16
"2021-09-30T05:53:02.000Z","Group","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000GwElMAK","Points",,"3000-01-08","2021-08-09T08:49:28.000Z","Cnt-RTE-_UIDaiajbieh_b_fb","2021-08-16","0lzB0000000H65AIAS","NonQualifying",359,0.01,3.59
"2021-03-03T12:33:28.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIE9MAO",,,"3000-01-08","2021-03-03T12:33:28.000Z","Marc15 Tom15","2021-03-10","0lzB0000000XcSkIAK","Qualifying",0,,
"2021-09-27T05:31:45.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIE9MAO","Points",,"3000-01-08","2021-03-03T12:33:28.000Z","Marc15 Tom15","2021-03-10","0lzB0000000XcSlIAK","NonQualifying",16772,0.01,167.72
"2021-03-03T12:33:28.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIE9MAO",,,"3000-01-08","2021-03-03T12:33:28.000Z","Marc15 Tom15","2021-03-10","0lzB0000000XcSmIAK","Qualifying",0,,
"2021-03-08T18:05:01.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIEEMA4",,,"3000-01-08","2021-03-03T12:34:45.000Z","Q4Data329 Trail329","2021-03-10","0lzB0000000XcSpIAK","Qualifying",3319,,
"2021-03-10T07:02:21.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIEEMA4","Points",,"3000-01-08","2021-03-03T12:34:45.000Z","Q4Data329 Trail329","2021-03-10","0lzB0000000XcSqIAK","NonQualifying",14209,0.01,142.09
"2021-03-03T12:34:45.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIEEMA4",,,"3000-01-08","2021-03-03T12:34:45.000Z","Q4Data329 Trail329","2021-03-10","0lzB0000000XcSrIAK","Qualifying",0,,
"2021-03-08T16:43:58.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIEJMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data330 Trail330","2021-03-10","0lzB0000000XcSuIAK","Qualifying",1487,,
"2021-03-10T07:02:21.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIEJMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data330 Trail330","2021-03-10","0lzB0000000XcSvIAK","NonQualifying",12480,0.01,124.8
"2021-03-08T18:05:01.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIEJMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data330 Trail330","2021-03-10","0lzB0000000XcSwIAK","Qualifying",1410,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIEKMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data331 Trail331","2021-03-10","0lzB0000000XcSxIAK","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIEKMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data331 Trail331","2021-03-10","0lzB0000000XcSyIAK","NonQualifying",0,0.01,0
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIEKMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data331 Trail331","2021-03-10","0lzB0000000XcSzIAK","Qualifying",0,,
"2021-03-08T18:05:01.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIELMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data332 Trail332","2021-03-10","0lzB0000000XcT0IAK","Qualifying",1258,,
"2021-03-10T07:02:21.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIELMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data332 Trail332","2021-03-10","0lzB0000000XcT1IAK","NonQualifying",12420,0.01,124.2
"2021-03-08T16:43:58.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIELMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data332 Trail332","2021-03-10","0lzB0000000XcT2IAK","Qualifying",1698,,
"2021-03-08T18:05:01.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIEMMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data333 Trail333","2021-03-10","0lzB0000000XcT3IAK","Qualifying",2094,,
"2021-03-10T07:02:21.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIEMMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data333 Trail333","2021-03-10","0lzB0000000XcT4IAK","NonQualifying",13023,0.01,130.23
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIEMMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data333 Trail333","2021-03-10","0lzB0000000XcT5IAK","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIENMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data334 Trail334","2021-03-10","0lzB0000000XcT6IAK","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIENMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data334 Trail334","2021-03-10","0lzB0000000XcT7IAK","NonQualifying",0,0.01,0
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIENMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data334 Trail334","2021-03-10","0lzB0000000XcT8IAK","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIEOMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data335 Trail335","2021-03-10","0lzB0000000XcT9IAK","Qualifying",0,,
"2021-03-10T07:02:21.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIEOMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data335 Trail335","2021-03-10","0lzB0000000XcTAIA0","NonQualifying",12769,0.01,127.69
"2021-03-08T18:05:01.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIEOMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data335 Trail335","2021-03-10","0lzB0000000XcTBIA0","Qualifying",2147,,
"2021-03-08T18:05:01.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIEPMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data336 Trail336","2021-03-10","0lzB0000000XcTCIA0","Qualifying",2620,,
"2021-03-10T07:02:21.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIEPMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data336 Trail336","2021-03-10","0lzB0000000XcTDIA0","NonQualifying",12810,0.01,128.1
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIEPMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data336 Trail336","2021-03-10","0lzB0000000XcTEIA0","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIEQMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data337 Trail337","2021-03-10","0lzB0000000XcTFIA0","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIEQMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data337 Trail337","2021-03-10","0lzB0000000XcTGIA0","NonQualifying",0,0.01,0
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIEQMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data337 Trail337","2021-03-10","0lzB0000000XcTHIA0","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIERMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data338 Trail338","2021-03-10","0lzB0000000XcTIIA0","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIERMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data338 Trail338","2021-03-10","0lzB0000000XcTJIA0","NonQualifying",0,0.01,0
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIERMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data338 Trail338","2021-03-10","0lzB0000000XcTKIA0","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIESMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data339 Trail339","2021-03-10","0lzB0000000XcTLIA0","Qualifying",0,,
"2021-03-10T07:02:21.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIESMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data339 Trail339","2021-03-10","0lzB0000000XcTMIA0","NonQualifying",14353,0.01,143.53
"2021-03-08T18:05:01.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIESMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data339 Trail339","2021-03-10","0lzB0000000XcTNIA0","Qualifying",3116,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIETMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data340 Trail340","2021-03-10","0lzB0000000XcTOIA0","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIETMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data340 Trail340","2021-03-10","0lzB0000000XcTPIA0","NonQualifying",0,0.01,0
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAoIAO","0lMB0000000RIETMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data340 Trail340","2021-03-10","0lzB0000000XcTQIA0","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAeIAO","0lMB0000000RIEUMA4",,,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data341 Trail341","2021-03-10","0lzB0000000XcTRIA0","Qualifying",0,,
"2021-03-03T12:41:20.000Z","Individual","2021-11-04","NTO Insider","0lcB0000000PBAjIAO","0lMB0000000RIEUMA4","Points",,"3000-01-08","2021-03-03T12:41:20.000Z","Q4Data341 Trail341","2021-03-10","0lzB0000000XcTSIA0","NonQualifying",0,0.01,0
