"TransactionJournal.Status","LastModifiedDate","TransactionJournal.JournalDate","User.Username","LoyaltyProgramCurrency.QP_Currency","TransactionJournal.LoyaltyProgramMember.LeadOrContactName","TransactionJournal.LoyaltyProgramMember.Referrer.Contact.Birthdate","IsDeleted","AdditionalNotes","TransactionJournal.LoyaltyProgramMember.MemberStatus","TransactionJournal.Industry","User.Role.ParentRoleId","TransactionJournal.LoyaltyProgramMember.Contact.Name","TransactionJournal.LoyaltyProgramMember.MemberState","User.Computed_ParentID","TransactionJournal.LoyaltyProgramMember.MemberType","Id","TransactionJournal.LoyaltyProgramMember.MembershipNumber","Correlation","TransactionJournal.LoyaltyProgramPartner.Partner.Type","User.SmallPhotoUrl","TransactionJournal.LoyaltyProgramPartner.PartnerIndustry","TransactionJournal.Product_or_ProductCategory_ID","TransactionJournal.LoyaltyProgramMember.Contact.MobilePhone","TransactionJournal.JournalReason","TransactionJournal.LoyaltyProgramMember.Referrer.Contact.Name","TransactionJournal.LoyaltyProgramMember.MemberCity","TransactionJournal.ProductCategory.Name","LoyaltyProgramCurrency.CurrencyType","TransactionJournal.User.SmallPhotoUrl","User.FullPhotoUrl","TransactionJournal.Product.Name","User.ParentPath","User.Parents","TransactionJournal.LoyaltyProgramMember.EnrollmentDate","TransactionJournal.LoyaltyProgramMember.LoyaltyProgram.Name","TransactionJournal.Product_or_ProductCategory","Flow","SystemModstamp","TransactionJournal.Channel","TransactionJournal.LoyaltyProgramMember.AccountContact.Id","LoyaltyTierMember.LoyaltyTier.LoyaltyTierGroup.Name","TransactionJournal.MemberId","ExpiryDate","EventType","TransactionJournal.LoyaltyProgramMember.MemberName","TransactionJournal.LoyaltyProgramMember.IsReferral","TransactionJournal.JournalSubType.Name","User.ManagerId","CreatedById","TransactionJournal.LoyaltyProgramPartner.PartnerCategory","User.Role.Name","TransactionJournal.PartnerId","TransactionJournal.LoyaltyProgramMember.ProgramId","TransactionJournal.LoyaltyProgramMember.Contact.Birthdate","TransactionJournalId","TransactionJournal.LoyaltyProgramMember.LastActivityDate","ActivityDate","TransactionJournal.LoyaltyProgramMember.Account.Name","TransactionJournal.LoyaltyProgramMember.MemberTenureBucket","User.UniqueUserName","ChangeReasonType","IncludeInManualActions","TransactionJournal.JournalType.Name","TransactionJournal.LoyaltyProgramPartner.Partner.Name","CreatedDate","TransactionJournal.LoyaltyProgramPartner.PartnerType","TransactionJournal.LoyaltyProgramMember.MemberCountry","TransactionJournal.User.UniqueUserName","TransactionJournal.UsageType","TransactionType","TransactionJournal.Establishment","TransactionJournal.QuantityUnitOfMeasureId","LoyaltyProgramCurrencyId","TransactionJournal.LoyaltyProgramMember.MembershipEndDate","TransactionJournal.Product.Family","TransactionJournal.RelatedJournalId","TransactionJournal.Product.ProductCode","TransactionJournal.LoyaltyProgramMember.EnrollmentChannel","LastProcessedDate","LoyaltyProgramMemberId","LoyaltyTierMember.LoyaltyTier.Name","TransactionJournal.Brand","LoyaltyProgramCurrency.NQP_Currency","TransactionJournal.LoyaltyProgramMember.Referrer.Contact.MobilePhone","TransactionType_w_GroupMember","TransactionJournal.TransactionLocation","LastModifiedById","TransactionJournal.ActivityDate","TransactionJournal.LoyaltyProgramMember.LeadOrContactId","TransactionJournal.Quantity","PointsTemp","Points_Amount","TransactionJournal.TransactionAmount","LoyaltyProgramCurrency.CostperUnit","Total_Accrued_Points_Amount","Total_Accrued_Points","Points"
"Processed","2021-03-15T19:39:15.000Z","2021-03-15T19:39:15.000Z","divya@232loyaltyed2.com",,"Q4Data196 Trail196",,"false","Compensation","Active",,,"Q4Data196 Trail196","CA",,"Individual","05wB0000001zAz4IAE","IndivAiK_454",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Resolve Disputed Points",,"San Francisco",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-07-04","NTO Insider",,,"2021-03-15T19:39:15.000Z","Mobile",,"Lifetime","0lMB0000000RILeMAO","2022-03-31","Credit","Q4Data196 Trail196","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001isecMAA",,"2021-04-19",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)","Resolve Disputed Points","True","Manual Points Adjustment",,"2021-03-15T19:39:15.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive","Estb 20",,"0lcB0000000PBAjIAO",,,,,"Email","2021-11-04","0lMB0000000RILeMAO","Premium",,"Points",,"AdjustedPoints_Positive","Outlet 20","005B0000006txQYIAY","2021-04-19","003B000000IXi3xIAD",,12,0.12,,0.01,0.12,12,12
"Processed","2021-03-15T19:39:20.000Z","2021-03-15T19:39:20.000Z","divya@232loyaltyed2.com",,"Q4Data197 Trail197",,"false","Compensation","Active",,,"Q4Data197 Trail197","NJ",,"Individual","05wB0000001zAz9IAE","IndivAiK_455",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Resolve Disputed Points",,"New Jersey",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2021-01-04","NTO Insider",,,"2021-03-15T19:39:20.000Z","Web",,"Lifetime","0lMB0000000RILfMAO","2022-03-31","Credit","Q4Data197 Trail197","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001isehMAA",,"2021-04-19",,"5.9-12 months","Divya Admin (divya@232loyaltyed2.com)","Resolve Disputed Points","True","Manual Points Adjustment",,"2021-03-15T19:39:20.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive","Estb 1",,"0lcB0000000PBAjIAO",,,,,"Web","2021-11-04","0lMB0000000RILfMAO","Premium",,"Points",,"AdjustedPoints_Positive","Outlet 1","005B0000006txQYIAY","2021-04-19","003B000000IXi3yIAD",,10,0.1,,0.01,0.1,10,10
"Processed","2021-03-15T19:39:24.000Z","2021-03-15T19:39:24.000Z","divya@232loyaltyed2.com",,"Q4Data198 Trail198",,"false","Compensation","Active",,,"Q4Data198 Trail198","CA",,"Individual","05wB0000001zAzEIAU","IndivAiK_456",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Service Recovery",,"San Francisco",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-10-19","NTO Insider",,,"2021-03-15T19:39:24.000Z","POS",,"Lifetime","0lMB0000000RILgMAO","2022-03-31","Credit","Q4Data198 Trail198","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001isemMAA",,"2021-04-19",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)","Service Recovery","True","Manual Points Adjustment",,"2021-03-15T19:39:24.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive","Estb 2",,"0lcB0000000PBAjIAO",,,,,"POS","2021-11-04","0lMB0000000RILgMAO","Premium",,"Points",,"AdjustedPoints_Positive","Outlet 2","005B0000006txQYIAY","2021-04-19","003B000000IXi3zIAD",,9,0.09,,0.01,0.09,9,9
"Processed","2021-03-15T19:39:29.000Z","2021-03-15T19:39:29.000Z","divya@232loyaltyed2.com",,"Q4Data199 Trail199",,"false","Compensation","Active",,,"Q4Data199 Trail199","Ontario",,"Individual","05wB0000001zAzJIAU","IndivAiK_457",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Service Recovery",,"Toronto",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-03-28","NTO Insider",,,"2021-03-15T19:39:29.000Z","Mobile",,"Lifetime","0lMB0000000RILhMAO","2022-03-31","Credit","Q4Data199 Trail199","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001iserMAA",,"2021-04-19",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)","Service Recovery","True","Manual Points Adjustment",,"2021-03-15T19:39:29.000Z",,"Canada","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive","Estb 3",,"0lcB0000000PBAjIAO",,,,,"CallCenter","2021-11-04","0lMB0000000RILhMAO","Premium",,"Points",,"AdjustedPoints_Positive","Outlet 3","005B0000006txQYIAY","2021-04-19","003B000000IXi40IAD",,15,0.15,,0.01,0.15,15,15
"Processed","2021-03-16T06:41:28.000Z","2021-03-16T06:41:28.000Z","divya@232loyaltyed2.com",,"Data16 User16",,"false","Compensation","Active",,,"Data16 User16","NJ",,"Individual","05wB0000001zAzOIAU","IndivAiK_428",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Service Recovery",,"New Jersey",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-01-21","NTO Insider",,,"2021-03-16T06:41:28.000Z","Web",,"Lifetime","0lMB0000000RILEMA4","2022-03-31","Credit","Data16 User16","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001isewMAA",,"2021-04-20",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)","Service Recovery","True","Manual Points Adjustment",,"2021-03-16T06:41:28.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive","Estb 4",,"0lcB0000000PBAjIAO",,,,,"Social","2021-11-04","0lMB0000000RILEMA4","Elite",,"Points",,"AdjustedPoints_Positive","Outlet 4","005B0000006txQYIAY","2021-04-20","003B000000IXi05IAD",,11,0.11,,0.01,0.11,11,11
"Processed","2021-03-16T06:44:12.000Z","2021-03-16T06:44:12.000Z","divya@232loyaltyed2.com",,"Data16 User16",,"false","Compensation","Active",,,"Data16 User16","NJ",,"Individual","05wB0000001zAzTIAU","IndivAiK_428",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Service Recovery",,"New Jersey",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-01-21","NTO Insider",,,"2021-03-16T06:44:12.000Z","POS",,"Lifetime","0lMB0000000RILEMA4","2022-03-31","Credit","Data16 User16","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001isf1MAA",,"2021-04-20",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)","Service Recovery","True","Manual Points Adjustment",,"2021-03-16T06:44:12.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive","Estb 5",,"0lcB0000000PBAjIAO",,,,,"Social","2021-11-04","0lMB0000000RILEMA4","Elite",,"Points",,"AdjustedPoints_Positive","Outlet 5","005B0000006txQYIAY","2021-04-20","003B000000IXi05IAD",,11,0.11,,0.01,0.11,11,11
"Processed","2021-03-16T06:45:01.000Z","2021-03-16T06:45:01.000Z","divya@232loyaltyed2.com",,"Data16 User16",,"false","Compensation","Active",,,"Data16 User16","NJ",,"Individual","05wB0000001zAzYIAU","IndivAiK_428",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Service Recovery",,"New Jersey",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-01-21","NTO Insider",,,"2021-03-16T06:45:01.000Z","Mobile",,"Lifetime","0lMB0000000RILEMA4","2022-03-31","Credit","Data16 User16","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001isf6MAA",,"2021-04-20",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)","Service Recovery","True","Manual Points Adjustment",,"2021-03-16T06:45:01.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive","Estb 6",,"0lcB0000000PBAjIAO",,,,,"Social","2021-11-04","0lMB0000000RILEMA4","Elite",,"Points",,"AdjustedPoints_Positive","Outlet 6","005B0000006txQYIAY","2021-04-20","003B000000IXi05IAD",,11,0.11,,0.01,0.11,11,11
"Processed","2021-03-16T06:51:33.000Z","2021-03-16T06:51:33.000Z","divya@232loyaltyed2.com",,"Data16 User16",,"false","Compensation","Active",,,"Data16 User16","NJ",,"Individual","05wB0000001zAzdIAE","IndivAiK_428",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Service Recovery",,"New Jersey",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-01-21","NTO Insider",,,"2021-03-16T06:51:33.000Z","Web",,"Lifetime","0lMB0000000RILEMA4","2022-03-31","Credit","Data16 User16","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001isfBMAQ",,"2021-04-20",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)","Service Recovery","True","Manual Points Adjustment",,"2021-03-16T06:51:33.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive","Estb 7",,"0lcB0000000PBAjIAO",,,,,"Social","2021-11-04","0lMB0000000RILEMA4","Elite",,"Points",,"AdjustedPoints_Positive","Outlet 7","005B0000006txQYIAY","2021-04-20","003B000000IXi05IAD",,11,0.11,,0.01,0.11,11,11
"Processed","2021-03-16T07:24:52.000Z","2021-03-16T07:24:52.000Z","divya@232loyaltyed2.com","Number of Transactions","Data16 User16",,"false","test","Active",,,"Data16 User16","NJ",,"Individual","05wB0000001zAziIAE","IndivAiK_428",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Service Recovery",,"New Jersey",,"Qualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-01-21","NTO Insider",,,"2021-03-16T07:24:52.000Z",,,"Lifetime","0lMB0000000RILEMA4",,"Credit","Data16 User16","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001isfQMAQ",,"2021-04-20",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)","Service Recovery","True","Manual Points Adjustment",,"2021-03-16T07:24:52.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive",,,"0lcB0000000PBAeIAO",,,,,"Social","2021-11-04","0lMB0000000RILEMA4","Elite",,,,"AdjustedPoints_Positive",,"005B0000006txQYIAY","2021-04-20","003B000000IXi05IAD",,5000,0,,,0,5000,5000
"Processed","2021-03-16T08:02:24.000Z","2021-03-16T08:02:24.000Z","divya@232loyaltyed2.com",,"User12 Q4DataUser12",,"false","1","Active",,,"User12 Q4DataUser12","CA",,"Individual","05wB0000001zAznIAE","IndivAiK_366",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,"Service Recovery",,"San Francisco",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-10-30","NTO Insider",,,"2021-03-16T08:02:24.000Z",,,"Lifetime","0lMB0000000RIKDMA4",,"Debit","User12 Q4DataUser12","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB0000001isfkMAA",,"2021-04-20",,"5.9-12 months","Divya Admin (divya@232loyaltyed2.com)","Service Recovery","True","Manual Points Adjustment",,"2021-03-16T08:02:24.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Negative",,,"0lcB0000000PBAjIAO",,,"0lVB0000001irrJMAQ",,"Social","2021-11-04","0lMB0000000RIKDMA4","Elite",,"Points",,"AdjustedPoints_Negative",,"005B0000006txQYIAY","2021-04-20","003B000000IXhzuIAD",,1,0.01,,0.01,-0.01,-1,1
"Processed","2021-09-27T04:27:53.000Z",,"divya@232loyaltyed2.com",,"Perf179 Trail179",,"false",,"Active",,,"Perf179 Trail179","NJ",,"Individual","05wB0000002YyoeIAC","IndivAiK_148",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,,,"New Jersey",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2021-03-08","NTO Insider",,,"2021-09-27T04:27:53.000Z",,,"Lifetime","0lMB0000000RIEYMA4","2022-09-30","Credit","Perf179 Trail179","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB000000296rJMAQ",,"2021-11-01",,"4.6-9 months","Divya Admin (divya@232loyaltyed2.com)",,"True","Manual Points Adjustment",,"2021-09-27T04:27:53.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AdjustedPoints_Positive",,,"0lcB0000000PBAjIAO",,,,,"POS","2021-11-04","0lMB0000000RIEYMA4","Premium",,"Points",,"AdjustedPoints_Positive",,"005B0000006txQYIAY","2021-11-01","003B000000IXhuNIAT",,45000,450,10000,0.01,450,45000,45000
"Processed","2021-09-27T04:50:16.000Z","2021-09-27T04:50:16.000Z","divya@232loyaltyed2.com",,"Perf90 Trail90",,"false","EA Rev","Active",,,"Perf90 Trail90","CA",,"Individual","05wB0000002YyotIAC","IndivAiK_223",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,,,"San Francisco",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2021-03-24","NTO Insider",,,"2021-09-27T04:50:16.000Z",,,"Lifetime","0lMB0000000RIHuMAO",,"Debit","Perf90 Trail90","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB000000296riMAA",,"2021-11-01",,"4.6-9 months","Divya Admin (divya@232loyaltyed2.com)",,"True","Accrual Reversal",,"2021-09-27T04:50:16.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AccrualReversal",,,"0lcB0000000PBAjIAO",,,"0lVB000000296rdMAA",,"Social","2021-11-04","0lMB0000000RIHuMAO","Premium",,"Points",,"AccrualReversal",,"005B0000006txQYIAY","2021-11-01","003B000000IXhuxIAD",,50,0.5,,0.01,0,,50
"Processed","2021-09-27T04:52:57.000Z","2021-09-27T04:52:57.000Z","divya@232loyaltyed2.com",,"Q4Data87 Trail87",,"false","EA Rev","Active",,,"Q4Data87 Trail87","NY",,"Individual","05wB0000002Yyp3IAC","IndivAiK_348",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,,,"New York",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2021-07-16","NTO Insider",,,"2021-09-27T04:52:57.000Z",,,"Lifetime","0lMB0000000RIJvMAO",,"Debit","Q4Data87 Trail87","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB000000296rsMAA",,"2021-11-01",,"3.3-6 months","Divya Admin (divya@232loyaltyed2.com)",,"True","Accrual Reversal",,"2021-09-27T04:52:57.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AccrualReversal",,,"0lcB0000000PBAjIAO",,,"0lVB000000296rnMAA",,"CallCenter","2021-11-04","0lMB0000000RIJvMAO","Premium",,"Points",,"AccrualReversal",,"005B0000006txQYIAY","2021-11-01","003B000000IXi3qIAD",,50,0.5,,0.01,0,,50
"Processed","2021-09-27T04:57:11.000Z","2021-09-27T04:57:11.000Z","divya@232loyaltyed2.com",,"Q4Data49 Trail49",,"false","EA Rev","Active",,,"Q4Data49 Trail49","NY",,"Individual","05wB0000002YypIIAS","IndivAiK_402",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,,,"New York City",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-09-23","NTO Insider",,,"2021-09-27T04:57:11.000Z",,,"Lifetime","0lMB0000000RIKnMAO",,"Debit","Q4Data49 Trail49","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB000000296s7MAA",,"2021-11-01",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)",,"True","Accrual Reversal",,"2021-09-27T04:57:11.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AccrualReversal",,,"0lcB0000000PBAjIAO",,,"0lVB000000296s2MAA",,"Email","2021-11-04","0lMB0000000RIKnMAO","Premium",,"Points",,"AccrualReversal",,"005B0000006txQYIAY","2021-11-01","003B000000IXi2rIAD",,50,0.5,,0.01,0,,50
"Processed","2021-09-27T04:59:36.000Z","2021-09-27T04:59:36.000Z","divya@232loyaltyed2.com",,"Q4Data61 Trail61",,"false","EA Rev","Active",,,"Q4Data61 Trail61","CA",,"Individual","05wB0000002YypSIAS","IndivAiK_413",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,,,"San Francisco",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-04-01","NTO Insider",,,"2021-09-27T04:59:36.000Z",,,"Lifetime","0lMB0000000RIKzMAO",,"Debit","Q4Data61 Trail61","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB000000296sCMAQ",,"2021-11-01",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)",,"True","Accrual Reversal",,"2021-09-27T04:59:36.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AccrualReversal",,,"0lcB0000000PBAjIAO",,,"0lVB000000296s3MAA",,"Web","2021-11-04","0lMB0000000RIKzMAO","Premium",,"Points",,"AccrualReversal",,"005B0000006txQYIAY","2021-11-01","003B000000IXi33IAD",,50,0.5,,0.01,0,,50
"Processed","2021-09-27T05:01:27.000Z","2021-09-27T05:01:27.000Z","divya@232loyaltyed2.com",,"Q4Data68 Trail68",,"false","EA Rev","Active",,,"Q4Data68 Trail68","NY",,"Individual","05wB0000002YypcIAC","IndivAiK_420",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,,,"New York",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2021-02-25","NTO Insider",,,"2021-09-27T05:01:27.000Z",,,"Lifetime","0lMB0000000RIL6MAO",,"Debit","Q4Data68 Trail68","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB000000296sHMAQ",,"2021-11-01",,"4.6-9 months","Divya Admin (divya@232loyaltyed2.com)",,"True","Accrual Reversal",,"2021-09-27T05:01:27.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AccrualReversal",,,"0lcB0000000PBAjIAO",,,"0lVB000000296roMAA",,"Web","2021-11-04","0lMB0000000RIL6MAO","Premium",,"Points",,"AccrualReversal",,"005B0000006txQYIAY","2021-11-01","003B000000IXi3AIAT",,50,0.5,,0.01,0,,50
"Processed","2021-09-27T05:04:40.000Z","2021-09-27T05:04:40.000Z","divya@232loyaltyed2.com",,"Q4Data185 Trail185",,"false","EA Rev","Active",,,"Q4Data185 Trail185","NY",,"Individual","05wB0000002YypmIAC","IndivAiK_436",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,,,"New York",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-09-14","NTO Insider",,,"2021-09-27T05:04:40.000Z",,,"Lifetime","0lMB0000000RILTMA4",,"Debit","Q4Data185 Trail185","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB000000296sRMAQ",,"2021-11-01",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)",,"True","Accrual Reversal",,"2021-09-27T05:04:40.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","AccrualReversal",,,"0lcB0000000PBAjIAO",,,"0lVB000000296sMMAQ",,"POS","2021-11-04","0lMB0000000RILTMA4","Premium",,"Points",,"AccrualReversal",,"005B0000006txQYIAY","2021-11-01","003B000000IXi3PIAT",,50,0.5,,0.01,0,,50
"Processed","2021-09-27T05:12:02.000Z","2021-09-27T05:12:02.000Z","divya@232loyaltyed2.com",,"Q4Data93 Trail93",,"false","EA Rev","Active",,,"Q4Data93 Trail93","Ontario",,"Individual","05wB0000002YypwIAC","IndivAiK_453",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,,,"Toronto",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2021-01-12","NTO Insider",,,"2021-09-27T05:12:02.000Z",,,"Lifetime","0lMB0000000RILdMAO","2021-09-27","Credit","Q4Data93 Trail93","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB000000296sbMAA",,"2021-11-01",,"5.9-12 months","Divya Admin (divya@232loyaltyed2.com)",,"True","Redemption Reversal",,"2021-09-27T05:12:02.000Z",,"Canada","Divya Admin (divya@232loyaltyed2.com)","Loyalty","RedemptionReversal",,,"0lcB0000000PBAjIAO",,,"0lVB000000296rpMAA",,"Social","2021-11-04","0lMB0000000RILdMAO","Premium",,"Points",,"RedemptionReversal",,"005B0000006txQYIAY","2021-11-01","003B000000IXi3wIAD",,10,0.1,,0.01,0,,10
"Processed","2021-09-27T05:17:39.000Z","2021-09-27T05:17:39.000Z","divya@232loyaltyed2.com",,"Q4Data59 Trail59",,"false","EA Rev","Active",,,"Q4Data59 Trail59","NY",,"Individual","05wB0000002YyqGIAS","IndivAiK_411",,,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T",,,,,,"New York",,"NonQualifying","https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","https://232loyaltyed2--c.documentforce.com/profilephoto/005/F",,,,"2020-06-20","NTO Insider",,,"2021-09-27T05:17:39.000Z",,,"Lifetime","0lMB0000000RIKxMAO",,"Credit","Q4Data59 Trail59","No",,"NA","005B0000006txQYIAY",,,,"0lpB0000000PBdwIAG",,"0lVB000000296slMAA",,"2021-11-01",,"6.1-2 years","Divya Admin (divya@232loyaltyed2.com)",,"True","Redemption Reversal",,"2021-09-27T05:17:39.000Z",,"USA","Divya Admin (divya@232loyaltyed2.com)","Loyalty","RedemptionReversal",,,"0lcB0000000PBAjIAO",,,"0lVB0000001irs9MAA",,"Social","2021-11-04","0lMB0000000RIKxMAO","Premium",,"Points",,"RedemptionReversal",,"005B0000006txQYIAY","2021-11-01","003B000000IXi31IAD",,1336,13.36,,0.01,0,,1336
