"Promotion.Id","Account_Type","AccountId","Description","PrimaryContactId","RetailStoreGroup_Name","PrimaryContact_Phone","Product_Id_with_Name","Name","Account_Industry","StoreType","Location_Address_City","OwnerId","RetailLocationGroupId","Location_Address_State","Account_AccountSource","Account_Phone","Location_Name","DeliveryMethod","PrimaryContact_MobilePhone","Priority","RetailStoreGroup_Id","LocationId","Location_Address_Country","Location_Address_PostalCode","Location_Address_Name","RetailStoreGroupName_Custom","Account_Parent_Account_NamesPath","RetailStoreGroup_Description","PrimaryContact_Email","CreatedDate","Account_Name","PrimaryContact_Department","PrimaryContact_Description","Account_Parent_Account_Names","Dummy_Key","Id","PrimaryContact_Name","Location_LocationLevel","DeliveryFrequency","Account_AnnualRevenue"
"0c8B0000000CdT6IAK",,"001B000001AQUOyIAP",,"003B000000H1QcHIAV","Northeast","856-636-8749","01tB0000000UI8UIAW_Kelloggs Muesli","Alpine Nutrition - Austin","Transportation","Regular","Milwaukee","005B0000006NoPnIAK","0Y2B0000000L08uKAC","WI",,,"Dmart Location 11","Truck",,"Medium","0Y2B0000000L08uKAC","131B00000009QMEIA2","Milwaukee","53207","A00000018","Northeast","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 3","art@venere.org","2019-12-24T13:46:11.000Z","Alpine Nutrition Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0C5OAK","Art Venere",1,10,
"0c8B0000000CdT6IAK",,"001B000001AQUOvIAP",,"003B000000H1QcLIAV","Midwest","773-573-6914","01tB0000000UI8UIAW_Kelloggs Muesli","Alpine Nutrition - Glendale","Finance","Regular","Taylor","005B0000006NoPnIAK","0Y2B0000000L08tKAC","MI",,,"Dmart Location 12","Van",,"Low","0Y2B0000000L08tKAC","131B00000009QMFIA2","Wayne","48180","A00000019","Midwest","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 2","mitsue_tollner@yahoo.com","2019-12-24T13:46:11.000Z","Fare Merchants Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0C6OAK","Mitsue Tollner",1,3,
"0c8B0000000CdT6IAK",,"001B000001AQUOvIAP",,"003B000000H1QcQIAV","West","631-335-3414","01tB0000000UI8UIAW_Kelloggs Muesli","Alpine Nutrition - Noe Valley","Finance","Regular","Rockford","005B0000006NoPnIAK","0Y2B0000000L08wKAC","IL",,,"Dmart Location 13","Van",,"Low","0Y2B0000000L08wKAC","131B00000009QMGIA2","Winnebago","61109","A00000020","West","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 5","amaclead@gmail.com","2019-12-24T13:46:11.000Z","Fare Merchants Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0C7OAK","Abel Maclead",1,7,
"0c8B0000000CdT6IAK",,"001B000001AQUOyIAP",,"003B000000H1QcRIAV","Bay Area","310-498-5651","01tB0000000UI8UIAW_Kelloggs Muesli","NTO Store - Noe Valley","Transportation","Regular",,"005B0000006NoPnIAK","0Y2B0000000L08sKAC",,,,"Location","Van",,"High","0Y2B0000000L08sKAC","131B00000005DkSIAU",,,,"Bay Area","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 1","kiley.caldarera@aol.com","2019-12-24T13:46:11.000Z","Alpine Nutrition Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0C8OAK","Kiley Caldarera",1,1,
"0c8B0000000CdT6IAK",,"001B000001AQUOuIAP",,"003B000000H1QcNIAV","South","605-414-2147","01tB0000000UI8UIAW_Kelloggs Muesli","Alpine Nutrition Outlet (Hayward)","Construction","Regular","San Jose","005B0000006NoPnIAK","0Y2B0000000L08vKAC","CA",,,"Dmart Location 15","Van",,"Medium","0Y2B0000000L08vKAC","131B00000009QMIIA2","Santa Clara","95111","A00000022","South","Nutrition Stop Account/Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 4","sage_wieser@cox.net","2019-12-24T13:46:11.000Z","Nutrition Stop Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0C9OAK","Sage Wieser",1,3,
"0c8B0000000CdT6IAK",,"001B000001AQUOuIAP",,"003B000000H1QcOIAV","Northeast","410-655-8723","01tB0000000UI8UIAW_Kelloggs Muesli","Alpine Nutrition - San Francisco","Construction","Regular","Irving","005B0000006NoPnIAK","0Y2B0000000L08uKAC","TX",,,"Dmart Location 16","Van",,"Low","0Y2B0000000L08uKAC","131B00000009QMJIA2","Dallas","75062","A00000023","Northeast","Nutrition Stop Account/Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 3","kris@gmail.com","2019-12-24T13:46:11.000Z","Nutrition Stop Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0CAOA0","Kris Marrier",1,5,
"0c8B0000000CdT6IAK",,"001B000001AQUOuIAP",,"003B000000H1QcIIAV","Midwest","907-385-4412","01tB0000000UI8UIAW_Kelloggs Muesli","Nutrition Stop - Hillsdale","Construction","Regular","Albany","005B0000006NoPnIAK","0Y2B0000000L08tKAC","NY",,,"Dmart Location 25","Van",,"Low","0Y2B0000000L08tKAC","131B00000009QMSIA2","Albany","12204","A00000024","Midwest","Nutrition Stop Account/Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 2","lpaprocki@hotmail.com","2019-12-24T13:46:11.000Z","Nutrition Stop Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0CBOA0","Lenna Paprocki",1,5,
"0c8B0000000CdT6IAK",,"001B000001AQUOxIAP",,"003B000000H1QcJIAV","West","513-570-1893","01tB0000000UI8UIAW_Kelloggs Muesli","Nutrition Stop - Kennesaw","Food & Beverage","Regular","San Jose","005B0000006NoPnIAK","0Y2B0000000L08wKAC","CA",,,"Dmart Location 17","Truck",,"High","0Y2B0000000L08wKAC","131B00000009QMKIA2","Santa Clara","95111","A00000008","West","Nutrition Stop Account/Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 5","donette.foller@cox.net","2019-12-24T13:46:11.000Z","Rondel Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0CCOA0","Donette Foller",1,2,
"0c8B0000000CdT6IAK",,"001B000001AQUOyIAP",,"003B000000H1QcbIAF","Bay Area","972-303-9197","01tB0000000UI8UIAW_Kelloggs Muesli","Nutrition Stop - Elkhorn","Transportation","Regular","Chicago","005B0000006NoPnIAK","0Y2B0000000L08sKAC","IL",,,"Dmart Location 18","Truck",,"Medium","0Y2B0000000L08sKAC","131B00000009QMLIA2","Cook","60632","A00000007","Bay Area","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 1","willard@hotmail.com","2019-12-24T13:46:11.000Z","Alpine Nutrition Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0CDOA0","Willard Kolmetz",1,10,
"0c8B0000000CdT6IAK",,"001B000001AQUOyIAP",,"003B000000H1QcWIAV","South","414-661-9598","01tB0000000UI8UIAW_Kelloggs Muesli","NTO Store - Dublin","Transportation","Regular","Ashland","005B0000006NoPnIAK","0Y2B0000000L08vKAC","OH",,,"Dmart Location 19","Van",,"Low","0Y2B0000000L08vKAC","131B00000009QMMIA2","Ashland","44805","A00000006","South","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 4","gladys.rim@rim.org","2019-12-24T13:46:11.000Z","Alpine Nutrition Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0CEOA0","Gladys Rim",1,3,
"0c8B0000000CdT6IAK",,"001B000001AQUOvIAP",,"003B000000H1QcaIAF","Northeast","408-540-1785","01tB0000000UI8UIAW_Kelloggs Muesli","Fare Merchants - Irving","Finance","Regular","Hamilton","005B0000006NoPnIAK","0Y2B0000000L08uKAC","OH",,,"Dmart Location 20","Van",,"Low","0Y2B0000000L08uKAC","131B00000009QMNIA2","Butler","45011","A00000005","Northeast","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 3","vinouye@aol.com","2019-12-24T13:46:11.000Z","Fare Merchants Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0CFOA0","Veronika Inouye",1,7,
"0c8B0000000CdT6IAK",,"001B000001AQUOvIAP",,"003B000000H1QcVIAV","Midwest","931-313-9635","01tB0000000UI8UIAW_Kelloggs Muesli","NTO Store - Ferry Plaza Market","Finance","Regular","Anchorage","005B0000006NoPnIAK","0Y2B0000000L08tKAC","AK",,,"Dmart Location 21","Van",,"High","0Y2B0000000L08tKAC","131B00000009QMOIA2","Anchorage","99501","A00000004","Midwest","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 2","meaghan@hotmail.com","2019-12-24T13:46:11.000Z","Fare Merchants Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0CGOA0","Meaghan Garufi",1,1,
"0c8B0000000CdT6IAK",,"001B000001AQUOwIAP",,"003B000000H1QcPIAV","West","215-874-1229","01tB0000000UI8UIAW_Kelloggs Muesli","Fare Merchants - Chelsea","Manufacturing","Regular","Bridgeport","005B0000006NoPnIAK","0Y2B0000000L08wKAC","NJ",,,"Dmart Location 22","Van",,"Medium","0Y2B0000000L08wKAC","131B00000009QMPIA2","Gloucester","8014","A00000003","West","NTO Account","Description of Dmart Location Group 5","minna_amigon@yahoo.com","2019-12-24T13:46:11.000Z","NTO Account",,,"NTO Account","NA","0YQB0000000L0CHOA0","Minna Amigon",1,3,
"0c8B0000000CdT6IAK",,"001B000001AQUOwIAP",,"003B000000H1QcKIAV","Bay Area","419-503-2484","01tB0000000UI8UIAW_Kelloggs Muesli","NTO Store - Alameda","Manufacturing","Regular","Brighton","005B0000006NoPnIAK","0Y2B0000000L08sKAC","MI",,,"Dmart Location 23","Van",,"Low","0Y2B0000000L08sKAC","131B00000009QMQIA2","Livingston","48116","A00000002","Bay Area","NTO Account","Description of Dmart Location Group 1","simona@morasca.com","2019-12-24T13:46:11.000Z","NTO Account",,,"NTO Account","NA","0YQB0000000L0CIOA0","Simona Morasca",1,5,
"0c8B0000000CdT6IAK",,"001B000001AQUOvIAP",,"003B000000H1QcGIAV","South","810-292-9388","01tB0000000UI8UIAW_Kelloggs Muesli","Fare Merchants - Austin","Finance","Regular","Middlesex","005B0000006NoPnIAK","0Y2B0000000L08vKAC","NJ",,,"Dmart Location 24","Van",,"Low","0Y2B0000000L08vKAC","131B00000009QMRIA2","Middlesex","8846","A00000025","South","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 4","josephine_darakjy@darakjy.org","2019-12-24T13:46:11.000Z","Fare Merchants Account",,,"Alpine Nutrition Account","NA","0YQB0000000L0CJOA0","Josephine Darakjy",1,5,
"0c8B0000000CdT6IAK",,"001B000001AQUOyIAP",,,"Northeast",,"01tB0000000UI8UIAW_Kelloggs Muesli","Nutrition Stop - San Francisco","Transportation",,"New Orleans","005B0000006Q7xcIAC","0Y2B0000000L08uKAC","LA",,,"Dmart Location 1",,,,"0Y2B0000000L08uKAC","131B00000009QM4IAM","Orleans","70116","A00000001","Northeast","Alpine Nutrition Account/NTO Account","Description of Dmart Location Group 3",,"2020-04-19T12:05:20.000Z","Alpine Nutrition Account",,,"Alpine Nutrition Account","NA","0YQB0000000CdgcOAC",,1,,
"0c8B0000000CdT6IAK",,"001B000001AQUOyIAP",,,,,"01tB0000000UI8UIAW_Kelloggs Muesli","Alpine Nutrition - Brooklyn","Transportation",,"Kulpsville","005B0000006Q7xcIAC",,"PA",,,"Dmart Location 4",,,,,"131B00000009QM7IAM","Montgomery","19443","A00000011","NA","Alpine Nutrition Account/NTO Account",,,"2020-04-19T12:07:37.000Z","Alpine Nutrition Account",,,"Alpine Nutrition Account","NA","0YQB0000000CdghOAC",,1,,
"0c8B0000000CdT6IAK",,"001B000001AQUOwIAP",,,"Northeast",,"01tB0000000UI8UIAW_Kelloggs Muesli","NTO Store- San Francisco","Manufacturing",,"Kulpsville","005B0000006Q7xcIAC","0Y2B0000000L08uKAC","PA",,,"Dmart Location 4",,,,"0Y2B0000000L08uKAC","131B00000009QM7IAM","Montgomery","19443","A00000011","Northeast","NTO Account","Description of Dmart Location Group 3",,"2020-04-17T15:18:12.000Z","NTO Account",,,"NTO Account","NA","0YQB0000000CdgXOAS",,1,,
"0c8B0000000CdT6IAK",,"001B000001AQUOwIAP",,,,,"01tB0000000UI8UIAW_Kelloggs Muesli","Nutrition Stop - Elkhorn","Manufacturing",,"Sioux Falls","005B0000006Q7xcIAC",,"SD",,,"Dmart Location 2",,,,,"131B00000009QM5IAM","Minnehaha","57105","A00000009","NA","NTO Account",,,"2020-04-17T15:16:49.000Z","NTO Account",,,"NTO Account","NA","0YQB0000000CdgSOAS",,1,,
"0c8B0000000CdT6IAK",,"001B000001AQUOwIAP",,,,,"01tB0000000UI8UIAW_Kelloggs Muesli","Nutrition Stop - Austin","Manufacturing",,"Sioux Falls","005B0000006Q7xcIAC",,"SD",,,"Dmart Location 2",,,,,"131B00000009QM5IAM","Minnehaha","57105","A00000009","NA","NTO Account",,,"2020-04-20T16:13:32.000Z","NTO Account",,,"NTO Account","NA","0YQB0000000CdgrOAC",,1,,
"0c8B0000000CdT6IAK",,"001B000001AQUOwIAP",,,,,"01tB0000000UI8UIAW_Kelloggs Muesli","NTO Store - Chelsea","Manufacturing",,"Rockford","005B0000006Q7xcIAC",,"IL",,,"Dmart Location 13",,,,,"131B00000009QMGIA2","Winnebago","61109","A00000020","NA","NTO Account",,,"2020-04-20T16:15:43.000Z","NTO Account",,,"NTO Account","NA","0YQB0000000CdgwOAC",,1,,
