"Small_URL","Owner","Product","Region","Package","Date","Percent_Target","Year","Profit","Revenue","Cost","Pipeline"
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","rezota","Schleswig-Holstein","Package A","05/13/2017",80,52017,77951,470013,240681,44642
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","rezota","Bavaria","Package A","07/27/2017",11,72017,73295,486728,322069,100359
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Bremen","Package A","08/30/2017",87,82017,67694,381593,191998,33372
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","adoriva","Bremen","Package C","11/20/2016",80,112016,95417,264313,207269,53131
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Bavaria","Package B","01/08/2016",79,12016,87191,102762,56533,67175
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","adoriva","Rhineland","Package E","02/18/2017",51,22017,91711,292119,221895,87537
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","apiera","Bremen","Package E","11/23/2016",19,112016,87138,290749,172653,86333
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","apiera","Bavaria","Package E","12/02/2016",31,122016,96261,280538,207352,56474
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","adoriva","Rhineland","Package C","07/30/2016",101,72016,94274,381509,294849,94376
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Bavaria","Package D","09/16/2016",93,92016,106485,268440,211902,55908
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","rezota","Baden-Wurttemberg","Package C","01/24/2016",71,12016,85690,100605,62958,51128
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","vucoo","Bremen","Package B","09/28/2017",1,92017,21153,644068,457520,45743
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","adoriva","Bremen","Package D","06/10/2016",61,62016,86835,291464,178878,71224
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","adoriva","Baden-Wurttemberg","Package A","03/17/2016",55,32016,90754,242770,182581,74602
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","adoriva","Saxony","Package B","12/13/2016",82,122016,103744,272923,205469,61378
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","apiera","Bavaria","Package C","07/06/2016",71,72016,88030,344358,251413,43697
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Bavaria","Package B","01/25/2016",-8,12016,90502,106253,79378,35047
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","neutratronic","Bremen","Package D","12/28/2016",62,122016,103916,315031,235015,74603
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","neutratronic","Bremen","Package E","08/02/2016",2,82016,94418,281801,207139,30207
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Bremen","Package D","11/15/2017",-8,112017,3146,980710,742874,118273
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Baden-Wurttemberg","Package C","05/18/2017",85,52017,73625,462343,306352,54950
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","apiera","Bremen","Package C","08/02/2016",89,82016,91877,269128,200821,83707
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","apiera","Baden-Wurttemberg","Package A","04/11/2016",82,42016,74815,192671,153309,66971
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","vucoo","Bremen","Package E","12/17/2016",58,122016,109240,283024,224727,44510
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Saxony","Package D","08/13/2016",16,82016,87476,273224,168952,58067
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","vucoo","Saxony","Package E","02/11/2017",-2,22017,89683,332401,218238,70349
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOp8/F","Connie Ruiz","neutratronic","Rhineland","Package E","06/11/2017",116,62017,64673,331644,216741,66453
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","vucoo","Bavaria","Package A","07/07/2016",13,72016,92160,383380,221445,77603
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","adoriva","Saxony","Package C","04/26/2017",86,42017,71470,394778,221875,52648
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Bavaria","Package C","04/15/2017",86,42017,75507,423649,239660,93560
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","apiera","Baden-Wurttemberg","Package C","06/07/2017",17,62017,70860,301313,174040,56462
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","aeox","Baden-Wurttemberg","Package D","08/21/2017",78,82017,71670,402404,212877,49489
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Saxony","Package C","12/05/2017",70,122017,8766,904535,497547,29010
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","vucoo","Bremen","Package D","05/15/2016",81,52016,74527,324797,178821,85242
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","adoriva","Bremen","Package D","03/17/2017",60,32017,78267,340788,264492,44149
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","apiera","Schleswig-Holstein","Package E","02/02/2016",70,22016,87123,168332,100907,60609
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","apiera","Saxony","Package E","12/05/2017",43,122017,3246,886652,534726,74483
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","rezota","Schleswig-Holstein","Package E","12/20/2017",23,122017,7176,895690,656615,72639
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","rezota","Bremen","Package B","05/14/2017",93,52017,75048,457907,237814,41430
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","rezota","Schleswig-Holstein","Package C","04/15/2017",2,42017,72445,375289,228152,64960
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","adoriva","Bavaria","Package D","04/25/2016",66,42016,77608,194209,98300,61194
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Bavaria","Package C","12/25/2016",6,122016,104098,326810,221615,55263
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","apiera","Baden-Wurttemberg","Package B","09/23/2016",56,92016,97037,277621,199482,51120
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","rezota","Baden-Wurttemberg","Package E","08/30/2017",92,82017,71925,372162,291627,17715
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","apiera","Rhineland","Package A","02/18/2016",102,22016,87514,193928,101595,94552
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","rezota","Bavaria","Package C","02/06/2016",63,22016,97014,165315,120339,41264
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","vucoo","Schleswig-Holstein","Package B","06/29/2016",67,62016,82874,279740,211696,123139
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","neutratronic","Baden-Wurttemberg","Package C","07/19/2016",80,72016,90742,391350,254171,88085
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","apiera","Schleswig-Holstein","Package E","08/10/2016",4,82016,101543,256030,157520,51925
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","adoriva","Bavaria","Package E","05/31/2016",93,52016,78694,332699,252720,41388
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Baden-Wurttemberg","Package D","11/22/2017",99,112017,13586,929445,512517,83099
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Bremen","Package D","10/21/2016",87,102016,78010,365716,200595,42399
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","vucoo","Bremen","Package E","05/27/2017",0,52017,76067,433607,325399,75743
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","adoriva","Bremen","Package D","03/10/2017",20,32017,78910,367832,195815,45279
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","aeox","Bavaria","Package E","11/08/2017",72,112017,15122,1021956,529264,82993
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","rezota","Schleswig-Holstein","Package E","06/02/2017",-1,62017,72732,296432,155293,51339
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","rezota","Bremen","Package E","01/24/2016",89,12016,89066,101582,75353,40640
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","vucoo","Rhineland","Package A","03/09/2017",85,32017,81677,379960,205891,67649
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","apiera","Saxony","Package E","05/03/2017",37,52017,78999,463644,297000,48336
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Bavaria","Package B","05/30/2016",21,52016,76095,329155,229194,76723
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","adoriva","Bremen","Package A","01/01/2016",80,12016,94937,96279,61695,54299
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","rezota","Saxony","Package C","09/13/2017",8,92017,14752,645549,460508,48094
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","apiera","Bremen","Package D","07/28/2016",85,72016,91554,390985,286845,41578
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","vucoo","Baden-Wurttemberg","Package C","06/20/2016",57,62016,82391,292582,224358,85679
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","adoriva","Bavaria","Package A","03/03/2017",92,32017,81509,357759,283464,60989
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","apiera","Rhineland","Package E","12/18/2017",63,122017,12400,902115,546440,37153
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","rezota","Baden-Wurttemberg","Package D","01/24/2016",104,12016,83259,97560,72668,54990
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","adoriva","Schleswig-Holstein","Package C","12/07/2017",72,122017,2456,877788,675696,39517
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Baden-Wurttemberg","Package E","10/28/2017",72,102017,11835,753433,513942,87467
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","adoriva","Saxony","Package D","07/29/2017",63,72017,66008,484870,367471,59695
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","neutratronic","Baden-Wurttemberg","Package C","12/22/2017",83,122017,3317,890027,666746,72351
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","aeox","Saxony","Package B","07/31/2016",102,72016,90334,376756,241125,49244
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Saxony","Package A","03/23/2016",102,32016,79798,236373,162880,70337
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","vucoo","Bavaria","Package D","04/17/2016",14,42016,69046,208443,111210,116625
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","rezota","Bavaria","Package E","08/18/2017",66,82017,67811,437449,264141,83185
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","neutratronic","Schleswig-Holstein","Package E","12/09/2017",78,122017,7988,892310,523272,75473
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Schleswig-Holstein","Package E","05/17/2017",76,52017,73201,465603,311631,47930
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Baden-Wurttemberg","Package D","03/20/2017",82,32017,82572,333625,229393,41940
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Baden-Wurttemberg","Package B","01/21/2016",19,12016,92683,94301,58430,88557
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","vucoo","Bavaria","Package C","12/06/2017",58,122017,8602,889630,618400,43877
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","apiera","Bavaria","Package E","04/18/2017",85,42017,72146,402863,230390,80135
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","neutratronic","Schleswig-Holstein","Package C","06/08/2016",90,62016,82930,296091,235737,48535
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","rezota","Bremen","Package B","09/09/2017",17,92017,18680,646504,463217,65354
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","neutratronic","Rhineland","Package C","08/04/2017",82,82017,65605,392617,312807,68933
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","vucoo","Rhineland","Package A","03/30/2017",59,32017,79994,379442,296392,90628
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Baden-Wurttemberg","Package D","10/01/2017",85,102017,7653,761267,502592,66539
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Schleswig-Holstein","Package B","10/22/2016",82,102016,85353,379586,226144,31233
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","aeox","Baden-Wurttemberg","Package C","07/03/2016",13,72016,81431,371033,243261,49974
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","neutratronic","Schleswig-Holstein","Package E","07/01/2017",38,72017,72190,489946,350835,44714
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Bremen","Package A","03/23/2016",71,32016,85139,238775,120854,64498
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","neutratronic","Bavaria","Package C","10/01/2016",8,102016,91454,391160,201421,42563
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","aeox","Baden-Wurttemberg","Package D","03/10/2016",81,32016,91808,241596,144036,73198
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","vucoo","Bremen","Package B","01/08/2017",4,12017,92347,450696,341285,61541
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr8/F","Janet Jones","vucoo","Baden-Wurttemberg","Package C","11/26/2016",61,112016,96694,273150,141393,55101
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","neutratronic","Saxony","Package B","12/13/2016",86,122016,103341,284982,156794,64330
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","vucoo","Baden-Wurttemberg","Package A","04/10/2016",78,42016,74088,198764,140851,47531
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2d/F","Warren Wilson","aeox","Saxony","Package C","06/29/2016",39,62016,77524,285460,213482,55303
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","apiera","Baden-Wurttemberg","Package A","04/08/2016",94,42016,69730,192220,120314,105717
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqP/F","Andy Peterson","neutratronic","Bremen","Package B","03/12/2016",13,32016,93603,249473,193538,65823
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","neutratronic","Baden-Wurttemberg","Package A","08/22/2016",17,82016,97815,382096,278803,89463
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","rezota","Bavaria","Package B","11/06/2017",64,112017,17676,995986,578383,9466
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000PP2i/F","Christopher Dillon","neutratronic","Bremen","Package E","12/23/2017",107,122017,-538,882276,641722,48638
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","neutratronic","Bavaria","Package A","03/21/2016",60,32016,89065,230971,135764,48692
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","apiera","Bavaria","Package C","09/27/2016",89,92016,100486,250020,127954,57721
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","aeox","Bavaria","Package C","03/06/2016",67,32016,88943,236894,187235,66556
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqb/F","John Smith","neutratronic","Bremen","Package B","03/30/2017",65,32017,72770,374118,240383,61704
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","apiera","Saxony","Package D","07/02/2016",73,72016,95597,381208,264658,49961
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOpV/F","Vanessa Central","adoriva","Bremen","Package D","04/26/2017",69,42017,81497,416087,289934,103438
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqH/F","Wes Hardin","neutratronic","Bremen","Package C","09/02/2016",62,92016,94122,265191,175829,95346
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOr0/F","Alan Reed","neutratronic","Schleswig-Holstein","Package A","11/27/2017",24,112017,16518,980741,614420,35271
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","adoriva","Bavaria","Package D","02/08/2017",96,22017,81229,341394,223344,66885
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","adoriva","Saxony","Package B","11/02/2016",97,112016,90208,217610,113115,64194
"https://analytics-wow-demo--c.na50.content.force.com/profilephoto/7296A000000uOqQ/F","Anne Frost","vucoo","Schleswig-Holstein","Package E","03/25/2016",72,32016,91351,234884,176780,45754
